student_id,level_id,score,time_spent_minutes,passed,timestamp
STU_0007,LVL_046,87,22,True,2023-03-29
STU_0007,LVL_038,64,15,False,2023-03-30
STU_0008,LVL_005,45,14,False,2023-01-14
STU_0008,LVL_016,44,27,False,2023-01-15
STU_0008,LVL_024,33,33,False,2023-01-16
STU_0008,LVL_019,57,11,False,2023-01-17
STU_0008,LVL_011,46,42,False,2023-01-18
STU_0008,LVL_029,66,25,False,2023-01-19
STU_0008,LVL_035,48,18,False,2023-01-20
STU_0008,LVL_020,42,25,False,2023-01-21
STU_0008,LVL_040,55,19,False,2023-01-22
STU_0008,LVL_034,24,26,False,2023-01-23
STU_0008,LVL_001,39,18,False,2023-01-24
STU_0008,LVL_036,67,15,False,2023-01-25
STU_0008,LVL_043,48,22,False,2023-01-26
STU_0008,LVL_007,33,30,False,2023-01-27
STU_0008,LVL_009,42,21,False,2023-01-28
STU_0008,LVL_017,23,38,False,2023-01-29
STU_0009,LVL_023,70,11,True,2023-03-13
STU_0009,LVL_014,53,14,False,2023-03-14
STU_0009,LVL_044,86,9,True,2023-03-15
STU_0009,LVL_016,86,15,True,2023-03-16
STU_0009,LVL_043,61,16,False,2023-03-17
STU_0009,LVL_007,58,9,False,2023-03-18
STU_0010,LVL_043,62,32,False,2023-02-21
STU_0010,LVL_048,88,13,True,2023-02-22
STU_0010,LVL_016,66,6,False,2023-02-23
STU_0010,LVL_018,94,13,True,2023-02-24
STU_0010,LVL_011,83,12,True,2023-02-25
STU_0010,LVL_045,85,13,True,2023-02-26
STU_0010,LVL_007,87,12,True,2023-02-27
STU_0010,LVL_025,88,21,True,2023-02-28
STU_0010,LVL_003,74,6,True,2023-03-01
STU_0010,LVL_031,62,7,False,2023-03-02
STU_0010,LVL_015,61,23,False,2023-03-03
STU_0010,LVL_013,75,30,True,2023-03-04
STU_0010,LVL_030,100,14,True,2023-03-05
STU_0010,LVL_023,53,10,False,2023-03-06
STU_0010,LVL_020,75,1,True,2023-03-07
STU_0010,LVL_040,72,17,True,2023-03-08
STU_0010,LVL_035,69,7,False,2023-03-09
STU_0010,LVL_002,64,32,False,2023-03-10
STU_0011,LVL_033,62,11,False,2023-03-12
STU_0011,LVL_020,63,35,False,2023-03-13
STU_0011,LVL_043,46,13,False,2023-03-14
STU_0011,LVL_027,35,24,False,2023-03-15
STU_0011,LVL_021,29,17,False,2023-03-16
STU_0011,LVL_026,80,14,True,2023-03-17
STU_0011,LVL_019,49,11,False,2023-03-18
STU_0011,LVL_036,45,6,False,2023-03-19
STU_0011,LVL_009,87,32,True,2023-03-20
STU_0011,LVL_013,57,27,False,2023-03-21
STU_0011,LVL_047,59,13,False,2023-03-22
STU_0011,LVL_025,97,26,True,2023-03-23
STU_0011,LVL_012,36,7,False,2023-03-24
STU_0011,LVL_037,26,24,False,2023-03-25
STU_0012,LVL_013,46,1,False,2023-03-13
STU_0012,LVL_046,92,5,True,2023-03-14
STU_0012,LVL_045,73,3,True,2023-03-15
STU_0012,LVL_025,85,3,True,2023-03-16
STU_0012,LVL_032,96,4,True,2023-03-17
STU_0012,LVL_026,65,15,False,2023-03-18
STU_0012,LVL_016,77,28,True,2023-03-19
STU_0012,LVL_010,78,2,True,2023-03-20
STU_0012,LVL_042,68,8,False,2023-03-21
STU_0012,LVL_001,87,18,True,2023-03-22
STU_0012,LVL_007,74,23,True,2023-03-23
STU_0012,LVL_028,68,13,False,2023-03-24
STU_0012,LVL_015,79,29,True,2023-03-25
STU_0012,LVL_012,75,11,True,2023-03-26
STU_0012,LVL_034,61,21,False,2023-03-27
STU_0012,LVL_030,67,18,False,2023-03-28
STU_0012,LVL_004,48,25,False,2023-03-29
STU_0012,LVL_044,56,6,False,2023-03-30
STU_0012,LVL_008,92,1,True,2023-03-31
STU_0012,LVL_038,75,15,True,2023-04-01
STU_0012,LVL_005,61,28,False,2023-04-02
STU_0012,LVL_048,99,1,True,2023-04-03
STU_0012,LVL_031,54,22,False,2023-04-04
STU_0013,LVL_039,100,15,True,2023-01-24
STU_0013,LVL_015,90,21,True,2023-01-25
STU_0013,LVL_032,88,2,True,2023-01-26
STU_0013,LVL_049,88,1,True,2023-01-27
STU_0013,LVL_018,87,16,True,2023-01-28
STU_0013,LVL_028,100,13,True,2023-01-29
STU_0013,LVL_048,100,12,True,2023-01-30
STU_0013,LVL_002,72,1,True,2023-01-31
STU_0013,LVL_025,73,1,True,2023-02-01
STU_0013,LVL_022,97,10,True,2023-02-02
STU_0013,LVL_026,96,13,True,2023-02-03
STU_0013,LVL_011,100,23,True,2023-02-04
STU_0013,LVL_030,77,9,True,2023-02-05
STU_0013,LVL_009,79,1,True,2023-02-06
STU_0013,LVL_035,97,24,True,2023-02-07
STU_0013,LVL_043,87,7,True,2023-02-08
STU_0013,LVL_040,100,1,True,2023-02-09
STU_0013,LVL_036,90,13,True,2023-02-10
STU_0013,LVL_006,79,26,True,2023-02-11
STU_0013,LVL_021,100,9,True,2023-02-12
STU_0013,LVL_014,86,8,True,2023-02-13
STU_0013,LVL_005,79,1,True,2023-02-14
STU_0014,LVL_045,57,24,False,2023-03-26
STU_0014,LVL_020,53,32,False,2023-03-27
STU_0014,LVL_044,72,11,True,2023-03-28
STU_0014,LVL_039,89,12,True,2023-03-29
STU_0014,LVL_008,80,2,True,2023-03-30
STU_0014,LVL_037,46,22,False,2023-03-31
STU_0014,LVL_003,80,14,True,2023-04-01
STU_0014,LVL_023,75,4,True,2023-04-02
STU_0015,LVL_030,35,37,False,2023-02-03
STU_0015,LVL_028,48,12,False,2023-02-04
STU_0015,LVL_047,88,21,True,2023-02-05
STU_0015,LVL_038,72,27,True,2023-02-06
STU_0015,LVL_018,26,20,False,2023-02-07
STU_0015,LVL_021,43,6,False,2023-02-08
STU_0015,LVL_016,25,20,False,2023-02-09
STU_0015,LVL_006,60,23,False,2023-02-10
STU_0015,LVL_046,47,11,False,2023-02-11
STU_0015,LVL_029,36,14,False,2023-02-12
STU_0015,LVL_044,36,17,False,2023-02-13
STU_0015,LVL_050,51,10,False,2023-02-14
STU_0015,LVL_037,48,12,False,2023-02-15
STU_0015,LVL_025,51,24,False,2023-02-16
STU_0015,LVL_022,54,24,False,2023-02-17
STU_0015,LVL_002,26,15,False,2023-02-18
STU_0015,LVL_032,55,26,False,2023-02-19
STU_0015,LVL_045,27,21,False,2023-02-20
STU_0015,LVL_012,69,17,False,2023-02-21
STU_0015,LVL_040,50,24,False,2023-02-22
STU_0016,LVL_019,90,11,True,2023-03-31
STU_0016,LVL_015,70,11,True,2023-04-01
STU_0016,LVL_024,82,16,True,2023-04-02
STU_0016,LVL_012,56,17,False,2023-04-03
STU_0016,LVL_020,81,14,True,2023-04-04
STU_0016,LVL_001,75,12,True,2023-04-05
STU_0016,LVL_035,86,20,True,2023-04-06
STU_0016,LVL_009,50,8,False,2023-04-07
STU_0016,LVL_018,86,30,True,2023-04-08
STU_0016,LVL_003,76,14,True,2023-04-09
STU_0016,LVL_004,70,28,True,2023-04-10
STU_0017,LVL_039,77,27,True,2023-01-21
STU_0017,LVL_050,84,23,True,2023-01-22
STU_0017,LVL_040,70,4,True,2023-01-23
STU_0017,LVL_015,88,16,True,2023-01-24
STU_0017,LVL_034,70,34,True,2023-01-25
STU_0017,LVL_025,86,17,True,2023-01-26
STU_0017,LVL_029,73,32,True,2023-01-27
STU_0017,LVL_044,53,5,False,2023-01-28
STU_0017,LVL_020,78,19,True,2023-01-29
STU_0017,LVL_038,77,20,True,2023-01-30
STU_0017,LVL_028,75,20,True,2023-01-31
STU_0017,LVL_042,100,21,True,2023-02-01
STU_0017,LVL_037,53,4,False,2023-02-02
STU_0017,LVL_004,90,9,True,2023-02-03
STU_0017,LVL_007,63,16,False,2023-02-04
STU_0017,LVL_014,66,19,False,2023-02-05
STU_0017,LVL_035,60,12,False,2023-02-06
STU_0017,LVL_017,50,2,False,2023-02-07
STU_0018,LVL_039,84,26,True,2023-02-05
STU_0018,LVL_017,64,6,False,2023-02-06
STU_0018,LVL_002,87,19,True,2023-02-07
STU_0018,LVL_006,64,27,False,2023-02-08
STU_0018,LVL_015,84,7,True,2023-02-09
STU_0018,LVL_044,71,7,True,2023-02-10
STU_0018,LVL_037,100,8,True,2023-02-11
STU_0018,LVL_038,60,11,False,2023-02-12
STU_0018,LVL_048,70,22,True,2023-02-13
STU_0018,LVL_018,90,12,True,2023-02-14
STU_0018,LVL_045,31,12,False,2023-02-15
STU_0018,LVL_003,65,4,False,2023-02-16
STU_0018,LVL_012,67,18,False,2023-02-17
STU_0018,LVL_031,59,27,False,2023-02-18
STU_0018,LVL_034,57,2,False,2023-02-19
STU_0019,LVL_018,94,23,True,2023-04-01
STU_0019,LVL_036,77,11,True,2023-04-02
STU_0019,LVL_009,100,12,True,2023-04-03
STU_0019,LVL_019,76,14,True,2023-04-04
STU_0019,LVL_029,92,2,True,2023-04-05
STU_0019,LVL_045,80,1,True,2023-04-06
STU_0019,LVL_032,79,31,True,2023-04-07
STU_0019,LVL_008,95,12,True,2023-04-08
STU_0019,LVL_002,69,10,False,2023-04-09
STU_0019,LVL_041,99,7,True,2023-04-10
STU_0019,LVL_039,100,1,True,2023-04-11
STU_0020,LVL_050,57,30,False,2023-02-14
STU_0020,LVL_027,44,32,False,2023-02-15
STU_0020,LVL_022,98,1,True,2023-02-16
STU_0020,LVL_033,70,25,True,2023-02-17
STU_0020,LVL_018,79,7,True,2023-02-18
STU_0020,LVL_001,62,26,False,2023-02-19
STU_0020,LVL_019,82,11,True,2023-02-20
STU_0020,LVL_020,96,14,True,2023-02-21
STU_0020,LVL_038,64,11,False,2023-02-22
STU_0020,LVL_042,77,14,True,2023-02-23
STU_0020,LVL_032,82,14,True,2023-02-24
STU_0020,LVL_010,93,27,True,2023-02-25
STU_0020,LVL_029,96,28,True,2023-02-26
STU_0021,LVL_047,53,29,False,2023-02-03
STU_0021,LVL_010,48,1,False,2023-02-04
STU_0021,LVL_027,83,1,True,2023-02-05
STU_0021,LVL_042,56,22,False,2023-02-06
STU_0021,LVL_005,60,1,False,2023-02-07
STU_0022,LVL_003,44,14,False,2023-02-01
STU_0022,LVL_040,66,11,False,2023-02-02
STU_0022,LVL_005,90,26,True,2023-02-03
STU_0022,LVL_016,55,12,False,2023-02-04
STU_0022,LVL_041,70,14,True,2023-02-05
STU_0022,LVL_044,52,19,False,2023-02-06
STU_0022,LVL_019,63,18,False,2023-02-07
STU_0022,LVL_015,74,1,True,2023-02-08
STU_0022,LVL_006,59,11,False,2023-02-09
STU_0022,LVL_028,50,20,False,2023-02-10
STU_0022,LVL_007,45,9,False,2023-02-11
STU_0022,LVL_049,53,20,False,2023-02-12
STU_0022,LVL_029,69,11,False,2023-02-13
STU_0022,LVL_011,50,24,False,2023-02-14
STU_0022,LVL_020,65,30,False,2023-02-15
STU_0022,LVL_002,21,3,False,2023-02-16
STU_0022,LVL_050,52,43,False,2023-02-17
STU_0022,LVL_021,57,10,False,2023-02-18
STU_0022,LVL_004,42,11,False,2023-02-19
STU_0022,LVL_010,63,14,False,2023-02-20
STU_0022,LVL_012,49,9,False,2023-02-21
STU_0022,LVL_030,73,12,True,2023-02-22
STU_0023,LVL_039,70,20,True,2023-02-26
STU_0023,LVL_023,79,34,True,2023-02-27
STU_0023,LVL_015,49,27,False,2023-02-28
STU_0023,LVL_041,65,35,False,2023-03-01
STU_0023,LVL_013,67,11,False,2023-03-02
STU_0023,LVL_040,45,18,False,2023-03-03
STU_0023,LVL_017,73,37,True,2023-03-04
STU_0023,LVL_043,93,9,True,2023-03-05
STU_0023,LVL_009,48,38,False,2023-03-06
STU_0023,LVL_047,62,8,False,2023-03-07
STU_0023,LVL_007,79,26,True,2023-03-08
STU_0023,LVL_003,60,33,False,2023-03-09
STU_0024,LVL_036,31,33,False,2023-03-13
STU_0024,LVL_024,28,10,False,2023-03-14
STU_0024,LVL_006,18,25,False,2023-03-15
STU_0024,LVL_026,36,17,False,2023-03-16
STU_0024,LVL_001,45,22,False,2023-03-17
STU_0024,LVL_017,48,21,False,2023-03-18
STU_0024,LVL_035,43,34,False,2023-03-19
STU_0024,LVL_008,30,27,False,2023-03-20
STU_0024,LVL_030,63,16,False,2023-03-21
STU_0024,LVL_049,22,18,False,2023-03-22
STU_0024,LVL_045,36,1,False,2023-03-23
STU_0024,LVL_038,25,6,False,2023-03-24
STU_0024,LVL_025,14,6,False,2023-03-25
STU_0024,LVL_041,37,36,False,2023-03-26
STU_0024,LVL_007,44,32,False,2023-03-27
STU_0024,LVL_015,42,31,False,2023-03-28
STU_0024,LVL_031,55,20,False,2023-03-29
STU_0025,LVL_023,83,13,True,2023-04-11
STU_0025,LVL_004,87,9,True,2023-04-12
STU_0025,LVL_026,90,19,True,2023-04-13
STU_0025,LVL_018,92,26,True,2023-04-14
STU_0025,LVL_013,85,13,True,2023-04-15
STU_0025,LVL_008,85,6,True,2023-04-16
STU_0025,LVL_030,78,19,True,2023-04-17
STU_0025,LVL_006,100,18,True,2023-04-18
STU_0025,LVL_014,58,10,False,2023-04-19
STU_0025,LVL_041,56,16,False,2023-04-20
STU_0025,LVL_039,75,13,True,2023-04-21
STU_0025,LVL_002,46,12,False,2023-04-22
STU_0025,LVL_049,100,18,True,2023-04-23
STU_0025,LVL_022,94,4,True,2023-04-24
STU_0025,LVL_016,45,20,False,2023-04-25
STU_0025,LVL_009,98,17,True,2023-04-26
STU_0025,LVL_042,63,22,False,2023-04-27
STU_0025,LVL_005,49,14,False,2023-04-28
STU_0025,LVL_034,88,15,True,2023-04-29
STU_0025,LVL_019,78,11,True,2023-04-30
STU_0025,LVL_007,79,27,True,2023-05-01
STU_0025,LVL_027,69,10,False,2023-05-02
STU_0025,LVL_028,100,13,True,2023-05-03
STU_0025,LVL_045,62,17,False,2023-05-04
STU_0025,LVL_011,100,22,True,2023-05-05
STU_0026,LVL_042,44,11,False,2023-01-13
STU_0026,LVL_036,48,23,False,2023-01-14
STU_0026,LVL_047,63,17,False,2023-01-15
STU_0026,LVL_014,37,11,False,2023-01-16
STU_0026,LVL_028,70,3,True,2023-01-17
STU_0026,LVL_029,15,31,False,2023-01-18
STU_0026,LVL_015,56,23,False,2023-01-19
STU_0026,LVL_027,42,25,False,2023-01-20
STU_0026,LVL_022,36,20,False,2023-01-21
STU_0026,LVL_030,16,23,False,2023-01-22
STU_0026,LVL_026,33,31,False,2023-01-23
STU_0026,LVL_043,54,26,False,2023-01-24
STU_0026,LVL_007,47,31,False,2023-01-25
STU_0026,LVL_021,21,14,False,2023-01-26
STU_0026,LVL_046,28,10,False,2023-01-27
STU_0026,LVL_037,25,16,False,2023-01-28
STU_0026,LVL_017,32,8,False,2023-01-29
STU_0026,LVL_024,56,22,False,2023-01-30
STU_0026,LVL_010,47,1,False,2023-01-31
STU_0026,LVL_050,39,26,False,2023-02-01
STU_0026,LVL_041,58,32,False,2023-02-02
STU_0026,LVL_016,67,27,False,2023-02-03
STU_0026,LVL_003,51,20,False,2023-02-04
STU_0026,LVL_049,30,19,False,2023-02-05
STU_0026,LVL_039,36,22,False,2023-02-06
STU_0027,LVL_047,57,20,False,2023-02-26
STU_0027,LVL_021,52,15,False,2023-02-27
STU_0027,LVL_037,84,26,True,2023-02-28
STU_0027,LVL_039,51,9,False,2023-03-01
STU_0027,LVL_006,62,23,False,2023-03-02
STU_0027,LVL_004,71,16,True,2023-03-03
STU_0027,LVL_010,76,39,True,2023-03-04
STU_0027,LVL_011,69,1,False,2023-03-05
STU_0027,LVL_040,64,21,False,2023-03-06
STU_0027,LVL_045,50,16,False,2023-03-07
STU_0027,LVL_046,79,25,True,2023-03-08
STU_0027,LVL_018,69,29,False,2023-03-09
STU_0027,LVL_029,59,8,False,2023-03-10
STU_0027,LVL_028,47,26,False,2023-03-11
STU_0028,LVL_002,45,34,False,2023-01-14
STU_0028,LVL_030,29,19,False,2023-01-15
STU_0028,LVL_005,39,29,False,2023-01-16
STU_0028,LVL_021,40,26,False,2023-01-17
STU_0028,LVL_037,37,20,False,2023-01-18
STU_0028,LVL_028,12,19,False,2023-01-19
STU_0028,LVL_046,30,34,False,2023-01-20
STU_0028,LVL_026,56,4,False,2023-01-21
STU_0028,LVL_041,45,26,False,2023-01-22
STU_0028,LVL_027,51,33,False,2023-01-23
STU_0028,LVL_019,46,6,False,2023-01-24
STU_0028,LVL_008,56,36,False,2023-01-25
STU_0028,LVL_043,19,21,False,2023-01-26
STU_0028,LVL_050,45,10,False,2023-01-27
STU_0028,LVL_047,62,15,False,2023-01-28
STU_0028,LVL_011,30,10,False,2023-01-29
STU_0028,LVL_049,58,10,False,2023-01-30
STU_0028,LVL_024,48,24,False,2023-01-31
STU_0029,LVL_041,89,12,True,2023-03-12
STU_0029,LVL_020,97,22,True,2023-03-13
STU_0029,LVL_018,56,14,False,2023-03-14
STU_0029,LVL_038,51,9,False,2023-03-15
STU_0029,LVL_004,81,14,True,2023-03-16
STU_0029,LVL_023,76,1,True,2023-03-17
STU_0029,LVL_033,71,16,True,2023-03-18
STU_0029,LVL_005,62,14,False,2023-03-19
STU_0029,LVL_049,53,1,False,2023-03-20
STU_0029,LVL_030,45,14,False,2023-03-21
STU_0029,LVL_029,43,33,False,2023-03-22
STU_0029,LVL_003,45,28,False,2023-03-23
STU_0029,LVL_046,63,13,False,2023-03-24
STU_0029,LVL_024,56,10,False,2023-03-25
STU_0029,LVL_019,56,28,False,2023-03-26
STU_0029,LVL_043,56,21,False,2023-03-27
STU_0029,LVL_006,88,1,True,2023-03-28
STU_0029,LVL_044,58,13,False,2023-03-29
STU_0029,LVL_025,84,24,True,2023-03-30
STU_0030,LVL_020,61,21,False,2023-01-03
STU_0030,LVL_042,76,40,True,2023-01-04
STU_0030,LVL_045,57,17,False,2023-01-05
STU_0030,LVL_043,71,19,True,2023-01-06
STU_0030,LVL_026,71,12,True,2023-01-07
STU_0030,LVL_009,71,1,True,2023-01-08
STU_0030,LVL_039,71,14,True,2023-01-09
STU_0030,LVL_006,54,30,False,2023-01-10
STU_0030,LVL_050,77,23,True,2023-01-11
STU_0030,LVL_036,82,32,True,2023-01-12
STU_0030,LVL_025,71,1,True,2023-01-13
STU_0030,LVL_022,76,25,True,2023-01-14
STU_0030,LVL_048,48,24,False,2023-01-15
STU_0030,LVL_034,69,27,False,2023-01-16
STU_0030,LVL_047,62,32,False,2023-01-17
STU_0030,LVL_028,50,20,False,2023-01-18
STU_0031,LVL_031,87,10,True,2023-01-18
STU_0031,LVL_013,69,14,False,2023-01-19
STU_0031,LVL_024,100,6,True,2023-01-20
STU_0031,LVL_044,76,12,True,2023-01-21
STU_0031,LVL_037,91,16,True,2023-01-22
STU_0031,LVL_029,66,16,False,2023-01-23
STU_0031,LVL_030,87,9,True,2023-01-24
STU_0031,LVL_019,100,3,True,2023-01-25
STU_0031,LVL_025,100,1,True,2023-01-26
STU_0031,LVL_033,71,18,True,2023-01-27
STU_0031,LVL_034,73,20,True,2023-01-28
STU_0031,LVL_027,93,16,True,2023-01-29
STU_0031,LVL_011,81,17,True,2023-01-30
STU_0031,LVL_049,81,4,True,2023-01-31
STU_0032,LVL_009,50,22,False,2023-01-11
STU_0032,LVL_003,61,41,False,2023-01-12
STU_0032,LVL_019,28,15,False,2023-01-13
STU_0032,LVL_031,42,14,False,2023-01-14
STU_0032,LVL_045,48,27,False,2023-01-15
STU_0032,LVL_050,26,11,False,2023-01-16
STU_0032,LVL_047,66,29,False,2023-01-17
STU_0032,LVL_029,21,21,False,2023-01-18
STU_0032,LVL_040,27,12,False,2023-01-19
STU_0033,LVL_019,62,13,False,2023-01-11
STU_0033,LVL_028,94,11,True,2023-01-12
STU_0033,LVL_001,80,3,True,2023-01-13
STU_0033,LVL_040,100,17,True,2023-01-14
STU_0033,LVL_023,90,17,True,2023-01-15
STU_0033,LVL_016,59,26,False,2023-01-16
STU_0033,LVL_037,73,17,True,2023-01-17
STU_0033,LVL_027,77,29,True,2023-01-18
STU_0033,LVL_012,92,22,True,2023-01-19
STU_0034,LVL_009,64,1,False,2023-01-06
STU_0034,LVL_003,50,26,False,2023-01-07
STU_0034,LVL_023,34,29,False,2023-01-08
STU_0034,LVL_035,52,19,False,2023-01-09
STU_0034,LVL_022,48,12,False,2023-01-10
STU_0034,LVL_042,59,16,False,2023-01-11
STU_0034,LVL_012,49,12,False,2023-01-12
STU_0034,LVL_030,61,8,False,2023-01-13
STU_0034,LVL_031,43,25,False,2023-01-14
STU_0034,LVL_041,69,16,False,2023-01-15
STU_0034,LVL_044,65,32,False,2023-01-16
STU_0034,LVL_050,38,31,False,2023-01-17
STU_0034,LVL_005,55,22,False,2023-01-18
STU_0034,LVL_043,41,23,False,2023-01-19
STU_0034,LVL_049,65,18,False,2023-01-20
STU_0035,LVL_021,30,14,False,2023-02-15
STU_0035,LVL_007,25,7,False,2023-02-16
STU_0035,LVL_006,63,26,False,2023-02-17
STU_0035,LVL_050,27,28,False,2023-02-18
STU_0035,LVL_043,42,15,False,2023-02-19
STU_0035,LVL_019,70,25,True,2023-02-20
STU_0035,LVL_020,35,11,False,2023-02-21
STU_0035,LVL_029,50,26,False,2023-02-22
STU_0035,LVL_039,33,14,False,2023-02-23
STU_0035,LVL_028,45,20,False,2023-02-24
STU_0035,LVL_011,51,30,False,2023-02-25
STU_0035,LVL_046,31,29,False,2023-02-26
STU_0035,LVL_023,49,24,False,2023-02-27
STU_0035,LVL_042,33,27,False,2023-02-28
STU_0036,LVL_016,76,1,True,2023-02-06
STU_0036,LVL_008,97,16,True,2023-02-07
STU_0036,LVL_002,100,13,True,2023-02-08
STU_0036,LVL_012,83,1,True,2023-02-09
STU_0036,LVL_032,100,1,True,2023-02-10
STU_0036,LVL_034,100,9,True,2023-02-11
STU_0036,LVL_025,90,1,True,2023-02-12
STU_0036,LVL_036,91,19,True,2023-02-13
STU_0036,LVL_049,100,24,True,2023-02-14
STU_0036,LVL_017,91,5,True,2023-02-15
STU_0036,LVL_041,87,16,True,2023-02-16
STU_0036,LVL_029,100,9,True,2023-02-17
STU_0036,LVL_014,96,22,True,2023-02-18
STU_0037,LVL_036,36,12,False,2023-02-10
STU_0037,LVL_037,41,12,False,2023-02-11
STU_0037,LVL_024,65,8,False,2023-02-12
STU_0037,LVL_030,40,15,False,2023-02-13
STU_0037,LVL_050,62,18,False,2023-02-14
STU_0037,LVL_009,51,18,False,2023-02-15
STU_0037,LVL_040,53,24,False,2023-02-16
STU_0037,LVL_006,53,28,False,2023-02-17
STU_0037,LVL_005,43,11,False,2023-02-18
STU_0037,LVL_020,76,12,True,2023-02-19
STU_0037,LVL_026,53,14,False,2023-02-20
STU_0037,LVL_031,34,11,False,2023-02-21
STU_0037,LVL_034,55,26,False,2023-02-22
STU_0037,LVL_027,29,18,False,2023-02-23
STU_0037,LVL_049,64,41,False,2023-02-24
STU_0037,LVL_042,59,32,False,2023-02-25
STU_0038,LVL_022,79,20,True,2023-03-30
STU_0038,LVL_037,54,17,False,2023-03-31
STU_0038,LVL_003,54,11,False,2023-04-01
STU_0038,LVL_002,60,1,False,2023-04-02
STU_0038,LVL_006,91,1,True,2023-04-03
STU_0038,LVL_048,74,24,True,2023-04-04
STU_0038,LVL_042,52,13,False,2023-04-05
STU_0038,LVL_049,53,18,False,2023-04-06
STU_0038,LVL_017,65,21,False,2023-04-07
