student_id,college_id,college_tier,region,job_id,match_score,ai_trust_score,skill_score,verified_skill_count,years_exposure,match_score_biased,recommended,production_recommended
S0002,Tier3_Aurangabad,3,semi_urban,J004,0.3645,0.736,2.83,7,3.7,0.1691,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J005,0.5475,0.736,2.83,7,3.7,0.3581,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J006,0.3581,0.736,2.83,7,3.7,0.1626,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J007,0.2756,0.736,2.83,7,3.7,0.1308,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J008,0.4618,0.736,2.83,7,3.7,0.2486,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J009,0.364,0.736,2.83,7,3.7,0.2068,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J010,0.2519,0.736,2.83,7,3.7,0.0463,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J011,0.606,0.736,2.83,7,3.7,0.3954,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J012,0.4361,0.736,2.83,7,3.7,0.2468,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J013,0.3189,0.736,2.83,7,3.7,0.1342,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J014,0.1549,0.736,2.83,7,3.7,0.0133,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J015,0.3133,0.736,2.83,7,3.7,0.1429,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J016,0.5917,0.736,2.83,7,3.7,0.4059,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J017,0.4159,0.736,2.83,7,3.7,0.2767,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J018,0.5707,0.736,2.83,7,3.7,0.4289,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J019,0.4042,0.736,2.83,7,3.7,0.1848,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J020,0.4161,0.736,2.83,7,3.7,0.2549,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J021,0.39,0.736,2.83,7,3.7,0.2272,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J022,0.2665,0.736,2.83,7,3.7,0.1124,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J023,0.4027,0.736,2.83,7,3.7,0.2139,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J024,0.3934,0.736,2.83,7,3.7,0.2198,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J025,0.3758,0.736,2.83,7,3.7,0.1742,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J026,0.2742,0.736,2.83,7,3.7,0.0971,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J027,0.2782,0.736,2.83,7,3.7,0.1448,0,0
S0002,Tier3_Aurangabad,3,semi_urban,J028,0.6497,0.736,2.83,7,3.7,0.4752,1,0
S0002,Tier3_Aurangabad,3,semi_urban,J029,0.383,0.736,2.83,7,3.7,0.2461,0,0
S0003,Tier2_Nagpur,2,urban,J000,0.5886,0.63,3.98,7,1.1,0.5886,0,0
S0003,Tier2_Nagpur,2,urban,J001,0.7881,0.63,3.98,7,1.1,0.7881,1,1
S0003,Tier2_Nagpur,2,urban,J002,0.6809,0.63,3.98,7,1.1,0.6809,1,1
S0003,Tier2_Nagpur,2,urban,J003,0.6434,0.63,3.98,7,1.1,0.6434,1,1
S0003,Tier2_Nagpur,2,urban,J004,0.5773,0.63,3.98,7,1.1,0.5773,0,0
S0003,Tier2_Nagpur,2,urban,J005,0.7514,0.63,3.98,7,1.1,0.7514,1,1
S0003,Tier2_Nagpur,2,urban,J006,0.587,0.63,3.98,7,1.1,0.587,0,0
S0003,Tier2_Nagpur,2,urban,J007,0.3052,0.63,3.98,7,1.1,0.3052,0,0
S0003,Tier2_Nagpur,2,urban,J008,0.6482,0.63,3.98,7,1.1,0.6482,1,1
S0003,Tier2_Nagpur,2,urban,J009,0.3314,0.63,3.98,7,1.1,0.3314,0,0
S0003,Tier2_Nagpur,2,urban,J010,0.5699,0.63,3.98,7,1.1,0.5699,0,0
S0003,Tier2_Nagpur,2,urban,J011,0.8469,0.63,3.98,7,1.1,0.8469,1,1
S0003,Tier2_Nagpur,2,urban,J012,0.7084,0.63,3.98,7,1.1,0.7084,1,1
S0003,Tier2_Nagpur,2,urban,J013,0.5053,0.63,3.98,7,1.1,0.5053,0,0
S0003,Tier2_Nagpur,2,urban,J014,0.3288,0.63,3.98,7,1.1,0.3288,0,0
S0003,Tier2_Nagpur,2,urban,J015,0.6714,0.63,3.98,7,1.1,0.6714,1,1
S0003,Tier2_Nagpur,2,urban,J016,0.8187,0.63,3.98,7,1.1,0.8187,1,1
S0003,Tier2_Nagpur,2,urban,J017,0.5798,0.63,3.98,7,1.1,0.5798,0,0
S0003,Tier2_Nagpur,2,urban,J018,0.8066,0.63,3.98,7,1.1,0.8066,1,1
S0003,Tier2_Nagpur,2,urban,J019,0.6528,0.63,3.98,7,1.1,0.6528,1,1
S0003,Tier2_Nagpur,2,urban,J020,0.6641,0.63,3.98,7,1.1,0.6641,1,1
S0003,Tier2_Nagpur,2,urban,J021,0.5849,0.63,3.98,7,1.1,0.5849,0,0
S0003,Tier2_Nagpur,2,urban,J022,0.5026,0.63,3.98,7,1.1,0.5026,0,0
S0003,Tier2_Nagpur,2,urban,J023,0.6424,0.63,3.98,7,1.1,0.6424,1,1
S0003,Tier2_Nagpur,2,urban,J024,0.5769,0.63,3.98,7,1.1,0.5769,0,0
S0003,Tier2_Nagpur,2,urban,J025,0.4117,0.63,3.98,7,1.1,0.4117,0,0
S0003,Tier2_Nagpur,2,urban,J026,0.469,0.63,3.98,7,1.1,0.469,0,0
S0003,Tier2_Nagpur,2,urban,J027,0.501,0.63,3.98,7,1.1,0.501,0,0
S0003,Tier2_Nagpur,2,urban,J028,0.7899,0.63,3.98,7,1.1,0.7899,1,1
S0003,Tier2_Nagpur,2,urban,J029,0.5956,0.63,3.98,7,1.1,0.5956,0,0
S0004,Tier1_Mumbai,1,rural,J000,0.5212,0.74,3.91,6,1.6,0.4279,0,0
S0004,Tier1_Mumbai,1,rural,J001,0.7389,0.74,3.91,6,1.6,0.6604,1,1
S0004,Tier1_Mumbai,1,rural,J002,0.7193,0.74,3.91,6,1.6,0.6375,1,1
S0004,Tier1_Mumbai,1,rural,J003,0.6424,0.74,3.91,6,1.6,0.5435,1,0
S0004,Tier1_Mumbai,1,rural,J004,0.5329,0.74,3.91,6,1.6,0.4466,0,0
S0004,Tier1_Mumbai,1,rural,J005,0.6799,0.74,3.91,6,1.6,0.5964,1,0
S0004,Tier1_Mumbai,1,rural,J006,0.5837,0.74,3.91,6,1.6,0.523,0,0
S0004,Tier1_Mumbai,1,rural,J007,0.3525,0.74,3.91,6,1.6,0.2845,0,0
S0004,Tier1_Mumbai,1,rural,J008,0.5005,0.74,3.91,6,1.6,0.4394,0,0
S0004,Tier1_Mumbai,1,rural,J009,0.4373,0.74,3.91,6,1.6,0.364,0,0
S0004,Tier1_Mumbai,1,rural,J010,0.5,0.74,3.91,6,1.6,0.4262,0,0
S0004,Tier1_Mumbai,1,rural,J011,0.8863,0.74,3.91,6,1.6,0.8051,1,1
S0004,Tier1_Mumbai,1,rural,J012,0.7244,0.74,3.91,6,1.6,0.6368,1,1
S0004,Tier1_Mumbai,1,rural,J013,0.6163,0.74,3.91,6,1.6,0.5491,0,0
S0004,Tier1_Mumbai,1,rural,J014,0.3439,0.74,3.91,6,1.6,0.2598,0,0
S0004,Tier1_Mumbai,1,rural,J015,0.6282,0.74,3.91,6,1.6,0.5315,1,0
S0004,Tier1_Mumbai,1,rural,J016,0.8318,0.74,3.91,6,1.6,0.7644,1,1
S0004,Tier1_Mumbai,1,rural,J017,0.7184,0.74,3.91,6,1.6,0.632,1,1
S0004,Tier1_Mumbai,1,rural,J018,0.8638,0.74,3.91,6,1.6,0.802,1,1
S0004,Tier1_Mumbai,1,rural,J019,0.5578,0.74,3.91,6,1.6,0.4766,0,0
S0004,Tier1_Mumbai,1,rural,J020,0.5904,0.74,3.91,6,1.6,0.5007,0,0
S0004,Tier1_Mumbai,1,rural,J021,0.4756,0.74,3.91,6,1.6,0.4142,0,0
S0004,Tier1_Mumbai,1,rural,J022,0.4872,0.74,3.91,6,1.6,0.4139,0,0
S0004,Tier1_Mumbai,1,rural,J023,0.5008,0.74,3.91,6,1.6,0.4057,0,0
S0004,Tier1_Mumbai,1,rural,J024,0.5619,0.74,3.91,6,1.6,0.4929,0,0
S0004,Tier1_Mumbai,1,rural,J025,0.4961,0.74,3.91,6,1.6,0.4072,0,0
S0004,Tier1_Mumbai,1,rural,J026,0.5454,0.74,3.91,6,1.6,0.4609,0,0
S0004,Tier1_Mumbai,1,rural,J027,0.4301,0.74,3.91,6,1.6,0.3636,0,0
S0004,Tier1_Mumbai,1,rural,J028,0.7038,0.74,3.91,6,1.6,0.6141,1,0
S0004,Tier1_Mumbai,1,rural,J029,0.617,0.74,3.91,6,1.6,0.5357,0,0
S0005,Tier3_Aurangabad,3,rural,J000,0.321,0.558,2.8,7,0.5,0.1147,0,0
S0005,Tier3_Aurangabad,3,rural,J001,0.4661,0.558,2.8,7,0.5,0.1526,0,0
S0005,Tier3_Aurangabad,3,rural,J002,0.4777,0.558,2.8,7,0.5,0.2227,0,0
S0005,Tier3_Aurangabad,3,rural,J003,0.3963,0.558,2.8,7,0.5,0.1089,0,0
S0005,Tier3_Aurangabad,3,rural,J004,0.3415,0.558,2.8,7,0.5,0.1216,0,0
S0005,Tier3_Aurangabad,3,rural,J005,0.4054,0.558,2.8,7,0.5,0.1958,0,0
S0005,Tier3_Aurangabad,3,rural,J006,0.3481,0.558,2.8,7,0.5,0.0612,0,0
S0005,Tier3_Aurangabad,3,rural,J007,0.2462,0.558,2.8,7,0.5,0.0,0,0
S0005,Tier3_Aurangabad,3,rural,J008,0.3793,0.558,2.8,7,0.5,0.1522,0,0
S0005,Tier3_Aurangabad,3,rural,J009,0.1496,0.558,2.8,7,0.5,0.0,0,0
S0005,Tier3_Aurangabad,3,rural,J010,0.3174,0.558,2.8,7,0.5,0.0608,0,0
S0005,Tier3_Aurangabad,3,rural,J011,0.6822,0.558,2.8,7,0.5,0.4456,1,0
S0005,Tier3_Aurangabad,3,rural,J012,0.4438,0.558,2.8,7,0.5,0.1511,0,0
S0005,Tier3_Aurangabad,3,rural,J013,0.24,0.558,2.8,7,0.5,0.0,0,0
S0005,Tier3_Aurangabad,3,rural,J014,0.2293,0.558,2.8,7,0.5,0.0,0,0
S0005,Tier3_Aurangabad,3,rural,J015,0.363,0.558,2.8,7,0.5,0.072,0,0
S0005,Tier3_Aurangabad,3,rural,J016,0.6234,0.558,2.8,7,0.5,0.3617,1,0
S0005,Tier3_Aurangabad,3,rural,J017,0.3476,0.558,2.8,7,0.5,0.0355,0,0
S0005,Tier3_Aurangabad,3,rural,J018,0.532,0.558,2.8,7,0.5,0.2353,0,0
S0005,Tier3_Aurangabad,3,rural,J019,0.2799,0.558,2.8,7,0.5,0.0421,0,0
S0005,Tier3_Aurangabad,3,rural,J020,0.4008,0.558,2.8,7,0.5,0.1493,0,0
S0005,Tier3_Aurangabad,3,rural,J021,0.2878,0.558,2.8,7,0.5,0.0,0,0
S0005,Tier3_Aurangabad,3,rural,J022,0.2774,0.558,2.8,7,0.5,0.0,0,0
S0005,Tier3_Aurangabad,3,rural,J023,0.3337,0.558,2.8,7,0.5,0.1172,0,0
S0005,Tier3_Aurangabad,3,rural,J024,0.423,0.558,2.8,7,0.5,0.1959,0,0
S0005,Tier3_Aurangabad,3,rural,J025,0.3161,0.558,2.8,7,0.5,0.0775,0,0
S0005,Tier3_Aurangabad,3,rural,J026,0.2311,0.558,2.8,7,0.5,0.0,0,0
S0005,Tier3_Aurangabad,3,rural,J027,0.2047,0.558,2.8,7,0.5,0.0,0,0
S0005,Tier3_Aurangabad,3,rural,J028,0.5436,0.558,2.8,7,0.5,0.2489,0,0
S0005,Tier3_Aurangabad,3,rural,J029,0.4065,0.558,2.8,7,0.5,0.1792,0,0
S0006,Tier3_Nashik,3,urban,J000,0.2213,0.659,2.15,6,2.9,0.0112,0,0
S0006,Tier3_Nashik,3,urban,J001,0.2284,0.659,2.15,6,2.9,0.0935,0,0
S0006,Tier3_Nashik,3,urban,J002,0.3382,0.659,2.15,6,2.9,0.169,0,0
S0006,Tier3_Nashik,3,urban,J003,0.2479,0.659,2.15,6,2.9,0.0827,0,0
S0006,Tier3_Nashik,3,urban,J004,0.2638,0.659,2.15,6,2.9,0.0847,0,0
S0006,Tier3_Nashik,3,urban,J005,0.2799,0.659,2.15,6,2.9,0.0986,0,0
S0006,Tier3_Nashik,3,urban,J006,0.1849,0.659,2.15,6,2.9,0.0331,0,0
S0006,Tier3_Nashik,3,urban,J007,0.1505,0.659,2.15,6,2.9,0.0005,0,0
S0006,Tier3_Nashik,3,urban,J008,0.3608,0.659,2.15,6,2.9,0.1581,0,0
S0006,Tier3_Nashik,3,urban,J009,0.0758,0.659,2.15,6,2.9,0.0,0,0
S0006,Tier3_Nashik,3,urban,J010,0.1354,0.659,2.15,6,2.9,0.0,0,0
S0006,Tier3_Nashik,3,urban,J011,0.5398,0.659,2.15,6,2.9,0.3909,0,0
S0006,Tier3_Nashik,3,urban,J012,0.2126,0.659,2.15,6,2.9,0.0525,0,0
S0006,Tier3_Nashik,3,urban,J013,0.1279,0.659,2.15,6,2.9,0.0,0,0
S0006,Tier3_Nashik,3,urban,J014,0.063,0.659,2.15,6,2.9,0.0,0,0
S0006,Tier3_Nashik,3,urban,J015,0.4065,0.659,2.15,6,2.9,0.2344,0,0
S0006,Tier3_Nashik,3,urban,J016,0.4692,0.659,2.15,6,2.9,0.3108,0,0
S0006,Tier3_Nashik,3,urban,J017,0.28,0.659,2.15,6,2.9,0.0748,0,0
S0006,Tier3_Nashik,3,urban,J018,0.5297,0.659,2.15,6,2.9,0.3902,0,0
S0006,Tier3_Nashik,3,urban,J019,0.2903,0.659,2.15,6,2.9,0.0909,0,0
S0006,Tier3_Nashik,3,urban,J020,0.2642,0.659,2.15,6,2.9,0.1103,0,0
S0006,Tier3_Nashik,3,urban,J021,0.2022,0.659,2.15,6,2.9,0.0,0,0
S0006,Tier3_Nashik,3,urban,J022,0.2221,0.659,2.15,6,2.9,0.0896,0,0
S0006,Tier3_Nashik,3,urban,J023,0.1629,0.659,2.15,6,2.9,0.0,0,0
S0006,Tier3_Nashik,3,urban,J024,0.3084,0.659,2.15,6,2.9,0.1216,0,0
S0006,Tier3_Nashik,3,urban,J025,0.1341,0.659,2.15,6,2.9,0.0,0,0
S0006,Tier3_Nashik,3,urban,J026,0.1541,0.659,2.15,6,2.9,0.0,0,0
S0006,Tier3_Nashik,3,urban,J027,0.1189,0.659,2.15,6,2.9,0.0,0,0
S0006,Tier3_Nashik,3,urban,J028,0.4611,0.659,2.15,6,2.9,0.2925,0,0
S0006,Tier3_Nashik,3,urban,J029,0.2258,0.659,2.15,6,2.9,0.0178,0,0
S0007,Tier3_Nashik,3,rural,J000,0.3878,0.768,2.9,4,2.4,0.082,0,0
S0007,Tier3_Nashik,3,rural,J001,0.5318,0.768,2.9,4,2.4,0.276,0,0
S0007,Tier3_Nashik,3,rural,J002,0.4935,0.768,2.9,4,2.4,0.2301,0,0
S0007,Tier3_Nashik,3,rural,J003,0.4315,0.768,2.9,4,2.4,0.1417,0,0
S0007,Tier3_Nashik,3,rural,J004,0.3486,0.768,2.9,4,2.4,0.0568,0,0
S0007,Tier3_Nashik,3,rural,J005,0.4514,0.768,2.9,4,2.4,0.1457,0,0
S0007,Tier3_Nashik,3,rural,J006,0.429,0.768,2.9,4,2.4,0.129,0,0
S0007,Tier3_Nashik,3,rural,J007,0.271,0.768,2.9,4,2.4,0.026,0,0
S0007,Tier3_Nashik,3,rural,J008,0.5582,0.768,2.9,4,2.4,0.283,0,0
S0007,Tier3_Nashik,3,rural,J009,0.2292,0.768,2.9,4,2.4,0.0,0,0
S0007,Tier3_Nashik,3,rural,J010,0.2791,0.768,2.9,4,2.4,0.072,0,0
S0007,Tier3_Nashik,3,rural,J011,0.6824,0.768,2.9,4,2.4,0.3852,1,0
S0007,Tier3_Nashik,3,rural,J012,0.505,0.768,2.9,4,2.4,0.236,0,0
S0007,Tier3_Nashik,3,rural,J013,0.3292,0.768,2.9,4,2.4,0.1298,0,0
S0007,Tier3_Nashik,3,rural,J014,0.1918,0.768,2.9,4,2.4,0.0,0,0
S0007,Tier3_Nashik,3,rural,J015,0.4911,0.768,2.9,4,2.4,0.2629,0,0
S0007,Tier3_Nashik,3,rural,J016,0.5846,0.768,2.9,4,2.4,0.3837,0,0
S0007,Tier3_Nashik,3,rural,J017,0.3895,0.768,2.9,4,2.4,0.1199,0,0
S0007,Tier3_Nashik,3,rural,J018,0.6125,0.768,2.9,4,2.4,0.3268,0,0
S0007,Tier3_Nashik,3,rural,J019,0.3698,0.768,2.9,4,2.4,0.1116,0,0
S0007,Tier3_Nashik,3,rural,J020,0.3978,0.768,2.9,4,2.4,0.2051,0,0
S0007,Tier3_Nashik,3,rural,J021,0.2459,0.768,2.9,4,2.4,0.0,0,0
S0007,Tier3_Nashik,3,rural,J022,0.1702,0.768,2.9,4,2.4,0.0,0,0
S0007,Tier3_Nashik,3,rural,J023,0.311,0.768,2.9,4,2.4,0.0004,0,0
S0007,Tier3_Nashik,3,rural,J024,0.3263,0.768,2.9,4,2.4,0.1001,0,0
S0007,Tier3_Nashik,3,rural,J025,0.3123,0.768,2.9,4,2.4,0.0088,0,0
S0007,Tier3_Nashik,3,rural,J026,0.2246,0.768,2.9,4,2.4,0.0311,0,0
S0007,Tier3_Nashik,3,rural,J027,0.2309,0.768,2.9,4,2.4,0.0265,0,0
S0007,Tier3_Nashik,3,rural,J028,0.6053,0.768,2.9,4,2.4,0.3555,0,0
S0007,Tier3_Nashik,3,rural,J029,0.388,0.768,2.9,4,2.4,0.0989,0,0
S0008,Tier1_Mumbai,1,urban,J000,0.6255,0.794,3.93,7,1.7,0.6255,1,1
S0008,Tier1_Mumbai,1,urban,J001,0.7005,0.794,3.93,7,1.7,0.7005,1,1
S0008,Tier1_Mumbai,1,urban,J002,0.6862,0.794,3.93,7,1.7,0.6862,1,1
S0008,Tier1_Mumbai,1,urban,J003,0.5903,0.794,3.93,7,1.7,0.5903,0,0
S0008,Tier1_Mumbai,1,urban,J004,0.4837,0.794,3.93,7,1.7,0.4837,0,0
S0008,Tier1_Mumbai,1,urban,J005,0.7018,0.794,3.93,7,1.7,0.7018,1,1
S0008,Tier1_Mumbai,1,urban,J006,0.6066,0.794,3.93,7,1.7,0.6066,0,0
S0008,Tier1_Mumbai,1,urban,J007,0.37,0.794,3.93,7,1.7,0.37,0,0
S0008,Tier1_Mumbai,1,urban,J008,0.6152,0.794,3.93,7,1.7,0.6152,0,0
S0008,Tier1_Mumbai,1,urban,J009,0.3318,0.794,3.93,7,1.7,0.3318,0,0
S0008,Tier1_Mumbai,1,urban,J010,0.498,0.794,3.93,7,1.7,0.498,0,0
S0008,Tier1_Mumbai,1,urban,J011,0.8675,0.794,3.93,7,1.7,0.8675,1,1
S0008,Tier1_Mumbai,1,urban,J012,0.6354,0.794,3.93,7,1.7,0.6354,1,1
S0008,Tier1_Mumbai,1,urban,J013,0.6322,0.794,3.93,7,1.7,0.6322,1,1
S0008,Tier1_Mumbai,1,urban,J014,0.3533,0.794,3.93,7,1.7,0.3533,0,0
S0008,Tier1_Mumbai,1,urban,J015,0.6603,0.794,3.93,7,1.7,0.6603,1,1
S0008,Tier1_Mumbai,1,urban,J016,0.8096,0.794,3.93,7,1.7,0.8096,1,1
S0008,Tier1_Mumbai,1,urban,J017,0.5904,0.794,3.93,7,1.7,0.5904,0,0
S0008,Tier1_Mumbai,1,urban,J018,0.7877,0.794,3.93,7,1.7,0.7877,1,1
S0008,Tier1_Mumbai,1,urban,J019,0.5108,0.794,3.93,7,1.7,0.5108,0,0
S0008,Tier1_Mumbai,1,urban,J020,0.6558,0.794,3.93,7,1.7,0.6558,1,1
S0008,Tier1_Mumbai,1,urban,J021,0.5923,0.794,3.93,7,1.7,0.5923,0,0
S0008,Tier1_Mumbai,1,urban,J022,0.4513,0.794,3.93,7,1.7,0.4513,0,0
S0008,Tier1_Mumbai,1,urban,J023,0.6002,0.794,3.93,7,1.7,0.6002,0,0
S0008,Tier1_Mumbai,1,urban,J024,0.5423,0.794,3.93,7,1.7,0.5423,0,0
S0008,Tier1_Mumbai,1,urban,J025,0.5437,0.794,3.93,7,1.7,0.5437,0,0
S0008,Tier1_Mumbai,1,urban,J026,0.4313,0.794,3.93,7,1.7,0.4313,0,0
S0008,Tier1_Mumbai,1,urban,J027,0.5059,0.794,3.93,7,1.7,0.5059,0,0
S0008,Tier1_Mumbai,1,urban,J028,0.9399,0.794,3.93,7,1.7,0.9399,1,1
S0008,Tier1_Mumbai,1,urban,J029,0.5893,0.794,3.93,7,1.7,0.5893,0,0
S0009,Tier2_Pune,2,rural,J000,0.2194,0.8,2.65,7,0.4,0.1418,0,0
S0009,Tier2_Pune,2,rural,J001,0.4096,0.8,2.65,7,0.4,0.3397,0,0
S0009,Tier2_Pune,2,rural,J002,0.5166,0.8,2.65,7,0.4,0.4511,0,0
