candidate_id,job_id,skill_match,exp_match,location_match,feature_age_days,clicked,applied,shortlisted,relevance,feature_ts
377,41,0.6454142499552971,0.29419903173143275,0,4.888960345326871,0,0,0,0,1785771852.7262356
241,68,0.7334459575893011,0.37650161807574906,1,4.51288023769661,1,0,0,1,1785804346.047535
322,41,0.33713588102406417,0.5256193166568359,0,0.41375343673898735,1,0,0,1,1786158510.6031375
386,72,0.4026616692663829,0.24143479947911548,1,10.604614082448709,0,0,0,0,1785278020.2433484
258,85,0.5576682390500702,0.38092968236667446,1,1.1215567187112898,0,0,0,0,1786097356.3995752
157,54,0.1880361412371556,0.1995028733112521,1,0.466744897715109,0,0,0,0,1786153932.1409092
160,116,0.4866436139801297,0.3016650601654198,1,4.034965093815908,0,0,0,0,1785845637.9159663
195,81,0.16862059368287696,0.5170502447457153,1,10.126914595778134,0,0,0,0,1785319293.4789965
335,6,0.44222906425369063,0.10746933726658216,1,0.7108410438327972,0,0,0,0,1786132842.2338848
380,51,0.673224779847216,0.32065615039209383,1,1.8684961416535204,0,0,0,0,1786032820.833433
145,92,0.7108190627773496,0.17129976558414545,1,0.29961950051907926,1,0,0,1,1786168371.775227
370,6,0.4137178249894612,0.5079318882404941,1,2.776355806583479,1,0,0,1,1785954381.758383
61,98,0.6897271277594045,0.7865911307604185,1,0.7373385866694464,1,1,0,2,1786130552.8461835
337,100,0.7366530587910154,0.5849728252124907,1,3.2314909664580886,1,0,0,1,1785915058.08057
41,20,0.6994907894426071,0.40487029716992573,1,8.718624979139298,0,0,0,0,1785440969.7018743
78,16,0.7362159059341137,0.4308875754158295,1,0.3740721481731317,1,1,0,2,1786161939.0664697
276,103,0.3975205080234693,0.15093813031248748,1,7.2275189961185795,0,0,0,0,1785569801.2588072
48,35,0.24746745319183805,0.39502966940516454,1,5.342529453740248,1,0,0,1,1785732664.3552687
182,72,0.7654665379190502,0.38414635594706725,0,8.462655938873603,0,0,0,0,1785463085.426953
148,7,0.8070017620828462,0.5650931659852368,1,0.5711302411036732,0,0,0,0,1786144913.2472405
282,49,0.8150208430524873,0.5825597943222095,1,5.837968155484062,0,0,0,0,1785689858.451438
110,7,0.6885662070478279,0.10969952631079619,0,2.1955068526149537,0,0,0,0,1786004567.108006
85,105,0.24163780843683072,0.27484568390267095,1,2.2967788413439005,0,0,0,0,1785995817.2081797
226,25,0.19651182683706686,0.1471204378259035,1,3.278995809468057,0,0,0,0,1785910953.662134
215,100,0.4386534863643234,0.4728493312988981,1,0.40094593731684564,0,0,0,0,1786159617.1710877
116,30,0.9119450835291104,0.5553344199246109,1,7.27476195704014,0,0,0,0,1785565719.4669836
117,44,0.7885624190156381,0.4090067359487114,1,19.472564783622484,0,0,0,0,1784511829.3027668
117,108,0.4356504786164233,0.10955343472922856,1,0.255635108336767,0,0,0,0,1786172172.0267115
128,23,0.5194200886646664,0.5486039107466604,0,0.29373513412418734,0,0,0,0,1786168880.1844835
219,13,0.19448291930063089,0.23973661737255042,0,11.845625590727419,0,0,0,0,1785170796.849033
195,49,0.2894973988079959,0.4164209482011147,0,2.7132442614864805,0,0,0,0,1785959834.5958793
81,68,0.2627007885066901,0.3627251077294373,0,1.2765063757044115,0,0,0,0,1786083968.749211
326,85,0.7186813440815921,0.4247660088174081,0,14.56598463699748,0,0,0,0,1784935757.8274353
65,73,0.12792350230566957,0.5071720566044665,0,7.715400534056185,0,0,0,0,1785527648.2939293
382,67,0.670168302556956,0.4580928869056564,1,7.392321860913893,1,1,0,2,1785555562.2912889
43,96,0.7737763221975766,0.259459341526812,0,0.4937791205107609,1,0,0,1,1786151596.3840597
392,46,0.34469579538544376,0.4920503821418824,1,0.924750281436188,0,0,0,0,1786114360.4757557
219,0,0.5465467795833702,0.6530981789244577,0,6.730185005921103,0,0,0,0,1785612770.9155602
161,3,0.42075067169871855,0.30727684080860274,1,2.05369873691718,1,0,0,1,1786016819.3292022
133,82,0.4225275448244371,0.39266841687651927,0,0.45607993538098013,0,0,0,0,1786154853.5936549
306,46,0.8916827064662713,0.6305502160288305,0,6.7218238162574035,1,1,1,3,1785613493.3223472
46,38,0.7766389362790809,0.43510410456478843,1,0.3548244658654875,0,0,0,0,1786163602.066221
38,8,0.8886208563097059,0.6844585925166321,1,9.996265959284822,0,0,0,0,1785330581.5211897
34,18,0.40725847818088706,0.577836545364866,1,8.171388835882192,0,0,0,0,1785488250.9046516
274,46,0.7410908187358416,0.32105502057884955,1,0.38570600095626856,1,0,0,1,1786160933.9015892
40,67,0.29945073676922396,0.23139182139466782,1,1.5583486171002732,0,0,0,0,1786059617.5795543
303,19,0.4547153182407287,0.44997116587221864,1,0.739738477308896,1,1,1,3,1786130345.4956324
20,50,0.7616994019218899,0.39167312092309314,0,1.584310250239355,1,0,0,1,1786057374.4944513
213,24,0.4758928469887233,0.7835506557510942,1,3.1719746160635727,0,0,0,0,1785920200.293244
339,55,0.3179289070524897,0.39664174345121644,1,1.232763565731041,0,0,0,0,1786087748.1279926
343,36,0.45234228537375465,0.6119382917200963,0,2.4704354311659635,0,0,0,0,1785980813.278819
71,71,0.15731936374878813,0.44370740358026145,1,0.2070209111717446,0,0,0,0,1786176372.2933466
160,35,0.6419804663066735,0.22939814526473348,1,5.676432558498414,0,0,0,0,1785703815.1270175
330,76,0.40592434858537524,0.5173885609721399,1,1.7480760959518882,1,1,0,2,1786043225.1253817
222,24,0.25499849540617553,0.6641054435218354,1,2.956740644578377,0,0,0,0,1785938796.5083802
194,27,0.655898502034274,0.42268155898163456,0,5.188628060246168,0,0,0,0,1785745961.4356666
125,10,0.4131212948896962,0.6438551190778533,0,3.323670411344603,1,0,0,1,1785907093.7765317
74,44,0.4322930320230666,0.1787692753288756,0,15.608612740704872,0,0,0,0,1784845674.759275
200,112,0.6693526018286946,0.1801735366731831,0,9.117774595006857,0,0,0,0,1785406483.1750634
353,31,0.23933144881902124,0.5779401687125583,1,40.79417105980391,1,0,0,1,1782669642.5205047
98,81,0.17949670940460527,0.5780945742271595,0,16.62518985949888,0,0,0,0,1784757842.496211
266,53,0.6607065513929592,0.48735843596765316,1,0.8055171260730478,0,0,0,0,1786124662.220379
351,69,0.7992988833531318,0.20588498760840832,1,10.033824089565735,0,0,0,0,1785327336.4987333
81,91,0.47912508991283287,0.3698647331057949,1,11.178849196435586,0,0,0,0,1785228406.3294997
286,118,0.004076511347448557,0.40109457637735696,1,1.63391574588316,0,0,0,0,1786053088.5796275
56,93,0.5712177558932243,0.4364239073359199,1,7.325016738640082,0,0,0,0,1785561377.4538534
193,62,0.7716795748932822,0.40870078513177927,1,14.752649925309992,1,0,0,1,1784919629.946525
122,101,0.44838361374444996,0.3402362812252497,0,1.3223304586627975,0,0,0,0,1786080009.5484433
381,54,0.42060711759539754,0.06343800612765052,1,0.6557892212615534,0,0,0,0,1786137598.711355
22,31,0.9281725742068073,0.12758398959803402,1,4.020404515374513,0,0,0,0,1785846895.9499435
11,118,0.7128166701703856,0.463671884401451,1,11.303700953568116,0,0,0,0,1785217619.1376836
263,40,0.6196756720347485,0.33304280501767053,1,11.886533581768543,0,0,0,0,1785167262.398607
55,75,0.4840880391262595,0.4700035011111951,0,1.631694620227386,1,0,0,1,1786053280.4848843
280,93,0.46396466966449884,0.3423525905755863,1,0.014427052307371098,0,0,0,0,1786193012.4027524
12,81,0.03401910572726354,0.3674561077108407,1,0.1830018558417487,1,0,0,1,1786178447.5397272
325,107,0.5370336814286,0.6664623272820893,1,3.924182624069989,1,0,0,1,1785855209.5213523
12,36,0.5176374588784546,0.5436549567214973,1,0.21274669000677032,0,0,0,0,1786175877.5860553
271,46,0.5493531874686852,0.44956337540319957,0,6.716683154067919,0,0,0,0,1785613937.4755604
312,11,0.5214424562641148,0.38120389719526254,1,1.804244849911565,0,0,0,0,1786038372.1450396
217,3,0.46071984252932174,0.22315000009038136,1,7.600771455615799,0,0,0,0,1785537552.2463067
359,67,0.7797376213410651,0.5719604061127171,1,0.32111006237036377,1,1,0,2,1786166514.990683
247,53,0.2493048435375017,0.4719107579010761,0,3.0679655167465274,0,0,0,0,1785929186.679425
234,107,0.6201175795659194,0.7574843869612824,1,0.3794485110692194,0,0,0,0,1786161474.5487156
153,5,0.7079047175498223,0.31415814596085667,0,3.2399141606916015,0,0,0,0,1785914330.3165882
38,80,0.403685242293876,0.6632039502547258,1,6.525626528131986,1,0,0,1,1785630444.7680414
376,92,0.8171631500926917,0.5424852591880714,1,2.323879121527445,0,0,0,0,1785993475.7439718
112,102,0.21243485392356093,0.15292803114111767,0,12.519779908948435,0,0,0,0,1785112549.9159386
265,58,0.30522247122828133,0.8722330928370066,0,2.1774343626131327,0,0,0,0,1786006128.5711422
361,83,0.5840018242032284,0.18337045466954535,0,14.13286146641773,0,0,0,0,1784973179.6693733
194,110,0.5056671529850878,0.34565708109754373,1,1.6597195097022186,1,0,0,1,1786050859.1344335
312,59,0.6374195207079678,0.11343116621845828,1,1.8043537102967462,1,0,0,1,1786038362.7395022
205,56,0.6800696933326623,0.14964230606610782,0,3.9317644317620526,0,0,0,0,1785854554.4531677
8,80,0.8768870417709332,0.5171020763525621,1,13.509709168835878,0,0,0,0,1785027020.0278845
103,14,0.1975285895683699,0.43987282436566477,0,2.1182112208300725,0,0,0,0,1786011245.450592
174,108,0.9686974185708424,0.4857353325335858,1,0.057418345521317776,0,0,0,0,1786189297.9550188
269,33,0.2310892296854051,0.4661488367441589,1,9.925767462153395,0,0,0,0,1785336672.5913417
203,79,0.6417523608057815,0.278469227527738,1,8.943731370964587,0,0,0,0,1785421520.5096204
209,115,0.39899055380559983,0.3947245812744635,1,2.591999393869146,0,0,0,0,1785970310.1524415
196,65,0.13366693612292155,0.3409819145701984,1,23.210095210251467,0,0,0,0,1784188906.673906
318,73,0.5820715710374721,0.3408364637207445,0,3.6667662291687213,0,0,0,0,1785877450.2978716
290,79,0.14404437630644681,0.4897920377248437,1,0.48307905162610976,0,0,0,0,1786152520.8700113
308,33,0.14739024805386444,0.31150716684934254,0,0.9562969543623578,0,0,0,0,1786111634.843215
314,21,0.621748578067191,0.528659888501148,1,1.2454083574495058,0,0,0,0,1786086655.617988
45,105,0.2276236088457807,0.13692538585121208,1,9.877917299897657,0,0,0,0,1785340806.8453608
247,91,0.8921684358541482,0.46174673271793776,0,1.4275971324184038,1,1,0,2,1786070914.5078309
295,74,0.7919897891156488,0.3930109845738949,1,1.1174806789967353,0,0,0,0,1786097708.5694065
237,7,0.49967244500553504,0.4720153428944887,1,7.741408965374802,0,0,0,0,1785525401.1654634
57,106,0.5992697967909972,0.5304037928002994,1,4.567041950069808,1,0,0,1,1785799666.475586
87,67,0.12795938093305,0.10262333203137465,1,6.374937674902319,0,0,0,0,1785643464.2849603
82,34,0.34704560913323307,0.3139356744503181,0,8.285908576141061,0,0,0,0,1785478356.3990934
313,38,0.591817318382384,0.2923874645866648,1,2.113931946014338,0,0,0,0,1786011615.1799362
312,85,0.8360414076090671,0.7995639668017585,1,3.7952500023968834,0,0,0,0,1785866349.2998648
208,106,0.4762620337243141,0.7859419224320777,0,2.044910174049123,0,0,0,0,1786017578.661034
151,71,0.45068674062428793,0.10784384926128841,0,3.9558429682816088,0,0,0,0,1785852474.0676124
47,48,0.5308372727414623,0.4677551173267376,1,15.12498455407663,0,0,0,0,1784887460.2345996
61,16,0.4265421814672996,0.6648625811691874,1,6.984518085333706,1,1,0,2,1785590796.537499
198,77,0.5538397360257742,0.3610121337191602,0,1.165693933892148,1,0,0,1,1786093542.9441836
238,56,0.5337618251656018,0.9423735753997575,1,0.21891079033433825,0,0,0,0,1786175345.007787
39,58,0.7920188502571077,0.1547236124935087,1,2.3359671587942694,0,0,0,0,1785992431.337552
316,119,0.3332782665073002,0.39732081353449666,0,5.560881426470513,1,1,0,2,1785713798.744825
399,86,0.38516489998390563,0.4424839084952558,1,2.4405283781352747,0,0,0,0,1785983397.248201
312,39,0.6216583349412151,0.26080963868345325,1,2.996247115012033,0,0,0,0,1785935383.149335
238,66,0.8540205650922477,0.7267571882467065,0,5.423087542058411,0,0,0,0,1785725704.1364381
387,95,0.26599849482592275,0.5400646030354341,0,10.567506119683948,1,0,0,1,1785281226.3713312
389,88,0.21653127144980225,0.4627655160564704,1,0.3481220362865055,1,0,0,1,1786164181.1561368
298,60,0.5237333961294357,0.22615038479068714,1,4.17563585401623,1,1,0,2,1785833483.9622848
113,48,0.12197633581515556,0.467737354689922,1,6.144692688281089,0,0,0,0,1785663357.4518044
138,109,0.18940336209904846,0.4500992744710276,1,3.5059347009090818,0,0,0,0,1785891346.1419134
188,17,0.7189230506088902,0.2700229962348555,0,4.04489733585142,0,0,0,0,1785844779.7702544
103,75,0.8432791647150588,0.7328447710894564,1,12.05157734319634,0,0,0,0,1785153002.6176198
89,93,0.3756273361519507,0.46251563751419306,1,0.34421945691191624,0,0,0,0,1786164518.3389947
143,45,0.40165053790740346,0.4648180699588701,1,0.15243008731011756,0,0,0,0,1786181088.9405282
238,94,0.4111532365219388,0.31506500104320034,1,13.900301338964836,1,1,0,2,1784993272.8643854
275,49,0.7492103800968526,0.46124166809881645,0,2.1950040958558246,0,0,0,0,1786004610.54619
35,100,0.40456787759368257,0.1631954284584785,0,10.413459095439766,0,0,0,0,1785294536.034226
105,52,0.24197685495864954,0.26671900708170776,1,9.16628591119818,0,0,0,0,1785402291.7973444
392,39,0.3360710087915952,0.1507787212195583,1,7.186821742735029,1,1,0,2,1785573317.5014997
228,5,0.5369446838874926,0.7030882752687326,0,4.230063296187814,1,1,0,2,1785828781.4312813
95,37,0.5687715890181313,0.5427767187676267,1,7.9463725144594495,1,0,0,1,1785507692.3148227
286,84,0.3353525279581707,0.38453870941447005,0,3.0654324691254775,0,0,0,0,1785929405.5347395
218,108,0.3297898766562375,0.30574511626999074,1,6.088385931340467,0,0,0,0,1785668222.355604
220,109,0.35502638040328427,0.34103740688085293,0,4.005443586682345,0,0,0,0,1785848188.5741825
181,110,0.21510291903164386,0.5796021082562874,1,8.083465242579141,1,0,0,1,1785495847.503113
220,84,0.4062391704074925,0.48708380049746064,0,2.1162395363326136,1,0,0,1,1786011415.8041327
62,103,0.4370166534538474,0.605916534391353,1,1.624944869983028,0,0,0,0,1786053863.6633053
185,98,0.591797044755081,0.26128314943830816,1,1.1062958556548161,1,1,0,2,1786098674.9381433
286,87,0.8355466929066957,0.33489974720110055,0,0.6096909978163909,1,0,0,1,1786141581.5978606
350,49,0.5317683893984252,0.5701656012606973,1,8.887779231457117,1,0,0,1,1785426354.774474
371,37,0.5347441047624365,0.345814118606226,0,1.2289190194242863,1,0,0,1,1786088080.2967937
359,22,0.24470026785843796,0.039526891923480495,0,2.2434922156384967,0,0,0,0,1786000421.1726408
357,92,0.6029780616708174,0.5058317026855305,1,6.894822975790617,0,0,0,0,1785598546.1949635
93,72,0.7059240475475701,0.5128725044526119,1,4.271708535829214,1,0,0,1,1785825183.2825763
334,80,0.32886379717781333,0.48124374326254316,1,1.0085763300894017,0,0,0,0,1786107117.905152
268,112,0.36876598357513996,0.4525283546201188,1,4.827917407295667,0,0,0,0,1785777126.8360815
248,13,0.31866406589364304,0.37999654148029094,1,0.23957841929587328,0,0,0,0,1786173559.3246448
49,64,0.10748084207377212,0.7421246910898265,0,11.889180979786342,0,0,0,0,1785167033.6634183
345,27,0.7407375659039616,0.616286089506211,1,1.9032778281765548,1,1,0,2,1786029815.6957173
59,97,0.404394775569735,0.7049852126347366,0,9.296306291709906,0,0,0,0,1785391058.036468
95,72,0.9092840621658443,0.7257737190533461,1,14.664373762425988,1,0,0,1,1784927257.0069983
2,8,0.2227037782017765,0.5031464201422131,0,3.953342975723864,0,0,0,0,1785852690.0669694
236,119,0.7979126994118675,0.2567328219403062,1,0.8897702242621857,0,0,0,0,1786117382.7526956
331,41,0.4739269267261451,0.20651351440172458,1,2.263670252819106,0,0,0,0,1785998677.7902284
245,1,0.6586608638567448,0.5811617962880321,1,0.8916674869584816,1,1,1,3,1786117218.8291986
291,27,0.6058038237566086,0.41443670325883536,1,3.3120345632103425,0,0,0,0,1785908099.1138105
274,76,0.6573609306408472,0.4037610677229772,1,0.2917508476068961,0,0,0,0,1786169051.6268387
140,42,0.32714517127070547,0.39378112162213097,1,8.745358995806876,0,0,0,0,1785438659.8828342
387,49,0.32334522584442693,0.11089868231081496,0,22.292808225093893,0,0,0,0,1784268160.2694237
338,94,0.9171401255901118,0.5068669128190507,1,5.841221256891201,0,0,0,0,1785689577.3834765
374,84,0.4328449836002325,0.4732162761155806,1,4.62098603068179,0,0,0,0,1785795005.707021
165,27,0.6497867357665097,0.29644044197171976,0,4.65698336216083,0,0,0,0,1785791895.5375812
362,26,0.17091850370525588,0.6874626962157832,0,0.14123735229361165,0,0,0,0,1786182055.9928336
385,30,0.5892313265122643,0.31464990288190897,1,0.6818810629676415,0,0,0,0,1786135344.3762314
313,75,0.5512188842878144,0.07235772632408334,1,1.4627063329425396,0,0,0,0,1786067881.0729055
148,103,0.6414939750847876,0.3436725729228289,1,3.455457643441466,1,0,0,1,1785895707.3596785
342,103,0.5139744585582147,0.8065940066853994,1,11.240692338725262,1,0,0,1,1785223063.082006
324,90,0.5982341615728268,0.2742537410883675,1,27.095537647438405,0,0,0,0,1783853204.447333
192,57,0.12423718281837179,0.5380697297923263,1,0.6366788275454021,0,0,0,0,1786139249.849372
242,117,0.5632710937189411,0.3644709900632647,0,1.2811314811001377,0,0,0,0,1786083569.1401048
345,111,0.5201999105240399,0.4895235068125777,0,0.24643606805339294,0,0,0,0,1786172966.823792
274,63,0.22639407190329014,0.7387246099412073,0,11.915475512962544,0,0,0,0,1785164761.8157518
