candidate_id,job_id,rating,timestamp_unix,timestamp,age,gender,occupation,zip,Action,Comedy,Drama,SciFi,Romance,click,shortlist,application,relevance_grade,protected_group,age_norm
291,1042,4,874834944,1997-09-21 09:42:24,19,M,student,44106,0,0,0,0,0,1,1,0,2,0,0.19
234,1184,2,892079237,1998-04-08 23:47:17,60,M,retired,94702,0,0,0,0,0,0,0,0,0,0,0.6
119,392,4,886176814,1998-01-30 16:13:34,32,M,programmer,67401,0,0,1,0,0,1,1,0,2,0,0.32
167,486,4,892738452,1998-04-16 14:54:12,37,M,other,L9G2B,0,1,0,0,1,1,1,0,2,0,0.37
299,144,4,877881320,1997-10-26 15:55:20,29,M,doctor,63108,1,0,0,0,0,1,1,0,2,0,0.29
291,118,2,874833878,1997-09-21 09:24:38,19,M,student,44106,1,0,0,0,0,0,0,0,0,0,0.19
308,1,4,887736532,1998-02-17 17:28:52,60,M,retired,95076,0,1,0,0,0,1,1,0,2,0,0.6
95,546,2,879196566,1997-11-10 21:16:06,31,M,administrator,10707,1,0,0,0,0,0,0,0,0,0,0.31
38,95,5,892430094,1998-04-13 01:14:54,28,F,other,54467,0,1,0,0,0,1,1,1,3,1,0.28
102,768,2,883748450,1998-01-02 13:40:50,38,M,programmer,30220,0,0,0,0,0,0,0,0,0,0,0.38
63,277,4,875747401,1997-10-01 23:10:01,31,M,marketing,75240,0,0,1,0,0,1,1,0,2,0,0.31
160,234,5,876861185,1997-10-14 20:33:05,27,M,programmer,66215,1,0,0,0,0,1,1,1,3,0,0.27
50,246,3,877052329,1997-10-17 01:38:49,21,M,writer,52245,0,0,1,0,1,1,0,0,1,0,0.21
301,98,4,882075827,1997-12-14 05:03:47,24,M,student,55439,0,0,1,0,0,1,1,0,2,0,0.24
225,193,4,879539727,1997-11-14 20:35:27,51,F,administrator,58202,0,0,1,0,0,1,1,0,2,1,0.51
290,88,4,880731963,1997-11-28 15:46:03,40,M,engineer,93550,0,1,0,0,1,1,1,0,2,0,0.4
97,194,3,884238860,1998-01-08 05:54:20,43,M,artist,98006,0,1,0,0,0,1,0,0,1,0,0.43
157,274,4,886890835,1998-02-07 22:33:55,57,M,engineer,70808,0,1,0,0,1,1,1,0,2,0,0.57
181,1081,1,878962623,1997-11-08 04:17:03,26,M,executive,21218,0,0,0,0,0,0,0,0,0,0,0.26
278,603,5,891295330,1998-03-30 22:02:10,37,F,librarian,30033,0,0,0,0,0,1,1,1,3,1,0.37
276,796,1,874791932,1997-09-20 21:45:32,21,M,student,95064,0,1,0,0,1,0,0,0,0,0,0.21
7,32,4,891350932,1998-03-31 13:28:52,57,M,administrator,91344,0,0,0,0,0,1,1,0,2,0,0.57
10,16,4,877888877,1997-10-26 18:01:17,53,M,lawyer,90703,0,1,0,0,1,1,1,0,2,0,0.53
284,304,4,885329322,1998-01-20 20:48:42,40,M,executive,92629,0,0,0,0,0,1,1,0,2,0,0.4
201,979,2,884114233,1998-01-06 19:17:13,27,M,writer,E2A4H,0,0,1,0,0,0,0,0,0,0,0.27
276,564,3,874791805,1997-09-20 21:43:25,21,M,student,95064,0,1,0,0,0,1,0,0,1,0,0.21
287,327,5,875333916,1997-09-27 04:18:36,21,M,salesman,31211,0,0,1,0,0,1,1,1,3,0,0.21
246,201,5,884921594,1998-01-16 03:33:14,19,M,student,28734,1,1,0,0,0,1,1,1,3,0,0.19
242,1137,5,879741196,1997-11-17 04:33:16,33,M,educator,31404,0,0,1,0,1,1,1,1,3,0,0.33
249,241,5,879641194,1997-11-16 00:46:34,25,M,student,84103,1,0,0,0,1,1,1,1,3,0,0.25
99,4,5,886519097,1998-02-03 15:18:17,20,M,student,63129,1,1,1,0,0,1,1,1,3,0,0.2
178,332,3,882823437,1997-12-22 20:43:57,26,M,other,49512,0,0,1,0,0,1,0,0,1,0,0.26
251,100,4,886271884,1998-01-31 18:38:04,28,M,doctor,85032,0,0,1,0,0,1,1,0,2,0,0.28
81,432,2,876535131,1997-10-11 01:58:51,21,M,student,21218,0,0,0,0,0,0,0,0,0,0,0.21
260,322,4,890618898,1998-03-23 02:08:18,40,F,artist,89801,0,0,0,0,0,1,1,0,2,1,0.4
25,181,5,885853415,1998-01-26 22:23:35,39,M,engineer,55107,1,0,0,1,1,1,1,1,3,0,0.39
59,196,5,888205088,1998-02-23 03:38:08,49,M,educator,08403,0,0,1,0,0,1,1,1,3,0,0.49
72,679,2,880037164,1997-11-20 14:46:04,48,F,administrator,73034,1,0,0,0,0,0,0,0,0,1,0.48
87,384,4,879877127,1997-11-18 18:18:47,47,M,administrator,89503,0,1,0,0,0,1,1,0,2,0,0.47
290,143,5,880474293,1997-11-25 16:11:33,40,M,engineer,93550,0,0,0,0,0,1,1,1,3,0,0.4
42,423,5,881107687,1997-12-03 00:08:07,30,M,administrator,17870,0,0,1,1,0,1,1,1,3,0,0.3
292,515,4,881103977,1997-12-02 23:06:17,35,F,programmer,94703,1,0,1,0,0,1,1,0,2,1,0.35
115,20,3,881171009,1997-12-03 17:43:29,31,M,engineer,17110,0,0,1,0,1,1,0,0,1,0,0.31
20,288,1,879667584,1997-11-16 08:06:24,42,F,homemaker,95660,0,0,0,0,0,0,0,0,0,1,0.42
201,219,4,884112673,1998-01-06 18:51:13,27,M,writer,E2A4H,0,0,0,0,0,1,1,0,2,0,0.27
13,526,3,882141053,1997-12-14 23:10:53,47,M,educator,29206,1,0,1,0,0,1,0,0,1,0,0.47
246,919,4,884920949,1998-01-16 03:22:29,19,M,student,28734,0,0,0,1,0,1,1,0,2,0,0.19
138,26,5,879024232,1997-11-08 21:23:52,46,M,doctor,53211,0,1,0,0,0,1,1,1,3,0,0.46
167,232,1,892738341,1998-04-16 14:52:21,37,M,other,L9G2B,1,1,0,0,0,0,0,0,0,0,0.37
60,427,5,883326620,1997-12-28 16:30:20,50,M,healthcare,06472,0,0,1,0,0,1,1,1,3,0,0.5
57,304,5,883698581,1998-01-01 23:49:41,16,M,none,84010,0,0,0,0,0,1,1,1,3,0,0.16
223,274,4,891550094,1998-04-02 20:48:14,19,F,student,47906,0,1,0,0,1,1,1,0,2,1,0.19
189,512,4,893277702,1998-04-22 20:41:42,32,M,artist,95014,0,1,1,0,1,1,1,0,2,0,0.32
243,15,3,879987440,1997-11-20 00:57:20,33,M,educator,60201,0,0,1,0,0,1,0,0,1,0,0.33
92,1049,1,890251826,1998-03-18 20:10:26,32,M,entertainment,80525,0,1,0,0,0,0,0,0,0,0,0.32
246,416,3,884923047,1998-01-16 03:57:27,19,M,student,28734,0,0,1,0,0,1,0,0,1,0,0.19
194,165,4,879546723,1997-11-14 22:32:03,38,M,administrator,02154,0,0,1,0,0,1,1,0,2,0,0.38
241,690,2,887249482,1998-02-12 02:11:22,26,F,student,20001,0,0,1,0,0,0,0,0,0,1,0.26
178,248,4,882823954,1997-12-22 20:52:34,26,M,other,49512,0,1,0,0,0,1,1,0,2,0,0.26
254,1444,3,886475558,1998-02-03 03:12:38,44,M,educator,42647,0,1,0,0,0,1,0,0,1,0,0.44
293,5,3,888906576,1998-03-03 06:29:36,24,M,writer,60804,0,0,1,0,0,1,0,0,1,0,0.24
127,229,5,884364867,1998-01-09 16:54:27,33,M,none,73439,1,0,0,1,0,1,1,1,3,0,0.33
225,237,5,879539643,1997-11-14 20:34:03,51,F,administrator,58202,0,0,1,0,1,1,1,1,3,1,0.51
299,229,3,878192429,1997-10-30 06:20:29,29,M,doctor,63108,1,0,0,1,0,1,0,0,1,0,0.29
225,480,5,879540748,1997-11-14 20:52:28,51,F,administrator,58202,0,1,0,0,0,1,1,1,3,1,0.51
276,54,3,874791025,1997-09-20 21:30:25,21,M,student,95064,1,0,1,0,0,1,0,0,1,0,0.21
291,144,5,874835091,1997-09-21 09:44:51,19,M,student,44106,1,0,0,0,0,1,1,1,3,0,0.19
222,366,4,878183381,1997-10-30 03:49:41,29,M,programmer,27502,0,0,1,0,0,1,1,0,2,0,0.29
267,518,5,878971773,1997-11-08 06:49:33,23,M,engineer,83716,0,0,1,0,0,1,1,1,3,0,0.23
42,403,3,881108684,1997-12-03 00:24:44,30,M,administrator,17870,1,0,1,0,0,1,0,0,1,0,0.3
11,111,4,891903862,1998-04-06 23:04:22,39,F,other,30329,0,1,0,0,1,1,1,0,2,1,0.39
95,625,4,888954412,1998-03-03 19:46:52,31,M,administrator,10707,0,0,0,0,0,1,1,0,2,0,0.31
8,338,4,879361873,1997-11-12 19:11:13,36,M,administrator,05201,0,1,0,0,0,1,1,0,2,0,0.36
162,25,4,877635573,1997-10-23 19:39:33,25,M,artist,15610,0,1,0,0,0,1,1,0,2,0,0.25
87,1016,4,879876194,1997-11-18 18:03:14,47,M,administrator,89503,1,0,0,0,0,1,1,0,2,0,0.47
279,154,5,875296291,1997-09-26 17:51:31,33,M,programmer,85251,0,1,0,0,0,1,1,1,3,0,0.33
145,275,2,885557505,1998-01-23 12:11:45,31,M,entertainment,V3N4P,0,0,1,0,1,0,0,0,0,0,0.31
119,1153,5,874781198,1997-09-20 18:46:38,32,M,programmer,67401,0,0,1,0,0,1,1,1,3,0,0.32
62,498,4,879373848,1997-11-12 22:30:48,27,F,administrator,97214,1,0,0,0,1,1,1,0,2,1,0.27
62,382,3,879375537,1997-11-12 22:58:57,27,F,administrator,97214,0,1,1,0,0,1,0,0,1,1,0.27
28,209,4,881961214,1997-12-12 21:13:34,32,M,writer,55369,0,1,1,0,0,1,1,0,2,0,0.32
135,23,4,879857765,1997-11-18 12:56:05,23,M,student,38401,0,0,1,0,0,1,1,0,2,0,0.23
32,294,3,883709863,1998-01-02 02:57:43,28,F,student,78741,0,1,0,0,0,1,0,0,1,1,0.28
90,382,5,891383835,1998-03-31 22:37:15,60,M,educator,78155,0,1,1,0,0,1,1,1,3,0,0.6
286,208,4,877531942,1997-10-22 14:52:22,27,M,student,15217,0,1,0,0,0,1,1,0,2,0,0.27
293,685,3,888905170,1998-03-03 06:06:10,24,M,writer,60804,1,0,0,0,0,1,0,0,1,0,0.24
216,144,4,880234639,1997-11-22 21:37:19,22,M,engineer,02215,1,0,0,0,0,1,1,0,2,0,0.22
166,328,5,886397722,1998-02-02 05:35:22,47,M,educator,55113,1,0,0,0,1,1,1,1,3,0,0.47
250,496,4,878090499,1997-10-29 02:01:39,29,M,executive,95110,0,0,1,0,0,1,1,0,2,0,0.29
271,132,5,885848672,1998-01-26 21:04:32,51,M,engineer,22932,0,0,1,0,0,1,1,1,3,0,0.51
160,174,5,876860807,1997-10-14 20:26:47,27,M,programmer,66215,1,0,0,0,0,1,1,1,3,0,0.27
265,118,4,875320714,1997-09-27 00:38:34,26,M,executive,84601,1,0,0,0,0,1,1,0,2,0,0.26
198,498,3,884207492,1998-01-07 21:11:32,21,F,student,55414,1,0,0,0,1,1,0,0,1,1,0.21
42,96,5,881107178,1997-12-02 23:59:38,30,M,administrator,17870,1,0,0,1,0,1,1,1,3,0,0.3
168,151,5,884288058,1998-01-08 19:34:18,48,M,other,80127,0,1,0,0,0,1,1,1,3,0,0.48
110,307,4,886987260,1998-02-09 01:21:00,19,M,student,77840,0,0,0,0,0,1,1,0,2,0,0.19
58,144,4,884304936,1998-01-09 00:15:36,27,M,programmer,52246,1,0,0,0,0,1,1,0,2,0,0.27
90,648,4,891384754,1998-03-31 22:52:34,60,M,educator,78155,0,1,0,0,1,1,1,0,2,0,0.6
271,346,4,885844430,1998-01-26 19:53:50,51,M,engineer,22932,0,0,1,0,0,1,1,0,2,0,0.51
62,21,3,879373460,1997-11-12 22:24:20,27,F,administrator,97214,1,1,0,0,0,1,0,0,1,1,0.27
279,832,3,881375854,1997-12-06 02:37:34,33,M,programmer,85251,0,0,1,0,0,1,0,0,1,0,0.33
237,514,4,879376641,1997-11-12 23:17:21,49,M,administrator,63146,0,1,0,0,1,1,1,0,2,0,0.49
94,789,4,891720887,1998-04-04 20:14:47,26,M,student,71457,0,1,1,0,0,1,1,0,2,0,0.26
128,485,3,879966895,1997-11-19 19:14:55,24,F,marketing,20009,0,0,0,0,1,1,0,0,1,1,0.24
298,317,4,884182806,1998-01-07 14:20:06,44,M,executive,01581,0,0,1,0,0,1,1,0,2,0,0.44
44,195,5,878347874,1997-11-01 01:31:14,26,M,technician,46260,1,0,0,1,0,1,1,1,3,0,0.26
264,200,5,886122352,1998-01-30 01:05:52,36,F,writer,90064,0,0,0,0,0,1,1,1,3,1,0.36
194,385,2,879524643,1997-11-14 16:24:03,38,M,administrator,02154,1,1,0,0,1,0,0,0,0,0,0.38
72,195,5,880037702,1997-11-20 14:55:02,48,F,administrator,73034,1,0,0,1,0,1,1,1,3,1,0.48
222,750,5,883815120,1998-01-03 08:12:00,29,M,programmer,27502,0,0,1,0,0,1,1,1,3,0,0.29
250,264,3,878089182,1997-10-29 01:39:42,29,M,executive,95110,0,0,0,1,0,1,0,0,1,0,0.29
41,265,3,890687042,1998-03-23 21:04:02,33,M,engineer,80525,1,0,0,0,0,1,0,0,1,0,0.33
224,245,3,888082216,1998-02-21 17:30:16,31,F,educator,43512,1,0,1,0,0,1,0,0,1,1,0.31
82,135,3,878769629,1997-11-05 22:40:29,50,M,programmer,22902,0,0,1,1,0,1,0,0,1,0,0.5
262,1147,4,879791710,1997-11-17 18:35:10,19,F,student,78264,0,0,1,0,0,1,1,0,2,1,0.19
293,471,3,888904884,1998-03-03 06:01:24,24,M,writer,60804,0,0,1,0,0,1,0,0,1,0,0.24
216,658,3,880245029,1997-11-23 00:30:29,22,M,engineer,02215,0,0,1,0,0,1,0,0,1,0,0.22
250,140,3,878092059,1997-10-29 02:27:39,29,M,executive,95110,0,0,0,0,0,1,0,0,1,0,0.29
59,23,5,888205300,1998-02-23 03:41:40,49,M,educator,08403,0,0,1,0,0,1,1,1,3,0,0.49
286,379,5,877533771,1997-10-22 15:22:51,27,M,student,15217,0,0,0,0,0,1,1,1,3,0,0.27
244,815,4,880605185,1997-11-27 04:33:05,28,M,technician,80525,0,0,1,0,1,1,1,0,2,0,0.28
7,479,4,891352010,1998-03-31 13:46:50,57,M,administrator,91344,0,0,0,0,0,1,1,0,2,0,0.57
174,368,1,886434402,1998-02-02 15:46:42,30,F,administrator,52302,0,1,0,0,0,0,0,0,0,1,0.3
87,274,4,879876734,1997-11-18 18:12:14,47,M,administrator,89503,0,1,0,0,1,1,1,0,2,0,0.47
194,1211,2,879551380,1997-11-14 23:49:40,38,M,administrator,02154,0,0,1,0,1,0,0,0,0,0,0.38
82,1134,2,884714402,1998-01-13 18:00:02,50,M,programmer,22902,0,0,1,0,0,0,0,0,0,0,0.5
13,836,2,882139746,1997-12-14 22:49:06,47,M,educator,29206,0,1,0,0,1,0,0,0,0,0,0.47
13,272,4,884538403,1998-01-11 17:06:43,47,M,educator,29206,0,0,1,0,0,1,1,0,2,0,0.47
244,756,2,880605157,1997-11-27 04:32:37,28,M,technician,80525,0,1,0,0,0,0,0,0,0,0,0.28
305,427,5,886323090,1998-02-01 08:51:30,23,M,programmer,94086,0,0,1,0,0,1,1,1,3,0,0.23
95,787,2,888954930,1998-03-03 19:55:30,31,M,administrator,10707,0,1,1,0,0,0,0,0,0,0,0.31
43,14,2,883955745,1998-01-04 23:15:45,29,F,librarian,20854,0,0,1,0,1,0,0,0,0,1,0.29
299,955,4,889502823,1998-03-10 04:07:03,29,M,doctor,63108,0,0,1,0,1,1,1,0,2,0,0.29
57,419,3,883698454,1998-01-01 23:47:34,16,M,none,84010,0,1,0,0,0,1,0,0,1,0,0.16
84,405,3,883452363,1997-12-30 03:26:03,32,M,executive,55369,1,0,0,0,0,1,0,0,1,0,0.32
269,504,4,891449922,1998-04-01 16:58:42,31,F,librarian,43201,0,0,1,0,0,1,1,0,2,1,0.31
299,111,3,877878184,1997-10-26 15:03:04,29,M,doctor,63108,0,1,0,0,1,1,0,0,1,0,0.29
194,466,4,879525876,1997-11-14 16:44:36,38,M,administrator,02154,0,0,0,0,0,1,1,0,2,0,0.38
160,135,4,876860807,1997-10-14 20:26:47,27,M,programmer,66215,0,0,1,1,0,1,1,0,2,0,0.27
99,268,3,885678247,1998-01-24 21:44:07,20,M,student,63129,0,0,1,0,1,1,0,0,1,0,0.2
10,486,4,877886846,1997-10-26 17:27:26,53,M,lawyer,90703,0,1,0,0,1,1,1,0,2,0,0.53
259,117,4,874724988,1997-09-20 03:09:48,21,M,student,48823,1,0,0,0,0,1,1,0,2,0,0.21
85,427,3,879456350,1997-11-13 21:25:50,51,M,educator,20003,0,0,1,0,0,1,0,0,1,0,0.51
303,919,4,879467295,1997-11-14 00:28:15,19,M,student,14853,0,0,0,1,0,1,1,0,2,0,0.19
213,273,5,878870987,1997-11-07 02:49:47,33,M,executive,55345,1,0,0,0,0,1,1,1,3,0,0.33
121,514,3,891387947,1998-03-31 23:45:47,54,M,librarian,99603,0,1,0,0,1,1,0,0,1,0,0.54
90,98,5,891383204,1998-03-31 22:26:44,60,M,educator,78155,0,0,1,0,0,1,1,1,3,0,0.6
49,559,2,888067405,1998-02-21 13:23:25,23,F,student,76111,0,0,1,0,0,0,0,0,0,1,0.23
42,794,3,881108425,1997-12-03 00:20:25,30,M,administrator,17870,0,0,1,0,1,1,0,0,1,0,0.3
155,323,2,879371261,1997-11-12 21:47:41,32,F,other,11217,1,0,0,0,0,0,0,0,0,1,0.32
68,117,4,876973939,1997-10-16 03:52:19,19,M,student,22904,1,0,0,0,0,1,1,0,2,0,0.19
172,177,4,875537965,1997-09-29 12:59:25,55,M,marketing,22207,1,0,0,0,0,1,1,0,2,0,0.55
19,4,4,885412840,1998-01-21 20:00:40,40,M,librarian,02138,1,1,1,0,0,1,1,0,2,0,0.4
268,231,4,875744136,1997-10-01 22:15:36,24,M,engineer,19422,1,1,0,0,0,1,1,0,2,0,0.24
5,2,3,875636053,1997-09-30 16:14:13,33,F,other,15213,1,0,0,0,0,1,0,0,1,1,0.33
305,117,2,886324028,1998-02-01 09:07:08,23,M,programmer,94086,1,0,0,0,0,0,0,0,0,0,0.23
44,294,4,883612356,1997-12-31 23:52:36,26,M,technician,46260,0,1,0,0,0,1,1,0,2,0,0.26
43,137,4,875975656,1997-10-04 14:34:16,29,F,librarian,20854,0,0,1,0,0,1,1,0,2,1,0.29
279,1336,1,875298353,1997-09-26 18:25:53,33,M,programmer,85251,0,1,0,0,0,0,0,0,0,0,0.33
80,466,5,887401701,1998-02-13 20:28:21,34,F,administrator,52241,0,0,0,0,0,1,1,1,3,1,0.34
254,164,4,886472768,1998-02-03 02:26:08,44,M,educator,42647,1,0,0,1,0,1,1,0,2,0,0.44
298,281,3,884183336,1998-01-07 14:28:56,44,M,executive,01581,1,0,0,0,0,1,0,0,1,0,0.44
279,1240,1,892174404,1998-04-10 02:13:24,33,M,programmer,85251,0,0,0,1,0,0,0,0,0,0,0.33
66,298,4,883601324,1997-12-31 20:48:44,23,M,student,80521,1,0,0,1,0,1,1,0,2,0,0.23
18,443,3,880130193,1997-11-21 16:36:33,35,F,other,37212,0,0,0,0,0,1,0,0,1,1,0.35
268,1035,2,875542174,1997-09-29 14:09:34,24,M,engineer,19422,0,1,0,0,0,0,0,0,0,0,0.24
99,79,4,885680138,1998-01-24 22:15:38,20,M,student,63129,1,0,0,0,0,1,1,0,2,0,0.2
13,98,4,881515011,1997-12-07 17:16:51,47,M,educator,29206,0,0,1,0,0,1,1,0,2,0,0.47
26,258,3,891347949,1998-03-31 12:39:09,49,M,engineer,21044,0,0,1,1,0,1,0,0,1,0,0.49
7,455,4,891353086,1998-03-31 14:04:46,57,M,administrator,91344,1,0,0,0,0,1,1,0,2,0,0.57
222,755,4,878183481,1997-10-30 03:51:21,29,M,programmer,27502,1,0,0,1,0,1,1,0,2,0,0.29
200,673,5,884128554,1998-01-06 23:15:54,40,M,programmer,93402,0,0,0,0,0,1,1,1,3,0,0.4
119,328,4,876923913,1997-10-15 13:58:33,32,M,programmer,67401,1,0,0,0,1,1,1,0,2,0,0.32
213,172,5,878955442,1997-11-08 02:17:22,33,M,executive,55345,1,0,1,1,1,1,1,1,3,0,0.33
276,322,3,874786392,1997-09-20 20:13:12,21,M,student,95064,0,0,0,0,0,1,0,0,1,0,0.21
94,1217,3,891723086,1998-04-04 20:51:26,26,M,student,71457,0,0,0,0,0,1,0,0,1,0,0.26
130,379,4,875801662,1997-10-02 14:14:22,20,M,none,60115,0,0,0,0,0,1,1,0,2,0,0.2
38,328,4,892428688,1998-04-13 00:51:28,28,F,other,54467,1,0,0,0,1,1,1,0,2,1,0.28
160,719,3,876857977,1997-10-14 19:39:37,27,M,programmer,66215,0,1,0,0,0,1,0,0,1,0,0.27
293,1267,3,888906966,1998-03-03 06:36:06,24,M,writer,60804,0,0,1,0,0,1,0,0,1,0,0.24
26,930,2,891385985,1998-03-31 23:13:05,49,M,engineer,21044,1,0,0,0,0,0,0,0,0,0,0.49
130,216,4,875216545,1997-09-25 19:42:25,20,M,none,60115,0,1,0,0,1,1,1,0,2,0,0.2
92,1079,3,886443455,1998-02-02 18:17:35,32,M,entertainment,80525,0,1,0,0,0,1,0,0,1,0,0.32
256,452,4,882164999,1997-12-15 05:49:59,35,F,none,39042,1,0,0,0,0,1,1,0,2,1,0.35
1,61,4,878542420,1997-11-03 07:33:40,24,M,technician,85711,0,0,1,0,0,1,1,0,2,0,0.24
72,48,4,880036718,1997-11-20 14:38:38,48,F,administrator,73034,0,0,0,0,0,1,1,0,2,1,0.48
56,755,3,892910207,1998-04-18 14:36:47,25,M,librarian,46260,1,0,0,1,0,1,0,0,1,0,0.25
13,360,4,882140926,1997-12-14 23:08:46,47,M,educator,29206,0,0,0,0,0,1,1,0,2,0,0.47
15,405,2,879455957,1997-11-13 21:19:17,49,F,educator,97301,1,0,0,0,0,0,0,0,0,1,0.49
92,77,3,875654637,1997-09-30 21:23:57,32,M,entertainment,80525,0,0,1,0,0,1,0,0,1,0,0.32
207,476,2,884386343,1998-01-09 22:52:23,39,M,marketing,92037,0,1,0,0,0,0,0,0,0,0,0.39
292,174,5,881105481,1997-12-02 23:31:21,35,F,programmer,94703,1,0,0,0,0,1,1,1,3,1,0.35
232,483,5,888549622,1998-02-27 03:20:22,45,M,scientist,99709,0,0,1,0,1,1,1,1,3,0,0.45
251,748,2,886272175,1998-01-31 18:42:55,28,M,doctor,85032,1,0,0,0,1,0,0,0,0,0,0.28
224,26,3,888104153,1998-02-21 23:35:53,31,F,educator,43512,0,1,0,0,0,1,0,0,1,1,0.31
181,220,4,878962392,1997-11-08 04:13:12,26,M,executive,21218,0,1,0,0,1,1,1,0,2,0,0.26
259,255,4,874724710,1997-09-20 03:05:10,21,M,student,48823,0,1,0,0,1,1,1,0,2,0,0.21
305,471,4,886323648,1998-02-01 09:00:48,23,M,programmer,94086,0,0,1,0,0,1,1,0,2,0,0.23
52,280,3,882922806,1997-12-24 00:20:06,18,F,student,55105,0,0,1,0,1,1,0,0,1,1,0.18
161,202,5,891170769,1998-03-29 11:26:09,50,M,lawyer,55104,0,1,0,0,1,1,1,1,3,0,0.5
148,408,5,877399018,1997-10-21 01:56:58,33,M,engineer,97006,0,1,0,0,0,1,1,1,3,0,0.33
125,235,2,892838559,1998-04-17 18:42:39,30,M,lawyer,22202,1,1,0,1,0,0,0,0,0,0,0.3
97,228,5,884238860,1998-01-08 05:54:20,43,M,artist,98006,1,0,0,1,0,1,1,1,3,0,0.43
58,1098,4,884304936,1998-01-09 00:15:36,27,M,programmer,52246,0,1,0,0,0,1,1,0,2,0,0.27
83,234,4,887665548,1998-02-16 21:45:48,40,M,other,44133,1,0,0,0,0,1,1,0,2,0,0.4
90,347,4,891383319,1998-03-31 22:28:39,60,M,educator,78155,0,1,1,0,0,1,1,0,2,0,0.6
272,178,5,879455113,1997-11-13 21:05:13,33,M,scientist,53706,0,0,1,0,0,1,1,1,3,0,0.33
194,181,3,879521396,1997-11-14 15:29:56,38,M,administrator,02154,1,0,0,1,1,1,0,0,1,0,0.38
125,478,4,879454628,1997-11-13 20:57:08,30,M,lawyer,22202,0,1,0,0,1,1,1,0,2,0,0.3
110,688,1,886987605,1998-02-09 01:26:45,19,M,student,77840,0,1,0,0,0,0,0,0,0,0,0.19
299,14,4,877877775,1997-10-26 14:56:15,29,M,doctor,63108,0,0,1,0,1,1,1,0,2,0,0.29
151,10,5,879524921,1997-11-14 16:28:41,38,F,administrator,48103,0,0,1,0,0,1,1,1,3,1,0.38
269,127,4,891446165,1998-04-01 15:56:05,31,F,librarian,43201,1,0,1,0,0,1,1,0,2,1,0.31
6,14,5,883599249,1997-12-31 20:14:09,42,M,executive,98101,0,0,1,0,1,1,1,1,3,0,0.42
54,106,3,880937882,1997-12-01 00:58:02,22,M,executive,66315,0,0,1,0,0,1,0,0,1,0,0.22
303,69,5,879467542,1997-11-14 00:32:22,19,M,student,14853,0,1,0,0,1,1,1,1,3,0,0.19
16,944,1,877727122,1997-10-24 21:05:22,21,M,entertainment,10309,0,1,1,0,0,0,0,0,0,0,0.21
301,790,4,882078621,1997-12-14 05:50:21,24,M,student,55439,0,1,0,0,0,1,1,0,2,0,0.24
276,1091,3,874793035,1997-09-20 22:03:55,21,M,student,95064,0,0,0,0,0,1,0,0,1,0,0.21
305,214,2,886323068,1998-02-01 08:51:08,23,M,programmer,94086,0,0,1,0,0,0,0,0,0,0,0.23
194,1028,2,879541148,1997-11-14 20:59:08,38,M,administrator,02154,0,1,0,0,1,0,0,0,0,0,0.38
91,323,2,891438397,1998-04-01 13:46:37,55,M,marketing,01913,1,0,0,0,0,0,0,0,0,0,0.55
