candidate_id,job_id,skill_overlap,seniority_gap,same_location,recency_days,candidate_activity,clicked,applied,shortlisted,label
347,101,2,3,0,49,0.2472,0,0,0,0
22,52,1,1,0,49,0.0531,0,0,0,0
200,115,2,2,0,4,0.2853,0,0,0,0
398,40,3,0,0,0,0.3172,0,0,0,0
383,66,2,2,0,12,0.3254,0,0,0,0
335,4,5,3,0,26,0.6128,1,1,1,3
398,70,5,1,1,43,0.2139,1,1,1,3
197,86,3,0,0,21,0.3318,1,1,0,2
121,70,2,2,0,7,0.1251,0,0,0,0
340,75,3,0,0,37,0.1177,1,1,0,2
226,0,1,0,0,24,0.2573,0,0,0,0
111,78,0,2,1,54,0.1708,0,0,0,0
384,78,1,0,0,25,0.0516,1,1,0,2
387,115,2,0,0,29,0.6229,1,0,0,1
216,96,4,0,0,15,0.6019,1,1,0,2
369,0,1,2,0,51,0.0874,0,0,0,0
177,0,5,1,0,57,0.215,1,1,1,3
205,93,2,0,0,51,0.229,1,1,0,2
179,86,4,2,0,25,0.6003,0,0,0,0
322,102,3,3,0,42,0.0679,0,0,0,0
32,8,2,3,0,21,0.2947,0,0,0,0
80,115,4,3,0,45,0.1434,0,0,0,0
122,63,1,2,1,59,0.4686,1,0,0,1
296,0,1,3,0,16,0.3447,0,0,0,0
235,80,5,1,0,15,0.2289,1,1,1,3
325,112,2,0,1,25,0.5098,1,0,0,1
105,61,2,1,0,47,0.2316,0,0,0,0
125,117,2,0,0,18,0.2315,1,0,0,1
109,58,1,2,0,1,0.4936,1,0,0,1
133,103,3,1,0,40,0.4001,0,0,0,0
76,18,4,0,0,36,0.2225,1,1,1,3
18,10,2,3,0,34,0.12,1,0,0,1
398,102,4,0,1,17,0.1474,1,1,1,3
101,61,3,1,0,24,0.341,1,0,0,1
338,84,2,0,0,18,0.3329,1,1,0,2
295,14,1,2,0,59,0.1414,0,0,0,0
36,105,3,3,0,24,0.1616,0,0,0,0
214,117,0,1,1,50,0.1707,0,0,0,0
74,66,2,2,0,31,0.228,0,0,0,0
158,110,1,0,0,30,0.2133,0,0,0,0
262,47,0,2,0,9,0.3558,0,0,0,0
273,105,4,1,0,44,0.2784,0,0,0,0
379,68,1,0,1,26,0.2903,1,1,0,2
41,118,3,0,0,22,0.5077,1,1,1,3
230,112,2,1,0,30,0.372,0,0,0,0
187,5,3,1,0,20,0.5503,1,1,1,3
191,62,5,0,0,3,0.3638,1,1,1,3
187,16,3,2,1,17,0.2291,0,0,0,0
235,8,2,2,0,24,0.7807,0,0,0,0
55,62,2,1,0,9,0.19,1,0,0,1
334,48,1,1,0,6,0.3009,1,0,0,1
304,21,1,2,0,50,0.1274,0,0,0,0
229,104,4,1,0,44,0.5946,0,0,0,0
135,0,3,2,0,46,0.2532,1,1,0,2
35,57,2,0,0,50,0.4471,1,0,0,1
381,0,4,0,1,19,0.3094,1,1,1,3
148,56,3,1,0,50,0.4178,0,0,0,0
61,6,2,0,1,45,0.3123,1,0,0,1
112,33,4,3,0,52,0.4369,0,0,0,0
24,77,5,2,0,19,0.1453,1,1,1,3
36,81,3,0,1,59,0.3262,1,1,1,3
338,43,2,1,0,56,0.5408,1,0,0,1
132,50,0,1,1,11,0.1261,0,0,0,0
258,15,1,0,0,39,0.5348,0,0,0,0
300,29,4,1,0,54,0.3038,1,1,1,3
267,65,4,1,0,42,0.2071,0,0,0,0
207,47,2,3,1,26,0.3374,0,0,0,0
274,101,2,3,0,51,0.101,0,0,0,0
161,109,2,1,0,57,0.2242,0,0,0,0
369,75,3,0,1,27,0.4384,1,1,1,3
116,103,2,0,0,34,0.2175,0,0,0,0
67,72,0,2,1,6,0.3192,0,0,0,0
351,111,5,0,0,17,0.2611,1,1,1,3
392,69,2,0,0,10,0.2217,0,0,0,0
9,119,2,3,0,1,0.3957,1,1,0,2
206,91,3,1,0,21,0.4655,1,0,0,1
66,58,1,2,0,13,0.1923,1,0,0,1
357,27,5,3,0,0,0.1696,1,1,1,3
107,98,2,3,0,33,0.177,0,0,0,0
215,24,1,3,0,30,0.575,0,0,0,0
384,14,1,1,0,45,0.1436,1,0,0,1
34,21,0,1,0,26,0.1737,0,0,0,0
189,78,2,1,0,56,0.111,1,1,0,2
115,44,1,1,0,29,0.2531,0,0,0,0
301,32,2,1,0,7,0.1318,1,0,0,1
208,92,4,0,0,38,0.227,1,1,1,3
185,23,2,3,0,18,0.6522,1,0,0,1
271,21,2,0,0,19,0.0728,1,0,0,1
12,111,0,1,0,41,0.2555,0,0,0,0
39,12,4,0,0,49,0.4309,1,1,1,3
369,20,2,2,0,48,0.3057,0,0,0,0
391,56,4,0,0,7,0.2207,1,1,1,3
320,75,2,2,0,22,0.1101,1,0,0,1
370,42,3,3,1,33,0.1761,0,0,0,0
387,46,1,0,0,51,0.2069,0,0,0,0
85,12,4,2,0,40,0.5379,1,1,0,2
365,67,2,3,0,4,0.7095,0,0,0,0
10,112,1,1,0,19,0.1967,0,0,0,0
59,59,4,1,0,12,0.4715,1,1,1,3
214,46,0,2,0,48,0.7214,0,0,0,0
51,50,1,0,1,7,0.3442,1,1,1,3
47,52,2,0,1,41,0.1577,1,1,1,3
178,16,1,2,1,34,0.0323,0,0,0,0
75,29,2,1,0,4,0.3874,1,0,0,1
147,119,5,3,0,28,0.2345,0,0,0,0
383,91,3,1,1,50,0.2736,1,1,0,2
395,7,3,3,0,10,0.3552,0,0,0,0
387,15,1,0,0,42,0.3274,0,0,0,0
386,107,2,2,0,12,0.4865,0,0,0,0
388,13,3,2,0,5,0.1736,1,1,1,3
113,117,1,1,0,49,0.3921,0,0,0,0
87,111,3,1,0,3,0.1634,1,0,0,1
345,74,6,0,0,39,0.5594,1,1,1,3
345,14,2,3,0,32,0.3049,0,0,0,0
307,86,2,3,1,54,0.3067,0,0,0,0
67,112,0,0,0,26,0.3942,0,0,0,0
244,6,2,0,0,35,0.5621,1,0,0,1
392,108,3,2,0,25,0.2385,0,0,0,0
371,115,2,3,0,42,0.3292,0,0,0,0
148,71,2,0,0,44,0.2809,1,1,0,2
320,18,3,0,0,16,0.3203,1,1,1,3
79,96,4,2,1,8,0.2924,1,1,0,2
232,89,4,3,0,6,0.1398,1,1,1,3
326,109,3,0,0,45,0.5466,1,1,0,2
23,111,2,2,0,21,0.3473,0,0,0,0
199,60,0,1,0,47,0.4471,0,0,0,0
180,68,3,1,0,45,0.1649,0,0,0,0
220,80,2,3,0,52,0.2064,0,0,0,0
172,41,1,1,0,59,0.5498,0,0,0,0
222,7,4,2,0,50,0.1303,0,0,0,0
307,16,3,2,1,17,0.1451,1,1,1,3
271,93,3,0,0,46,0.4965,1,0,0,1
353,4,4,3,0,12,0.3087,1,0,0,1
83,20,1,0,1,11,0.3387,0,0,0,0
65,49,1,3,1,39,0.4231,0,0,0,0
161,15,4,3,0,12,0.1812,0,0,0,0
254,31,3,1,0,36,0.3249,1,1,1,3
109,10,0,3,0,9,0.1833,0,0,0,0
28,27,2,2,0,31,0.5296,0,0,0,0
20,19,4,2,1,56,0.0542,0,0,0,0
64,89,2,1,0,37,0.3567,1,0,0,1
115,115,0,1,0,54,0.5017,0,0,0,0
181,115,3,1,0,0,0.4077,0,0,0,0
288,26,1,1,1,5,0.2712,0,0,0,0
192,106,2,0,0,46,0.1629,1,0,0,1
120,110,2,2,1,42,0.2375,1,0,0,1
166,113,1,1,0,52,0.0882,0,0,0,0
20,95,1,1,0,14,0.096,0,0,0,0
371,63,3,0,0,6,0.1366,1,1,1,3
190,31,2,1,1,58,0.3367,1,0,0,1
152,8,3,2,0,3,0.5516,1,0,0,1
395,36,2,2,0,38,0.2786,0,0,0,0
168,95,0,1,0,46,0.1718,0,0,0,0
104,105,2,1,0,4,0.2345,1,0,0,1
99,34,4,2,0,20,0.6427,1,0,0,1
221,73,2,3,0,4,0.2048,0,0,0,0
308,28,1,0,0,50,0.3247,0,0,0,0
331,111,4,1,0,29,0.1853,1,0,0,1
133,59,2,2,0,33,0.3988,1,0,0,1
187,43,0,1,1,46,0.056,0,0,0,0
160,75,3,2,0,11,0.2112,1,0,0,1
130,59,4,1,0,50,0.037,1,0,0,1
3,118,2,1,0,6,0.1715,0,0,0,0
210,26,0,0,0,18,0.502,1,0,0,1
254,65,3,1,1,4,0.3015,1,1,1,3
224,63,2,1,0,51,0.0925,0,0,0,0
44,21,2,1,0,15,0.1849,0,0,0,0
262,12,4,0,0,9,0.1392,1,1,1,3
237,108,1,1,1,20,0.3588,0,0,0,0
219,104,5,1,0,29,0.2482,1,1,1,3
130,52,3,0,0,32,0.2376,1,1,1,3
257,21,1,1,1,2,0.1518,0,0,0,0
174,24,2,0,0,36,0.3682,0,0,0,0
371,23,5,0,0,54,0.1246,1,1,1,3
200,18,2,2,1,39,0.2749,1,0,0,1
295,15,2,1,0,43,0.6226,0,0,0,0
39,25,6,1,0,56,0.3264,1,1,0,2
343,65,1,2,0,9,0.079,0,0,0,0
56,34,3,1,1,30,0.2557,1,1,0,2
134,82,1,0,0,29,0.2919,1,0,0,1
276,49,3,2,0,32,0.1219,1,1,0,2
208,40,2,0,0,27,0.2861,1,0,0,1
302,41,4,0,0,51,0.0711,1,1,1,3
168,60,0,0,0,37,0.2218,0,0,0,0
317,40,2,1,0,5,0.1668,0,0,0,0
395,34,2,1,0,28,0.2478,0,0,0,0
3,111,2,1,0,43,0.1569,0,0,0,0
200,49,2,2,0,51,0.1937,1,0,0,1
225,24,3,0,0,42,0.3832,1,1,1,3
272,12,2,0,0,51,0.3534,1,1,1,3
271,89,3,1,1,20,0.5924,0,0,0,0
52,58,2,1,1,20,0.3365,1,0,0,1
242,31,4,1,1,15,0.0945,1,1,1,3
15,117,0,2,0,20,0.1179,0,0,0,0
140,111,3,2,0,2,0.1645,0,0,0,0
201,20,2,3,0,26,0.2083,0,0,0,0
178,92,2,0,0,2,0.1812,1,1,1,3
37,117,1,2,0,24,0.319,0,0,0,0
74,32,1,2,0,51,0.3765,0,0,0,0
357,5,2,2,0,9,0.5334,0,0,0,0
3,94,0,2,1,29,0.1376,0,0,0,0
387,37,3,2,0,15,0.1861,0,0,0,0
72,97,2,0,0,0,0.2221,0,0,0,0
27,31,2,2,0,11,0.2534,1,0,0,1
305,54,2,0,0,18,0.2491,0,0,0,0
349,41,2,1,0,18,0.1636,1,0,0,1
244,8,2,0,1,35,0.1915,0,0,0,0
15,48,2,2,0,52,0.1261,1,0,0,1
217,30,4,3,0,39,0.0477,0,0,0,0
154,119,4,2,0,46,0.1942,0,0,0,0
140,7,4,0,0,42,0.2655,1,0,0,1
171,3,3,2,0,30,0.1648,0,0,0,0
209,104,2,1,0,2,0.1435,1,1,0,2
14,37,5,1,0,12,0.1268,1,1,1,3
85,36,3,2,0,36,0.2337,0,0,0,0
119,37,3,2,0,45,0.2706,1,0,0,1
253,107,2,2,0,37,0.1656,1,0,0,1
398,98,6,0,0,29,0.299,1,1,1,3
48,23,7,2,0,7,0.0395,1,1,1,3
229,99,2,1,0,22,0.3639,1,0,0,1
0,7,2,0,1,59,0.178,1,0,0,1
345,92,4,3,1,25,0.1909,1,1,1,3
39,106,2,1,0,6,0.2808,1,0,0,1
266,83,2,2,0,18,0.2226,1,0,0,1
386,101,2,0,1,5,0.3549,1,1,1,3
95,101,1,2,0,35,0.2512,0,0,0,0
158,22,1,1,0,30,0.3157,0,0,0,0
49,24,3,2,0,14,0.1933,0,0,0,0
199,50,0,2,0,11,0.5004,0,0,0,0
214,91,3,0,1,7,0.1324,1,0,0,1
338,75,4,1,0,15,0.3918,1,1,1,3
302,49,1,2,1,26,0.2018,0,0,0,0
335,68,3,0,1,3,0.1922,1,1,1,3
19,113,3,2,0,32,0.1278,0,0,0,0
132,10,4,3,1,23,0.0376,1,0,0,1
236,100,5,3,0,51,0.0256,1,1,0,2
152,60,2,1,0,59,0.1177,0,0,0,0
93,68,3,0,0,6,0.3182,1,1,0,2
271,59,5,1,1,11,0.1463,1,1,1,3
13,93,4,2,1,38,0.6593,1,1,1,3
365,65,4,0,0,59,0.1566,1,0,0,1
86,5,4,2,0,54,0.3313,1,0,0,1
363,70,2,1,0,10,0.2681,1,1,0,2
312,106,1,2,0,22,0.3118,0,0,0,0
43,77,3,1,0,45,0.1502,1,0,0,1
380,73,4,3,1,40,0.3947,1,0,0,1
32,119,4,3,0,22,0.1069,0,0,0,0
6,96,4,0,0,51,0.1225,1,1,1,3
80,54,2,2,0,5,0.3178,0,0,0,0
160,59,2,0,1,5,0.3095,1,0,0,1
196,3,4,3,0,6,0.5018,0,0,0,0
57,63,1,2,0,29,0.6063,0,0,0,0
365,108,2,0,0,21,0.3478,1,1,1,3
350,80,4,1,1,14,0.342,1,1,1,3
99,98,3,0,0,22,0.3743,1,1,0,2
79,0,4,3,0,39,0.1228,0,0,0,0
364,111,2,2,0,12,0.0567,0,0,0,0
157,67,2,0,0,14,0.1508,0,0,0,0
120,73,3,0,0,34,0.2654,1,1,1,3
178,78,1,1,0,48,0.5598,1,0,0,1
68,30,3,2,1,29,0.1286,1,1,0,2
204,102,3,1,0,41,0.4703,1,1,1,3
223,77,6,1,1,48,0.113,1,0,0,1
388,48,2,3,0,0,0.1115,0,0,0,0
101,88,2,1,0,50,0.3078,0,0,0,0
313,4,4,1,0,20,0.2142,1,1,1,3
213,20,1,3,0,12,0.6077,0,0,0,0
305,113,3,0,0,13,0.0726,0,0,0,0
203,83,1,0,1,31,0.3797,1,0,0,1
269,60,2,2,1,26,0.6407,0,0,0,0
61,5,3,1,0,13,0.1084,1,1,0,2
301,26,2,1,0,21,0.0739,0,0,0,0
215,100,4,3,1,42,0.5222,0,0,0,0
30,40,2,2,0,59,0.4027,0,0,0,0
228,87,6,1,0,47,0.1485,1,1,1,3
73,30,2,3,0,26,0.289,0,0,0,0
371,88,1,2,0,3,0.3794,0,0,0,0
186,24,1,0,0,49,0.369,1,0,0,1
152,51,2,1,0,32,0.4333,0,0,0,0
175,86,1,3,0,22,0.2978,0,0,0,0
185,79,1,1,0,57,0.3952,0,0,0,0
172,100,0,1,0,7,0.5014,0,0,0,0
6,2,2,1,1,25,0.2086,1,1,1,3
99,37,3,1,0,32,0.5788,1,1,1,3
353,117,2,0,0,34,0.0947,1,0,0,1
247,36,1,0,0,8,0.4642,0,0,0,0
157,68,3,0,0,36,0.136,1,0,0,1
281,105,3,0,1,2,0.2858,1,1,1,3
136,83,3,2,0,30,0.3344,0,0,0,0
237,85,3,0,0,5,0.1454,1,1,1,3
50,38,2,3,0,32,0.4031,0,0,0,0
319,95,1,0,0,31,0.1548,0,0,0,0
262,116,4,2,1,54,0.5187,1,1,1,3
40,23,5,3,0,39,0.2675,1,1,0,2
69,73,3,1,0,49,0.3646,1,1,0,2
111,72,3,3,0,47,0.124,0,0,0,0
53,25,4,0,0,51,0.5347,1,0,0,1
391,78,1,1,0,35,0.5049,0,0,0,0
179,83,2,0,1,31,0.5207,1,1,0,2
111,21,3,1,0,18,0.1503,0,0,0,0
151,7,4,3,0,22,0.1686,1,0,0,1
101,80,5,2,0,45,0.4762,1,1,0,2
195,11,3,0,1,49,0.3496,1,1,1,3
259,16,2,2,0,14,0.3011,0,0,0,0
26,53,2,2,0,19,0.2717,0,0,0,0
6,0,3,1,0,36,0.348,0,0,0,0
327,91,2,2,0,32,0.1237,0,0,0,0
126,15,1,0,0,27,0.3422,0,0,0,0
88,23,5,2,0,3,0.2537,1,0,0,1
383,33,5,1,1,18,0.2552,1,1,1,3
399,32,2,3,0,39,0.2235,0,0,0,0
64,30,2,2,0,7,0.2334,1,0,0,1
202,91,1,0,0,34,0.2886,0,0,0,0
337,8,4,1,0,3,0.5997,1,1,1,3
120,42,5,3,0,48,0.1796,1,0,0,1
49,14,1,1,1,57,0.192,1,1,0,2
118,118,3,1,0,39,0.0925,1,0,0,1
268,91,2,1,1,15,0.0866,1,1,1,3
116,23,3,0,0,36,0.1303,1,1,0,2
10,64,2,0,0,45,0.2907,1,1,0,2
392,11,4,2,1,37,0.2502,1,1,1,3
140,100,5,3,0,16,0.2368,1,1,0,2
138,58,3,0,0,10,0.7872,1,1,1,3
175,86,1,3,0,19,0.3833,0,0,0,0
118,41,3,0,0,16,0.488,1,1,0,2
320,10,3,3,0,6,0.1254,1,0,0,1
336,40,3,3,0,3,0.242,1,0,0,1
91,82,1,3,1,42,0.1338,1,0,0,1
189,4,4,1,0,2,0.4142,1,1,1,3
110,74,4,0,0,43,0.3438,1,1,1,3
54,113,3,1,0,28,0.3994,1,0,0,1
127,38,4,2,0,4,0.3397,1,1,1,3
38,10,2,2,0,47,0.2713,0,0,0,0
124,111,3,1,1,24,0.6185,1,1,1,3
74,42,5,1,1,20,0.2503,1,1,1,3
209,54,2,1,0,40,0.1698,1,1,0,2
80,59,5,3,0,17,0.1554,1,1,1,3
142,15,3,0,0,18,0.221,0,0,0,0
211,4,6,2,0,52,0.379,1,1,1,3
342,16,3,0,1,51,0.2761,0,0,0,0
209,52,1,1,0,8,0.2142,0,0,0,0
107,102,0,3,0,4,0.0622,0,0,0,0
199,108,1,3,0,2,0.1663,0,0,0,0
351,119,5,2,0,8,0.1864,1,1,0,2
113,103,2,1,0,29,0.2148,0,0,0,0
136,83,3,2,0,55,0.4291,0,0,0,0
396,39,1,0,1,26,0.2366,1,0,0,1
128,17,2,0,0,20,0.3356,0,0,0,0
255,0,4,3,0,1,0.4758,1,1,0,2
14,41,2,1,0,0,0.3834,1,0,0,1
326,52,2,1,0,30,0.4606,0,0,0,0
178,20,1,3,1,55,0.2887,0,0,0,0
79,89,5,3,0,13,0.5163,1,0,0,1
270,27,4,0,0,43,0.1998,1,1,1,3
11,68,4,2,0,44,0.2717,0,0,0,0
198,29,3,1,0,58,0.3438,0,0,0,0
211,62,7,2,0,36,0.5451,1,1,1,3
347,58,2,1,0,2,0.2029,1,0,0,1
324,18,3,0,0,13,0.2213,1,0,0,1
121,116,3,0,1,59,0.3274,1,1,0,2
375,59,4,2,0,32,0.0194,1,0,0,1
370,38,2,0,0,48,0.3229,1,1,0,2
112,38,3,0,0,35,0.3746,1,1,0,2
154,47,1,1,0,54,0.0567,0,0,0,0
24,39,4,0,0,13,0.0558,1,1,1,3
322,31,5,0,0,7,0.3401,1,1,1,3
142,78,2,2,0,23,0.0392,1,0,0,1
131,34,2,0,0,57,0.3199,1,0,0,1
82,80,3,0,0,54,0.1161,1,1,0,2
257,8,0,3,0,12,0.4289,0,0,0,0
175,6,1,0,0,40,0.0581,1,0,0,1
302,64,3,2,0,12,0.3367,1,1,0,2
190,106,3,0,0,14,0.042,1,1,0,2
271,88,1,0,0,17,0.1544,1,1,0,2
0,20,1,3,0,59,0.036,0,0,0,0
170,42,0,3,1,22,0.2545,0,0,0,0
113,35,4,1,0,35,0.1865,1,1,1,3
18,79,0,1,1,19,0.4144,0,0,0,0
231,90,4,2,0,53,0.3722,1,0,0,1
340,81,3,1,0,51,0.206,0,0,0,0
40,90,3,0,1,32,0.1364,1,1,1,3
374,95,2,3,0,26,0.3372,0,0,0,0
81,30,2,1,1,51,0.2941,0,0,0,0
350,75,3,1,0,27,0.0461,0,0,0,0
190,39,3,2,0,24,0.1626,0,0,0,0
35,35,4,0,0,37,0.1794,1,1,1,3
323,90,4,2,0,6,0.1309,0,0,0,0
384,23,4,1,0,57,0.3308,1,1,1,3
47,78,2,1,0,32,0.3505,0,0,0,0
259,60,2,1,1,10,0.3035,1,1,1,3
351,67,2,2,0,13,0.3345,0,0,0,0
24,75,3,1,0,46,0.3229,1,0,0,1
321,112,2,2,0,38,0.4009,0,0,0,0
249,85,4,2,0,41,0.2363,1,0,0,1
16,115,4,3,0,53,0.2216,1,1,0,2
203,53,4,0,0,36,0.3125,1,1,1,3
3,41,1,2,0,13,0.1423,0,0,0,0
379,101,1,3,0,12,0.6205,0,0,0,0
57,2,3,1,0,48,0.4164,0,0,0,0
167,10,1,0,0,50,0.4281,0,0,0,0
335,110,3,2,1,56,0.1533,0,0,0,0
248,91,1,2,0,42,0.2644,0,0,0,0
277,98,3,3,0,9,0.4167,0,0,0,0
204,110,0,1,1,32,0.4295,0,0,0,0
26,24,2,0,0,18,0.3199,1,0,0,1
224,84,0,1,0,2,0.8148,1,1,1,3
327,22,1,0,0,19,0.4281,1,0,0,1
243,40,2,3,1,57,0.2315,0,0,0,0
267,12,3,1,0,3,0.4737,1,0,0,1
158,79,0,0,0,9,0.2003,0,0,0,0
231,9,4,1,0,37,0.2336,1,1,1,3
80,1,4,0,0,22,0.062,1,1,1,3
96,1,3,3,0,40,0.7248,0,0,0,0
38,49,2,1,1,14,0.4619,1,1,1,3
75,111,3,1,1,33,0.1151,1,1,1,3
17,49,2,0,1,18,0.2758,1,0,0,1
155,61,1,3,0,10,0.3714,0,0,0,0
142,5,5,2,0,49,0.0414,1,1,1,3
134,44,1,1,0,4,0.2012,0,0,0,0
287,22,2,2,0,17,0.2675,0,0,0,0
179,70,4,0,0,12,0.1732,1,1,1,3
47,119,0,2,0,10,0.3507,0,0,0,0
66,44,0,2,0,20,0.4133,0,0,0,0
109,18,2,0,0,4,0.1837,1,0,0,1
85,70,2,2,1,8,0.516,1,0,0,1
248,81,2,3,0,5,0.3503,0,0,0,0
356,92,4,2,0,36,0.4558,1,0,0,1
200,65,3,2,0,47,0.3693,1,0,0,1
206,109,4,1,0,38,0.2765,1,0,0,1
292,91,3,1,0,42,0.2946,1,1,1,3
39,82,2,1,0,47,0.3619,0,0,0,0
174,6,2,3,0,0,0.3711,0,0,0,0
210,103,3,2,0,18,0.269,1,0,0,1
158,24,2,1,0,42,0.0147,0,0,0,0
373,78,1,1,0,40,0.5201,0,0,0,0
359,78,2,0,0,6,0.407,0,0,0,0
242,100,5,1,0,54,0.2171,1,1,1,3
111,11,3,0,0,36,0.4223,1,0,0,1
95,42,3,2,0,3,0.501,0,0,0,0
179,30,2,1,0,41,0.2819,0,0,0,0
285,72,2,1,1,53,0.4407,1,1,1,3
70,58,3,2,0,23,0.4164,1,0,0,1
124,2,5,0,0,58,0.3974,1,1,1,3
78,67,2,0,1,27,0.1692,1,0,0,1
282,61,3,2,0,19,0.4166,0,0,0,0
169,84,2,0,0,51,0.1672,0,0,0,0
386,0,1,0,1,58,0.5555,1,0,0,1
142,108,3,0,0,36,0.5131,1,1,0,2
398,63,2,0,0,17,0.0173,1,0,0,1
275,21,1,1,0,20,0.1909,0,0,0,0
112,0,4,3,0,26,0.2849,1,1,1,3
247,98,4,1,0,12,0.1808,1,0,0,1
129,8,2,0,0,52,0.4266,0,0,0,0
189,107,2,1,0,7,0.1976,0,0,0,0
177,99,3,0,1,33,0.5352,0,0,0,0
73,61,2,3,0,18,0.0309,0,0,0,0
397,89,1,0,0,35,0.4518,1,0,0,1
47,10,1,2,0,9,0.0593,1,0,0,1
310,38,4,0,0,17,0.39,1,1,1,3
90,14,0,3,0,45,0.5274,0,0,0,0
133,18,4,2,1,50,0.1822,1,0,0,1
311,57,1,0,0,22,0.1337,0,0,0,0
251,30,1,1,0,56,0.3225,0,0,0,0
310,61,1,0,0,36,0.6582,1,1,0,2
321,108,3,3,0,48,0.095,1,0,0,1
332,54,3,0,0,2,0.2141,1,1,1,3
293,2,4,2,0,7,0.0202,1,0,0,1
336,37,6,2,0,2,0.1819,1,1,1,3
144,79,1,2,0,59,0.4315,0,0,0,0
396,13,1,1,0,39,0.0793,0,0,0,0
347,94,2,1,0,42,0.4947,1,0,0,1
96,104,2,1,0,51,0.0601,0,0,0,0
87,102,0,1,0,5,0.385,0,0,0,0
308,95,2,1,0,24,0.364,0,0,0,0
389,14,1,2,0,35,0.3173,0,0,0,0
45,65,2,0,0,24,0.2226,0,0,0,0
335,28,2,1,0,59,0.3076,1,0,0,1
220,50,0,2,0,51,0.2207,0,0,0,0
57,42,3,1,0,31,0.0493,0,0,0,0
109,28,0,2,1,0,0.5683,1,0,0,1
258,118,2,1,0,59,0.2073,1,0,0,1
97,110,2,1,0,34,0.38,1,0,0,1
366,9,5,0,0,50,0.1513,1,1,1,3
195,51,3,2,0,54,0.3671,1,0,0,1
52,117,0,2,0,52,0.141,0,0,0,0
173,44,5,1,0,39,0.1291,1,1,1,3
29,81,3,3,0,43,0.3742,0,0,0,0
186,33,4,0,0,12,0.4198,1,1,1,3
60,53,2,2,0,37,0.2946,1,0,0,1
130,65,4,1,0,12,0.3591,0,0,0,0
76,25,3,3,1,45,0.038,0,0,0,0
124,48,3,3,0,52,0.1961,0,0,0,0
65,9,4,0,0,26,0.4889,1,1,1,3
231,102,1,1,1,16,0.7797,0,0,0,0
286,113,2,2,0,56,0.2225,0,0,0,0
18,0,2,0,0,28,0.3013,1,0,0,1
191,117,0,3,0,58,0.0637,0,0,0,0
