match_id,student_id,job_id,segment,batch_id,event_time,skill_overlap_score,years_experience,experience_gap,resume_parse_confidence,interview_eval_score,communication_score,role_historical_hire_rate,is_successful_match
P000070,840602,39991,software_eng,0,2026-07-01 09:01:10,0.5425072302950055,2.214907969589304,-0.3349240364854962,0.8026799161350733,0.8185568347648544,0.7432950563623529,0.3,-1
P000071,171655,38792,sales_sdr,0,2026-07-01 09:01:11,0.5543788575483469,2.1950151705960947,1.033670326672449,0.8559210006758323,0.6341275701316219,0.6699174914390862,0.22,0
P000072,489684,38441,software_eng,0,2026-07-01 09:01:12,0.6123289096590976,3.025939622993967,1.417392486798433,0.6922772300080485,0.7158740879181681,0.6143733343750927,0.3,-1
P000073,103637,38916,support_ops,0,2026-07-01 09:01:13,0.7662679928527522,1.6525805092393613,4.51913405884894,0.9417734642977508,0.4540900956766307,0.867890141811124,0.18,-1
P000074,773693,36520,software_eng,0,2026-07-01 09:01:14,0.8375496676818219,1.8946218305883822,-0.6267960332324807,0.7841602291708025,0.6879001087631521,0.8159097085684687,0.3,-1
P000075,222725,33344,qa_eng,0,2026-07-01 09:01:15,0.41180081966587795,5.067551523099914,-1.790914878262753,0.8810760587926861,0.34609562010912104,0.6342441046500338,0.2,0
P000076,677008,31149,support_ops,0,2026-07-01 09:01:16,0.5068505299433521,2.659021923910717,-2.1430113817058136,0.8435057648227672,0.7875221618759669,0.8959506556987425,0.18,-1
P000077,285351,31914,software_eng,0,2026-07-01 09:01:17,0.5736237774630824,4.8026164690152715,-2.073106902100534,0.5559848059915675,0.7951171839279781,0.4948317223203529,0.3,-1
P000078,118244,38884,data_analyst,0,2026-07-01 09:01:18,0.6320351406005881,3.373053190389749,1.7551532462438768,0.9606011297186587,0.8630870416767445,0.5462002624154549,0.24,-1
P000079,156354,30721,qa_eng,0,2026-07-01 09:01:19,0.6025256646057892,0.3417921608998826,0.14655514864048624,0.9579675901388683,0.4863177692671204,0.3437738656931511,0.2,0
P000080,898748,32913,software_eng,0,2026-07-01 09:01:20,0.6347360419810472,4.660363410870054,-0.812723637991251,0.8052209248268271,0.6442838012461526,0.48074966735794333,0.3,0
P000081,699898,39438,data_analyst,0,2026-07-01 09:01:21,0.516630220877378,2.632936341874859,5.529145855237693,0.8531044902644972,0.6355415764967621,0.8456130371375449,0.24,-1
P000082,429468,32638,data_analyst,0,2026-07-01 09:01:22,0.560610627036838,7.138106209435937,-2.1643017194253957,0.8003536839676846,0.8135339222590064,0.7567867018353674,0.24,0
P000083,255700,34949,sales_sdr,0,2026-07-01 09:01:23,0.7320259198155091,2.4743927756141186,-1.4709792188926294,0.9687981209407146,0.614078982599226,0.6068987712585898,0.22,1
P000084,329863,32574,data_analyst,0,2026-07-01 09:01:24,0.8687797979655206,5.2548853940486255,-1.4018474494198605,0.8346022295063252,0.6077962583486796,0.3992208925611031,0.24,0
P000085,749117,33334,qa_eng,0,2026-07-01 09:01:25,0.2915724296937381,0.8416876797821298,0.5227423911560307,0.9673609629251616,0.710908498454051,0.7215839713935387,0.2,-1
P000086,984727,37469,support_ops,0,2026-07-01 09:01:26,0.8721586509058369,4.0661100807207005,-3.320037106756254,0.7184381830538518,0.915468434710979,0.5422443356140186,0.18,-1
P000087,390838,38637,support_ops,0,2026-07-01 09:01:27,0.538380527514219,9.412775943129624,-4.776577485226364,0.8246670400147883,0.843186838604022,0.40733146164452094,0.18,0
P000088,895807,37945,data_analyst,0,2026-07-01 09:01:28,0.4578489249255808,3.5194047136812467,-2.781481089106398,0.8108519698744726,0.8112710972149553,0.8074115593759331,0.24,-1
P000089,814423,31179,sales_sdr,0,2026-07-01 09:01:29,0.7473574536750409,2.2526171237728225,0.22234287256954133,0.8275685838699535,0.5557173007837066,0.5379657630744609,0.22,1
P000090,138032,39679,software_eng,0,2026-07-01 09:01:30,0.5520441923452245,8.405028717892213,-8.03211749447303,0.6797527195496184,0.7586040403458667,0.5105834958310559,0.3,0
P000091,447886,31464,sales_sdr,0,2026-07-01 09:01:31,0.8879256929182134,0.3910210124522819,1.5931922142726458,0.8307676867405624,0.5006212393872775,0.28436470738599945,0.22,0
P000092,379904,34617,sales_sdr,0,2026-07-01 09:01:32,0.4872666214280397,4.303077306858,1.6277240312738464,0.9024828120500897,0.6597071634275186,0.7108212226302262,0.22,0
P000093,285697,33815,support_ops,0,2026-07-01 09:01:33,0.7831330584668994,6.55663461928431,-2.8394666662546033,0.8460344582953345,0.8005445321574678,0.589735216849158,0.18,-1
P000094,535535,33493,support_ops,0,2026-07-01 09:01:34,0.7997060570079496,2.464200400624402,0.017861751985469354,0.781497827770576,0.7788810222633437,0.4707860412829866,0.18,0
P000095,932750,32314,sales_sdr,0,2026-07-01 09:01:35,0.8677375000891699,3.6702760124988902,-0.8111209402022217,0.9285423918763266,0.9105164435573115,0.7708099444628347,0.22,-1
P000096,629815,39673,data_analyst,0,2026-07-01 09:01:36,0.5195148151855398,1.7946775050588717,-0.10004007069273957,0.8909558951287903,0.829251117326576,0.7278479216812295,0.24,-1
P000097,981284,30393,qa_eng,0,2026-07-01 09:01:37,0.6318824596386193,4.412908757866709,-4.035881984663447,0.9391576408191373,0.5035643775208769,0.6680642315181164,0.2,0
P000098,139442,39294,qa_eng,0,2026-07-01 09:01:38,0.5461611014792667,2.7630702059967067,5.376087790819282,0.6006618353936609,0.4569305141931131,0.6879960350584859,0.2,0
P000099,444046,38808,qa_eng,0,2026-07-01 09:01:39,0.8887397187212691,1.6417397385720165,1.7600093232304872,0.8881611774891711,0.6157221920076033,0.7501842539906387,0.2,-1
P000100,964324,36769,software_eng,0,2026-07-01 09:01:40,0.3989303470294286,6.538852317613912,0.5329944265015261,0.6953581982023261,0.8174613094449247,0.4599743732589627,0.3,-1
P000101,875122,30082,sales_sdr,0,2026-07-01 09:01:41,0.8721374085711091,2.7938038367925655,-0.31526061949601436,0.7831401852259575,0.45769533113504673,0.5146353810735224,0.22,-1
P000102,655564,38227,qa_eng,0,2026-07-01 09:01:42,0.7244423331222758,2.2543518785757546,2.1142068190946683,0.9283737835334589,0.5995403215837377,0.6176129752645857,0.2,-1
P000103,480479,39836,software_eng,0,2026-07-01 09:01:43,0.5723894758762264,5.748831441348038,-2.6618284615045154,0.9329133851354517,0.621665888133001,0.4594266315981044,0.3,0
P000104,320399,36216,sales_sdr,0,2026-07-01 09:01:44,0.3747854895518215,2.406594556182288,-1.1321271700270463,0.9158494714127821,0.7080544588607686,0.7008926229835882,0.22,-1
P000105,597925,33935,data_analyst,0,2026-07-01 09:01:45,0.5684737170169689,2.8213634169318325,-0.4451488992475334,0.8712659476961403,0.7397706093335085,0.7788812312259981,0.24,-1
P000106,542665,36011,sales_sdr,0,2026-07-01 09:01:46,0.6296892170708591,2.267982186938149,3.107941585487112,0.8756158635072111,0.4756800839624235,0.805163355720707,0.22,0
P000107,754268,36538,qa_eng,0,2026-07-01 09:01:47,0.5780121888187839,2.6183280603427654,4.34671366949571,0.8358449703792282,0.7124748851214459,0.5740807036099366,0.2,0
P000108,833527,31801,support_ops,0,2026-07-01 09:01:48,0.7380025462467552,3.522713234167425,-2.4864149287733133,0.8846103330657838,0.48863018108983713,0.82169534593796,0.18,-1
P000109,652651,39393,software_eng,0,2026-07-01 09:01:49,0.9250487115168796,2.0433947786010935,2.3460894168996203,0.8085589973032599,0.5308595025750636,0.7371382403517787,0.3,1
P000110,617274,35122,sales_sdr,0,2026-07-01 09:01:50,0.7574971196666007,4.327803581900468,-1.7283364128843317,0.9152560239863738,0.6604479361463981,0.29468637250939883,0.22,-1
P000111,954049,32774,data_analyst,0,2026-07-01 09:01:51,0.8563744335043222,3.584904924123223,-2.708446270643415,0.48170837800546595,0.8297443567019497,0.9496514158509517,0.24,-1
P000112,941797,36598,support_ops,0,2026-07-01 09:01:52,0.5047358779407206,1.1247961631562589,1.1120683771090707,0.949414773239133,0.7207530161824133,0.8899362501747684,0.18,-1
P000113,543511,39534,support_ops,0,2026-07-01 09:01:53,0.7809476609347954,1.7535780240420704,0.04704055941676155,0.9127065057873418,0.4606928294786545,0.4761360570130014,0.18,-1
P000114,676320,34158,qa_eng,0,2026-07-01 09:01:54,0.3781965047232135,2.2126655379739026,0.8659739772796891,0.9732801038559721,0.5554050552472705,0.7276895500372257,0.2,-1
P000115,712428,31406,sales_sdr,0,2026-07-01 09:01:55,0.7916207477161765,2.0558490676774306,2.0088789356906562,0.9138424510086199,0.5876808726476223,0.605122258416931,0.22,-1
P000116,343062,37066,software_eng,0,2026-07-01 09:01:56,0.6133721627643527,1.27094218978044,0.443378686279988,0.9496515454990693,0.4741198971653106,0.6842574123188387,0.3,0
P000117,624866,35594,qa_eng,0,2026-07-01 09:01:57,0.4903356458314433,4.442753345484621,-3.1342848413795528,0.8648601953657826,0.6709104928019064,0.625242186459636,0.2,0
P000118,153705,39701,data_analyst,0,2026-07-01 09:01:58,0.37709702450379146,0.8232162209519966,1.778849028674652,0.9985301480260907,0.8134733156570829,0.468827276419052,0.24,-1
P000119,577315,37479,data_analyst,0,2026-07-01 09:01:59,0.43972543805843456,4.1370677107553675,-1.9862695739253193,0.9449013923282428,0.47960798260685894,0.5968200744655926,0.24,0
P000120,502233,32384,sales_sdr,0,2026-07-01 09:02:00,0.5293786071186992,5.225320132640847,-2.174853917632789,0.7858307655859668,0.6265249844763383,0.5643627820359932,0.22,0
P000121,754614,31449,software_eng,0,2026-07-01 09:02:01,0.5818810055522593,1.208752596830038,1.8166087980272019,0.9976365082623536,0.5474832341073832,0.7528187329713872,0.3,-1
P000122,806237,38155,qa_eng,0,2026-07-01 09:02:02,0.6325151035701501,4.248913872840926,-3.7927562437284843,0.9759584188048253,0.6444363637424662,0.5803132923429287,0.2,0
P000123,294439,39431,sales_sdr,0,2026-07-01 09:02:03,0.8321366483625362,3.702619092376599,2.779396728362147,0.6364309190388088,0.7318110332628358,0.4107037092254045,0.22,-1
P000124,453697,33953,software_eng,0,2026-07-01 09:02:04,0.7235218760953523,0.1997385794854281,4.891052727945526,0.8708627060908826,0.4321136719665907,0.4162125966689585,0.3,-1
P000125,361616,39791,sales_sdr,0,2026-07-01 09:02:05,0.509350319123849,1.06785873993849,3.317956318985532,0.9672036633795206,0.7306829858072251,0.4284062489851478,0.22,0
P000126,301565,39524,support_ops,0,2026-07-01 09:02:06,0.894930972452125,2.21375622016978,-0.4123745045015852,0.7543982125754304,0.492383938037884,0.5947200271555884,0.18,-1
P000127,977016,39136,software_eng,0,2026-07-01 09:02:07,0.7262134137412638,8.11210200529931,-1.8215350663872805,0.7573452321914905,0.7758020847762355,0.9264949439300637,0.3,-1
P000128,704560,34992,sales_sdr,0,2026-07-01 09:02:08,0.6813011777981157,3.4369213744679072,3.428476496846123,0.6087612258711613,0.6387882676912062,0.5655847478689533,0.22,-1
P000129,933492,38749,qa_eng,0,2026-07-01 09:02:09,0.7059465997183806,10.481535562855218,-6.56304841548171,0.9995444776972721,0.7120415143535171,0.6360174885438711,0.2,1
P000130,905465,30545,support_ops,0,2026-07-01 09:02:10,0.6194119311032935,3.4105192445295405,0.5593518049015866,0.8109535914457856,0.7481654573666319,0.48032894061087594,0.18,0
P000131,589220,39307,sales_sdr,0,2026-07-01 09:02:11,0.7984905518586538,2.883495354272984,1.7743047389877393,0.9676123825986228,0.4393188043213907,0.3503518964708084,0.22,0
P000132,789267,38503,sales_sdr,0,2026-07-01 09:02:12,0.7668455392347805,2.1010347782582115,2.2574109157442135,0.795538428306135,0.699853487450731,0.6093698295616491,0.22,0
P000133,330767,35230,sales_sdr,0,2026-07-01 09:02:13,0.5205580632434983,3.838910187484406,0.45659849037226596,0.48211912236343213,0.7639292911618714,0.5275474370752088,0.22,0
P000134,783310,39242,qa_eng,0,2026-07-01 09:02:14,0.5198350175754858,3.5703223043316785,-2.453483928808361,0.9696735704579708,0.655110020890349,0.2875095462803217,0.2,-1
P000135,358955,35284,support_ops,0,2026-07-01 09:02:15,0.8593890041185341,1.312845926337089,1.397329523488878,0.7342642009123033,0.6761149266105128,0.46193457441806335,0.18,-1
P000136,659642,35421,qa_eng,0,2026-07-01 09:02:16,0.5464550870740859,1.902643775017867,13.097356224982132,0.8645202110323063,0.8777183795631172,0.6711160023353872,0.2,0
P000137,916376,30235,software_eng,0,2026-07-01 09:02:17,0.6446690183626677,2.3533129593187225,0.427311337218955,0.7136249246640479,0.7697759721359975,0.6124089660362964,0.3,0
P000138,744542,34807,data_analyst,0,2026-07-01 09:02:18,0.6793993283626065,1.621111717785719,-1.2539038564448806,0.8781153763920958,0.6983724458916686,0.6819226137084783,0.24,-1
P000139,283540,33517,qa_eng,0,2026-07-01 09:02:19,0.6443131058944286,3.997933540917608,-1.1433758826128027,0.912264782192499,0.5218413768592415,0.38199664571739067,0.2,-1
P000140,805960,36397,software_eng,0,2026-07-01 09:02:20,0.8925633027386038,1.570344520317109,-1.3106103110433467,0.8857257622077988,0.7609726036651381,0.301550521645863,0.3,0
P000141,120532,30587,support_ops,0,2026-07-01 09:02:21,0.5133968327834355,1.1096515757950156,1.8761994795054946,0.967508237537076,0.4255551268696225,0.6579356323036621,0.18,1
P000142,587291,30154,sales_sdr,0,2026-07-01 09:02:22,0.7293859057094779,1.5694440454740768,4.220505644824156,0.738322203065061,0.6920924945078293,0.5841713540681039,0.22,0
P000143,907810,34970,software_eng,0,2026-07-01 09:02:23,0.7562625727019723,5.595056620012265,-1.7141729094552183,0.9311275033118632,0.8714456607146329,0.0650285994324632,0.3,0
P000144,661770,31857,support_ops,0,2026-07-01 09:02:24,0.9314136169424085,2.905220543507019,-0.9890553123576613,0.9179224335523004,0.7006399482521318,0.8927221551927875,0.18,-1
P000145,152327,34353,software_eng,0,2026-07-01 09:02:25,0.7568607676434826,0.10852334104320677,4.020826779969975,0.9646018397379116,0.5575387449303987,0.5705436059309815,0.3,-1
P000146,837892,39093,software_eng,0,2026-07-01 09:02:26,0.6470635377488337,2.60802878058648,1.2605924091028808,0.9187671783925158,0.4573128514929117,0.809362212271757,0.3,-1
P000147,712531,39214,support_ops,0,2026-07-01 09:02:27,0.5895647103144488,1.1896369245841119,0.25611537556839914,0.5130239800627687,0.894376425927503,0.7249218363464522,0.18,0
P000148,589170,30165,qa_eng,0,2026-07-01 09:02:28,0.5738208475864335,0.5853367522812737,1.5031180471554104,0.8759573053057925,0.41413022395374965,0.3706592120886059,0.2,-1
P000149,405960,38842,software_eng,0,2026-07-01 09:02:29,0.8679282105823141,1.5328936921645762,2.466408578708882,0.9057005467522762,0.3818931709015216,0.722831665230492,0.3,1
P000150,465210,34980,qa_eng,0,2026-07-01 09:02:30,0.5696404645309264,1.0188758228164196,-0.4244166768814772,0.8704799262192746,0.4741795115359883,0.9078128552436459,0.2,0
P000151,609478,39680,qa_eng,0,2026-07-01 09:02:31,0.8657456111162001,2.2702171854750985,1.2335978173035707,0.7704798658096527,0.7142646253842134,0.870342579891044,0.2,-1
