student_id,job_id,outcome
fresh_college_A_16,job_59,0
fresh_college_A_16,job_49,0
fresh_college_A_16,job_9,1
fresh_college_A_16,job_46,0
fresh_college_A_16,job_50,0
fresh_college_A_16,job_1,0
fresh_college_A_16,job_73,0
fresh_college_A_16,job_85,1
fresh_college_A_17,job_19,1
fresh_college_A_17,job_34,1
fresh_college_A_17,job_58,1
fresh_college_A_17,job_50,1
fresh_college_A_17,job_91,0
fresh_college_A_17,job_13,0
fresh_college_A_17,job_26,0
fresh_college_A_17,job_33,0
fresh_college_A_18,job_97,0
fresh_college_A_18,job_10,0
fresh_college_A_18,job_82,1
fresh_college_A_18,job_2,0
fresh_college_A_18,job_59,1
fresh_college_A_18,job_87,0
fresh_college_A_18,job_6,1
fresh_college_A_18,job_76,1
fresh_college_A_18,job_60,1
fresh_college_A_18,job_18,0
fresh_college_A_18,job_51,0
fresh_college_A_19,job_92,0
fresh_college_A_19,job_37,0
fresh_college_A_19,job_88,1
fresh_college_A_19,job_80,1
fresh_college_A_19,job_99,0
fresh_college_A_19,job_59,0
fresh_college_A_20,job_7,0
fresh_college_A_20,job_40,0
fresh_college_A_20,job_62,0
fresh_college_A_20,job_98,1
fresh_college_A_21,job_0,0
fresh_college_A_21,job_21,0
fresh_college_A_21,job_25,1
fresh_college_A_21,job_96,0
fresh_college_A_21,job_11,0
fresh_college_A_22,job_85,1
fresh_college_A_22,job_43,0
fresh_college_A_22,job_40,0
fresh_college_A_22,job_69,0
fresh_college_A_22,job_7,0
fresh_college_A_23,job_5,0
fresh_college_A_23,job_48,0
fresh_college_A_23,job_82,1
fresh_college_A_23,job_75,1
fresh_college_A_23,job_71,0
fresh_college_A_23,job_57,1
fresh_college_A_23,job_1,0
fresh_college_A_23,job_38,1
fresh_college_A_23,job_59,1
fresh_college_A_24,job_82,1
fresh_college_A_24,job_21,0
fresh_college_A_24,job_34,1
fresh_college_A_24,job_28,1
fresh_college_A_24,job_30,0
fresh_college_A_24,job_46,1
fresh_college_A_24,job_53,0
fresh_college_A_24,job_70,1
fresh_college_A_24,job_4,1
fresh_college_A_24,job_71,1
fresh_college_A_24,job_83,1
fresh_college_A_25,job_57,0
fresh_college_A_25,job_55,1
fresh_college_A_25,job_90,0
fresh_college_A_25,job_78,0
fresh_college_A_25,job_80,0
fresh_college_A_26,job_3,0
fresh_college_A_26,job_40,0
fresh_college_A_26,job_53,1
fresh_college_A_26,job_16,0
fresh_college_A_26,job_49,1
fresh_college_A_26,job_61,1
fresh_college_A_26,job_48,0
fresh_college_A_26,job_10,1
fresh_college_A_27,job_76,0
fresh_college_A_27,job_36,0
fresh_college_A_27,job_11,1
fresh_college_A_27,job_97,0
fresh_college_A_27,job_37,1
fresh_college_A_27,job_82,1
fresh_college_A_27,job_17,1
fresh_college_A_28,job_42,0
fresh_college_A_28,job_5,0
fresh_college_A_28,job_58,1
fresh_college_A_28,job_34,0
fresh_college_A_28,job_91,1
fresh_college_A_28,job_41,0
fresh_college_A_28,job_26,0
fresh_college_A_28,job_8,1
fresh_college_A_29,job_77,1
fresh_college_A_29,job_64,0
fresh_college_A_29,job_93,0
fresh_college_A_29,job_47,1
fresh_college_A_29,job_66,0
fresh_college_A_29,job_55,1
fresh_college_A_29,job_95,1
fresh_college_A_30,job_78,1
fresh_college_A_30,job_81,0
fresh_college_A_30,job_40,0
fresh_college_A_30,job_54,1
fresh_college_A_30,job_34,0
fresh_college_A_30,job_24,0
fresh_college_A_30,job_74,1
fresh_college_A_30,job_87,0
fresh_college_A_30,job_93,0
fresh_college_A_30,job_51,1
fresh_college_A_31,job_38,0
fresh_college_A_31,job_66,1
fresh_college_A_31,job_57,1
fresh_college_A_31,job_25,1
fresh_college_A_31,job_52,1
fresh_college_A_31,job_81,0
fresh_college_A_31,job_35,0
fresh_college_A_31,job_5,1
fresh_college_A_31,job_17,1
fresh_college_A_32,job_17,0
fresh_college_A_32,job_28,1
fresh_college_A_32,job_11,1
fresh_college_A_32,job_96,0
fresh_college_A_32,job_34,0
fresh_college_A_32,job_47,1
fresh_college_A_32,job_70,1
fresh_college_A_32,job_62,1
fresh_college_A_32,job_14,1
fresh_college_A_32,job_22,1
fresh_college_A_32,job_93,0
fresh_college_A_32,job_57,1
fresh_college_A_32,job_32,0
fresh_college_A_33,job_44,1
fresh_college_A_33,job_11,0
fresh_college_A_33,job_80,1
fresh_college_A_33,job_28,0
fresh_college_A_33,job_2,0
fresh_college_A_33,job_4,0
fresh_college_A_33,job_57,0
fresh_college_A_33,job_8,1
fresh_college_A_33,job_39,1
fresh_college_A_33,job_49,1
fresh_college_A_33,job_41,1
fresh_college_A_33,job_42,1
fresh_college_A_34,job_1,0
fresh_college_A_34,job_83,1
fresh_college_A_34,job_57,1
fresh_college_A_34,job_46,0
fresh_college_A_34,job_52,1
fresh_college_A_34,job_40,1
fresh_college_A_34,job_63,0
fresh_college_A_34,job_66,0
fresh_college_A_34,job_97,0
fresh_college_A_35,job_20,1
fresh_college_A_35,job_11,0
fresh_college_A_35,job_35,0
fresh_college_A_35,job_21,1
fresh_college_A_35,job_13,1
fresh_college_A_35,job_9,0
fresh_college_A_35,job_50,1
fresh_college_A_35,job_43,1
fresh_college_A_35,job_57,1
fresh_college_A_36,job_60,0
fresh_college_A_36,job_85,0
fresh_college_A_36,job_27,0
fresh_college_A_36,job_81,0
fresh_college_A_36,job_58,1
fresh_college_A_36,job_36,0
fresh_college_A_36,job_97,1
fresh_college_A_36,job_29,1
fresh_college_A_36,job_54,0
fresh_college_A_36,job_49,1
fresh_college_A_36,job_39,0
fresh_college_A_37,job_48,1
fresh_college_A_37,job_75,0
fresh_college_A_37,job_97,0
fresh_college_A_37,job_34,0
fresh_college_A_37,job_69,1
fresh_college_A_37,job_72,0
fresh_college_A_37,job_12,0
fresh_college_A_37,job_65,0
fresh_college_A_38,job_50,0
fresh_college_A_38,job_21,0
fresh_college_A_38,job_17,1
fresh_college_A_38,job_49,1
fresh_college_A_38,job_89,0
fresh_college_A_38,job_36,1
fresh_college_A_38,job_72,1
fresh_college_A_38,job_14,0
fresh_college_A_38,job_57,0
fresh_college_A_39,job_33,1
fresh_college_A_39,job_64,1
fresh_college_A_39,job_14,0
fresh_college_A_39,job_7,0
fresh_college_A_39,job_30,0
fresh_college_A_39,job_41,1
fresh_college_A_39,job_23,1
fresh_college_A_39,job_36,0
fresh_college_A_39,job_61,1
fresh_college_A_39,job_65,1
fresh_college_A_40,job_88,1
fresh_college_A_40,job_31,1
fresh_college_A_40,job_25,1
fresh_college_A_40,job_8,0
fresh_college_A_40,job_51,1
fresh_college_A_40,job_14,0
fresh_college_A_41,job_8,0
fresh_college_A_41,job_54,1
fresh_college_A_41,job_89,0
fresh_college_A_41,job_17,1
fresh_college_A_41,job_32,1
fresh_college_A_41,job_73,0
fresh_college_A_41,job_11,0
fresh_college_A_41,job_25,0
fresh_college_A_41,job_85,0
fresh_college_A_41,job_83,0
fresh_college_A_41,job_70,0
fresh_college_A_42,job_13,1
fresh_college_A_42,job_41,0
fresh_college_A_42,job_52,0
fresh_college_A_42,job_59,1
fresh_college_A_42,job_14,0
fresh_college_A_42,job_9,1
fresh_college_A_42,job_86,0
fresh_college_A_43,job_3,0
fresh_college_A_43,job_98,1
fresh_college_A_43,job_36,0
fresh_college_A_43,job_92,1
fresh_college_A_43,job_91,0
fresh_college_A_43,job_75,0
fresh_college_A_43,job_8,1
fresh_college_A_43,job_86,0
fresh_college_A_43,job_43,1
fresh_college_A_43,job_95,1
fresh_college_A_44,job_61,1
fresh_college_A_44,job_15,1
fresh_college_A_44,job_96,0
fresh_college_A_44,job_16,1
fresh_college_A_44,job_94,1
fresh_college_A_44,job_40,1
fresh_college_A_45,job_31,0
fresh_college_A_45,job_16,0
fresh_college_A_45,job_14,0
fresh_college_A_45,job_63,0
fresh_college_A_45,job_59,1
fresh_college_A_45,job_40,0
fresh_college_A_45,job_46,1
fresh_college_A_45,job_87,1
fresh_college_A_46,job_55,0
fresh_college_A_46,job_64,1
fresh_college_A_46,job_93,0
fresh_college_A_46,job_58,1
fresh_college_A_46,job_16,1
fresh_college_A_46,job_14,0
fresh_college_A_46,job_6,1
fresh_college_A_47,job_21,1
fresh_college_A_47,job_32,0
fresh_college_A_47,job_79,0
fresh_college_A_47,job_65,0
fresh_college_A_47,job_62,0
fresh_college_A_47,job_67,1
fresh_college_A_48,job_19,0
fresh_college_A_48,job_4,0
fresh_college_A_48,job_46,1
fresh_college_A_48,job_41,1
fresh_college_A_48,job_35,0
fresh_college_A_48,job_96,1
fresh_college_A_48,job_53,1
fresh_college_A_48,job_34,0
fresh_college_A_48,job_81,1
fresh_college_A_48,job_28,0
fresh_college_A_48,job_93,0
fresh_college_A_49,job_76,0
fresh_college_A_49,job_31,1
fresh_college_A_49,job_83,0
fresh_college_A_49,job_72,1
fresh_college_A_49,job_22,1
fresh_college_A_49,job_36,1
fresh_college_A_49,job_11,1
fresh_college_A_49,job_1,0
fresh_college_A_49,job_39,1
fresh_college_A_49,job_6,1
fresh_college_A_50,job_68,0
fresh_college_A_50,job_62,0
fresh_college_A_50,job_76,1
fresh_college_A_50,job_9,1
fresh_college_A_50,job_95,1
fresh_college_A_50,job_15,0
fresh_college_A_50,job_17,0
fresh_college_A_50,job_40,0
fresh_college_A_50,job_13,0
fresh_college_A_50,job_87,1
fresh_college_A_50,job_43,1
fresh_college_A_50,job_59,1
fresh_college_A_51,job_7,0
fresh_college_A_51,job_91,1
fresh_college_A_51,job_65,1
fresh_college_A_51,job_95,0
fresh_college_A_51,job_10,0
fresh_college_A_51,job_87,1
fresh_college_A_51,job_34,1
fresh_college_A_51,job_97,1
fresh_college_A_51,job_96,1
fresh_college_A_52,job_26,0
fresh_college_A_52,job_9,0
fresh_college_A_52,job_63,1
fresh_college_A_52,job_5,1
fresh_college_A_52,job_97,0
fresh_college_A_52,job_77,1
fresh_college_A_52,job_6,1
fresh_college_A_52,job_92,1
fresh_college_A_52,job_45,1
fresh_college_A_52,job_62,0
fresh_college_A_53,job_88,0
fresh_college_A_53,job_85,0
fresh_college_A_53,job_35,0
fresh_college_A_53,job_54,0
fresh_college_A_53,job_99,0
fresh_college_A_53,job_47,0
fresh_college_A_53,job_13,0
fresh_college_A_53,job_89,1
fresh_college_A_53,job_92,0
fresh_college_A_53,job_62,1
fresh_college_A_54,job_22,0
fresh_college_A_54,job_64,0
fresh_college_A_54,job_18,1
fresh_college_A_54,job_17,1
fresh_college_A_54,job_36,1
fresh_college_A_54,job_6,1
fresh_college_A_54,job_58,1
fresh_college_A_54,job_84,0
fresh_college_A_55,job_67,0
fresh_college_A_55,job_66,0
fresh_college_A_55,job_89,1
fresh_college_A_55,job_52,1
fresh_college_A_55,job_11,0
fresh_college_A_55,job_61,1
fresh_college_A_55,job_33,1
fresh_college_A_56,job_12,1
fresh_college_A_56,job_68,0
fresh_college_A_56,job_8,0
fresh_college_A_56,job_55,1
fresh_college_A_56,job_37,0
fresh_college_A_56,job_70,1
fresh_college_A_56,job_21,0
fresh_college_A_56,job_75,1
fresh_college_A_56,job_89,1
fresh_college_A_56,job_65,0
fresh_college_A_57,job_15,1
fresh_college_A_57,job_3,0
fresh_college_A_57,job_21,1
fresh_college_A_57,job_95,0
fresh_college_A_57,job_26,1
fresh_college_A_57,job_72,1
fresh_college_A_57,job_28,0
fresh_college_A_57,job_98,1
fresh_college_A_57,job_9,1
fresh_college_A_58,job_39,0
fresh_college_A_58,job_75,0
fresh_college_A_58,job_23,1
fresh_college_A_58,job_66,0
fresh_college_A_58,job_68,0
fresh_college_A_58,job_51,1
fresh_college_A_58,job_21,1
fresh_college_A_58,job_13,1
fresh_college_A_58,job_84,1
fresh_college_A_58,job_60,0
fresh_college_A_58,job_93,1
fresh_college_A_59,job_85,1
fresh_college_A_59,job_11,0
fresh_college_A_59,job_59,0
fresh_college_A_59,job_17,1
fresh_college_A_59,job_90,0
fresh_college_A_59,job_84,1
fresh_college_A_59,job_38,1
fresh_college_A_59,job_18,1
fresh_college_A_59,job_49,0
fresh_college_A_59,job_28,0
fresh_college_B_0,job_21,0
fresh_college_B_0,job_11,1
fresh_college_B_0,job_1,0
fresh_college_B_0,job_97,0
fresh_college_B_0,job_24,1
fresh_college_B_0,job_75,0
fresh_college_B_0,job_60,0
fresh_college_B_0,job_31,0
fresh_college_B_0,job_88,1
fresh_college_B_0,job_18,1
fresh_college_B_0,job_94,0
fresh_college_B_1,job_37,1
fresh_college_B_1,job_29,0
fresh_college_B_1,job_17,0
fresh_college_B_1,job_62,1
fresh_college_B_1,job_79,1
fresh_college_B_1,job_98,1
fresh_college_B_1,job_24,1
fresh_college_B_1,job_6,0
fresh_college_B_1,job_71,0
fresh_college_B_2,job_2,1
fresh_college_B_2,job_17,1
fresh_college_B_2,job_38,1
fresh_college_B_2,job_4,1
fresh_college_B_2,job_76,1
fresh_college_B_2,job_37,1
fresh_college_B_2,job_80,0
fresh_college_B_2,job_36,0
fresh_college_B_2,job_7,1
fresh_college_B_2,job_90,1
fresh_college_B_2,job_81,0
fresh_college_B_3,job_38,0
fresh_college_B_3,job_31,1
fresh_college_B_3,job_33,0
fresh_college_B_3,job_83,0
fresh_college_B_3,job_12,1
fresh_college_B_3,job_47,1
fresh_college_B_3,job_46,0
fresh_college_B_3,job_62,0
fresh_college_B_3,job_7,1
fresh_college_B_3,job_93,1
fresh_college_B_3,job_77,1
fresh_college_B_4,job_58,0
fresh_college_B_4,job_20,1
fresh_college_B_4,job_87,0
fresh_college_B_4,job_45,0
fresh_college_B_4,job_55,0
fresh_college_B_4,job_91,1
fresh_college_B_4,job_17,1
fresh_college_B_4,job_10,1
fresh_college_B_4,job_66,0
fresh_college_B_4,job_56,0
fresh_college_B_5,job_54,1
fresh_college_B_5,job_23,0
fresh_college_B_5,job_25,0
fresh_college_B_5,job_43,0
fresh_college_B_5,job_10,1
fresh_college_B_5,job_57,0
fresh_college_B_5,job_20,1
fresh_college_B_6,job_92,1
fresh_college_B_6,job_46,1
fresh_college_B_6,job_53,0
fresh_college_B_6,job_14,1
fresh_college_B_6,job_12,1
fresh_college_B_6,job_60,1
fresh_college_B_6,job_40,1
fresh_college_B_6,job_3,0
fresh_college_B_7,job_61,1
fresh_college_B_7,job_60,0
fresh_college_B_7,job_74,1
fresh_college_B_7,job_17,0
fresh_college_B_8,job_15,0
fresh_college_B_8,job_18,1
fresh_college_B_8,job_30,0
fresh_college_B_8,job_89,1
fresh_college_B_8,job_40,1
fresh_college_B_8,job_21,1
fresh_college_B_8,job_13,1
fresh_college_B_9,job_28,1
fresh_college_B_9,job_69,0
fresh_college_B_9,job_81,1
fresh_college_B_9,job_77,1
fresh_college_B_9,job_73,1
fresh_college_B_9,job_56,0
fresh_college_B_9,job_94,0
fresh_college_B_10,job_2,1
fresh_college_B_10,job_89,1
fresh_college_B_10,job_76,1
fresh_college_B_10,job_6,1
fresh_college_B_10,job_83,0
fresh_college_B_10,job_79,0
fresh_college_B_10,job_36,0
fresh_college_B_10,job_96,0
fresh_college_B_10,job_74,0
fresh_college_B_10,job_70,0
fresh_college_B_11,job_2,1
fresh_college_B_11,job_68,1
fresh_college_B_11,job_81,0
fresh_college_B_11,job_82,0
fresh_college_B_11,job_73,0
fresh_college_B_11,job_16,0
fresh_college_B_11,job_40,1
fresh_college_B_11,job_66,1
fresh_college_B_11,job_17,0
fresh_college_B_12,job_26,0
fresh_college_B_12,job_50,0
fresh_college_B_12,job_57,0
fresh_college_B_12,job_59,1
fresh_college_B_13,job_97,0
fresh_college_B_13,job_14,0
fresh_college_B_13,job_36,0
fresh_college_B_13,job_86,0
fresh_college_B_13,job_83,0
fresh_college_B_13,job_85,1
fresh_college_B_13,job_17,1
fresh_college_B_13,job_31,0
fresh_college_B_13,job_50,1
fresh_college_B_13,job_38,1
fresh_college_B_14,job_93,0
fresh_college_B_14,job_23,0
fresh_college_B_14,job_73,0
fresh_college_B_14,job_82,0
fresh_college_B_14,job_92,1
fresh_college_B_15,job_10,0
fresh_college_B_15,job_26,1
fresh_college_B_15,job_14,1
fresh_college_B_15,job_54,1
fresh_college_B_15,job_72,0
fresh_college_B_15,job_53,1
fresh_college_B_15,job_82,1
fresh_college_B_16,job_15,1
fresh_college_B_16,job_82,1
fresh_college_B_16,job_44,1
fresh_college_B_16,job_40,0
fresh_college_B_16,job_21,0
fresh_college_B_16,job_94,0
fresh_college_B_16,job_28,0
fresh_college_B_16,job_89,1
fresh_college_B_16,job_27,0
fresh_college_B_16,job_16,1
fresh_college_B_16,job_50,1
fresh_college_B_17,job_65,0
fresh_college_B_17,job_75,0
fresh_college_B_17,job_81,1
fresh_college_B_17,job_74,1
fresh_college_B_17,job_18,0
fresh_college_B_17,job_63,1
fresh_college_B_17,job_69,0
fresh_college_B_17,job_79,1
fresh_college_B_17,job_40,1
fresh_college_B_17,job_8,0
fresh_college_B_17,job_92,0
fresh_college_B_17,job_16,1
fresh_college_B_18,job_37,1
fresh_college_B_18,job_80,0
fresh_college_B_18,job_56,0
fresh_college_B_18,job_40,0
fresh_college_B_18,job_49,1
fresh_college_B_19,job_61,1
fresh_college_B_19,job_88,1
fresh_college_B_19,job_1,0
fresh_college_B_19,job_4,1
fresh_college_B_19,job_72,0
fresh_college_B_19,job_57,0
fresh_college_B_19,job_23,0
fresh_college_B_19,job_75,0
fresh_college_B_19,job_11,1
fresh_college_B_20,job_58,0
fresh_college_B_20,job_75,1
fresh_college_B_20,job_7,1
fresh_college_B_20,job_34,0
fresh_college_B_20,job_25,0
fresh_college_B_20,job_27,0
fresh_college_B_20,job_79,1
fresh_college_B_20,job_33,1
fresh_college_B_20,job_30,0
fresh_college_B_21,job_36,1
fresh_college_B_21,job_34,0
fresh_college_B_21,job_83,0
fresh_college_B_21,job_95,1
fresh_college_B_21,job_85,0
fresh_college_B_21,job_37,0
fresh_college_B_21,job_2,0
fresh_college_B_21,job_20,0
fresh_college_B_21,job_88,0
fresh_college_B_21,job_67,0
fresh_college_B_22,job_6,0
fresh_college_B_22,job_79,0
fresh_college_B_22,job_17,0
fresh_college_B_22,job_28,0
fresh_college_B_22,job_95,0
fresh_college_B_22,job_84,1
fresh_college_B_23,job_29,0
fresh_college_B_23,job_17,0
fresh_college_B_23,job_7,1
fresh_college_B_23,job_4,0
fresh_college_B_24,job_6,0
fresh_college_B_24,job_60,0
fresh_college_B_24,job_77,0
fresh_college_B_24,job_29,1
fresh_college_B_24,job_51,0
fresh_college_B_24,job_4,1
fresh_college_B_24,job_34,1
fresh_college_B_25,job_44,1
fresh_college_B_25,job_37,1
fresh_college_B_25,job_54,0
fresh_college_B_25,job_14,0
fresh_college_B_25,job_62,1
fresh_college_B_25,job_76,1
fresh_college_B_25,job_89,0
fresh_college_B_25,job_42,0
fresh_college_B_25,job_40,0
fresh_college_B_26,job_33,0
fresh_college_B_26,job_27,0
fresh_college_B_26,job_37,0
fresh_college_B_26,job_50,0
fresh_college_B_26,job_47,0
fresh_college_B_27,job_93,1
fresh_college_B_27,job_46,1
fresh_college_B_27,job_4,0
fresh_college_B_27,job_81,0
fresh_college_B_27,job_44,0
fresh_college_B_27,job_47,0
fresh_college_B_27,job_6,1
fresh_college_B_27,job_77,0
fresh_college_B_28,job_21,1
fresh_college_B_28,job_32,1
fresh_college_B_28,job_84,0
fresh_college_B_28,job_86,0
fresh_college_B_28,job_1,1
fresh_college_B_28,job_83,1
fresh_college_B_29,job_98,0
fresh_college_B_29,job_85,1
fresh_college_B_29,job_56,1
fresh_college_B_29,job_34,0
fresh_college_B_30,job_0,1
fresh_college_B_30,job_63,1
fresh_college_B_30,job_97,1
fresh_college_B_30,job_79,0
fresh_college_B_30,job_16,0
fresh_college_B_30,job_72,0
fresh_college_B_30,job_47,0
fresh_college_B_31,job_40,0
fresh_college_B_31,job_25,1
fresh_college_B_31,job_26,1
fresh_college_B_31,job_28,0
fresh_college_B_31,job_61,1
fresh_college_B_31,job_51,1
fresh_college_B_31,job_57,1
fresh_college_B_31,job_87,1
fresh_college_B_31,job_37,1
fresh_college_B_31,job_60,0
fresh_college_B_31,job_66,0
fresh_college_B_31,job_23,1
fresh_college_B_31,job_22,1
fresh_college_B_32,job_36,0
fresh_college_B_32,job_61,1
fresh_college_B_32,job_4,1
fresh_college_B_32,job_11,1
fresh_college_B_32,job_71,1
fresh_college_B_32,job_98,0
fresh_college_B_32,job_34,1
fresh_college_B_32,job_0,1
fresh_college_B_33,job_36,0
fresh_college_B_33,job_20,0
fresh_college_B_33,job_99,1
fresh_college_B_33,job_91,0
fresh_college_B_33,job_90,0
fresh_college_B_33,job_16,0
fresh_college_B_33,job_59,1
fresh_college_B_34,job_44,1
fresh_college_B_34,job_70,0
fresh_college_B_34,job_68,0
fresh_college_B_34,job_29,1
fresh_college_B_34,job_34,0
fresh_college_B_34,job_28,0
fresh_college_B_34,job_52,0
fresh_college_B_35,job_53,0
fresh_college_B_35,job_67,0
fresh_college_B_35,job_90,1
fresh_college_B_35,job_94,1
fresh_college_B_35,job_26,1
fresh_college_B_35,job_96,0
fresh_college_B_35,job_61,1
fresh_college_B_35,job_20,0
fresh_college_B_35,job_66,1
fresh_college_B_36,job_87,0
fresh_college_B_36,job_81,1
fresh_college_B_36,job_49,1
fresh_college_B_36,job_68,0
fresh_college_B_36,job_11,0
fresh_college_B_36,job_0,1
fresh_college_B_36,job_9,0
fresh_college_B_36,job_78,0
fresh_college_B_36,job_33,1
fresh_college_B_36,job_34,1
fresh_college_B_36,job_39,1
fresh_college_B_37,job_98,0
fresh_college_B_37,job_48,0
fresh_college_B_37,job_29,1
fresh_college_B_37,job_78,1
fresh_college_B_37,job_89,1
fresh_college_B_37,job_31,1
fresh_college_B_37,job_17,0
fresh_college_B_37,job_56,1
fresh_college_B_38,job_4,1
fresh_college_B_38,job_46,1
fresh_college_B_38,job_6,0
fresh_college_B_38,job_71,1
fresh_college_B_38,job_43,0
fresh_college_B_38,job_45,0
fresh_college_B_38,job_61,0
fresh_college_B_38,job_37,0
fresh_college_B_38,job_62,1
fresh_college_B_38,job_63,0
fresh_college_B_38,job_94,1
fresh_college_B_39,job_62,0
fresh_college_B_39,job_78,1
fresh_college_B_39,job_87,0
fresh_college_B_39,job_81,0
fresh_college_B_39,job_1,0
fresh_college_B_39,job_51,1
fresh_college_B_39,job_69,0
fresh_college_B_39,job_4,1
fresh_college_B_39,job_31,0
fresh_college_B_39,job_13,0
fresh_college_B_39,job_97,0
fresh_college_B_40,job_37,0
fresh_college_B_40,job_28,0
fresh_college_B_40,job_31,1
fresh_college_B_40,job_33,1
fresh_college_B_40,job_42,0
fresh_college_B_40,job_50,1
fresh_college_B_40,job_53,0
fresh_college_B_40,job_84,1
fresh_college_B_41,job_59,0
fresh_college_B_41,job_60,1
fresh_college_B_41,job_73,0
fresh_college_B_41,job_4,0
fresh_college_B_41,job_92,0
fresh_college_B_41,job_94,0
fresh_college_B_41,job_76,1
fresh_college_B_41,job_83,0
fresh_college_B_41,job_7,1
fresh_college_B_42,job_96,1
fresh_college_B_42,job_11,0
fresh_college_B_42,job_31,0
fresh_college_B_42,job_91,0
fresh_college_B_42,job_93,1
fresh_college_B_42,job_74,0
fresh_college_B_42,job_58,0
fresh_college_B_42,job_54,1
fresh_college_B_42,job_63,1
fresh_college_B_42,job_17,0
fresh_college_B_42,job_44,0
fresh_college_B_43,job_59,0
fresh_college_B_43,job_62,0
fresh_college_B_43,job_72,1
fresh_college_B_43,job_36,0
fresh_college_B_43,job_24,0
fresh_college_B_43,job_69,0
fresh_college_B_43,job_32,0
fresh_college_B_43,job_22,1
fresh_college_B_43,job_37,0
fresh_college_B_43,job_30,1
fresh_college_B_44,job_80,0
fresh_college_B_44,job_38,0
fresh_college_B_44,job_73,1
fresh_college_B_44,job_60,0
fresh_college_B_44,job_66,0
fresh_college_B_44,job_97,1
fresh_college_B_44,job_19,1
fresh_college_B_44,job_89,0
fresh_college_B_44,job_54,1
fresh_college_B_44,job_69,0
fresh_college_B_44,job_52,1
fresh_college_B_45,job_89,0
fresh_college_B_45,job_0,0
fresh_college_B_45,job_24,1
fresh_college_B_45,job_18,0
