student_id,college_id,job_id,match_score,skill_overlap_count,skill_gap_count,years_exposure_avg,jd_seniority_level,verified_skill_count,ai_trust_score
fresh_college_A_14,college_A,job_32,0.769,7,3,1.0,2,9,0.925
fresh_college_A_14,college_A,job_91,0.708,6,4,1.9,1,9,0.691
fresh_college_A_14,college_A,job_69,0.644,6,5,1.4,4,9,0.653
fresh_college_A_14,college_A,job_67,0.809,6,5,1.2,1,9,0.855
fresh_college_A_14,college_A,job_31,0.606,4,7,4.0,5,6,0.917
fresh_college_A_14,college_A,job_13,0.84,6,5,1.8,1,8,0.971
fresh_college_A_14,college_A,job_21,0.733,5,3,4.1,3,7,0.781
fresh_college_A_15,college_A,job_59,0.763,5,4,3.6,1,5,0.928
fresh_college_A_15,college_A,job_5,0.782,5,4,4.6,1,5,0.936
fresh_college_A_15,college_A,job_77,0.616,5,6,1.7,3,5,0.655
fresh_college_A_15,college_A,job_2,0.71,6,2,2.6,5,8,0.848
fresh_college_A_15,college_A,job_90,0.899,6,5,2.5,2,7,0.703
fresh_college_A_15,college_A,job_37,0.698,6,2,4.8,1,6,0.723
fresh_college_A_15,college_A,job_69,0.746,6,5,4.3,1,6,0.89
fresh_college_A_15,college_A,job_6,0.865,6,2,2.6,2,8,0.781
fresh_college_A_15,college_A,job_14,0.753,6,5,3.5,4,7,0.777
fresh_college_A_15,college_A,job_98,0.922,7,3,4.6,1,8,0.955
fresh_college_A_15,college_A,job_42,0.856,7,2,3.1,3,10,0.786
fresh_college_A_15,college_A,job_55,0.7,4,7,1.6,1,7,0.763
fresh_college_A_15,college_A,job_33,0.918,7,2,3.4,4,7,0.973
fresh_college_A_15,college_A,job_49,0.848,5,4,1.9,3,8,0.702
fresh_college_A_15,college_A,job_38,0.953,7,4,1.8,2,8,0.669
fresh_college_A_15,college_A,job_32,0.82,6,3,1.6,2,8,0.684
fresh_college_A_16,college_A,job_13,0.808,6,3,4.5,1,7,0.82
fresh_college_A_16,college_A,job_24,0.815,6,2,2.7,3,8,0.86
fresh_college_A_16,college_A,job_59,0.935,8,0,3.0,5,8,0.753
fresh_college_A_16,college_A,job_49,0.692,5,5,3.0,2,6,0.689
fresh_college_A_16,college_A,job_9,0.725,4,5,2.6,2,6,0.747
fresh_college_A_16,college_A,job_46,0.651,5,5,2.6,1,8,0.807
fresh_college_A_16,college_A,job_50,0.823,5,4,1.4,3,6,0.778
fresh_college_A_16,college_A,job_1,0.833,6,2,1.5,3,7,0.673
fresh_college_A_16,college_A,job_73,0.604,4,4,1.7,5,6,0.709
fresh_college_A_16,college_A,job_85,0.603,5,5,2.1,2,8,0.905
fresh_college_A_17,college_A,job_39,0.958,6,5,1.4,4,8,0.809
fresh_college_A_17,college_A,job_19,0.916,7,2,2.5,3,7,0.76
fresh_college_A_17,college_A,job_34,0.773,6,5,3.2,1,6,0.919
fresh_college_A_17,college_A,job_58,0.934,8,1,2.0,2,8,0.696
fresh_college_A_17,college_A,job_50,0.79,6,3,2.3,1,6,0.801
fresh_college_A_17,college_A,job_91,0.574,3,7,2.8,3,6,0.829
fresh_college_A_17,college_A,job_13,0.886,7,3,2.6,5,8,0.853
fresh_college_A_17,college_A,job_26,0.747,5,6,4.0,1,8,0.824
fresh_college_A_17,college_A,job_15,0.91,6,4,2.4,4,8,0.941
fresh_college_A_17,college_A,job_33,0.64,6,4,3.9,2,8,0.756
fresh_college_A_18,college_A,job_68,0.867,7,3,3.3,1,7,0.87
fresh_college_A_18,college_A,job_97,0.764,5,4,3.5,3,8,0.839
fresh_college_A_18,college_A,job_10,0.59,5,4,3.6,2,7,0.777
fresh_college_A_18,college_A,job_81,0.919,7,1,4.2,2,7,0.963
fresh_college_A_18,college_A,job_82,0.738,6,5,2.4,1,8,0.672
fresh_college_A_18,college_A,job_2,0.931,7,2,4.6,2,8,0.705
fresh_college_A_18,college_A,job_55,0.578,4,5,1.8,5,6,0.773
fresh_college_A_18,college_A,job_59,0.571,4,7,4.9,4,7,0.955
fresh_college_A_18,college_A,job_87,0.679,5,4,4.5,5,5,0.965
fresh_college_A_18,college_A,job_6,0.766,6,4,3.3,4,7,0.827
fresh_college_A_18,college_A,job_76,0.935,8,3,4.1,5,10,0.874
fresh_college_A_18,college_A,job_5,0.778,7,2,1.2,3,9,0.685
fresh_college_A_18,college_A,job_60,0.697,4,5,3.4,5,6,0.794
fresh_college_A_18,college_A,job_18,0.676,4,7,3.7,2,5,0.753
fresh_college_A_18,college_A,job_84,0.88,8,1,4.2,2,10,0.776
fresh_college_A_18,college_A,job_51,0.741,5,6,3.2,5,8,0.912
fresh_college_A_19,college_A,job_35,0.79,6,5,3.5,1,8,0.938
fresh_college_A_19,college_A,job_92,0.911,6,2,2.0,4,8,0.669
fresh_college_A_19,college_A,job_37,0.6,5,3,1.9,1,6,0.688
fresh_college_A_19,college_A,job_88,0.745,5,5,1.5,2,6,0.901
fresh_college_A_19,college_A,job_11,0.88,8,2,3.8,3,8,0.842
fresh_college_A_19,college_A,job_80,0.876,6,4,3.2,3,9,0.876
fresh_college_A_19,college_A,job_5,0.842,6,2,3.3,3,7,0.87
fresh_college_A_19,college_A,job_99,0.863,6,5,2.6,3,6,0.828
fresh_college_A_19,college_A,job_59,0.747,5,3,3.1,2,7,0.832
fresh_college_A_19,college_A,job_43,0.843,7,1,4.8,4,7,0.868
fresh_college_A_20,college_A,job_7,0.856,7,1,4.0,1,10,0.736
fresh_college_A_20,college_A,job_2,0.864,5,4,2.3,1,8,0.666
fresh_college_A_20,college_A,job_91,0.942,6,2,2.0,2,8,0.846
fresh_college_A_20,college_A,job_5,0.594,3,6,2.5,4,3,0.735
fresh_college_A_20,college_A,job_80,0.96,8,3,2.2,3,11,0.953
fresh_college_A_20,college_A,job_40,0.771,7,1,3.2,5,10,0.696
fresh_college_A_20,college_A,job_81,0.86,5,3,2.6,4,7,0.675
fresh_college_A_20,college_A,job_16,0.777,5,5,1.7,4,5,0.847
fresh_college_A_20,college_A,job_62,0.66,4,5,4.5,1,4,0.979
fresh_college_A_20,college_A,job_6,0.703,6,3,3.2,2,6,0.659
fresh_college_A_20,college_A,job_98,0.815,6,2,1.3,1,7,0.925
fresh_college_A_21,college_A,job_0,0.82,6,4,2.6,1,7,0.812
fresh_college_A_21,college_A,job_39,0.923,6,2,2.4,5,6,0.668
fresh_college_A_21,college_A,job_21,0.748,5,6,2.7,2,5,0.972
fresh_college_A_21,college_A,job_49,0.746,6,2,4.6,5,7,0.749
fresh_college_A_21,college_A,job_25,0.641,5,6,1.4,5,5,0.668
fresh_college_A_21,college_A,job_96,0.572,4,5,2.8,3,5,0.891
fresh_college_A_21,college_A,job_56,0.858,7,1,1.2,2,8,0.874
fresh_college_A_21,college_A,job_11,0.838,6,2,2.3,2,7,0.808
fresh_college_A_21,college_A,job_55,0.617,5,3,4.8,4,8,0.814
fresh_college_A_21,college_A,job_63,0.806,6,2,2.7,1,7,0.946
fresh_college_A_22,college_A,job_37,0.577,4,5,2.1,4,6,0.833
fresh_college_A_22,college_A,job_62,0.803,6,5,3.8,1,9,0.877
fresh_college_A_22,college_A,job_2,0.752,5,5,1.3,5,8,0.735
fresh_college_A_22,college_A,job_85,0.951,7,1,3.5,2,8,0.759
fresh_college_A_22,college_A,job_51,0.578,3,8,2.1,3,4,0.735
fresh_college_A_22,college_A,job_60,0.895,7,2,4.4,4,10,0.692
fresh_college_A_22,college_A,job_43,0.86,5,4,2.7,4,5,0.894
fresh_college_A_22,college_A,job_40,0.803,5,3,4.9,5,6,0.835
fresh_college_A_22,college_A,job_33,0.765,5,4,3.1,3,5,0.945
fresh_college_A_22,college_A,job_69,0.662,4,7,2.4,3,5,0.666
fresh_college_A_22,college_A,job_7,0.893,6,5,2.3,5,6,0.695
fresh_college_A_23,college_A,job_5,0.711,4,4,4.5,5,5,0.965
fresh_college_A_23,college_A,job_48,0.839,7,2,4.0,2,9,0.792
fresh_college_A_23,college_A,job_7,0.568,4,6,4.0,2,7,0.91
fresh_college_A_23,college_A,job_82,0.755,7,4,4.9,2,8,0.838
fresh_college_A_23,college_A,job_15,0.669,5,3,4.2,4,6,0.88
fresh_college_A_23,college_A,job_69,0.665,6,5,4.3,1,6,0.868
fresh_college_A_23,college_A,job_66,0.63,4,5,4.1,2,6,0.927
fresh_college_A_23,college_A,job_75,0.636,4,7,4.3,4,4,0.809
fresh_college_A_23,college_A,job_85,0.737,4,5,4.1,1,5,0.923
fresh_college_A_23,college_A,job_71,0.905,7,4,2.3,5,9,0.765
fresh_college_A_23,college_A,job_57,0.847,6,3,2.6,2,7,0.757
fresh_college_A_23,college_A,job_1,0.596,4,7,3.2,4,6,0.703
fresh_college_A_23,college_A,job_38,0.957,6,2,4.2,3,7,0.811
fresh_college_A_23,college_A,job_40,0.769,5,3,1.5,3,5,0.964
fresh_college_A_23,college_A,job_59,0.836,5,6,4.6,4,5,0.962
fresh_college_A_24,college_A,job_9,0.551,5,3,3.3,4,5,0.95
fresh_college_A_24,college_A,job_82,0.556,4,5,1.8,3,4,0.788
fresh_college_A_24,college_A,job_15,0.693,4,4,4.4,4,5,0.755
fresh_college_A_24,college_A,job_21,0.738,4,5,2.3,1,6,0.898
fresh_college_A_24,college_A,job_97,0.639,4,4,3.5,1,6,0.763
fresh_college_A_24,college_A,job_34,0.855,5,5,3.0,2,5,0.952
fresh_college_A_24,college_A,job_28,0.701,5,4,3.4,1,7,0.973
fresh_college_A_24,college_A,job_30,0.918,8,1,1.6,1,10,0.775
fresh_college_A_24,college_A,job_80,0.622,5,3,4.8,1,6,0.777
fresh_college_A_24,college_A,job_46,0.928,8,3,1.3,2,8,0.693
fresh_college_A_24,college_A,job_53,0.643,5,4,3.3,2,5,0.964
fresh_college_A_24,college_A,job_43,0.742,4,5,3.7,2,5,0.66
fresh_college_A_24,college_A,job_70,0.818,7,4,1.5,5,8,0.801
fresh_college_A_24,college_A,job_4,0.817,7,4,4.0,4,10,0.664
fresh_college_A_24,college_A,job_76,0.667,4,6,1.1,4,4,0.838
fresh_college_A_24,college_A,job_71,0.748,5,4,1.7,3,7,0.891
fresh_college_A_24,college_A,job_83,0.593,5,5,2.7,4,7,0.803
fresh_college_A_25,college_A,job_32,0.958,7,3,3.7,4,10,0.955
fresh_college_A_25,college_A,job_17,0.874,6,2,4.1,4,8,0.865
fresh_college_A_25,college_A,job_96,0.657,4,5,2.2,4,5,0.853
fresh_college_A_25,college_A,job_57,0.752,7,1,2.5,4,9,0.854
fresh_college_A_25,college_A,job_55,0.655,4,6,1.3,3,7,0.689
fresh_college_A_25,college_A,job_34,0.934,7,1,1.8,3,10,0.878
fresh_college_A_25,college_A,job_9,0.918,7,4,2.6,1,9,0.718
fresh_college_A_25,college_A,job_81,0.877,6,3,3.7,2,9,0.773
fresh_college_A_25,college_A,job_90,0.699,4,7,2.3,5,7,0.781
fresh_college_A_25,college_A,job_20,0.744,4,4,1.5,4,7,0.959
fresh_college_A_25,college_A,job_78,0.844,6,4,3.5,3,9,0.771
fresh_college_A_25,college_A,job_80,0.879,7,1,5.0,5,8,0.833
fresh_college_A_26,college_A,job_22,0.754,7,3,2.6,4,7,0.81
fresh_college_A_26,college_A,job_3,0.958,8,1,4.8,4,8,0.919
fresh_college_A_26,college_A,job_40,0.943,8,3,4.6,2,9,0.944
fresh_college_A_26,college_A,job_53,0.789,5,6,1.1,2,8,0.845
fresh_college_A_26,college_A,job_69,0.824,6,3,1.4,5,9,0.825
fresh_college_A_26,college_A,job_31,0.754,5,3,3.8,1,5,0.864
fresh_college_A_26,college_A,job_16,0.686,6,5,4.0,5,9,0.886
fresh_college_A_26,college_A,job_49,0.761,5,4,1.2,1,6,0.89
fresh_college_A_26,college_A,job_86,0.572,3,8,3.9,2,3,0.759
fresh_college_A_26,college_A,job_0,0.939,8,3,1.3,1,9,0.895
fresh_college_A_26,college_A,job_61,0.962,8,2,3.9,5,10,0.953
fresh_college_A_26,college_A,job_43,0.698,5,4,4.4,2,5,0.813
fresh_college_A_26,college_A,job_64,0.869,7,2,1.2,4,9,0.821
fresh_college_A_26,college_A,job_75,0.969,6,2,3.0,3,9,0.824
fresh_college_A_26,college_A,job_48,0.593,4,7,4.9,4,7,0.931
fresh_college_A_26,college_A,job_45,0.914,6,3,1.4,3,7,0.842
fresh_college_A_26,college_A,job_10,0.618,4,7,1.4,1,7,0.812
fresh_college_A_27,college_A,job_76,0.734,4,4,4.0,3,4,0.936
