candidate_id,job_id,day,skill_score,exp_years,group,job_seniority,job_comp_level,relevance,shortlisted,clicked,applied,query_id
3087,165,2,1.6738419667331859,1,B,5,-0.6290441259050356,1,0,1,0,3087
77,216,10,1.9148703924731834,7,B,5,0.13740321633930205,1,0,1,0,77
3165,278,16,1.1995669397451145,0,A,13,0.7961199627495618,0,0,0,0,3165
411,78,26,-2.0868496711576383,2,B,3,0.8755399458922847,0,0,0,0,411
3336,138,26,-1.9275484125895128,4,B,13,-0.19519764715693566,0,0,0,0,3336
3532,192,7,1.1047120937762445,3,B,2,1.6227887627620396,3,1,1,1,3532
2466,118,13,1.0982958201961606,1,A,10,0.5475053966164938,0,0,0,0,2466
2128,296,16,-0.5763297177231466,8,A,4,-0.09418012269389842,1,0,1,0,2128
2711,259,26,0.28960638898747854,5,A,4,-1.3831069137652194,1,0,1,0,2711
2930,65,25,-1.3774792226438013,2,A,12,-0.09637067505039695,0,0,0,0,2930
290,87,20,0.8980586868367981,2,A,6,0.3619839164254979,2,0,1,1,290
1435,121,17,1.421555298829832,11,A,10,-1.7954552448331125,2,0,1,1,1435
2860,25,0,-0.32627508458091914,14,A,6,-0.35313177260667983,1,0,1,0,2860
2250,74,18,-0.4183797133970326,5,A,4,0.012459595747880525,1,0,1,0,2250
3424,111,2,-0.020942296101811676,11,B,4,0.30946816970696345,0,0,0,0,3424
521,108,1,-0.7484178223259444,14,A,13,-0.3402842096627109,0,0,0,0,521
3467,23,25,0.8263904819127644,1,A,8,-0.8048803324711116,0,0,0,0,3467
2625,259,19,0.9728577165212347,11,A,4,-1.3831069137652194,3,1,1,1,2625
487,119,21,0.5446321354464523,3,A,5,0.05249574124244498,3,1,1,1,487
3085,234,27,1.7771019614010068,3,A,5,-0.4997194720984907,2,0,1,1,3085
215,157,18,-0.058459689096036056,2,A,1,0.05269190650417575,3,1,1,1,215
1793,11,22,0.3156353916166321,4,A,7,-1.1866842990005686,1,0,1,0,1793
1656,158,21,-1.4980242314280114,5,A,6,1.335125399329757,0,0,0,0,1656
1482,38,18,0.07693319936123476,12,A,9,-0.40216532941749844,0,0,0,0,1482
3,29,20,-2.27656646738474,1,B,7,-0.22973094816457013,0,0,0,0,3
3422,88,7,1.1672206062889152,5,A,7,1.1618280905841754,2,0,1,1,3422
862,89,17,-1.409441237567761,3,A,12,-0.9693208383499737,0,0,0,0,862
3625,39,7,-1.1453173634703562,1,A,1,0.23148403419282595,0,0,0,0,3625
2923,172,0,2.407474999927342,12,A,6,1.1245663784979731,1,0,1,0,2923
391,98,29,-1.7945074727449966,4,A,0,-2.294961533817436,0,0,0,0,391
3014,298,27,-0.7809343971124393,4,A,12,0.8804548702809574,0,0,0,0,3014
1107,211,8,-0.3197304000403259,1,B,4,0.6324102278468617,0,0,0,0,1107
891,231,28,1.3776662953879928,5,B,10,-0.8394704492944645,1,0,1,0,891
2521,46,8,-0.6961881998029408,0,B,8,-1.0651442459123521,0,0,0,0,2521
1890,169,6,-0.17089978400628913,9,A,10,1.3681478291848217,0,0,0,0,1890
3886,173,15,0.031835737474260876,3,A,11,-1.9495273375586992,0,0,0,0,3886
1124,222,8,-0.050618990389674316,8,B,7,0.73968489098986,0,0,0,0,1124
3474,49,18,1.8777174564834707,6,A,7,0.08194798723911578,1,0,1,0,3474
3148,85,14,-0.1568640764385264,0,A,0,1.1211379724520003,2,0,1,1,3148
663,41,5,-0.6626582006338383,13,A,1,1.2021154188997516,1,0,1,0,663
1068,51,23,-0.5732252127742843,2,B,12,-0.7995264798768494,0,0,0,0,1068
499,252,21,0.36332684327810133,2,B,11,0.19410978600540166,0,0,0,0,499
3014,278,10,-0.7809343971124393,9,A,13,0.7961199627495618,0,0,0,0,3014
2225,267,1,1.4840533851626094,4,B,9,-0.08416057352458792,2,0,1,1,2225
679,212,3,0.676780529447545,2,A,2,-2.108979023285913,2,0,1,1,679
215,251,12,-0.058459689096036056,2,A,0,0.06293159362950683,2,0,1,1,215
2917,271,21,0.360563040887468,6,A,6,-0.2662653797459779,2,0,1,1,2917
3554,148,24,0.4217016965362454,1,B,9,0.15724616803773067,0,0,0,0,3554
3983,221,19,-0.7093593395938925,7,A,4,-0.16394621186584313,1,0,1,0,3983
1178,296,24,-0.7825537957831766,1,B,4,-0.09418012269389842,1,0,1,0,1178
3522,17,13,0.11067049726058419,5,B,9,-0.46739705490450423,0,0,0,0,3522
2749,113,23,-0.27725044592739184,0,A,4,-1.971898517939838,1,0,1,0,2749
824,23,20,-0.732601881123305,2,B,8,-0.8048803324711116,0,0,0,0,824
941,169,26,-1.3708360590417303,1,B,10,1.3681478291848217,0,0,0,0,941
2650,108,26,-0.8925372750555822,3,A,13,-0.3402842096627109,0,0,0,0,2650
1966,115,14,-0.570167624500228,14,A,2,0.9190527111942098,1,0,1,0,1966
686,79,10,1.7032638376928417,10,A,3,-0.1790032761900727,2,0,1,1,686
2862,202,8,1.7413830393535672,14,A,1,0.8118135221962155,0,0,0,0,2862
1503,213,13,-0.05353640731431968,11,B,6,1.4876041710903365,0,0,0,0,1503
146,83,9,-0.3870872219959422,2,A,8,0.6244801400214677,0,0,0,0,146
3853,209,28,1.34708138503495,0,B,4,0.8645004386140491,2,0,1,1,3853
726,51,18,-1.9259551230348049,0,B,12,-0.7995264798768494,0,0,0,0,726
1586,225,4,-1.641209576217383,8,B,8,-0.2931005200595179,0,0,0,0,1586
1391,59,15,-1.8823555258325515,3,A,8,1.7077462677825683,0,0,0,0,1391
3832,278,2,-1.0713830461156244,14,A,13,0.7961199627495618,0,0,0,0,3832
290,86,17,0.8980586868367981,6,A,2,0.6127228031166725,2,0,1,1,290
2115,133,26,0.7025295803488821,0,B,2,0.8250297872547994,2,0,1,1,2115
3174,28,23,0.8420338171862545,3,B,9,-1.0259538001818826,2,0,1,1,3174
2898,259,12,-1.2203394383277013,5,A,4,-1.3831069137652194,0,0,0,0,2898
1445,173,25,-0.5870475542704359,3,A,11,-1.9495273375586992,0,0,0,0,1445
1918,245,9,0.24685662769771055,14,B,10,0.5692776723258963,0,0,0,0,1918
538,293,5,0.46014340514998064,14,B,9,2.075354335595382,1,0,1,0,538
2630,68,10,1.0840493560310147,2,B,11,-1.146640057559744,1,0,1,0,2630
2460,293,8,-2.110120656388455,1,A,9,2.075354335595382,0,0,0,0,2460
190,160,3,0.1830759458821705,10,A,8,-2.087327436534787,1,0,1,0,190
724,200,16,-0.15673994510750527,12,A,11,-0.9861543189929184,0,0,0,0,724
1015,268,18,0.21124019390865337,13,B,3,-0.6180880675095729,3,1,1,1,1015
948,100,28,0.8818840087982475,4,B,3,1.155665689777979,1,0,1,0,948
2575,22,14,0.41829921103715756,2,A,9,-1.1128353320990596,0,0,0,0,2575
3294,245,9,-1.8666503695390542,3,A,10,0.5692776723258963,0,0,0,0,3294
2605,187,20,1.7857258775871998,5,A,6,-1.5912002815415285,1,0,1,0,2605
2573,1,19,1.9782731878968158,11,B,11,-0.0479663721235696,1,0,1,0,2573
3079,255,17,0.9220940364751209,7,B,1,-0.33809521075179416,1,0,1,0,3079
299,132,0,-0.42496654794347555,12,A,8,0.4746765336912289,0,0,0,0,299
141,185,10,-0.48188630027727875,7,B,3,-0.13723533656266346,1,0,1,0,141
631,184,21,0.19070281535622258,3,A,3,-0.7072632213049441,2,0,1,1,631
2438,14,27,0.22623759123352988,0,A,2,-1.8918368966161692,2,0,1,1,2438
2921,295,13,0.010388880505670613,2,B,13,-0.5132832083728852,0,0,0,0,2921
3208,74,2,-0.09258986901286022,11,A,4,0.012459595747880525,2,0,1,1,3208
1504,89,27,-1.3380459043411468,4,A,12,-0.9693208383499737,0,0,0,0,1504
2751,250,1,-0.01588282849974227,1,A,13,1.9197199217859842,0,0,0,0,2751
1402,266,14,-1.3486586147976918,10,A,14,1.5962041344347628,0,0,0,0,1402
3930,165,6,-1.219438259380033,12,A,5,-0.6290441259050356,0,0,0,0,3930
1882,259,1,0.19445191229127343,10,A,4,-1.3831069137652194,2,0,1,1,1882
664,281,6,0.8195617883963846,4,A,10,1.8830974225598318,1,0,1,0,664
1783,161,24,0.09156999425152815,1,B,12,0.02714415109204183,0,0,0,0,1783
1986,180,26,0.7398421602600869,1,B,3,0.8273530804638847,2,0,1,1,1986
2804,198,27,0.8791324600731496,6,A,2,0.8088126013414569,3,1,1,1,2804
155,16,24,0.529754029149427,1,A,0,-0.30666189102610114,2,0,1,1,155
3772,292,2,-1.2509846813192318,0,A,0,-0.7563860202710602,0,0,0,0,3772
538,34,15,0.46014340514998064,14,B,12,0.26042349869809717,0,0,0,0,538
116,13,28,0.09720268613504214,5,B,2,0.6078630715919537,2,0,1,1,116
3015,113,24,0.505832444908607,4,A,4,-1.971898517939838,3,1,1,1,3015
1096,242,20,0.5419119812345291,3,A,4,-0.7230255127864578,2,0,1,1,1096
1539,198,22,1.305708297999422,5,B,2,0.8088126013414569,1,0,1,0,1539
254,289,6,-1.0726666993098672,13,A,14,0.8173101803050393,0,0,0,0,254
379,60,14,0.4629523629599924,0,A,6,-0.4387893862297032,1,0,1,0,379
50,281,16,1.6093174391556833,13,B,10,1.8830974225598318,2,0,1,1,50
2972,184,14,-2.1700209395825043,10,B,3,-0.7072632213049441,0,0,0,0,2972
3730,51,27,1.3701039769904046,4,B,12,-0.7995264798768494,2,0,1,1,3730
1821,114,1,0.385422135879339,6,A,5,0.2490738652774208,2,0,1,1,1821
3602,126,26,-0.7641561655277718,5,A,7,1.0371712389785723,0,0,0,0,3602
2041,278,3,1.265113692914659,6,A,13,0.7961199627495618,1,0,1,0,2041
384,174,18,0.4148422407084458,3,B,9,0.6797827939141837,0,0,0,0,384
2444,246,26,0.7744123525075539,1,A,2,0.4640516824783875,2,0,1,1,2444
2400,186,23,-0.018127843890898637,5,B,3,-0.688502226140541,1,0,1,0,2400
2422,48,29,0.34523566172877207,4,B,14,1.8178044597441148,0,0,0,0,2422
3311,278,15,-0.32744585769796297,12,B,13,0.7961199627495618,0,0,0,0,3311
3834,56,3,-0.3368907245361633,11,A,10,-0.259533255188154,0,0,0,0,3834
460,111,26,-0.5602060064908454,0,B,4,0.30946816970696345,0,0,0,0,460
1121,279,8,-0.49749843899801266,10,A,9,-0.2586839568504379,0,0,0,0,1121
1438,199,8,-0.625117621460735,12,B,10,-0.44057262959899374,0,0,0,0,1438
3250,12,9,-0.37546430407177483,2,B,9,0.3759916785616394,0,0,0,0,3250
3775,167,6,1.4822447117293964,5,A,8,-0.7641231090888853,2,0,1,1,3775
72,75,23,1.0466201734360112,2,A,13,1.769827451120269,0,0,0,0,72
18,177,11,-0.4556210442596798,2,B,14,-0.6017739681741501,0,0,0,0,18
3348,248,16,-2.74278317886479,12,A,5,0.8827137608979102,0,0,0,0,3348
3004,201,18,-0.6170063933351674,10,A,13,0.8054588658322989,0,0,0,0,3004
894,64,12,-0.3212610417738743,1,A,11,0.23491649352171048,0,0,0,0,894
813,246,17,-0.2146289193421864,12,A,2,0.4640516824783875,1,0,1,0,813
2036,44,20,1.055108464402956,2,B,3,1.0572779941856605,2,0,1,1,2036
2215,98,22,0.755726189207165,4,B,0,-2.294961533817436,2,0,1,1,2215
812,121,25,-0.4136550861752891,4,A,10,-1.7954552448331125,0,0,0,0,812
1062,281,7,0.1343480390284691,1,B,10,1.8830974225598318,0,0,0,0,1062
3899,224,7,-2.3840288584064764,3,A,1,0.8451871121256822,0,0,0,0,3899
894,269,2,-0.3212610417738743,1,A,14,1.2955362066873024,0,0,0,0,894
2423,59,8,-2.01393304281134,5,A,8,1.7077462677825683,0,0,0,0,2423
2893,235,27,-0.8927379057733716,4,A,2,0.5447180061890025,0,0,0,0,2893
3953,283,7,0.6289165763750302,6,A,10,1.639160015044698,0,0,0,0,3953
3739,19,25,-0.42090251659548383,4,A,11,-2.114136832339882,0,0,0,0,3739
649,89,1,1.6802434193163345,8,A,12,-0.9693208383499737,1,0,1,0,649
1362,13,22,-1.2768778344272325,5,B,2,0.6078630715919537,1,0,1,0,1362
1568,178,16,1.6126816470663772,6,B,11,0.6623591850043075,2,0,1,1,1568
2472,152,25,0.15654898044630183,0,A,1,0.5854606577987497,3,1,1,1,2472
2281,25,25,0.5426038550877273,2,A,6,-0.35313177260667983,1,0,1,0,2281
2516,45,22,0.24075142695195167,2,A,12,-1.2684817391747636,0,0,0,0,2516
1109,184,19,1.5342242194234432,0,A,3,-0.7072632213049441,1,0,1,0,1109
2757,256,5,0.02435545864753505,13,A,14,0.5003192943104879,0,0,0,0,2757
704,82,28,0.3393067424232017,3,B,1,0.8424142106280398,1,0,1,0,704
2178,66,11,0.42825127971154237,14,A,11,-0.7995753527105873,0,0,0,0,2178
1139,71,0,0.6306459475827378,9,A,1,-0.750959856208773,0,0,0,0,1139
58,118,1,1.5266260054596967,1,B,10,0.5475053966164938,1,0,1,0,58
3041,251,8,0.005930271483511712,10,B,0,0.06293159362950683,2,0,1,1,3041
3246,20,24,-0.35532338700978827,0,B,2,-1.045412412635484,1,0,1,0,3246
1482,77,10,0.07693319936123476,12,A,7,0.23778124308225618,1,0,1,0,1482
393,138,15,-0.8068141664651547,5,B,13,-0.19519764715693566,0,0,0,0,393
2520,137,5,-0.5254689196343681,14,A,6,-1.1552480106918903,0,0,0,0,2520
2724,8,4,-0.46853820362986387,0,B,1,-0.760652247193441,1,0,1,0,2724
468,162,22,-0.39988881258210107,0,A,1,-2.176370503667526,1,0,1,0,468
570,170,1,-0.8758420861433159,7,B,12,0.07641724565185971,0,0,0,0,570
3732,115,3,-0.3884672420559987,7,A,2,0.9190527111942098,1,0,1,0,3732
524,75,6,-1.3060015391709217,4,A,13,1.769827451120269,0,0,0,0,524
1868,50,26,0.06298509406935832,1,A,6,0.6710635710820133,0,0,0,0,1868
2447,220,23,1.6037455367619684,4,B,1,0.6601731007898,0,0,0,0,2447
3529,271,16,0.5930833821000541,6,B,6,-0.2662653797459779,2,0,1,1,3529
2593,155,11,-0.36851842990631045,11,A,3,-0.7721342052332694,0,0,0,0,2593
1277,87,22,0.6780820052898388,6,A,6,0.3619839164254979,3,1,1,1,1277
828,230,21,-1.2909475683730993,2,B,9,0.3584181995232502,0,0,0,0,828
2763,66,7,2.132756501661548,14,A,11,-0.7995753527105873,3,1,1,1,2763
53,71,2,0.8497750841524744,0,B,1,-0.750959856208773,1,0,1,0,53
3439,203,17,-1.1199891372138362,13,A,7,-0.07384519292731162,0,0,0,0,3439
1760,6,1,0.751406350019449,9,A,11,-1.0538323293114724,1,0,1,0,1760
2515,71,18,-0.22024294365642977,3,B,1,-0.750959856208773,2,0,1,1,2515
1175,14,2,-0.14555507081444857,0,B,2,-1.8918368966161692,1,0,1,0,1175
1907,49,19,-0.6719088121537325,0,A,7,0.08194798723911578,0,0,0,0,1907
3346,84,28,-0.36848783570400284,5,B,5,-0.0035933852480327243,0,0,0,0,3346
1040,41,27,0.36660080553883984,5,B,1,1.2021154188997516,2,0,1,1,1040
1759,136,10,-0.8190763937293738,0,B,6,-1.2844628486494802,0,0,0,0,1759
1063,85,19,-0.7020012121986255,14,B,0,1.1211379724520003,2,0,1,1,1063
3905,144,19,2.0942789867951817,2,B,11,-0.5809621713613394,2,0,1,1,3905
2414,112,29,1.0213214737332041,3,A,3,-0.9119624560721075,2,0,1,1,2414
2269,15,11,1.0976446210471995,0,A,1,0.3886741708287205,2,0,1,1,2269
3408,222,23,-1.136339791236194,5,A,7,0.73968489098986,0,0,0,0,3408
1056,187,29,0.8290648135351267,2,A,6,-1.5912002815415285,1,0,1,0,1056
2459,117,21,-0.3942745891614065,1,A,3,-0.7447713252147918,1,0,1,0,2459
2632,80,19,0.3019552199102725,4,B,1,0.9568094947634644,2,0,1,1,2632
3331,252,24,-0.08129049052143994,4,A,11,0.19410978600540166,0,0,0,0,3331
2952,257,21,1.469666959998449,2,B,5,0.2525719042028337,2,0,1,1,2952
2974,232,3,0.20094893335218844,0,B,12,-0.9365610833288549,0,0,0,0,2974
315,248,0,-0.19358817099999884,6,B,5,0.8827137608979102,0,0,0,0,315
3066,242,3,-1.3512704988514903,11,A,4,-0.7230255127864578,0,0,0,0,3066
425,194,7,0.523731301817298,7,B,8,-0.9642633100684986,1,0,1,0,425
3771,124,24,0.42324906596525724,1,B,0,0.2587406771187981,2,0,1,1,3771
376,125,19,-0.648960171034972,2,A,3,-1.1619313492789367,0,0,0,0,376
2915,119,29,0.28914920188920545,1,A,5,0.05249574124244498,1,0,1,0,2915
1107,158,27,-0.3197304000403259,0,B,6,1.335125399329757,0,0,0,0,1107
1796,284,19,1.2051239281827948,8,B,12,-0.8262973808594033,0,0,0,0,1796
2145,232,17,-1.573629970682252,3,B,12,-0.9365610833288549,0,0,0,0,2145
2511,87,8,0.4447609346130185,6,A,6,0.3619839164254979,1,0,1,0,2511
3993,245,4,1.4428154548346261,10,A,10,0.5692776723258963,2,0,1,1,3993
1054,220,11,-0.6131292585484133,12,B,1,0.6601731007898,2,0,1,1,1054
1968,105,2,0.6710713124198554,7,A,12,-0.34065723398523395,0,0,0,0,1968
672,44,24,0.3590785553012173,0,A,3,1.0572779941856605,2,0,1,1,672
3751,274,26,-1.8711818994090432,0,A,9,1.4477110484484539,0,0,0,0,3751
1227,234,6,0.8768892066433874,10,A,5,-0.4997194720984907,3,1,1,1,1227
1832,106,22,1.7375053688429076,4,A,3,-0.8377534319707416,2,0,1,1,1832
1121,298,18,-0.49749843899801266,10,A,12,0.8804548702809574,0,0,0,0,1121
2225,213,18,1.4840533851626094,4,B,6,1.4876041710903365,2,0,1,1,2225
2105,297,26,0.01739404195355494,2,A,1,0.3661758713136205,1,0,1,0,2105
1321,238,5,-0.14055240637046995,3,B,4,0.8080826204177707,1,0,1,0,1321
2837,1,4,-0.6011330518813376,5,A,11,-0.0479663721235696,0,0,0,0,2837
2809,232,18,0.24141853431624646,10,B,12,-0.9365610833288549,0,0,0,0,2809
635,199,3,0.14688107263483882,1,A,10,-0.44057262959899374,0,0,0,0,635
3662,117,23,2.2829352170106327,3,A,3,-0.7447713252147918,0,0,0,0,3662
3090,5,4,-0.8332826794922635,3,B,4,0.036689556282928526,0,0,0,0,3090
3815,28,8,0.2288499251421111,3,B,9,-1.0259538001818826,0,0,0,0,3815
3235,117,19,1.5667529316000262,5,B,3,-0.7447713252147918,1,0,1,0,3235
1036,294,12,0.4555106741564497,13,B,5,-0.11581701333426571,2,0,1,1,1036
336,255,3,-1.2705424555307891,4,B,1,-0.33809521075179416,0,0,0,0,336
1507,88,9,1.5796900955091584,1,A,7,1.1618280905841754,2,0,1,1,1507
3647,16,17,-0.8271236296849522,12,A,0,-0.30666189102610114,2,0,1,1,3647
1435,193,9,1.421555298829832,11,A,9,-0.7940147939695502,2,0,1,1,1435
2965,124,1,1.2099219160483345,4,B,0,0.2587406771187981,1,0,1,0,2965
3394,238,28,-0.027116175450457213,2,A,4,0.8080826204177707,1,0,1,0,3394
990,86,10,-0.025092400085050186,12,B,2,0.6127228031166725,1,0,1,0,990
256,111,13,0.7187868409621374,5,A,4,0.30946816970696345,3,1,1,1,256
307,295,4,-0.9116841941241273,1,A,13,-0.5132832083728852,0,0,0,0,307
2836,53,1,-0.48845263914025167,12,A,12,1.469601104286408,0,0,0,0,2836
249,208,29,0.31547230811398624,4,A,7,0.44985826874264007,1,0,1,0,249
2496,105,3,-0.787848272477954,5,A,12,-0.34065723398523395,0,0,0,0,2496
2416,127,2,0.5788293146463577,10,A,11,0.2790937243866138,0,0,0,0,2416
2455,55,8,-2.2168314462753163,6,A,13,1.5282526638460845,0,0,0,0,2455
2962,261,7,1.0208466277331445,1,B,11,0.9909324847910682,0,0,0,0,2962
3616,219,17,-0.16342457553094553,7,A,13,0.34086619704214205,0,0,0,0,3616
2865,253,26,0.7187925057222679,2,B,1,1.222891339083032,1,0,1,0,2865
273,18,23,-0.6450958593331355,1,A,4,1.389955161743872,0,0,0,0,273
3671,165,6,-0.8255378129621919,7,A,5,-0.6290441259050356,0,0,0,0,3671
1473,91,28,1.455580349088853,4,A,14,1.8118778157577697,0,0,0,0,1473
2429,231,22,-0.9469782148049141,5,A,10,-0.8394704492944645,0,0,0,0,2429
3725,254,21,-1.1863778369829179,3,B,12,-0.5185140528452004,0,0,0,0,3725
2483,188,13,0.610400805534798,8,B,4,-0.9992871525883633,2,0,1,1,2483
2634,117,12,-1.4917522187835754,10,A,3,-0.7447713252147918,0,0,0,0,2634
3260,40,1,0.806682895666183,11,B,8,-0.40046301393944217,1,0,1,0,3260
3029,104,6,0.5679041357724928,13,A,5,0.24388295764826556,3,1,1,1,3029
3768,63,23,0.5028885823258457,5,A,10,1.6616910899529298,1,0,1,0,3768
34,88,15,0.1199626794847736,3,A,7,1.1618280905841754,0,0,0,0,34
2313,98,1,-0.14937507751809329,11,A,0,-2.294961533817436,2,0,1,1,2313
1664,19,18,-1.2052501001090339,5,B,11,-2.114136832339882,0,0,0,0,1664
3935,7,8,-0.2219515429486657,5,A,13,0.868282896474312,0,0,0,0,3935
2118,70,10,0.265078363701854,9,B,0,-1.6310181467466924,1,0,1,0,2118
3480,129,18,0.7357800171324613,12,A,2,-0.20974786268698412,1,0,1,0,3480
2227,2,28,-0.3101426573924596,0,A,6,-0.07493043772486035,0,0,0,0,2227
1757,287,2,-1.4410533112111463,11,B,3,0.3868251684966198,0,0,0,0,1757
633,278,18,0.21484145418838488,11,A,13,0.7961199627495618,0,0,0,0,633
1044,169,29,0.7598652185413834,2,B,10,1.3681478291848217,1,0,1,0,1044
686,72,0,1.7032638376928417,10,A,4,0.7146746271515992,1,0,1,0,686
579,40,21,0.046891128319084305,2,A,8,-0.40046301393944217,0,0,0,0,579
3956,278,6,0.16731196459092929,7,A,13,0.7961199627495618,0,0,0,0,3956
629,39,6,-0.6372558112632766,12,B,1,0.23148403419282595,2,0,1,1,629
600,151,27,0.5904279577469914,0,A,11,-1.5290942414301956,1,0,1,0,600
2895,148,2,1.350462276667141,2,A,9,0.15724616803773067,1,0,1,0,2895
2514,143,2,-1.2448640043773282,1,A,6,-0.12170996752296205,0,0,0,0,2514
1111,173,24,-1.053064426687403,3,A,11,-1.9495273375586992,0,0,0,0,1111
3877,250,12,1.2232795919423083,14,B,13,1.9197199217859842,1,0,1,0,3877
3993,139,11,1.4428154548346261,10,A,5,0.005250413151141766,2,0,1,1,3993
3934,283,4,-0.8103852118614214,10,B,10,1.639160015044698,0,0,0,0,3934
3088,45,1,1.5852887913142781,3,B,12,-1.2684817391747636,1,0,1,0,3088
969,106,25,0.3806774361496145,0,A,3,-0.8377534319707416,0,0,0,0,969
3617,166,29,-1.5480686840631803,2,B,7,0.04366199569637617,0,0,0,0,3617
1171,207,23,-1.6801061787199212,0,B,6,-0.16878016412399613,0,0,0,0,1171
3048,33,21,-0.8462594391063092,5,B,3,0.8159019895017934,1,0,1,0,3048
1278,78,3,-0.7419285999445705,10,A,3,0.8755399458922847,0,0,0,0,1278
1326,12,7,1.0706466702201618,2,B,9,0.3759916785616394,2,0,1,1,1326
2130,67,2,0.22827366679773387,1,A,12,-0.06769314249232412,0,0,0,0,2130
2529,265,12,-0.350359702204282,8,A,12,-0.1669336033414513,0,0,0,0,2529
495,149,25,0.0057568224502638245,4,B,6,-1.5432212002952308,1,0,1,0,495
1448,284,25,0.4686892769138752,3,A,12,-0.8262973808594033,0,0,0,0,1448
3848,12,10,0.7242111701594698,12,B,9,0.3759916785616394,1,0,1,0,3848
102,3,14,0.12103378053967322,12,A,11,0.054775871941011876,0,0,0,0,102
3494,295,18,-0.5378267181032508,2,B,13,-0.5132832083728852,0,0,0,0,3494
2205,156,12,1.0710256679116492,10,A,11,1.5352844017615104,1,0,1,0,2205
733,204,18,1.272757855997376,10,A,10,0.8078354840952383,1,0,1,0,733
463,5,26,1.246109113547895,2,A,4,0.036689556282928526,1,0,1,0,463
3158,119,17,-1.4070631761890713,10,B,5,0.05249574124244498,0,0,0,0,3158
2118,206,2,0.265078363701854,9,B,5,-1.482834057522716,3,1,1,1,2118
