student_id,job_id,successful_match
S02745,J00946,0
S00091,J00650,0
S02920,J00439,0
S02271,J00823,0
S00409,J00476,0
S04947,J00487,0
S04329,J00288,1
S03576,J00850,0
S04614,J00642,0
S00532,J00844,0
S01801,J00786,1
S01251,J00549,1
S01797,J00158,0
S01949,J00149,1
S00112,J00531,1
S01758,J00134,0
S04903,J00501,0
S03885,J00600,0
S04148,J00627,0
S04371,J00575,1
S04333,J00380,1
S04932,J00085,0
S01146,J00451,0
S01329,J00534,0
S01902,J00544,0
S03668,J00235,1
S03539,J00531,1
S02324,J00883,0
S02633,J00653,0
S04692,J00295,0
S00345,J00049,0
S01271,J00911,1
S04525,J00717,0
S00789,J00013,1
S02670,J00274,1
S01548,J00782,0
S04870,J00346,0
S01351,J00413,1
S01859,J00118,0
S01257,J00792,0
S02499,J00931,0
S03796,J00195,0
S03295,J00725,0
S03619,J00036,1
S00990,J00987,0
S01423,J00454,0
S04571,J00058,0
S01886,J00219,0
S02765,J00243,0
S04565,J00403,0
S04084,J00640,0
S02723,J00807,0
S01531,J00278,1
S03136,J00993,1
S00409,J00430,1
S01266,J00140,0
S03966,J00847,0
S02983,J00505,1
S02453,J00414,1
S02908,J00640,0
S02634,J00358,1
S01651,J00183,0
S01446,J00746,0
S01991,J00955,1
S00264,J00360,0
S04129,J00715,1
S03927,J00061,0
S04702,J00318,0
S03983,J00388,1
S00512,J00172,1
S00893,J00996,0
S03562,J00115,0
S02768,J00275,0
S02719,J00518,0
S04751,J00142,0
S04235,J00967,0
S03318,J00682,0
S04604,J00895,0
S04334,J00598,1
S00307,J00757,1
S01732,J00519,1
S03669,J00646,1
S01986,J00751,1
S04426,J00140,0
S02728,J00785,1
S01531,J00444,1
S02253,J00685,0
S04543,J00940,1
S04370,J00427,0
S03719,J00538,1
S01764,J00452,0
S04595,J00798,0
S02267,J00106,0
S03360,J00493,0
S04843,J00484,0
S00913,J00725,1
S03915,J00050,0
S01203,J00095,0
S04104,J00318,1
S04047,J00973,0
S04662,J00312,1
S00759,J00054,0
S02709,J00214,0
S01680,J00012,0
S04262,J00089,0
S01342,J00859,0
S02264,J00376,0
S04271,J00147,0
S01055,J00051,1
S01910,J00707,0
S02071,J00098,0
S02348,J00064,1
S00175,J00887,0
S03656,J00742,1
S04417,J00949,0
S03697,J00297,0
S02170,J00409,0
S03759,J00066,1
S02087,J00929,0
S04824,J00143,0
S04842,J00673,1
S01902,J00995,0
S00862,J00007,1
S03084,J00460,1
S00638,J00755,0
S02308,J00054,0
S01877,J00639,0
S02332,J00802,0
S02848,J00524,0
S03867,J00969,0
S04074,J00114,0
S01012,J00544,1
S01556,J00354,0
S03139,J00140,1
S02604,J00237,0
S00149,J00526,0
S02440,J00983,0
S04347,J00914,0
S01253,J00398,0
S02626,J00127,0
S03198,J00520,0
S04184,J00727,0
S03181,J00944,0
S01965,J00138,0
S03545,J00902,1
S04632,J00154,0
S04584,J00566,0
S01056,J00557,0
S00096,J00569,0
S02341,J00425,1
S00792,J00312,1
S01885,J00646,1
S00420,J00160,1
S04546,J00390,0
S03605,J00328,1
S04509,J00218,0
S02823,J00897,0
S01597,J00570,1
S03449,J00461,1
S02268,J00901,0
S01902,J00923,0
S04212,J00226,0
S00998,J00489,0
S03918,J00170,1
S00930,J00023,0
S03658,J00266,1
S00368,J00177,0
S00290,J00475,0
S01606,J00458,0
S04612,J00299,0
S01045,J00659,0
S02971,J00182,1
S03479,J00013,0
S04807,J00399,0
S00898,J00277,0
S01829,J00017,0
S02543,J00177,0
S04775,J00608,0
S00646,J00511,0
S03873,J00098,0
S04759,J00875,0
S00596,J00311,0
S01011,J00078,0
S03314,J00132,0
S04146,J00593,1
S04154,J00372,0
S04046,J00683,1
S04590,J00349,0
S02210,J00427,0
S02790,J00378,0
S00686,J00090,0
S04259,J00873,0
S03684,J00395,0
S04996,J00983,0
S02544,J00688,0
S01076,J00761,0
S04720,J00797,1
S01835,J00081,0
S02601,J00067,0
S02150,J00819,0
S04357,J00885,0
S03040,J00246,1
S03832,J00286,0
S01680,J00542,0
S01113,J00338,0
S00574,J00323,0
S04738,J00584,0
S00767,J00655,0
S00259,J00107,0
S00082,J00929,1
S03049,J00275,1
S04081,J00746,0
S02785,J00657,0
S02726,J00333,0
S02295,J00637,1
S03764,J00631,1
S04853,J00776,1
S00022,J00109,1
S00731,J00261,1
S02085,J00453,0
S02107,J00772,0
S01236,J00351,0
S01682,J00623,0
S04758,J00065,0
S04548,J00300,0
S02169,J00268,0
S01730,J00306,0
S02908,J00535,0
S01802,J00544,0
S00030,J00684,0
S00356,J00926,1
S03105,J00151,1
S00690,J00099,0
S02943,J00045,0
S03044,J00495,0
S02964,J00308,1
S04071,J00797,0
S03778,J00259,0
S02776,J00142,0
S04288,J00351,0
S03300,J00088,0
S03671,J00282,0
S01475,J00075,0
S03238,J00420,0
S03632,J00462,1
S01210,J00611,0
S03989,J00017,0
S00352,J00212,1
S02989,J00356,0
S03548,J00350,0
S03409,J00852,1
S01553,J00470,0
S02926,J00887,0
S02444,J00143,0
S03479,J00634,1
S00553,J00514,1
S02110,J00258,1
S00064,J00304,0
S01677,J00429,0
S01316,J00121,1
S02339,J00057,0
S00877,J00140,1
S03047,J00079,1
S00421,J00589,0
S02495,J00084,1
S04339,J00749,0
S00545,J00860,1
S01624,J00898,0
S04869,J00132,0
S02120,J00979,0
S04363,J00864,1
S02545,J00276,0
S04335,J00714,0
S00772,J00908,0
S02603,J00112,0
S00265,J00866,1
S00671,J00201,1
S00307,J00459,0
S02615,J00275,0
S01484,J00232,0
S04485,J00539,1
S03791,J00615,0
S03350,J00457,1
S04553,J00272,0
S00436,J00968,0
S00140,J00194,0
S04303,J00313,0
S01349,J00634,1
S03340,J00876,1
S01851,J00848,1
S01843,J00963,0
S02828,J00199,0
S03050,J00509,0
S02977,J00310,0
S04636,J00738,0
S02032,J00642,1
S02417,J00621,1
S02953,J00857,1
S01209,J00189,0
S00884,J00317,1
S01145,J00129,1
S01499,J00574,0
S03206,J00537,0
S03999,J00960,0
S02102,J00279,0
S02964,J00741,0
S01757,J00035,1
S00949,J00938,0
S03851,J00823,0
S00348,J00522,0
S04405,J00283,0
S04397,J00793,0
S04126,J00888,1
S03209,J00621,1
S04577,J00645,0
S01793,J00484,0
S02707,J00384,1
S02059,J00493,1
S03933,J00740,0
S04551,J00907,0
S00670,J00907,0
S02717,J00193,0
S01240,J00978,1
S01969,J00839,1
S00374,J00990,0
S02961,J00853,1
S00546,J00442,0
S01621,J00048,0
S00807,J00861,0
S04225,J00366,1
S04296,J00898,0
S00097,J00219,0
S04262,J00961,0
S02162,J00023,1
S00212,J00254,0
S03435,J00391,0
S01906,J00404,0
S04782,J00274,0
S00256,J00787,0
S02721,J00004,0
S03461,J00088,0
S04137,J00030,1
S03388,J00997,0
S01871,J00374,1
S00121,J00202,0
S00066,J00821,0
S02706,J00583,0
S00593,J00824,0
S04981,J00866,1
S00065,J00635,1
S04230,J00631,1
S04558,J00995,0
S04850,J00676,1
S00804,J00185,1
S04937,J00745,0
S00336,J00155,1
S04550,J00401,0
S01406,J00949,0
S00605,J00539,1
S03466,J00529,1
S04989,J00554,0
S04821,J00889,0
S01444,J00774,0
S01763,J00623,0
S03421,J00810,0
S04653,J00869,0
S00031,J00608,0
S00514,J00636,1
S01539,J00057,0
S01337,J00585,0
S02753,J00554,0
S04274,J00138,0
S00817,J00140,1
S00283,J00301,1
S03132,J00295,0
S00891,J00471,0
S01659,J00354,0
S02978,J00662,0
S01725,J00501,1
S00346,J00821,0
S01361,J00729,0
S04004,J00994,1
S01282,J00097,1
S03420,J00385,0
S00111,J00648,1
S03582,J00949,0
S03620,J00790,0
S02385,J00737,0
S00005,J00582,0
S01309,J00866,0
S03699,J00977,1
S00331,J00700,0
S04387,J00282,0
S02320,J00543,0
S01603,J00510,0
S04197,J00308,1
S02904,J00278,0
S02334,J00607,0
S02092,J00072,0
S01569,J00109,1
S03404,J00486,0
S03465,J00852,0
S03856,J00745,1
S00402,J00845,0
S01923,J00123,0
S03135,J00434,0
S01564,J00443,0
S02150,J00166,0
S01859,J00238,0
S01978,J00545,0
S03930,J00959,1
S00363,J00372,0
S01181,J00991,0
S02771,J00974,1
S02160,J00662,1
S00329,J00703,1
S03106,J00348,0
S00915,J00837,1
S01310,J00190,0
S00601,J00586,0
S04510,J00643,0
S02599,J00966,0
S04699,J00321,1
S03670,J00952,1
S02255,J00253,0
S01301,J00480,1
S04027,J00815,1
S01427,J00348,1
S01404,J00689,0
S00401,J00388,0
S04349,J00201,0
S04109,J00998,0
S03321,J00404,1
S00855,J00450,1
S03699,J00490,0
S04919,J00580,0
S02071,J00852,0
S04622,J00811,0
S03931,J00350,0
S00538,J00516,0
S02881,J00912,0
S03614,J00232,0
S00010,J00631,1
S03407,J00103,0
S00012,J00739,0
S00605,J00565,1
S02230,J00299,0
S00597,J00836,0
S02910,J00016,0
S02116,J00779,0
S01521,J00428,1
S03343,J00103,0
S04315,J00708,1
S02543,J00175,1
S03184,J00319,0
S01480,J00992,0
S00172,J00099,0
S04446,J00239,1
S03957,J00540,0
S01216,J00737,0
S02128,J00535,0
S03990,J00898,0
S04981,J00022,0
S02517,J00456,0
S04606,J00987,0
S01974,J00343,0
S04348,J00127,1
S00684,J00668,0
S02793,J00733,1
S02595,J00622,0
S00136,J00161,0
S03635,J00848,0
S03625,J00066,1
S03378,J00810,0
S00431,J00288,0
S04203,J00795,0
S01727,J00286,0
S02328,J00217,0
S00661,J00572,1
S04827,J00029,0
S02393,J00475,1
S02544,J00872,1
S01620,J00520,0
S01880,J00402,1
S02136,J00666,0
S04174,J00010,0
S01471,J00704,0
S01422,J00671,0
S04592,J00019,1
S03204,J00864,0
S01439,J00165,1
S03208,J00585,1
S00093,J00878,1
S02971,J00689,0
S01071,J00551,1
S00156,J00732,0
S03079,J00671,0
S00235,J00490,0
S01022,J00699,1
S02104,J00841,1
S02422,J00175,1
S04786,J00746,1
S02703,J00220,1
S00630,J00991,0
S00809,J00504,0
S00167,J00654,0
S01762,J00600,0
S02272,J00593,0
S03921,J00089,0
S03136,J00633,0
S03522,J00392,0
S02673,J00960,0
S03367,J00211,1
S01521,J00076,0
S04331,J00129,0
S01866,J00773,0
S03417,J00370,0
S02955,J00872,1
S01454,J00128,1
S02196,J00241,0
S03029,J00248,1
S04324,J00092,0
S03792,J00668,0
S02493,J00350,0
S04748,J00113,1
S03526,J00053,1
S01620,J00811,1
S03415,J00563,1
S03090,J00121,0
S04762,J00669,0
S03757,J00516,1
S04371,J00532,0
S03677,J00913,0
S04762,J00524,1
S01543,J00368,0
S02614,J00753,0
S02467,J00762,0
S03804,J00952,0
S01764,J00364,0
S04791,J00468,1
S02052,J00435,1
S00037,J01000,0
S01180,J00679,1
S02127,J00460,0
S04219,J00246,1
S00074,J00746,0
S04298,J00241,0
S03843,J00035,0
S04002,J00773,1
S02248,J00628,0
S02477,J00933,0
S03924,J00372,1
S04363,J00531,0
S03956,J00428,0
S00482,J00268,0
S01961,J00999,0
S01065,J00689,1
S02231,J00090,0
S03379,J00813,0
S04470,J00694,0
S04633,J00325,1
S00593,J00909,0
S00249,J00520,1
S02288,J00193,1
S00179,J00299,0
S00448,J00880,0
S01578,J00579,1
S03359,J00571,0
S04981,J00544,0
S01631,J00829,0
S02860,J00360,0
S00874,J00893,0
S03379,J00371,0
S04351,J00770,0
S04386,J00160,0
S00075,J00198,0
S04867,J00257,0
S03625,J00188,0
S01013,J00685,1
S01509,J00558,0
S00264,J00352,1
S03292,J00428,1
S01355,J00012,0
S00894,J00250,0
S00446,J00660,0
S00748,J00382,0
S03672,J00221,0
S01824,J00685,1
S04621,J00025,0
S03273,J00528,1
S00615,J00997,0
S03783,J00670,1
S02447,J00542,0
S03185,J00407,1
S04422,J00533,0
S03194,J00496,0
S01203,J00972,1
S04937,J00950,0
S03768,J00106,0
S00623,J00943,1
S01006,J00451,0
S03806,J00217,0
S00398,J00664,1
S01018,J00440,0
S00160,J00023,0
S03288,J00839,1
S04837,J00665,1
S01733,J00644,0
S03174,J00647,0
S02977,J00070,0
S02486,J00411,0
S02145,J00509,0
S04007,J00397,0
S03053,J00270,1
S02197,J00863,1
S04233,J00646,0
S03583,J00612,1
S01858,J00230,0
S04512,J00093,1
S00962,J00691,0
S02023,J00033,0
S00861,J00196,1
S04917,J00878,0
S03909,J00216,1
S04779,J00532,0
S00890,J00497,0
S01157,J00536,1
S00006,J00099,0
S04471,J00633,0
S04939,J00406,0
S04325,J00136,0
S00541,J00846,0
S04090,J00840,0
S02510,J00625,0
S04098,J00776,0
S00358,J00082,1
S00296,J00499,0
S03620,J00859,0
S04754,J00658,0
S00598,J00314,0
S04496,J00785,1
S02295,J00005,1
S00977,J00146,0
S02669,J00534,1
S00212,J00301,0
S03135,J00515,0
S04196,J00931,0
S01960,J00960,0
S03569,J00232,0
S01836,J00077,1
S03233,J00918,1
S03788,J00955,0
S02518,J00594,1
S02710,J00455,0
S03761,J00229,0
S01252,J00420,0
S00869,J00548,1
S00360,J00212,0
S02838,J00074,0
S01251,J00848,0
S04184,J00699,0
S02087,J00965,0
S04390,J00562,0
S02763,J00275,0
S03495,J00606,1
S04582,J00451,0
S03997,J00774,1
S02804,J00884,1
S00770,J00078,0
S00823,J00106,1
S02359,J00529,1
S03254,J00885,0
S00957,J00378,0
S01440,J00484,0
S04353,J00017,0
S02982,J00876,0
S00851,J00362,0
S03725,J00986,0
S04488,J00178,0
S03043,J00110,1
S03044,J00858,0
S00332,J00311,0
S01167,J00079,1
S02836,J00588,0
S03621,J00780,0
S00207,J00872,1
S03920,J00261,0
S00745,J00806,0
S04235,J00380,1
S00352,J00560,1
S02666,J00594,1
S03868,J00716,0
S01638,J00207,1
S04195,J00311,0
S00358,J00886,0
S03384,J00914,0
S02798,J00989,0
S01571,J00205,0
S04350,J00982,0
S04934,J00151,1
S03397,J00542,0
S02238,J00968,0
S01768,J00725,0
S04799,J00029,0
S03757,J00265,1
S02243,J00883,0
S00651,J00763,0
S03844,J00842,0
S00824,J00972,0
S00711,J00973,0
S02240,J00723,0
S03574,J00306,1
S02725,J00213,0
S01326,J00077,0
S04711,J00313,0
S01007,J00102,0
S01145,J00869,0
S03299,J00973,0
S02381,J00868,0
S00866,J00779,0
S01376,J00914,1
S04425,J00927,0
S03424,J00614,0
S03818,J00895,0
S03065,J00510,0
S03897,J00685,0
S01473,J00822,0
S01712,J00879,0
S02558,J00669,1
S04989,J00495,0
S02308,J00211,1
S00684,J00947,0
S00909,J00959,0
S02399,J00998,0
S02802,J00110,0
S04533,J00695,1
S01756,J00801,0
S02090,J00778,0
S03744,J00745,0
S01633,J00554,1
S04701,J00066,0
S00416,J00135,0
S04212,J00859,1
S03217,J00744,0
S02357,J00768,0
S02505,J00139,0
S03263,J00683,0
S02668,J00986,0
S00678,J00255,1
S02046,J00198,1
S00959,J00883,1
S03268,J00850,0
S03885,J00429,0
S00632,J00941,0
S01619,J00148,1
S04281,J00674,0
S04474,J00816,1
S04349,J00458,0
S00250,J00814,0
S03324,J00210,0
S04814,J00096,1
S00400,J00361,0
S00802,J00394,0
S04698,J00254,1
S03585,J00532,0
S04082,J00144,1
S00732,J00503,0
S04064,J00622,0
S00849,J00851,0
S00245,J00824,0
S01691,J00632,0
S00596,J00936,1
S04635,J00418,1
S04435,J00244,1
S02802,J00828,1
S02138,J00261,1
S00208,J00222,0
S04561,J00878,0
S00984,J00690,0
S03535,J00484,0
S03920,J00180,1
S01502,J00883,1
S01800,J00265,0
S02411,J00515,1
S03129,J00278,0
S02144,J00681,1
S04792,J00567,0
S02831,J00421,0
S03484,J00774,1
S04239,J00853,0
S01733,J00242,1
S03181,J00670,0
S04047,J00924,1
S03774,J00812,0
S03462,J00672,0
S03159,J00788,1
S04258,J00020,1
S00917,J00015,0
S04218,J00413,1
S00432,J00092,0
S03288,J00867,1
S01737,J00049,1
S04919,J00733,1
S04357,J00750,0
S02442,J00914,0
S00467,J00658,0
S01013,J00204,0
S01796,J00803,0
S04259,J00931,0
S03071,J00912,0
S00635,J00190,0
S04483,J00156,1
S00685,J00654,0
S02565,J01000,0
S01321,J00729,0
S00067,J00812,1
S04906,J00096,0
S03004,J00564,1
S03271,J00448,0
S01575,J00537,0
S02537,J00578,1
S03798,J00386,0
S02962,J00835,1
S00836,J00301,0
S04285,J00278,1
S01973,J00276,0
S03224,J00074,0
S00770,J00560,0
S03074,J00785,1
S03921,J00234,1
S01179,J00407,0
S00774,J00086,1
S01468,J00486,0
S03323,J00275,1
S01446,J00869,0
S00728,J00543,0
S04810,J00917,1
S00968,J00998,0
S00982,J00376,1
S01026,J00921,1
S00179,J00255,0
S04954,J00300,0
S01085,J00758,0
S03843,J00393,0
S01699,J00538,0
S04602,J00630,0
S02134,J00964,0
S00404,J00148,0
S04654,J00156,1
S01124,J00173,0
S01796,J00839,1
S00907,J00384,1
S03011,J00808,0
S00373,J00636,0
S04617,J00111,0
S01453,J00544,1
S02761,J00711,0
S04665,J00060,0
S01318,J00284,0
S04818,J00345,1
S00947,J00633,0
S03891,J00230,0
S01064,J00377,1
S03863,J00999,1
S01903,J00581,1
S02709,J00825,0
S04152,J00563,0
S00869,J00905,0
S02504,J00187,1
S00287,J00657,0
S02223,J00279,0
S04218,J00521,1
S00069,J00878,0
S03679,J00183,1
S03443,J00499,0
S04372,J00609,1
S03841,J00589,0
S02459,J00292,0
S01958,J00902,0
S04836,J00343,0
S02118,J00777,1
S00278,J00864,1
S00849,J00393,0
S03623,J00249,0
S00071,J00730,1
S00913,J00372,0
S02524,J00295,1
S00731,J00503,0
S04220,J00932,0
S02890,J00884,0
S00684,J00542,1
S03970,J00759,0
S04590,J00646,1
S01340,J00246,1
S03783,J00954,1
S03017,J00190,0
S02309,J00745,0
S04976,J00102,1
S00447,J00990,0
S00023,J00961,1
S01781,J00561,1
S02245,J00749,0
S01509,J00672,0
S03836,J00831,0
S01185,J00884,0
S01583,J00217,1
S04494,J00858,0
S00991,J00239,1
S02652,J00107,1
S02227,J00305,0
S03209,J00302,0
S03873,J00955,0
S04032,J00570,0
S00919,J00013,0
S01882,J00568,0
S01913,J00926,0
S02368,J00246,1
S02499,J00154,1
S03055,J00517,0
S03570,J00594,0
S00404,J00227,1
S01207,J00384,0
S01095,J00439,0
S01559,J00417,0
S04678,J00755,1
S03556,J00679,0
S00428,J00514,0
S00647,J00050,0
S00816,J00281,1
S04272,J00971,1
S01753,J00073,1
S01459,J00493,0
S01990,J00328,0
S04071,J00594,0
S00847,J00914,0
S03573,J00724,0
S00618,J00057,1
S00050,J00811,0
S00944,J00383,0
S02844,J00103,1
S01212,J00150,1
S04357,J00392,0
S01334,J00060,0
S01260,J00628,0
S04567,J00110,0
S04598,J00180,0
S01289,J00295,1
S03466,J00968,1
S00042,J00009,1
S03562,J00609,0
S01900,J00503,1
S00288,J00412,1
S00793,J00957,0
S04671,J00608,0
S03979,J00208,0
S01357,J00081,1
S00709,J00108,0
S04229,J00581,0
S00947,J00651,0
S03554,J00596,0
S03413,J00831,1
S00398,J00498,1
S02632,J00592,0
S04800,J00210,0
S04272,J00183,1
S03207,J00569,1
S02347,J00251,0
S03164,J00605,1
S04176,J00621,0
S04353,J00768,0
S04555,J00238,1
S03943,J00784,0
S01997,J00136,0
S02854,J00098,0
S02902,J00975,0
S02166,J00105,0
S03595,J00912,0
S04177,J00840,0
S04045,J00347,1
S03289,J00862,0
S01792,J00061,0
S03163,J00184,1
S00678,J00041,0
S03329,J00048,1
S00825,J00287,0
S00075,J00015,1
S01686,J00031,0
S04994,J00342,0
S01284,J00742,0
S01523,J00425,1
S01689,J00983,0
S02658,J00841,1
S04856,J00822,0
S00737,J00650,0
S00239,J00748,0
S04038,J00321,1
S01096,J00743,0
S00802,J00904,1
S03157,J00417,0
S04826,J00588,0
S01288,J00048,0
S01258,J00168,0
S01095,J00720,0
S04511,J00282,0
S03114,J00538,0
S03764,J00413,0
S00877,J00864,0
S02934,J00248,0
S03348,J00059,0
S04205,J00104,0
S00126,J00689,0
S02517,J00993,1
S02917,J00553,1
S02822,J00505,1
S04602,J00875,1
S02259,J00297,0
S00912,J00589,0
S01347,J00962,0
S04743,J00515,0
S02085,J00016,0
S04198,J00657,1
S00456,J00348,0
S00976,J00730,1
S00491,J00578,0
S04744,J00654,0
S02459,J00659,0
S03934,J00384,0
S02732,J00829,0
S00755,J00069,1
S04150,J00435,0
S02769,J00291,0
S04591,J00239,0
S00544,J00760,0
S03745,J00634,0
S04846,J00639,0
S01238,J00081,0
S03049,J00104,0
S02960,J00183,0
