student_id,job_id,was_shortlisted,was_hired
student_10,job_241,0,0
student_10,job_46,0,0
student_10,job_141,0,0
student_10,job_255,0,0
student_10,job_35,0,0
student_10,job_122,0,0
student_10,job_79,0,0
student_10,job_133,0,0
student_11,job_448,0,0
student_11,job_322,0,0
student_11,job_350,0,0
student_11,job_40,0,0
student_11,job_404,0,0
student_11,job_427,0,0
student_11,job_255,0,0
student_11,job_392,0,0
student_11,job_185,0,0
student_11,job_170,0,0
student_11,job_95,0,0
student_11,job_246,0,0
student_11,job_223,0,0
student_11,job_140,0,0
student_11,job_335,0,0
student_12,job_94,0,0
student_12,job_176,0,0
student_12,job_349,0,0
student_12,job_254,1,0
student_12,job_472,0,0
student_12,job_367,0,0
student_12,job_164,0,0
student_12,job_304,0,0
student_12,job_437,1,0
student_12,job_293,0,0
student_12,job_172,0,0
student_12,job_454,0,0
student_12,job_85,0,0
student_12,job_337,1,0
student_12,job_81,0,0
student_13,job_463,0,0
student_13,job_402,0,0
student_13,job_136,0,0
student_13,job_55,0,0
student_13,job_43,0,0
student_13,job_253,0,0
student_13,job_117,0,0
student_13,job_79,0,0
student_13,job_243,0,0
student_13,job_409,0,0
student_13,job_238,0,0
student_13,job_221,0,0
student_13,job_436,0,0
student_13,job_285,0,0
student_13,job_419,0,0
student_14,job_328,0,0
student_14,job_331,0,0
student_14,job_224,0,0
student_14,job_316,1,1
student_14,job_247,0,0
student_14,job_74,0,0
student_14,job_280,0,0
student_14,job_418,0,0
student_14,job_101,0,0
student_14,job_115,0,0
student_14,job_217,0,0
student_14,job_263,0,0
student_14,job_55,0,0
student_14,job_485,0,0
student_14,job_183,0,0
student_15,job_81,0,0
student_15,job_31,0,0
student_15,job_136,0,0
student_15,job_499,0,0
student_15,job_335,0,0
student_15,job_272,0,0
student_15,job_197,0,0
student_15,job_456,0,0
student_15,job_131,0,0
student_15,job_224,0,0
student_15,job_362,0,0
student_15,job_3,0,0
student_15,job_265,0,0
student_15,job_143,0,0
student_15,job_11,0,0
student_16,job_161,0,0
student_16,job_110,0,0
student_16,job_499,0,0
student_16,job_323,0,0
student_16,job_479,0,0
student_16,job_69,0,0
student_16,job_141,0,0
student_16,job_113,0,0
student_16,job_404,0,0
student_16,job_427,0,0
student_16,job_456,0,0
student_16,job_81,1,0
student_16,job_123,0,0
student_16,job_464,0,0
student_16,job_317,0,0
student_17,job_243,0,0
student_17,job_203,0,0
student_17,job_444,0,0
student_17,job_297,0,0
student_17,job_426,0,0
student_17,job_182,1,0
student_17,job_340,0,0
student_17,job_430,0,0
student_17,job_295,1,0
student_17,job_437,0,0
student_17,job_495,0,0
student_17,job_443,0,0
student_17,job_483,0,0
student_17,job_6,0,0
student_17,job_136,0,0
student_18,job_3,1,1
student_18,job_186,0,0
student_18,job_31,0,0
student_18,job_205,1,1
student_18,job_373,0,0
student_18,job_256,0,0
student_18,job_104,0,0
student_18,job_393,0,0
student_18,job_180,0,0
student_18,job_84,0,0
student_18,job_141,0,0
student_18,job_309,0,0
student_18,job_156,0,0
student_18,job_149,0,0
student_18,job_462,0,0
student_19,job_273,0,0
student_19,job_332,0,0
student_19,job_481,0,0
student_19,job_22,0,0
student_19,job_384,0,0
student_19,job_303,1,0
student_19,job_42,0,0
student_19,job_211,0,0
student_19,job_434,0,0
student_19,job_442,0,0
student_19,job_468,0,0
student_19,job_202,0,0
student_19,job_438,0,0
student_19,job_15,0,0
student_19,job_58,0,0
student_20,job_137,0,0
student_20,job_236,0,0
student_20,job_268,0,0
student_20,job_298,0,0
student_20,job_256,0,0
student_20,job_39,0,0
student_20,job_422,0,0
student_20,job_261,0,0
student_20,job_281,0,0
student_20,job_210,0,0
student_20,job_275,0,0
student_20,job_64,0,0
student_20,job_338,0,0
student_20,job_475,0,0
student_20,job_391,0,0
student_21,job_231,0,0
student_21,job_193,1,1
student_21,job_199,0,0
student_21,job_352,0,0
student_21,job_383,0,0
student_21,job_197,0,0
student_21,job_455,0,0
student_21,job_79,0,0
student_21,job_8,0,0
student_21,job_73,0,0
student_21,job_436,0,0
student_21,job_400,0,0
student_21,job_269,0,0
student_21,job_259,0,0
student_21,job_254,0,0
student_22,job_108,0,0
student_22,job_391,0,0
student_22,job_45,0,0
student_22,job_297,0,0
student_22,job_442,0,0
student_22,job_191,1,0
student_22,job_282,0,0
student_22,job_434,0,0
student_22,job_22,0,0
student_22,job_172,0,0
student_22,job_54,0,0
student_22,job_170,0,0
student_22,job_107,0,0
student_22,job_35,0,0
student_22,job_128,0,0
student_23,job_292,0,0
student_23,job_115,0,0
student_23,job_191,0,0
student_23,job_68,0,0
student_23,job_405,0,0
student_23,job_312,0,0
student_23,job_238,0,0
student_23,job_227,0,0
student_23,job_157,1,1
student_23,job_357,0,0
student_23,job_174,0,0
student_23,job_135,0,0
student_23,job_168,0,0
student_23,job_370,0,0
student_23,job_16,0,0
student_24,job_1,0,0
student_24,job_414,0,0
student_24,job_488,0,0
student_24,job_439,0,0
student_24,job_235,0,0
student_24,job_130,0,0
student_24,job_397,0,0
student_24,job_449,0,0
student_24,job_271,0,0
student_24,job_5,0,0
student_24,job_479,0,0
student_24,job_11,0,0
student_24,job_225,0,0
student_24,job_384,0,0
student_24,job_239,0,0
student_25,job_209,0,0
student_25,job_268,0,0
student_25,job_63,0,0
student_25,job_192,0,0
student_25,job_29,0,0
student_25,job_419,0,0
student_25,job_296,0,0
student_25,job_396,0,0
student_25,job_72,0,0
student_25,job_434,0,0
student_25,job_135,0,0
student_25,job_38,0,0
student_25,job_58,0,0
student_25,job_56,0,0
student_25,job_383,0,0
student_26,job_145,0,0
student_26,job_497,0,0
student_26,job_224,0,0
student_26,job_154,0,0
student_26,job_404,0,0
student_26,job_422,0,0
student_26,job_204,0,0
student_26,job_229,0,0
student_26,job_283,1,0
student_26,job_25,0,0
student_26,job_100,0,0
student_26,job_153,0,0
student_26,job_478,1,1
student_26,job_78,0,0
student_26,job_117,1,0
student_27,job_179,0,0
student_27,job_225,0,0
student_27,job_411,0,0
student_27,job_350,0,0
student_27,job_279,0,0
student_27,job_45,0,0
student_27,job_66,0,0
student_27,job_353,0,0
student_27,job_338,0,0
student_27,job_198,0,0
student_27,job_408,0,0
student_27,job_487,0,0
student_27,job_368,0,0
student_27,job_176,0,0
student_27,job_30,0,0
student_28,job_316,1,1
student_28,job_442,0,0
student_28,job_473,0,0
student_28,job_402,1,0
student_28,job_243,0,0
student_28,job_0,0,0
student_28,job_124,0,0
student_28,job_6,0,0
student_28,job_287,0,0
student_28,job_438,0,0
student_28,job_276,0,0
student_28,job_409,0,0
student_28,job_116,0,0
student_28,job_444,0,0
student_28,job_484,0,0
student_29,job_172,0,0
student_29,job_358,0,0
student_29,job_499,0,0
student_29,job_390,0,0
student_29,job_450,0,0
student_29,job_391,0,0
student_29,job_235,0,0
student_29,job_38,0,0
student_29,job_440,0,0
student_29,job_99,0,0
student_29,job_61,0,0
student_29,job_123,0,0
student_29,job_315,0,0
student_29,job_174,0,0
student_29,job_125,0,0
student_30,job_376,0,0
student_30,job_48,0,0
student_30,job_223,0,0
student_30,job_416,0,0
student_30,job_132,0,0
student_30,job_99,0,0
student_30,job_20,0,0
student_30,job_403,0,0
student_30,job_128,0,0
student_30,job_334,0,0
student_30,job_267,0,0
student_30,job_262,0,0
student_30,job_483,0,0
student_30,job_276,0,0
student_30,job_117,0,0
student_31,job_368,0,0
student_31,job_338,0,0
student_31,job_473,0,0
student_31,job_440,0,0
student_31,job_464,0,0
student_31,job_257,0,0
student_31,job_453,0,0
student_31,job_437,0,0
student_31,job_322,0,0
student_31,job_395,0,0
student_31,job_40,0,0
student_31,job_186,0,0
student_31,job_240,0,0
student_31,job_187,0,0
student_31,job_459,0,0
student_32,job_445,0,0
student_32,job_301,0,0
student_32,job_285,1,0
student_32,job_52,0,0
student_32,job_396,0,0
student_32,job_49,0,0
student_32,job_402,0,0
student_32,job_6,0,0
student_32,job_418,0,0
student_32,job_261,0,0
student_32,job_95,0,0
student_32,job_433,0,0
student_32,job_238,0,0
student_32,job_462,0,0
student_32,job_154,0,0
student_33,job_373,0,0
student_33,job_142,0,0
student_33,job_317,0,0
student_33,job_392,0,0
student_33,job_200,0,0
student_33,job_277,0,0
student_33,job_114,0,0
student_33,job_77,0,0
student_33,job_406,0,0
student_33,job_428,0,0
student_33,job_446,0,0
student_33,job_485,0,0
student_33,job_108,0,0
student_33,job_243,0,0
student_33,job_279,0,0
student_34,job_219,0,0
student_34,job_336,0,0
student_34,job_121,0,0
student_34,job_204,0,0
student_34,job_270,0,0
student_34,job_293,0,0
student_34,job_367,0,0
student_34,job_471,0,0
student_34,job_359,1,1
student_34,job_498,0,0
student_34,job_476,0,0
student_34,job_140,0,0
student_34,job_187,0,0
student_34,job_4,1,1
student_34,job_311,0,0
student_35,job_293,0,0
student_35,job_127,0,0
student_35,job_134,0,0
student_35,job_68,0,0
student_35,job_230,1,1
student_35,job_348,0,0
student_35,job_494,0,0
student_35,job_0,0,0
student_35,job_166,0,0
student_35,job_23,0,0
student_35,job_49,0,0
student_35,job_359,1,1
student_35,job_92,1,0
student_35,job_272,0,0
student_35,job_78,0,0
student_36,job_73,0,0
student_36,job_497,0,0
student_36,job_461,0,0
student_36,job_496,0,0
student_36,job_334,0,0
student_36,job_27,0,0
student_36,job_292,0,0
student_36,job_159,0,0
student_36,job_4,1,0
student_36,job_34,0,0
student_36,job_344,0,0
student_36,job_340,0,0
student_36,job_457,0,0
student_36,job_140,1,1
student_36,job_277,0,0
student_37,job_162,1,0
student_37,job_347,0,0
student_37,job_141,0,0
student_37,job_207,0,0
student_37,job_232,0,0
student_37,job_67,0,0
student_37,job_72,0,0
student_37,job_131,0,0
student_37,job_152,0,0
student_37,job_498,0,0
student_37,job_426,0,0
student_37,job_378,1,0
student_37,job_494,0,0
student_37,job_417,0,0
student_37,job_40,0,0
student_38,job_260,0,0
student_38,job_358,0,0
student_38,job_431,0,0
student_38,job_85,0,0
student_38,job_171,0,0
student_38,job_72,0,0
student_38,job_250,0,0
student_38,job_380,0,0
student_38,job_170,0,0
student_38,job_110,0,0
student_38,job_287,0,0
student_38,job_417,0,0
student_38,job_246,0,0
student_38,job_61,0,0
student_38,job_37,0,0
student_39,job_259,0,0
student_39,job_322,0,0
student_39,job_460,0,0
student_39,job_58,0,0
student_39,job_63,0,0
student_39,job_412,0,0
student_39,job_350,0,0
student_39,job_187,0,0
student_39,job_154,0,0
student_39,job_179,0,0
student_39,job_489,0,0
student_39,job_249,0,0
student_39,job_475,0,0
student_39,job_214,0,0
student_39,job_273,0,0
student_40,job_313,0,0
student_40,job_364,1,1
student_40,job_341,0,0
student_40,job_8,0,0
student_40,job_324,0,0
student_40,job_480,0,0
student_40,job_205,0,0
student_40,job_301,0,0
student_40,job_107,0,0
student_40,job_281,0,0
student_40,job_46,0,0
student_40,job_227,0,0
student_40,job_365,0,0
student_40,job_125,0,0
student_40,job_160,0,0
student_41,job_422,0,0
student_41,job_348,0,0
student_41,job_190,0,0
student_41,job_323,0,0
student_41,job_304,0,0
student_41,job_137,0,0
student_41,job_260,1,0
student_41,job_376,0,0
student_41,job_225,0,0
student_41,job_156,0,0
student_41,job_242,0,0
student_41,job_402,1,1
student_41,job_42,0,0
student_41,job_75,0,0
student_41,job_153,0,0
student_42,job_256,1,0
student_42,job_39,0,0
student_42,job_362,0,0
student_42,job_2,0,0
student_42,job_330,0,0
student_42,job_178,0,0
student_42,job_14,0,0
student_42,job_59,0,0
student_42,job_137,0,0
student_42,job_220,0,0
student_42,job_454,0,0
student_42,job_247,0,0
student_42,job_496,0,0
student_42,job_87,0,0
student_42,job_301,1,0
student_43,job_356,0,0
student_43,job_29,0,0
student_43,job_42,0,0
student_43,job_119,0,0
student_43,job_114,0,0
student_43,job_437,0,0
student_43,job_324,0,0
student_43,job_246,0,0
student_43,job_485,0,0
student_43,job_262,0,0
student_43,job_276,0,0
student_43,job_372,0,0
student_43,job_123,0,0
student_43,job_326,0,0
student_43,job_364,0,0
student_44,job_298,0,0
student_44,job_378,0,0
student_44,job_186,0,0
student_44,job_176,0,0
student_44,job_230,0,0
student_44,job_482,0,0
student_44,job_199,0,0
student_44,job_484,0,0
student_44,job_483,0,0
student_44,job_226,0,0
student_44,job_420,0,0
student_44,job_115,0,0
student_44,job_329,0,0
student_44,job_360,0,0
student_44,job_171,0,0
student_45,job_11,0,0
student_45,job_39,0,0
student_45,job_263,0,0
student_45,job_342,0,0
student_45,job_267,0,0
student_45,job_91,0,0
student_45,job_46,0,0
student_45,job_162,1,1
student_45,job_83,0,0
student_45,job_9,0,0
student_45,job_80,0,0
student_45,job_290,0,0
student_45,job_325,0,0
student_45,job_52,0,0
student_45,job_468,0,0
student_46,job_308,1,1
student_46,job_137,0,0
student_46,job_328,0,0
student_46,job_481,0,0
student_46,job_94,0,0
student_46,job_433,0,0
student_46,job_83,0,0
student_46,job_270,0,0
student_46,job_381,0,0
student_46,job_399,0,0
student_46,job_382,0,0
student_46,job_162,0,0
student_46,job_69,0,0
student_46,job_105,0,0
student_46,job_318,0,0
student_47,job_398,0,0
student_47,job_452,0,0
student_47,job_369,0,0
student_47,job_79,0,0
student_47,job_468,0,0
student_47,job_497,0,0
student_47,job_215,0,0
student_47,job_149,0,0
student_47,job_178,0,0
student_47,job_362,0,0
student_47,job_227,0,0
student_47,job_159,0,0
student_47,job_101,0,0
student_47,job_22,0,0
student_47,job_42,0,0
student_48,job_299,0,0
student_48,job_421,0,0
student_48,job_228,0,0
student_48,job_427,0,0
student_48,job_390,0,0
student_48,job_458,0,0
student_48,job_94,0,0
student_48,job_271,0,0
student_48,job_345,0,0
student_48,job_204,0,0
student_48,job_237,0,0
student_48,job_253,0,0
student_48,job_259,0,0
student_48,job_189,0,0
student_48,job_291,0,0
student_49,job_62,0,0
student_49,job_258,0,0
student_49,job_332,0,0
student_49,job_478,1,1
student_49,job_167,0,0
student_49,job_63,0,0
student_49,job_141,0,0
student_49,job_89,0,0
student_49,job_234,0,0
student_49,job_81,0,0
student_49,job_91,0,0
student_49,job_135,1,0
student_49,job_184,0,0
student_49,job_398,0,0
student_49,job_57,0,0
student_50,job_409,0,0
student_50,job_365,0,0
student_50,job_489,0,0
student_50,job_345,0,0
student_50,job_256,0,0
student_50,job_10,0,0
student_50,job_162,0,0
student_50,job_346,0,0
student_50,job_51,0,0
student_50,job_304,0,0
student_50,job_53,0,0
student_50,job_316,1,1
student_50,job_151,0,0
student_50,job_273,0,0
student_50,job_114,0,0
student_51,job_15,0,0
student_51,job_321,0,0
student_51,job_42,0,0
student_51,job_30,0,0
student_51,job_345,0,0
student_51,job_327,0,0
student_51,job_100,0,0
student_51,job_80,0,0
student_51,job_133,0,0
student_51,job_6,0,0
student_51,job_333,0,0
student_51,job_472,0,0
student_51,job_414,0,0
student_51,job_115,0,0
student_51,job_137,0,0
student_52,job_326,0,0
student_52,job_286,0,0
student_52,job_488,0,0
student_52,job_265,0,0
student_52,job_99,0,0
student_52,job_220,0,0
student_52,job_381,0,0
student_52,job_106,0,0
student_52,job_345,0,0
student_52,job_104,0,0
student_52,job_479,0,0
student_52,job_68,0,0
student_52,job_150,0,0
student_52,job_430,0,0
student_52,job_195,0,0
student_53,job_173,0,0
student_53,job_355,0,0
student_53,job_220,0,0
student_53,job_92,0,0
student_53,job_298,0,0
student_53,job_446,0,0
student_53,job_139,0,0
student_53,job_389,0,0
student_53,job_270,0,0
student_53,job_94,0,0
student_53,job_434,0,0
student_53,job_129,0,0
student_53,job_499,0,0
student_53,job_397,0,0
student_53,job_295,0,0
student_54,job_269,0,0
student_54,job_421,0,0
student_54,job_332,0,0
student_54,job_83,0,0
student_54,job_169,0,0
student_54,job_117,0,0
student_54,job_311,0,0
student_54,job_191,0,0
student_54,job_306,0,0
student_54,job_104,0,0
student_54,job_216,0,0
student_54,job_312,0,0
student_54,job_276,0,0
student_54,job_136,0,0
student_54,job_131,1,0
student_55,job_46,0,0
student_55,job_301,0,0
student_55,job_220,0,0
student_55,job_291,0,0
student_55,job_288,0,0
student_55,job_438,0,0
student_55,job_108,0,0
student_55,job_73,0,0
student_55,job_435,0,0
student_55,job_334,0,0
student_55,job_247,0,0
student_55,job_443,0,0
student_55,job_499,0,0
student_55,job_436,0,0
student_55,job_98,0,0
student_56,job_495,0,0
student_56,job_109,0,0
student_56,job_294,0,0
student_56,job_453,0,0
student_56,job_0,0,0
student_56,job_16,0,0
student_56,job_423,0,0
student_56,job_127,0,0
student_56,job_166,0,0
student_56,job_223,0,0
student_56,job_135,1,0
student_56,job_390,0,0
student_56,job_97,0,0
student_56,job_477,0,0
student_56,job_260,0,0
student_57,job_114,0,0
student_57,job_232,0,0
student_57,job_380,0,0
student_57,job_100,0,0
student_57,job_350,1,0
student_57,job_331,0,0
student_57,job_229,0,0
student_57,job_146,0,0
student_57,job_243,0,0
student_57,job_234,0,0
student_57,job_185,1,0
student_57,job_184,0,0
student_57,job_426,0,0
student_57,job_142,0,0
student_57,job_333,1,0
student_58,job_72,0,0
student_58,job_31,0,0
student_58,job_495,0,0
student_58,job_71,0,0
student_58,job_70,0,0
student_58,job_483,1,0
student_58,job_49,0,0
student_58,job_35,0,0
student_58,job_3,0,0
student_58,job_296,0,0
student_58,job_380,1,0
student_58,job_114,0,0
student_58,job_205,0,0
student_58,job_439,0,0
student_58,job_378,1,0
student_59,job_17,0,0
student_59,job_140,0,0
student_59,job_8,0,0
student_59,job_79,0,0
student_59,job_486,0,0
student_59,job_42,0,0
student_59,job_467,0,0
student_59,job_123,0,0
student_59,job_321,0,0
student_59,job_488,0,0
student_59,job_371,0,0
student_59,job_175,0,0
student_59,job_172,0,0
student_59,job_473,0,0
student_59,job_86,0,0
student_60,job_349,0,0
student_60,job_42,0,0
student_60,job_19,0,0
student_60,job_367,0,0
student_60,job_155,0,0
student_60,job_364,0,0
student_60,job_493,0,0
student_60,job_412,0,0
student_60,job_38,0,0
student_60,job_366,0,0
student_60,job_223,0,0
student_60,job_426,0,0
student_60,job_455,0,0
student_60,job_247,0,0
student_60,job_413,0,0
student_61,job_356,0,0
student_61,job_439,0,0
student_61,job_93,0,0
student_61,job_179,1,0
student_61,job_250,0,0
student_61,job_37,0,0
student_61,job_294,0,0
student_61,job_80,0,0
student_61,job_49,0,0
student_61,job_132,0,0
student_61,job_103,0,0
student_61,job_242,0,0
student_61,job_349,0,0
student_61,job_146,0,0
student_61,job_90,0,0
student_62,job_239,0,0
student_62,job_443,0,0
student_62,job_326,0,0
student_62,job_493,0,0
student_62,job_282,0,0
student_62,job_45,0,0
student_62,job_2,0,0
student_62,job_221,0,0
student_62,job_185,0,0
student_62,job_483,0,0
student_62,job_473,0,0
student_62,job_477,0,0
student_62,job_466,0,0
student_62,job_151,0,0
student_62,job_155,0,0
student_63,job_273,1,1
student_63,job_115,0,0
student_63,job_106,0,0
student_63,job_71,0,0
student_63,job_64,0,0
student_63,job_49,0,0
student_63,job_154,0,0
student_63,job_275,0,0
student_63,job_204,0,0
student_63,job_418,0,0
student_63,job_308,1,1
student_63,job_264,0,0
student_63,job_68,0,0
student_63,job_492,0,0
student_63,job_327,0,0
student_64,job_444,0,0
student_64,job_33,0,0
student_64,job_61,0,0
student_64,job_476,0,0
student_64,job_305,0,0
student_64,job_369,0,0
student_64,job_246,0,0
student_64,job_254,0,0
student_64,job_217,0,0
student_64,job_245,0,0
student_64,job_136,0,0
student_64,job_391,0,0
student_64,job_342,0,0
student_64,job_100,0,0
student_64,job_452,0,0
student_65,job_82,0,0
student_65,job_384,0,0
student_65,job_409,0,0
student_65,job_458,0,0
student_65,job_265,0,0
student_65,job_410,0,0
student_65,job_446,0,0
student_65,job_171,0,0
student_65,job_489,0,0
student_65,job_318,0,0
student_65,job_98,0,0
student_65,job_311,0,0
student_65,job_231,0,0
student_65,job_365,0,0
student_65,job_469,0,0
student_66,job_286,0,0
student_66,job_416,0,0
student_66,job_134,0,0
student_66,job_294,0,0
student_66,job_420,0,0
student_66,job_124,0,0
student_66,job_169,0,0
student_66,job_454,0,0
student_66,job_436,0,0
student_66,job_335,0,0
student_66,job_387,0,0
student_66,job_308,1,1
student_66,job_10,0,0
student_66,job_299,0,0
student_66,job_483,0,0
student_67,job_163,0,0
student_67,job_294,0,0
student_67,job_346,0,0
student_67,job_246,0,0
student_67,job_232,0,0
student_67,job_343,0,0
student_67,job_222,0,0
student_67,job_151,0,0
student_67,job_84,0,0
student_67,job_82,0,0
student_67,job_280,0,0
student_67,job_56,0,0
student_67,job_199,0,0
student_67,job_399,0,0
student_67,job_18,0,0
student_68,job_45,0,0
student_68,job_334,0,0
student_68,job_431,0,0
student_68,job_300,0,0
student_68,job_330,0,0
student_68,job_471,0,0
student_68,job_111,0,0
student_68,job_387,0,0
student_68,job_497,0,0
student_68,job_323,0,0
student_68,job_342,0,0
student_68,job_181,0,0
student_68,job_198,0,0
student_68,job_319,0,0
student_68,job_470,0,0
student_69,job_404,0,0
student_69,job_105,0,0
student_69,job_406,0,0
student_69,job_126,0,0
student_69,job_25,0,0
student_69,job_246,0,0
student_69,job_137,0,0
student_69,job_222,0,0
student_69,job_395,0,0
student_69,job_332,0,0
student_69,job_467,0,0
student_69,job_417,0,0
student_69,job_481,0,0
student_69,job_62,0,0
student_69,job_491,0,0
student_70,job_140,0,0
student_70,job_186,0,0
student_70,job_492,0,0
student_70,job_75,0,0
student_70,job_63,0,0
student_70,job_484,0,0
student_70,job_269,0,0
student_70,job_21,0,0
student_70,job_493,0,0
student_70,job_203,0,0
student_70,job_308,1,0
student_70,job_175,0,0
student_70,job_377,0,0
student_70,job_383,0,0
student_70,job_218,0,0
student_71,job_345,0,0
student_71,job_136,0,0
student_71,job_404,0,0
student_71,job_206,0,0
student_71,job_5,0,0
student_71,job_315,0,0
student_71,job_413,0,0
student_71,job_341,0,0
student_71,job_488,0,0
student_71,job_424,0,0
student_71,job_339,0,0
student_71,job_227,0,0
student_71,job_259,0,0
student_71,job_195,0,0
student_71,job_156,0,0
student_72,job_408,0,0
student_72,job_332,0,0
student_72,job_250,0,0
student_72,job_391,1,1
student_72,job_146,0,0
student_72,job_371,0,0
student_72,job_45,0,0
student_72,job_156,0,0
student_72,job_56,0,0
student_72,job_405,0,0
student_72,job_321,0,0
student_72,job_37,0,0
student_72,job_432,0,0
student_72,job_490,0,0
student_72,job_443,0,0
student_73,job_66,0,0
student_73,job_274,0,0
student_73,job_148,0,0
student_73,job_199,0,0
student_73,job_465,0,0
student_73,job_27,0,0
student_73,job_463,0,0
student_73,job_172,0,0
student_73,job_344,0,0
student_73,job_216,0,0
student_73,job_270,1,0
student_73,job_92,0,0
student_73,job_273,0,0
student_73,job_376,0,0
student_73,job_469,0,0
student_74,job_404,0,0
student_74,job_99,0,0
student_74,job_233,0,0
student_74,job_434,0,0
student_74,job_31,0,0
student_74,job_312,0,0
student_74,job_29,0,0
student_74,job_483,0,0
student_74,job_420,0,0
student_74,job_109,0,0
student_74,job_166,0,0
student_74,job_365,0,0
student_74,job_241,0,0
student_74,job_410,0,0
student_74,job_230,0,0
student_75,job_60,0,0
student_75,job_37,0,0
student_75,job_265,0,0
student_75,job_388,0,0
student_75,job_451,1,1
student_75,job_249,0,0
student_75,job_350,0,0
student_75,job_170,0,0
student_75,job_70,0,0
student_75,job_491,0,0
student_75,job_172,0,0
student_75,job_227,0,0
student_75,job_201,0,0
student_75,job_112,0,0
student_75,job_471,0,0
student_76,job_137,0,0
student_76,job_210,1,0
student_76,job_398,0,0
student_76,job_42,0,0
student_76,job_60,0,0
student_76,job_456,0,0
student_76,job_284,0,0
student_76,job_29,0,0
student_76,job_463,0,0
student_76,job_48,0,0
student_76,job_94,0,0
student_76,job_375,0,0
student_76,job_74,0,0
student_76,job_56,0,0
student_76,job_158,0,0
student_77,job_492,0,0
student_77,job_285,0,0
student_77,job_291,0,0
student_77,job_13,0,0
student_77,job_115,0,0
student_77,job_263,0,0
student_77,job_111,0,0
student_77,job_159,0,0
