student_id,skill_id,proficiency
student_4,skill_54,45.0
student_4,skill_119,25.0
student_4,skill_145,86.0
student_4,skill_82,59.0
student_5,skill_72,15.0
student_5,skill_4,12.0
student_5,skill_147,22.0
student_5,skill_1,63.0
student_5,skill_118,45.0
student_5,skill_33,54.0
student_5,skill_103,81.0
student_5,skill_9,73.0
student_5,skill_136,60.0
student_5,skill_135,68.0
student_6,skill_31,58.0
student_6,skill_95,31.0
student_6,skill_26,84.0
student_6,skill_7,26.0
student_6,skill_57,28.0
student_6,skill_12,62.0
student_6,skill_2,95.0
student_6,skill_35,77.0
student_6,skill_147,71.0
student_6,skill_82,45.0
student_6,skill_111,71.0
student_6,skill_145,43.0
student_6,skill_43,20.0
student_6,skill_22,41.0
student_6,skill_48,36.0
student_6,skill_94,19.0
student_6,skill_1,17.0
student_6,skill_13,95.0
student_6,skill_66,59.0
student_6,skill_11,23.0
student_6,skill_28,85.0
student_6,skill_144,75.0
student_6,skill_77,49.0
student_6,skill_9,93.0
student_6,skill_33,74.0
student_6,skill_42,26.0
student_6,skill_88,56.0
student_6,skill_78,67.0
student_6,skill_101,75.0
student_6,skill_103,61.0
student_7,skill_108,55.0
student_7,skill_42,80.0
student_7,skill_78,65.0
student_7,skill_147,60.0
student_7,skill_26,75.0
student_7,skill_37,66.0
student_7,skill_118,22.0
student_7,skill_27,58.0
student_7,skill_28,64.0
student_7,skill_61,34.0
student_7,skill_4,86.0
student_7,skill_117,87.0
student_7,skill_47,65.0
student_7,skill_68,16.0
student_7,skill_7,24.0
student_7,skill_121,16.0
student_7,skill_135,83.0
student_7,skill_115,18.0
student_8,skill_57,31.0
student_8,skill_103,18.0
student_8,skill_100,52.0
student_8,skill_25,28.0
student_8,skill_56,95.0
student_8,skill_68,
student_8,skill_126,43.0
student_8,skill_52,31.0
student_8,skill_43,11.0
student_8,skill_88,70.0
student_8,skill_73,72.0
student_8,skill_0,70.0
student_8,skill_24,12.0
student_8,skill_47,47.0
student_8,skill_128,77.0
student_8,skill_122,28.0
student_8,skill_78,22.0
student_8,skill_61,52.0
student_9,skill_139,13.0
student_9,skill_65,99.0
student_9,skill_124,56.0
student_9,skill_64,21.0
student_9,skill_93,58.0
student_9,skill_117,45.0
student_9,skill_3,96.0
student_9,skill_90,67.0
student_9,skill_77,77.0
student_9,skill_85,96.0
student_9,skill_132,52.0
student_9,skill_123,63.0
student_9,skill_28,45.0
student_9,skill_69,15.0
student_9,skill_5,99.0
student_9,skill_37,88.0
student_9,skill_105,68.0
student_9,skill_56,54.0
student_9,skill_36,11.0
student_9,skill_91,97.0
student_9,skill_127,97.0
student_10,skill_142,94.0
student_10,skill_41,16.0
student_10,skill_77,54.0
student_10,skill_124,74.0
student_10,skill_73,81.0
student_10,skill_16,21.0
student_10,skill_75,28.0
student_10,skill_3,35.0
student_10,skill_116,20.0
student_10,skill_10,14.0
student_10,skill_55,55.0
student_10,skill_72,96.0
student_10,skill_31,64.0
student_10,skill_13,22.0
student_10,skill_125,48.0
student_10,skill_78,32.0
student_10,skill_1,96.0
student_10,skill_110,84.0
student_10,skill_90,35.0
student_11,skill_141,62.0
student_11,skill_51,
student_11,skill_77,63.0
student_11,skill_78,27.0
student_11,skill_21,48.0
student_11,skill_76,84.0
student_11,skill_118,26.0
student_11,skill_139,82.0
student_11,skill_46,16.0
student_11,skill_96,60.0
student_11,skill_111,
student_11,skill_24,76.0
student_11,skill_35,16.0
student_11,skill_134,44.0
student_11,skill_113,93.0
student_11,skill_80,86.0
student_11,skill_128,47.0
student_11,skill_91,98.0
student_11,skill_119,17.0
student_11,skill_90,84.0
student_11,skill_109,16.0
student_11,skill_131,76.0
student_11,skill_107,73.0
student_12,skill_39,79.0
student_12,skill_77,88.0
student_12,skill_79,94.0
student_12,skill_1,65.0
student_12,skill_124,12.0
student_12,skill_51,94.0
student_12,skill_29,75.0
student_12,skill_17,79.0
student_12,skill_0,71.0
student_12,skill_149,95.0
student_12,skill_30,85.0
student_12,skill_133,95.0
student_12,skill_24,59.0
student_12,skill_63,23.0
student_12,skill_52,64.0
student_12,skill_26,46.0
student_12,skill_121,82.0
student_12,skill_6,84.0
student_12,skill_129,92.0
student_12,skill_113,94.0
student_12,skill_100,15.0
student_12,skill_14,55.0
student_12,skill_31,69.0
student_12,skill_38,68.0
student_12,skill_144,30.0
student_12,skill_61,74.0
student_12,skill_23,100.0
student_12,skill_104,75.0
student_12,skill_139,93.0
student_12,skill_107,93.0
student_13,skill_117,18.0
student_13,skill_35,30.0
student_13,skill_71,95.0
student_13,skill_77,96.0
student_13,skill_100,39.0
student_13,skill_17,40.0
student_13,skill_123,32.0
student_13,skill_96,59.0
student_13,skill_120,63.0
student_13,skill_46,17.0
student_13,skill_147,
student_13,skill_129,19.0
student_13,skill_134,57.0
student_13,skill_66,13.0
student_13,skill_33,51.0
student_13,skill_82,67.0
student_13,skill_148,91.0
student_13,skill_89,35.0
student_13,skill_149,72.0
student_13,skill_103,46.0
student_14,skill_111,19.0
student_14,skill_135,97.0
student_14,skill_49,92.0
student_14,skill_22,34.0
student_14,skill_149,83.0
student_14,skill_6,74.0
student_14,skill_24,89.0
student_14,skill_52,27.0
student_14,skill_8,66.0
student_14,skill_35,58.0
student_14,skill_1,82.0
student_14,skill_92,76.0
student_14,skill_104,25.0
student_14,skill_145,16.0
student_14,skill_139,
student_15,skill_64,43.0
student_15,skill_99,14.0
student_15,skill_91,43.0
student_15,skill_17,17.0
student_15,skill_40,80.0
student_15,skill_73,52.0
student_15,skill_19,94.0
student_15,skill_136,17.0
student_15,skill_147,19.0
student_15,skill_61,82.0
student_15,skill_132,99.0
student_15,skill_128,14.0
student_15,skill_79,19.0
student_15,skill_102,86.0
student_15,skill_14,20.0
student_15,skill_139,71.0
student_15,skill_28,44.0
student_15,skill_149,
student_15,skill_120,74.0
student_16,skill_110,66.0
student_16,skill_122,88.0
student_16,skill_77,57.0
student_16,skill_58,53.0
student_16,skill_5,17.0
student_16,skill_14,21.0
student_16,skill_6,39.0
student_16,skill_50,78.0
student_16,skill_136,11.0
student_16,skill_97,41.0
student_16,skill_4,19.0
student_16,skill_141,66.0
student_16,skill_123,15.0
student_16,skill_13,87.0
student_16,skill_99,41.0
student_16,skill_96,26.0
student_16,skill_32,71.0
student_16,skill_109,94.0
student_16,skill_140,42.0
student_16,skill_35,36.0
student_16,skill_29,55.0
student_17,skill_113,20.0
student_17,skill_77,27.0
student_17,skill_93,76.0
student_17,skill_141,80.0
student_17,skill_74,57.0
student_17,skill_62,
student_17,skill_134,40.0
student_17,skill_68,93.0
student_17,skill_81,
student_17,skill_138,14.0
student_17,skill_128,85.0
student_17,skill_26,20.0
student_17,skill_13,88.0
student_17,skill_88,12.0
student_17,skill_105,59.0
student_17,skill_124,38.0
student_17,skill_71,33.0
student_18,skill_13,11.0
student_18,skill_78,97.0
student_18,skill_8,20.0
student_18,skill_138,79.0
student_18,skill_89,83.0
student_18,skill_6,88.0
student_18,skill_86,44.0
student_18,skill_67,93.0
student_18,skill_55,
student_18,skill_7,49.0
student_18,skill_87,51.0
student_18,skill_111,32.0
student_18,skill_109,12.0
student_18,skill_14,
student_18,skill_27,55.0
student_18,skill_99,81.0
student_18,skill_73,17.0
student_18,skill_118,20.0
student_18,skill_108,88.0
student_18,skill_66,18.0
student_18,skill_41,43.0
student_18,skill_97,45.0
student_18,skill_119,73.0
student_18,skill_95,90.0
student_18,skill_132,89.0
student_18,skill_30,39.0
student_18,skill_16,14.0
student_19,skill_112,97.0
student_19,skill_148,92.0
student_19,skill_81,46.0
student_19,skill_10,51.0
student_19,skill_141,56.0
student_19,skill_58,62.0
student_19,skill_15,57.0
student_19,skill_66,47.0
student_19,skill_65,30.0
student_19,skill_4,47.0
student_19,skill_90,
student_19,skill_138,87.0
student_19,skill_11,50.0
student_19,skill_60,75.0
student_19,skill_89,54.0
student_19,skill_27,58.0
student_19,skill_19,14.0
student_19,skill_129,29.0
student_19,skill_113,93.0
student_19,skill_28,19.0
student_19,skill_133,38.0
student_19,skill_136,83.0
student_19,skill_52,63.0
student_19,skill_41,25.0
student_19,skill_73,77.0
student_19,skill_47,87.0
student_20,skill_133,39.0
student_20,skill_112,63.0
student_20,skill_81,26.0
student_20,skill_68,41.0
student_20,skill_49,62.0
student_20,skill_75,95.0
student_20,skill_62,43.0
student_20,skill_84,53.0
student_20,skill_143,20.0
student_20,skill_92,74.0
student_20,skill_59,83.0
student_20,skill_116,35.0
student_20,skill_80,
student_20,skill_29,25.0
student_20,skill_61,80.0
student_20,skill_113,70.0
student_20,skill_104,26.0
student_20,skill_140,
student_20,skill_20,31.0
student_20,skill_90,26.0
student_20,skill_129,77.0
student_20,skill_19,64.0
student_20,skill_132,61.0
student_20,skill_83,40.0
student_20,skill_135,25.0
student_20,skill_77,53.0
student_21,skill_27,53.0
student_21,skill_11,76.0
student_21,skill_18,84.0
student_21,skill_90,64.0
student_21,skill_114,59.0
student_21,skill_104,32.0
student_21,skill_115,15.0
student_21,skill_111,36.0
student_21,skill_74,45.0
student_21,skill_122,88.0
student_21,skill_34,54.0
student_21,skill_46,25.0
student_21,skill_130,72.0
student_21,skill_21,31.0
student_21,skill_38,43.0
student_21,skill_1,23.0
student_21,skill_94,95.0
student_21,skill_116,22.0
student_21,skill_97,75.0
student_21,skill_82,13.0
student_21,skill_112,15.0
student_21,skill_45,79.0
student_21,skill_71,
student_21,skill_120,13.0
student_21,skill_98,46.0
student_21,skill_12,83.0
student_21,skill_29,66.0
student_21,skill_135,68.0
student_21,skill_63,24.0
student_22,skill_113,30.0
student_22,skill_110,45.0
student_22,skill_126,75.0
student_22,skill_67,19.0
student_22,skill_22,50.0
student_22,skill_35,14.0
student_22,skill_71,100.0
student_22,skill_29,50.0
student_22,skill_90,81.0
student_22,skill_20,
student_22,skill_56,91.0
student_22,skill_19,41.0
student_22,skill_83,58.0
student_23,skill_50,88.0
student_23,skill_67,
student_23,skill_120,98.0
student_23,skill_38,58.0
student_23,skill_124,40.0
student_23,skill_47,71.0
student_23,skill_127,33.0
student_23,skill_72,39.0
student_23,skill_33,95.0
student_23,skill_22,90.0
student_23,skill_132,55.0
student_23,skill_54,47.0
student_23,skill_0,24.0
student_23,skill_111,46.0
student_23,skill_17,67.0
student_23,skill_125,94.0
student_23,skill_142,32.0
student_24,skill_29,66.0
student_24,skill_88,43.0
student_24,skill_101,44.0
student_24,skill_32,38.0
student_24,skill_123,15.0
student_24,skill_125,62.0
student_24,skill_105,31.0
student_24,skill_60,90.0
student_24,skill_7,88.0
student_24,skill_74,26.0
student_24,skill_68,12.0
student_24,skill_129,12.0
student_24,skill_55,21.0
student_24,skill_104,52.0
student_24,skill_15,80.0
student_24,skill_143,16.0
student_24,skill_82,56.0
student_24,skill_66,30.0
student_24,skill_81,60.0
student_24,skill_100,39.0
student_25,skill_95,30.0
student_25,skill_84,13.0
student_25,skill_105,98.0
student_25,skill_55,44.0
student_25,skill_141,58.0
student_25,skill_63,26.0
student_25,skill_3,44.0
student_25,skill_9,19.0
student_25,skill_5,100.0
student_25,skill_134,
student_25,skill_26,79.0
student_25,skill_128,29.0
student_25,skill_101,85.0
student_25,skill_124,34.0
student_25,skill_10,49.0
student_26,skill_131,60.0
student_26,skill_5,79.0
student_26,skill_77,67.0
student_26,skill_70,13.0
student_26,skill_117,39.0
student_26,skill_51,71.0
student_26,skill_25,92.0
student_26,skill_67,28.0
student_26,skill_120,20.0
student_26,skill_96,31.0
student_26,skill_74,72.0
student_26,skill_109,20.0
student_26,skill_23,88.0
student_26,skill_56,76.0
student_26,skill_104,82.0
student_26,skill_71,17.0
student_26,skill_123,42.0
student_26,skill_72,53.0
student_26,skill_129,14.0
student_26,skill_62,82.0
student_26,skill_97,10.0
student_26,skill_4,36.0
student_26,skill_127,72.0
student_27,skill_60,14.0
student_27,skill_82,73.0
student_27,skill_118,77.0
student_27,skill_123,80.0
student_27,skill_131,11.0
student_27,skill_142,65.0
student_27,skill_20,96.0
student_27,skill_26,51.0
student_27,skill_108,57.0
student_27,skill_19,31.0
student_27,skill_96,76.0
student_27,skill_32,88.0
student_27,skill_3,57.0
student_27,skill_41,42.0
student_27,skill_133,36.0
student_27,skill_31,27.0
student_27,skill_42,
student_27,skill_50,63.0
student_27,skill_112,70.0
student_27,skill_29,10.0
student_28,skill_51,46.0
student_28,skill_24,64.0
student_28,skill_137,49.0
student_28,skill_117,61.0
student_28,skill_84,81.0
student_28,skill_15,94.0
student_28,skill_119,85.0
student_28,skill_40,37.0
student_28,skill_17,43.0
student_28,skill_89,26.0
student_28,skill_143,85.0
student_28,skill_57,59.0
student_28,skill_88,85.0
student_28,skill_3,88.0
student_28,skill_49,70.0
student_28,skill_70,10.0
student_29,skill_23,74.0
student_29,skill_37,40.0
student_29,skill_36,58.0
student_29,skill_42,100.0
student_29,skill_121,49.0
student_29,skill_0,50.0
student_29,skill_82,87.0
student_29,skill_19,31.0
student_29,skill_13,45.0
student_29,skill_35,65.0
student_29,skill_130,72.0
student_29,skill_112,42.0
student_29,skill_108,81.0
student_29,skill_120,93.0
student_29,skill_83,13.0
student_29,skill_77,69.0
student_30,skill_108,87.0
student_30,skill_54,92.0
student_30,skill_54,87.0
student_30,skill_143,99.0
student_30,skill_48,17.0
student_30,skill_97,70.0
student_30,skill_95,72.0
student_30,skill_45,92.0
student_30,skill_2,14.0
student_30,skill_50,29.0
student_30,skill_113,26.0
student_30,skill_92,25.0
student_30,skill_134,17.0
student_30,skill_49,45.0
student_30,skill_1,88.0
student_30,skill_79,96.0
student_30,skill_84,100.0
student_30,skill_24,56.0
student_30,skill_94,61.0
student_30,skill_64,17.0
student_30,skill_128,74.0
student_30,skill_3,32.0
student_31,skill_129,21.0
student_31,skill_104,21.0
student_31,skill_44,85.0
student_31,skill_0,12.0
student_31,skill_79,11.0
student_31,skill_70,57.0
student_31,skill_143,41.0
student_31,skill_89,97.0
student_31,skill_30,34.0
student_31,skill_87,26.0
student_31,skill_119,58.0
student_31,skill_145,32.0
student_31,skill_22,82.0
student_31,skill_144,38.0
student_31,skill_118,44.0
student_31,skill_29,32.0
student_32,skill_112,99.0
student_32,skill_67,92.0
student_32,skill_23,46.0
student_32,skill_125,99.0
student_32,skill_90,80.0
student_32,skill_148,44.0
student_32,skill_93,36.0
student_32,skill_89,69.0
student_32,skill_133,24.0
student_32,skill_115,90.0
student_32,skill_43,27.0
student_32,skill_9,51.0
student_32,skill_149,58.0
student_32,skill_98,14.0
student_32,skill_39,23.0
student_32,skill_137,11.0
student_32,skill_145,70.0
student_32,skill_53,92.0
student_33,skill_91,57.0
student_33,skill_78,71.0
student_33,skill_41,48.0
student_33,skill_119,39.0
student_33,skill_139,74.0
student_33,skill_47,64.0
student_33,skill_5,83.0
student_33,skill_112,13.0
student_33,skill_116,31.0
student_33,skill_147,86.0
student_33,skill_111,77.0
student_33,skill_102,82.0
student_33,skill_121,26.0
student_33,skill_62,16.0
student_33,skill_64,49.0
student_34,skill_88,65.0
student_34,skill_117,41.0
student_34,skill_101,81.0
student_34,skill_42,
student_34,skill_0,30.0
student_34,skill_37,70.0
student_34,skill_51,60.0
student_34,skill_44,70.0
student_34,skill_77,69.0
student_34,skill_78,22.0
student_34,skill_20,50.0
student_34,skill_47,27.0
student_34,skill_60,51.0
student_34,skill_52,96.0
student_35,skill_100,65.0
student_35,skill_136,59.0
student_35,skill_18,64.0
student_35,skill_88,49.0
student_35,skill_125,
student_35,skill_6,63.0
student_35,skill_56,60.0
student_35,skill_45,23.0
student_35,skill_60,20.0
student_35,skill_94,22.0
student_35,skill_92,61.0
student_35,skill_87,11.0
student_35,skill_128,26.0
student_35,skill_0,59.0
student_35,skill_101,11.0
student_35,skill_19,95.0
student_35,skill_58,16.0
student_35,skill_35,43.0
student_35,skill_127,24.0
student_35,skill_48,67.0
student_35,skill_11,70.0
student_35,skill_54,78.0
student_35,skill_77,24.0
student_36,skill_136,53.0
student_36,skill_98,13.0
student_36,skill_20,32.0
student_36,skill_38,
student_36,skill_1,51.0
student_36,skill_86,14.0
student_36,skill_66,55.0
student_36,skill_50,78.0
student_36,skill_131,41.0
student_36,skill_116,78.0
student_36,skill_111,28.0
student_36,skill_12,65.0
student_36,skill_118,54.0
student_36,skill_72,98.0
student_36,skill_10,77.0
student_36,skill_31,15.0
student_36,skill_125,
student_36,skill_117,87.0
student_36,skill_93,91.0
student_36,skill_138,22.0
student_36,skill_94,20.0
student_36,skill_64,91.0
student_36,skill_108,64.0
student_37,skill_65,65.0
student_37,skill_20,98.0
student_37,skill_110,45.0
student_37,skill_29,15.0
student_37,skill_49,33.0
student_37,skill_146,
student_37,skill_66,
student_37,skill_77,63.0
student_37,skill_131,45.0
student_37,skill_138,86.0
student_37,skill_62,91.0
student_37,skill_12,38.0
student_37,skill_95,100.0
student_37,skill_121,18.0
student_37,skill_55,87.0
student_38,skill_107,77.0
student_38,skill_84,47.0
student_38,skill_138,67.0
student_38,skill_99,13.0
student_38,skill_121,84.0
student_38,skill_142,55.0
student_38,skill_3,63.0
student_38,skill_87,12.0
student_38,skill_144,46.0
student_38,skill_81,72.0
student_38,skill_88,58.0
student_38,skill_113,26.0
student_38,skill_38,25.0
student_38,skill_118,37.0
student_38,skill_127,24.0
student_38,skill_53,32.0
student_38,skill_43,61.0
student_38,skill_146,55.0
student_38,skill_65,63.0
student_38,skill_103,45.0
student_38,skill_8,56.0
student_38,skill_20,95.0
student_38,skill_124,91.0
student_38,skill_71,50.0
student_38,skill_44,78.0
student_38,skill_10,61.0
student_38,skill_26,69.0
student_38,skill_95,67.0
student_39,skill_102,27.0
student_39,skill_73,74.0
student_39,skill_0,86.0
student_39,skill_136,62.0
student_39,skill_85,51.0
student_39,skill_118,31.0
student_39,skill_44,70.0
student_39,skill_25,
student_39,skill_98,86.0
student_39,skill_148,93.0
student_39,skill_107,75.0
student_39,skill_105,30.0
student_39,skill_48,40.0
student_39,skill_7,35.0
student_39,skill_57,47.0
student_40,skill_52,87.0
student_40,skill_147,30.0
student_40,skill_118,
student_40,skill_117,14.0
student_40,skill_62,62.0
student_40,skill_113,70.0
student_40,skill_61,19.0
student_40,skill_45,43.0
student_40,skill_128,78.0
student_40,skill_28,87.0
student_41,skill_6,22.0
student_41,skill_112,98.0
student_41,skill_123,100.0
student_41,skill_15,41.0
student_41,skill_74,53.0
student_41,skill_101,66.0
student_41,skill_10,67.0
student_41,skill_93,82.0
student_41,skill_102,14.0
student_41,skill_130,28.0
student_41,skill_148,13.0
student_41,skill_109,57.0
student_41,skill_31,47.0
student_41,skill_26,30.0
student_41,skill_37,49.0
student_41,skill_67,66.0
student_41,skill_28,29.0
student_41,skill_43,98.0
student_41,skill_142,87.0
student_41,skill_105,59.0
student_41,skill_86,
student_41,skill_36,37.0
student_41,skill_62,28.0
student_41,skill_144,43.0
student_41,skill_61,75.0
student_41,skill_136,76.0
student_41,skill_33,89.0
student_42,skill_39,93.0
student_42,skill_128,73.0
student_42,skill_80,91.0
student_42,skill_133,77.0
student_42,skill_95,35.0
student_42,skill_96,14.0
student_42,skill_124,22.0
student_42,skill_43,74.0
student_42,skill_134,80.0
student_42,skill_123,78.0
student_42,skill_44,17.0
student_42,skill_97,76.0
student_42,skill_3,42.0
student_42,skill_16,33.0
student_42,skill_87,93.0
student_42,skill_57,39.0
student_42,skill_79,68.0
student_42,skill_52,87.0
student_42,skill_38,45.0
student_42,skill_71,34.0
student_42,skill_30,18.0
student_43,skill_133,91.0
student_43,skill_77,71.0
student_43,skill_15,20.0
student_43,skill_53,22.0
student_43,skill_58,37.0
student_43,skill_62,48.0
student_43,skill_149,84.0
student_43,skill_148,24.0
student_43,skill_122,66.0
student_43,skill_118,34.0
student_43,skill_25,91.0
student_43,skill_137,68.0
student_43,skill_13,42.0
student_43,skill_81,86.0
student_44,skill_45,66.0
student_44,skill_84,97.0
student_44,skill_129,33.0
student_44,skill_123,23.0
student_44,skill_131,37.0
student_44,skill_72,49.0
student_44,skill_76,77.0
student_44,skill_67,97.0
student_44,skill_136,88.0
student_44,skill_63,96.0
student_44,skill_87,30.0
student_44,skill_70,60.0
student_44,skill_128,30.0
student_44,skill_79,30.0
student_44,skill_112,76.0
student_44,skill_28,93.0
student_44,skill_46,63.0
student_44,skill_124,44.0
student_44,skill_1,43.0
student_44,skill_81,48.0
student_44,skill_120,49.0
student_44,skill_126,55.0
student_44,skill_41,50.0
student_44,skill_22,64.0
student_44,skill_8,
student_44,skill_97,61.0
student_44,skill_55,62.0
student_44,skill_86,27.0
student_44,skill_38,
student_44,skill_12,100.0
student_45,skill_75,51.0
student_45,skill_95,85.0
student_45,skill_6,15.0
student_45,skill_82,59.0
student_45,skill_109,100.0
student_45,skill_97,45.0
student_45,skill_83,85.0
student_45,skill_142,22.0
student_45,skill_143,53.0
student_45,skill_51,57.0
student_45,skill_55,46.0
student_45,skill_128,27.0
student_45,skill_112,19.0
student_45,skill_70,62.0
student_45,skill_27,29.0
student_45,skill_19,83.0
student_45,skill_62,21.0
student_45,skill_41,51.0
student_46,skill_142,42.0
student_46,skill_135,12.0
student_46,skill_74,92.0
student_46,skill_5,60.0
student_46,skill_35,16.0
student_46,skill_17,17.0
student_46,skill_80,75.0
student_46,skill_92,82.0
student_46,skill_114,14.0
student_46,skill_54,51.0
student_46,skill_47,72.0
student_46,skill_82,52.0
student_46,skill_119,19.0
student_46,skill_58,81.0
student_46,skill_117,78.0
student_46,skill_85,75.0
student_46,skill_50,21.0
student_46,skill_66,69.0
student_47,skill_18,89.0
student_47,skill_110,
student_47,skill_70,51.0
student_47,skill_119,43.0
student_47,skill_115,84.0
student_47,skill_38,51.0
student_47,skill_84,93.0
student_47,skill_46,83.0
student_47,skill_147,83.0
student_47,skill_86,28.0
student_47,skill_116,33.0
student_47,skill_135,78.0
student_47,skill_5,15.0
student_47,skill_102,79.0
student_47,skill_75,18.0
student_47,skill_1,50.0
student_48,skill_51,16.0
student_48,skill_77,61.0
student_48,skill_41,58.0
student_48,skill_108,25.0
student_48,skill_69,32.0
student_48,skill_59,84.0
student_48,skill_55,25.0
student_48,skill_90,36.0
student_48,skill_6,72.0
student_48,skill_35,55.0
student_48,skill_112,50.0
student_48,skill_31,36.0
student_48,skill_96,74.0
student_48,skill_113,42.0
student_48,skill_53,
student_48,skill_97,58.0
student_49,skill_25,98.0
student_49,skill_90,14.0
student_49,skill_92,36.0
student_49,skill_79,94.0
student_49,skill_16,89.0
student_49,skill_111,30.0
student_49,skill_76,32.0
student_49,skill_58,29.0
student_49,skill_21,95.0
student_49,skill_99,24.0
student_49,skill_120,13.0
student_49,skill_4,49.0
student_49,skill_70,57.0
student_49,skill_82,43.0
student_49,skill_11,13.0
student_49,skill_36,
student_49,skill_63,
student_49,skill_45,28.0
student_49,skill_2,15.0
student_49,skill_32,86.0
student_49,skill_39,31.0
student_49,skill_35,11.0
student_50,skill_23,56.0
student_50,skill_107,95.0
student_50,skill_16,71.0
student_50,skill_28,83.0
student_50,skill_121,38.0
student_50,skill_118,28.0
student_50,skill_106,20.0
student_50,skill_137,61.0
student_50,skill_112,88.0
student_50,skill_34,38.0
student_50,skill_0,94.0
student_50,skill_79,100.0
student_50,skill_120,95.0
student_50,skill_65,76.0
student_50,skill_32,44.0
student_50,skill_82,26.0
student_50,skill_138,57.0
student_51,skill_8,75.0
student_51,skill_98,53.0
student_51,skill_12,33.0
student_51,skill_50,72.0
student_51,skill_46,68.0
student_51,skill_3,95.0
student_51,skill_36,76.0
student_51,skill_149,56.0
student_51,skill_60,13.0
student_51,skill_41,26.0
student_51,skill_101,68.0
student_51,skill_82,25.0
student_51,skill_2,47.0
student_51,skill_123,54.0
student_51,skill_136,65.0
student_51,skill_88,20.0
student_51,skill_48,74.0
student_51,skill_103,75.0
student_51,skill_115,97.0
student_51,skill_54,12.0
student_51,skill_116,55.0
student_51,skill_67,29.0
student_51,skill_112,77.0
student_51,skill_15,78.0
student_51,skill_95,39.0
student_51,skill_35,77.0
student_51,skill_83,30.0
student_51,skill_148,31.0
student_52,skill_57,30.0
student_52,skill_38,41.0
student_52,skill_138,30.0
student_52,skill_108,60.0
student_52,skill_51,41.0
student_52,skill_71,19.0
student_52,skill_12,45.0
student_52,skill_102,61.0
student_52,skill_75,84.0
student_52,skill_99,29.0
student_52,skill_133,28.0
student_52,skill_107,
student_52,skill_121,25.0
student_52,skill_119,77.0
student_52,skill_82,90.0
student_52,skill_34,39.0
student_52,skill_76,48.0
student_52,skill_0,79.0
student_52,skill_19,68.0
student_52,skill_64,53.0
student_52,skill_79,15.0
student_52,skill_53,42.0
student_52,skill_17,69.0
student_52,skill_7,31.0
student_52,skill_96,98.0
student_52,skill_52,72.0
student_52,skill_127,38.0
student_52,skill_18,21.0
student_52,skill_61,87.0
student_53,skill_61,23.0
student_53,skill_126,100.0
student_53,skill_110,87.0
student_53,skill_107,58.0
student_53,skill_14,95.0
student_53,skill_26,87.0
student_53,skill_71,92.0
student_53,skill_70,83.0
student_53,skill_64,40.0
student_53,skill_130,96.0
student_53,skill_84,87.0
student_53,skill_91,60.0
student_53,skill_21,15.0
student_53,skill_3,66.0
student_53,skill_25,83.0
