candidate_id,protected_group,experience_years,skills,true_quality
C00054,B,0,"underwriting,java,communication,excel,aws,ml",0.26861079881594907
C00055,B,5,"leadership,python,aws,risk_modeling,communication,audit",0.722079749015222
C00056,A,12,"sql,ml",0.17981611639724854
C00057,B,7,"python,compliance,excel,audit,java",0.46447448569035993
C00058,A,3,"aws,audit,java,risk_modeling,underwriting",0.5341274631021703
C00059,A,8,"aws,compliance,excel",0.4378427817855947
C00060,B,2,"excel,python,leadership,underwriting",0.4386839338468922
C00061,A,0,"underwriting,ml,aws,java,python",0.8310876019209011
C00062,B,9,"compliance,java,communication",0.7887242994407021
C00063,B,7,"excel,aws",0.446551017454787
C00064,B,11,"risk_modeling,java,python",0.5254780280249722
C00065,B,5,"excel,python,communication",0.3201392892606681
C00066,B,12,"python,risk_modeling,excel",0.7468988814811047
C00067,A,6,"communication,excel,leadership",0.5150463589261143
C00068,A,11,"java,compliance",0.2560360352389814
C00069,A,1,"audit,leadership,compliance,sql,underwriting,communication",0.5281410465258105
C00070,A,1,"java,risk_modeling",0.5890161990483286
C00071,A,11,"compliance,aws,python,communication,leadership",0.7833653751715095
C00072,B,12,"java,underwriting,ml,sql,audit",0.6067961369761805
C00073,A,14,"underwriting,aws,ml,compliance,communication",0.5729191906984513
C00074,A,4,"compliance,audit,ml,excel,risk_modeling,communication",0.8975276424881151
C00075,A,0,"risk_modeling,compliance",0.5011855080979193
C00076,A,14,"sql,audit,excel",0.7695211296876283
C00077,B,9,"communication,python",0.49288286419227345
C00078,B,3,"leadership,audit,python,underwriting",0.6541837372944499
C00079,B,11,"excel,aws,compliance,audit,leadership",0.34798678136726235
C00080,B,13,"risk_modeling,underwriting,aws,audit,compliance,leadership",0.546827841770646
C00081,A,4,"aws,underwriting,python",0.3225106369033103
C00082,B,11,"java,communication,sql",0.5011048020634958
C00083,A,11,"python,leadership,audit,compliance,ml,sql",0.8350846072415927
C00084,A,7,"python,underwriting,audit,java,leadership",0.4597813399253344
C00085,A,9,"python,sql,compliance,ml,audit",0.7192861025853351
C00086,B,4,"underwriting,ml,aws,communication",0.8131077327702673
C00087,A,13,"python,underwriting,sql,ml",0.6250360835514026
C00088,A,14,"excel,java,ml",0.8188780789101304
C00089,A,14,"communication,risk_modeling,java,compliance,audit",0.7355954724649616
C00090,A,11,"sql,risk_modeling,ml",0.6309586475050359
C00091,B,0,"excel,sql,python,leadership,risk_modeling,compliance",0.6350568060770473
C00092,A,5,"python,leadership",0.8811888561985337
C00093,A,6,"excel,ml,aws,underwriting",0.44529159574846056
C00094,A,14,"java,leadership,communication",0.4673438379683066
C00095,B,8,"leadership,python,java,ml,compliance",0.39677538178203825
C00096,A,8,"leadership,python,underwriting,ml,communication",0.7589970345525798
C00097,A,2,"risk_modeling,leadership,aws,python,underwriting,excel",0.7232861721631035
C00098,A,11,"python,communication,excel,compliance,audit",0.5133333519998917
C00099,B,5,"python,ml,audit",0.16551756110091753
C00100,B,1,"compliance,ml,communication",0.3885437868138446
C00101,B,14,"python,leadership,compliance,underwriting,communication,excel",0.7386137520052594
C00102,A,2,"java,leadership,ml,compliance",0.50798983498309
C00103,B,0,"audit,excel",0.532462594415966
C00104,B,1,"java,audit,compliance,ml,python,communication",0.4157980047103924
C00105,B,6,"compliance,leadership,java,excel,ml",0.7425360424477576
C00106,A,1,"ml,aws",0.5717745243158345
C00107,A,12,"aws,leadership,underwriting,sql,compliance",0.7255634250254843
C00108,A,7,"python,aws,risk_modeling,java,sql",0.5986318229448027
C00109,B,4,"ml,sql,aws,java,python",0.6343862694499519
C00110,A,0,"sql,excel,communication,compliance,leadership,python",0.582542903872573
C00111,A,7,"excel,communication,underwriting,sql",0.40294656693555925
C00112,A,2,"risk_modeling,java,communication,sql",0.5871513571675231
C00113,B,14,"sql,underwriting,java,excel,compliance",0.7824714709503736
C00114,A,4,"python,java",0.7479254639150719
C00115,B,7,"aws,java",0.6448992866910683
C00116,B,0,"risk_modeling,leadership,compliance,audit,sql,underwriting",0.3262549066283235
C00117,B,1,"leadership,python,risk_modeling",0.3639628806766795
C00118,A,3,"leadership,compliance,audit,communication",0.45167334537447246
C00119,B,0,"sql,compliance,ml",0.5341035034645745
C00120,B,10,"python,leadership,compliance",0.5779975017646333
C00121,B,14,"sql,leadership,excel,audit",0.43772822818643553
C00122,A,14,"underwriting,aws,leadership,excel,audit,python",0.4366503938232908
C00123,A,3,"excel,java,communication,ml",0.152266080516797
C00124,A,11,"communication,excel",0.04849451370375814
C00125,A,7,"ml,excel,sql",0.5462792718681135
C00126,A,0,"ml,risk_modeling",0.917641467525714
C00127,A,1,"java,aws,audit,compliance,leadership,sql",0.8334203142824568
C00128,A,8,"excel,audit,risk_modeling",0.4039183458178652
C00129,B,6,"communication,python,risk_modeling",0.5869825935303099
C00130,A,0,"sql,ml",0.23637568819097016
C00131,B,13,"ml,compliance,sql,communication",0.39382028444553824
C00132,B,10,"python,aws,communication,excel,compliance,risk_modeling",0.3844549324265316
C00133,A,7,"compliance,risk_modeling,communication,aws",0.5294102368004701
C00134,B,14,"risk_modeling,sql,ml,leadership,communication",0.6071572701618443
C00135,A,14,"aws,java",0.6854863547452346
C00136,B,14,"audit,risk_modeling",0.7593789501467709
C00137,A,3,"underwriting,audit,communication,aws,sql",0.4693614337888715
C00138,B,13,"ml,audit",0.636516354719273
C00139,A,7,"underwriting,audit,excel,python",0.37311374879576237
C00140,A,10,"audit,python,ml",0.3579905356337074
C00141,A,12,"aws,java",0.35018497771130425
C00142,B,2,"underwriting,compliance,aws,excel",0.636864604203081
C00143,B,6,"communication,risk_modeling,ml,compliance,audit,aws",0.4991765873441162
C00144,A,1,"underwriting,risk_modeling",0.1731983526916075
C00145,A,4,"excel,leadership,python,audit,communication,aws",0.5286439885169503
C00146,A,6,"risk_modeling,python,sql,leadership",0.335212160278505
C00147,A,12,"java,ml,python,excel,risk_modeling",0.9188681874151349
C00148,A,12,"aws,communication",0.5158120901143712
C00149,A,5,"sql,java,communication,leadership,python,compliance",0.6726710774474418
C00150,B,4,"underwriting,java",0.7360133449292977
C00151,B,7,"communication,aws,leadership,excel,ml,audit",0.3981128785397326
C00152,A,13,"sql,ml,java,leadership,excel",0.6436884811598474
C00153,B,14,"sql,excel,compliance",0.7396242222498663
C00154,A,3,"ml,underwriting",0.5507983110338193
C00155,B,2,"audit,risk_modeling,python,aws,leadership",0.5849981366757673
C00156,A,10,"underwriting,excel",0.3606667091593524
C00157,B,4,"leadership,java,risk_modeling,aws,ml",0.6397265195486144
C00158,B,2,"java,audit,sql,compliance,python",0.4324904450489124
C00159,B,0,"ml,sql,java",0.5629012201911453
C00160,A,6,"sql,python,java",0.7255979921992637
C00161,B,5,"audit,java,sql",0.6703855313532893
C00162,A,8,"ml,excel,aws",0.6427695505881053
C00163,A,3,"communication,aws",0.6455830933132131
C00164,B,10,"python,excel,communication",0.7239139896999813
C00165,A,10,"audit,java,risk_modeling,leadership,python",0.8691902090491067
C00166,B,6,"aws,java,communication",0.5538708740967012
C00167,B,2,"excel,ml,underwriting,compliance,communication",0.54951225881963
C00168,A,7,"ml,leadership,underwriting,communication,python,sql",0.7377720256157001
C00169,B,10,"compliance,python,risk_modeling,java,ml",0.5117302302425677
C00170,A,5,"risk_modeling,excel,underwriting,compliance",0.3096518549179626
C00171,A,3,"communication,python,underwriting",0.6187814314248987
C00172,A,7,"java,communication,aws,compliance,audit,ml",0.53291573676913
C00173,B,5,"aws,leadership,python",0.3326450658878138
C00174,A,6,"excel,leadership,python,ml",0.6500975472883708
C00175,A,5,"compliance,python,underwriting,java",0.8076039427052647
C00176,A,4,"compliance,underwriting,excel,java,sql",0.24664634166796454
C00177,B,10,"risk_modeling,leadership,java,audit",0.7840184991389666
C00178,B,6,"excel,compliance,risk_modeling,aws,communication",0.10332784716577731
C00179,B,6,"ml,underwriting,sql,communication,python,audit",0.4879484065673275
C00180,B,9,"underwriting,communication,aws",0.9212928642036643
C00181,B,5,"java,leadership,excel,audit,underwriting,sql",0.49090167126768397
C00182,A,1,"aws,audit",0.5261889112477786
C00183,A,12,"sql,java,compliance,audit,aws,communication",0.7573159161392399
C00184,B,0,"excel,communication",0.1910347674690826
C00185,B,8,"sql,underwriting,java,aws,compliance,excel",0.5929770641511559
C00186,A,3,"ml,underwriting,python",0.5415583529530356
C00187,A,3,"leadership,compliance,underwriting,excel,java,sql",0.8652177751847732
C00188,B,0,"python,java",0.27756665042039186
C00189,A,13,"communication,ml,excel,compliance",0.5613229230389781
C00190,B,6,"aws,audit,communication,excel,ml,java",0.3928959576517492
C00191,A,5,"aws,sql",0.3638058753355517
C00192,A,11,"underwriting,aws,java",0.8129324908716241
C00193,B,0,"sql,audit",0.5047972703601472
C00194,A,8,"java,sql,risk_modeling",0.4799979046432263
C00195,A,7,"java,communication,underwriting",0.47678773779434364
C00196,B,8,"sql,risk_modeling,communication,java,aws",0.47861912614982877
C00197,B,1,"aws,compliance,risk_modeling",0.4247154280666151
C00198,A,14,"java,risk_modeling",0.41239983802793245
C00199,A,3,"ml,python",0.48342868233826397
C00200,B,10,"sql,communication,ml,audit,python,leadership",0.535342795502614
C00201,B,11,"leadership,java,underwriting,compliance,communication,python",0.4735965928473983
C00202,A,5,"ml,python,risk_modeling",0.5779083261348955
C00203,A,1,"java,communication",0.5531801064212685
C00204,A,4,"audit,compliance",0.43980350142749264
C00205,A,12,"risk_modeling,aws,java,communication,excel,underwriting",0.5940558528620741
C00206,A,13,"compliance,risk_modeling,excel,communication,sql",1.0
C00207,B,14,"ml,java,aws,compliance,audit",1.0
C00208,A,3,"underwriting,risk_modeling,compliance",0.34026376577664763
C00209,A,9,"java,risk_modeling,compliance,python,sql",0.42539943801405944
C00210,B,2,"aws,excel",0.32930741014144066
C00211,B,10,"aws,communication,python,risk_modeling,excel",0.7902697091950031
C00212,A,6,"risk_modeling,python,sql,communication",0.48826472607637506
C00213,B,10,"communication,compliance,risk_modeling",0.6431413638473339
C00214,B,10,"risk_modeling,aws,leadership,python,compliance",0.959454119990559
C00215,B,14,"leadership,risk_modeling,java,sql,underwriting",0.6381163370241167
C00216,A,7,"communication,ml,underwriting,excel",0.6971247699163177
C00217,A,5,"excel,aws",0.6436757348740708
C00218,B,7,"sql,risk_modeling",0.4641208766947291
C00219,A,2,"sql,java,python,communication,aws,excel",0.7106491117135346
C00220,A,1,"excel,leadership,python",0.35705385436196657
C00221,A,7,"java,leadership,ml",0.8111783615599517
C00222,B,12,"communication,excel,python,aws,sql",0.5142588262623584
C00223,B,7,"leadership,underwriting,excel",0.483965810303503
C00224,A,11,"java,ml,leadership",0.41407219174717746
C00225,B,2,"aws,excel,leadership,underwriting,communication",0.3536333060530036
C00226,A,6,"risk_modeling,sql,java,aws",0.48318242198086364
C00227,B,9,"leadership,ml,compliance,excel,java",0.1523572595760899
C00228,B,5,"python,aws",0.5080001785883926
C00229,A,0,"python,audit,underwriting,java",0.408564637296527
C00230,A,1,"java,compliance,python,risk_modeling",0.6522019977501298
C00231,A,13,"excel,ml,audit,underwriting,communication",0.7061365329042286
C00232,B,9,"audit,ml",0.46262526240212654
C00233,B,3,"risk_modeling,compliance",0.4474608633033368
C00234,B,3,"communication,sql,excel,aws,underwriting",0.48776875306623846
C00235,B,0,"risk_modeling,communication,underwriting,excel,compliance",0.7674721798056527
C00236,A,14,"aws,ml,underwriting,risk_modeling,leadership,compliance",0.49198515751784044
C00237,B,1,"python,communication,risk_modeling",0.3804430803088823
C00238,A,11,"compliance,leadership,java,communication,aws,python",0.40685485270891286
C00239,A,3,"communication,excel,compliance",0.2632328937014867
C00240,B,5,"leadership,compliance,java,python,risk_modeling",0.6052606522525891
C00241,B,4,"communication,audit",0.5765225995931779
C00242,A,12,"leadership,ml,audit,java,aws,risk_modeling",0.8508971335103633
C00243,A,0,"risk_modeling,java,audit",0.6874536213908473
C00244,B,5,"ml,compliance,underwriting,leadership,aws,risk_modeling",0.9814810086157255
C00245,B,4,"ml,compliance,leadership",0.5267029018426027
C00246,B,4,"compliance,aws,java,python,communication",0.4931046785166827
C00247,A,2,"underwriting,sql,communication,python",0.28595925787599535
C00248,A,13,"communication,aws",0.7553840701457386
C00249,A,5,"python,java",0.571336163460341
C00250,B,6,"sql,communication,aws,underwriting,java",0.677227934901923
C00251,B,5,"excel,java",0.34495764053708805
C00252,A,14,"risk_modeling,compliance,python",0.703288754024806
C00253,A,5,"python,leadership,ml,sql",0.5869359312317095
C00254,A,5,"audit,python,leadership",0.5750263071808637
C00255,B,4,"communication,sql",0.4170121365257057
C00256,B,4,"underwriting,compliance,excel,audit,ml",0.7540784367396117
C00257,A,1,"ml,excel,risk_modeling,underwriting,communication",0.879055364216042
C00258,A,9,"aws,java,excel,audit,communication",0.3901380752664292
C00259,B,0,"audit,risk_modeling,communication,leadership,aws,sql",0.6296799163267325
C00260,A,3,"ml,aws",0.011986972758729925
C00261,B,3,"ml,risk_modeling,communication,compliance",0.6503497909068425
C00262,A,4,"compliance,sql,audit",0.20337216902248414
C00263,A,11,"ml,excel,risk_modeling,audit,compliance,communication",0.5155058773781336
C00264,B,8,"excel,underwriting,communication,leadership",0.34365556088423493
C00265,A,14,"communication,aws",0.6011899309091087
C00266,A,5,"underwriting,audit,communication,ml,aws",0.7009828657062092
C00267,A,13,"underwriting,sql",0.2956836125291359
C00268,A,0,"underwriting,leadership,java",0.435293655887185
C00269,A,7,"excel,leadership,audit,python,communication",0.4775936216131098
C00270,A,11,"risk_modeling,ml,python,audit",0.8945887630969374
C00271,A,7,"risk_modeling,compliance,leadership,sql,aws",0.6477169814130512
C00272,A,13,"sql,risk_modeling,compliance,aws",0.41810091961078394
C00273,B,4,"java,risk_modeling,leadership,ml,sql,communication",0.45516701177452806
C00274,B,0,"risk_modeling,communication,excel,underwriting",0.7800987629093956
C00275,A,11,"risk_modeling,compliance",0.7385857570193244
C00276,A,1,"communication,aws",0.3447179767670241
C00277,A,11,"underwriting,sql,aws,risk_modeling,compliance",0.561927303091044
C00278,B,11,"ml,java",0.5676803532865334
C00279,B,12,"python,aws,excel",0.523163253111955
C00280,A,7,"ml,leadership",0.26216181186209586
C00281,A,13,"compliance,aws,python",0.5080280912298056
C00282,A,2,"leadership,compliance,aws,ml",0.7700558750557673
C00283,A,6,"aws,compliance",0.49139399232898845
C00284,B,1,"underwriting,leadership,aws,excel",0.4914143465170346
C00285,A,11,"compliance,python,excel,leadership,java,risk_modeling",0.6352946164336433
C00286,A,10,"python,communication",0.9992654510481825
C00287,A,12,"audit,excel",0.621597458855053
C00288,A,11,"audit,risk_modeling,python",0.806910163645032
C00289,A,4,"java,python,audit,excel,ml,leadership",0.4323275690307846
C00290,B,1,"ml,leadership,audit,compliance",0.46330813310955155
C00291,A,13,"excel,underwriting,risk_modeling,compliance,java",0.6322594901598513
C00292,B,7,"compliance,excel",0.4306560704671108
C00293,A,1,"risk_modeling,sql,ml,aws,excel",0.4733307994914676
C00294,B,13,"excel,leadership",0.7898491684463885
C00295,B,14,"sql,python,aws,java,excel",0.49593437900346105
C00296,B,6,"communication,java",0.560016025573455
C00297,B,11,"java,audit,underwriting,excel,sql,compliance",0.7375720392980678
C00298,B,0,"leadership,risk_modeling,excel",0.35159611121370604
C00299,B,1,"aws,compliance",0.707174482670692
C00300,B,4,"underwriting,aws,python",0.5531190263480381
C00301,A,9,"compliance,audit",0.5602779385989278
C00302,A,2,"underwriting,compliance",0.1585333949559614
C00303,A,0,"excel,aws,risk_modeling,ml",0.43274976043757474
C00304,B,10,"aws,audit,underwriting",0.6668866349061545
C00305,A,11,"underwriting,excel,leadership",0.9241621033844442
C00306,A,11,"java,risk_modeling,underwriting,audit,leadership,compliance",0.7122200477400903
C00307,B,11,"leadership,risk_modeling",0.8127189217201027
C00308,A,12,"underwriting,risk_modeling,leadership",0.40236117674805105
C00309,A,9,"risk_modeling,compliance",0.5671719507824682
C00310,A,7,"python,java,sql,audit",0.7897343596191955
C00311,A,12,"leadership,compliance,python",0.46020796092801386
C00312,A,5,"audit,excel",0.7237400732151585
C00313,A,1,"audit,underwriting",0.64199721562806
C00314,A,11,"compliance,excel,underwriting,sql,risk_modeling,aws",0.6594502567209676
C00315,A,4,"communication,java",0.4808335274755245
C00316,A,14,"communication,compliance,sql,excel,underwriting",0.4624668721769617
C00317,B,6,"java,excel,aws,leadership,communication,compliance",0.8795682729385965
C00318,A,12,"java,leadership,excel,python",0.7337352531903255
C00319,B,0,"python,leadership,communication",0.5613109024415808
C00320,B,9,"sql,risk_modeling,underwriting,audit,communication",0.5156870453235948
C00321,A,6,"python,risk_modeling,ml,communication,java,aws",0.5668168933261959
C00322,A,6,"audit,java",0.5896491085946058
C00323,A,3,"java,risk_modeling,communication,ml,audit,aws",0.6019776232520431
C00324,B,14,"underwriting,python,aws,excel,audit,compliance",0.7721812519249481
C00325,B,5,"python,ml",0.4091551253460835
C00326,B,12,"python,java",0.35601254621233924
C00327,A,6,"ml,leadership,java,compliance,audit",0.5751705532292295
C00328,B,0,"python,underwriting",0.1855008792815429
C00329,A,13,"sql,java,audit,risk_modeling,excel",0.5717410209011452
C00330,B,2,"underwriting,aws",0.42834583057988274
C00331,A,4,"excel,leadership,underwriting,compliance,audit",0.6285146745963005
C00332,B,12,"leadership,compliance,audit",0.9768674663875355
C00333,B,13,"ml,java",0.27997368769735903
C00334,A,13,"underwriting,risk_modeling",1.0
C00335,B,6,"communication,compliance",0.5180464713585753
C00336,A,11,"sql,risk_modeling,java,aws",0.6726055627910644
C00337,B,4,"python,ml",0.285330211627731
C00338,A,11,"compliance,sql,leadership,aws,python,underwriting",0.7894368826407377
C00339,B,7,"java,audit,sql,risk_modeling,communication",0.5774650565433104
C00340,A,0,"aws,communication,python",0.48893586598610833
C00341,B,6,"compliance,communication,excel,sql,ml,leadership",0.21127067931746835
C00342,B,7,"java,underwriting,excel,audit,risk_modeling",0.5832834264925368
C00343,B,3,"ml,aws,python,excel,risk_modeling",0.6822490982869833
C00344,B,5,"leadership,risk_modeling",0.5074698456130261
C00345,B,7,"excel,audit,risk_modeling,ml,aws",0.7813558822159472
C00346,B,0,"ml,risk_modeling,compliance,communication",0.7039211309404452
C00347,A,2,"java,leadership,excel,sql,aws,python",0.4046028311066474
C00348,B,11,"risk_modeling,communication,audit,java",0.8971204945835306
C00349,A,5,"aws,underwriting,communication,java,sql",0.5581530935785148
C00350,B,9,"leadership,risk_modeling,compliance",0.5989541451418094
C00351,A,8,"excel,compliance",0.5978166200684916
C00352,B,8,"underwriting,risk_modeling",0.5924768351694026
C00353,B,6,"leadership,underwriting,compliance,audit,aws,communication",0.08657599580146852
C00354,A,7,"audit,sql,compliance,python,leadership",0.5366088483258502
C00355,A,12,"java,leadership,ml",0.3744896351007582
C00356,B,14,"risk_modeling,python,sql,leadership,audit",0.9327404263988218
C00357,B,3,"communication,audit",0.815494938509816
C00358,A,10,"risk_modeling,leadership",0.7533488998420058
C00359,B,14,"aws,excel,compliance,communication",0.5970758612790001
C00360,B,0,"python,compliance,ml,aws,sql",0.31855731141133425
C00361,A,11,"compliance,java,underwriting,communication,excel,sql",0.49163541977039116
C00362,A,7,"python,audit,leadership,sql,excel",0.9196755431566859
C00363,A,14,"compliance,python,audit",0.5154044704264071
C00364,B,8,"underwriting,leadership,audit,ml,compliance,sql",0.15599283621050858
C00365,A,12,"java,python,risk_modeling,leadership",0.8054297915273708
C00366,B,2,"underwriting,sql,communication,python,risk_modeling,compliance",0.7900905604512208
C00367,B,2,"audit,java",0.818658823689974
C00368,A,13,"audit,python",0.8169026407648791
C00369,B,7,"sql,excel",0.7862735419022606
C00370,B,8,"leadership,java,excel,underwriting,python,aws",0.5895281333296375
C00371,A,2,"compliance,leadership",0.14626678777150062
C00372,A,3,"audit,leadership,aws,java,excel,python",0.5350185874700025
C00373,A,12,"ml,compliance,excel,underwriting,communication",0.7318830990354951
C00374,A,4,"java,excel",0.5156513898180749
C00375,A,8,"aws,underwriting,audit,ml,communication,python",0.5474494986268693
C00376,B,4,"java,underwriting",0.366458752976702
C00377,A,3,"underwriting,audit",0.3496870262110353
C00378,A,2,"communication,java,risk_modeling,underwriting",0.8508667326578926
C00379,B,13,"aws,leadership,risk_modeling",0.9673823465784256
C00380,B,14,"ml,compliance,underwriting",0.6395235163757014
C00381,B,1,"compliance,python",0.5606742489167269
C00382,B,5,"aws,ml,audit,compliance,sql",0.3734455497333366
C00383,A,8,"underwriting,aws",0.6956634729891017
C00384,A,5,"compliance,java,underwriting",0.866736850890556
C00385,B,10,"underwriting,leadership,audit,ml",0.3247384596099552
C00386,B,3,"compliance,audit,communication,aws",0.6134989939464309
C00387,B,0,"risk_modeling,sql,excel,aws,ml",0.5970240036761072
C00388,A,5,"audit,ml,leadership",0.6449691726800664
C00389,B,8,"java,communication,leadership,ml,risk_modeling",0.8757071802127244
C00390,B,2,"leadership,ml,aws,underwriting,risk_modeling",0.8864832781908074
C00391,A,12,"excel,underwriting,sql",0.5779729379829208
C00392,B,0,"python,leadership,underwriting",0.6211712609881443
C00393,B,1,"java,sql,risk_modeling,python",0.5251620670306907
C00394,A,7,"excel,ml,communication,audit",0.4562192472708548
C00395,A,7,"audit,java",0.6187465482385825
C00396,B,4,"aws,compliance,risk_modeling,ml",0.6608699151300447
C00397,A,3,"leadership,java",0.5690471633750575
C00398,A,1,"underwriting,ml,python,java",0.3513873822924989
C00399,A,9,"communication,compliance,underwriting,java,leadership,python",0.506559084825978
C00400,A,5,"excel,compliance,leadership,audit",0.4679366643685617
C00401,B,1,"aws,ml,compliance,excel,communication",0.3583600881124732
C00402,B,5,"risk_modeling,java,audit",0.6064371246890204
C00403,A,14,"excel,java,compliance,audit,underwriting,communication",0.7152601773327539
C00404,B,3,"underwriting,leadership,communication,risk_modeling,java,compliance",0.7063131681596954
C00405,B,13,"communication,excel,sql,aws,compliance,audit",0.4756279773310864
C00406,A,3,"underwriting,communication,compliance,aws,risk_modeling",0.4260538364788172
C00407,B,2,"communication,ml,risk_modeling,audit,underwriting",0.7998225013476228
C00408,A,3,"ml,aws,compliance,sql",0.5003907444668744
C00409,B,4,"risk_modeling,python,underwriting,sql,leadership,compliance",0.5454235852652941
C00410,B,1,"aws,audit,leadership,compliance,python,risk_modeling",0.47848133014878313
C00411,B,8,"sql,ml,aws,excel",0.7839455473698959
C00412,A,5,"excel,audit",0.7609255625287052
C00413,B,10,"aws,ml",0.8003774581059926
C00414,A,7,"excel,risk_modeling,underwriting",0.5747821700443587
C00415,A,6,"aws,compliance",0.40296152405197966
C00416,A,7,"java,sql,excel",0.9165383539966658
C00417,B,2,"ml,excel",0.6741356158519931
C00418,A,10,"underwriting,communication,aws,python,compliance,risk_modeling",0.5178013833493699
C00419,B,1,"audit,risk_modeling",0.766287392449994
C00420,B,10,"python,audit,excel,leadership,ml",0.5035903952533629
C00421,A,14,"sql,compliance,risk_modeling",0.8939266125739581
C00422,A,11,"java,compliance",0.8760912260892084
C00423,A,6,"sql,excel,audit,compliance,underwriting",0.39413310109740995
C00424,B,4,"compliance,python,excel,leadership,risk_modeling,ml",0.644716494543773
C00425,B,13,"communication,audit,underwriting,sql,python",0.7707943267130392
C00426,A,3,"aws,compliance,risk_modeling,leadership,python,audit",1.0
C00427,B,7,"ml,excel,compliance,aws",0.4363857988259057
C00428,A,11,"underwriting,python,audit,risk_modeling,java",0.8678577898588892
C00429,B,13,"risk_modeling,compliance",0.6331222832460398
C00430,B,13,"leadership,java,excel,audit,risk_modeling,python",0.40655444695549753
C00431,B,1,"compliance,leadership,audit,python,sql",0.4884023094298283
C00432,B,13,"excel,java,underwriting",0.6304436569979472
C00433,B,1,"aws,audit,communication",0.319399765239248
C00434,A,8,"ml,communication,underwriting,compliance,python",0.6361912513932753
C00435,A,13,"excel,communication",0.8024056659897447
C00436,A,9,"communication,ml,python,risk_modeling,audit,sql",0.6328761177311623
C00437,A,14,"compliance,audit,sql",0.5424680639116222
C00438,B,5,"underwriting,risk_modeling",0.5232750276867462
C00439,B,4,"aws,communication,sql",0.5391821957771789
C00440,B,4,"risk_modeling,python,java,audit,aws,leadership",0.5791178929465888
C00441,A,5,"python,leadership,sql",0.7497695372032056
C00442,B,10,"python,java,leadership,communication",0.6489491556094961
C00443,A,6,"audit,aws,ml,risk_modeling,python,compliance",0.3075146068466521
C00444,A,11,"compliance,ml",0.5087822070420356
C00445,B,6,"sql,leadership,compliance,communication,java",0.5898837891613946
