candidate_id,job_id,protected_group,skill_overlap,experience_years,latent_match_score,clicked,shortlisted,hired,tenant
C00985,J003,B,0.0,0,0.29724768053027695,0,0,0,AcmeFinServ_Pilot
C01671,J004,B,0.25,9,0.5382497873371591,1,0,0,AcmeFinServ_Pilot
C01180,J035,B,0.3333333333333333,12,0.6083044775165426,0,0,0,AcmeFinServ_Pilot
C01087,J002,B,0.3333333333333333,3,0.3658013517594637,0,0,0,AcmeFinServ_Pilot
C00237,J028,B,0.5,1,0.44022154015444115,0,0,0,AcmeFinServ_Pilot
C01894,J028,A,1.0,8,0.7951683197301717,1,1,0,AcmeFinServ_Pilot
C00750,J008,A,0.5,0,0.45406713604486587,0,0,0,AcmeFinServ_Pilot
C01076,J009,A,0.3333333333333333,4,0.4422724254308218,1,0,0,AcmeFinServ_Pilot
C01795,J014,A,0.5,3,0.3690047327410567,0,0,0,AcmeFinServ_Pilot
C01257,J026,B,0.6666666666666666,4,0.6578563054356741,1,1,1,AcmeFinServ_Pilot
C01469,J001,A,0.5,4,0.6466207813887292,1,0,0,AcmeFinServ_Pilot
C00368,J032,A,0.25,13,0.5334513203824396,1,0,0,AcmeFinServ_Pilot
C00920,J013,A,0.0,14,0.3538960686211544,0,0,0,AcmeFinServ_Pilot
C01081,J019,B,0.25,7,0.5791865022450766,0,0,0,AcmeFinServ_Pilot
C00351,J036,A,0.0,8,0.2989083100342458,0,0,0,AcmeFinServ_Pilot
C00770,J005,A,1.0,4,0.8523240542436439,0,0,0,AcmeFinServ_Pilot
C01662,J037,B,0.25,12,0.44391086604321084,1,0,0,AcmeFinServ_Pilot
C01862,J024,B,0.5,8,0.6011418760529688,1,0,0,AcmeFinServ_Pilot
C01646,J017,A,0.0,13,0.3466463399121014,1,0,0,AcmeFinServ_Pilot
C01867,J002,A,0.3333333333333333,13,0.5083243968496377,0,0,0,AcmeFinServ_Pilot
C01997,J002,A,0.6666666666666666,14,0.6229225955299202,1,0,0,AcmeFinServ_Pilot
C00396,J032,B,0.25,4,0.45543495756502234,1,0,0,AcmeFinServ_Pilot
C01711,J016,A,0.5,14,0.48372314468963834,0,0,0,AcmeFinServ_Pilot
C01240,J030,B,0.5,5,0.3950565435992621,1,1,0,AcmeFinServ_Pilot
C01717,J033,B,0.6666666666666666,11,0.6885272012000647,1,1,0,AcmeFinServ_Pilot
C01276,J016,A,0.25,3,0.5838778410021243,0,0,0,AcmeFinServ_Pilot
C00249,J012,A,0.0,5,0.2856680817301705,0,0,0,AcmeFinServ_Pilot
C01125,J010,B,0.5,11,0.5017002752476767,1,1,1,AcmeFinServ_Pilot
C01520,J025,A,0.0,6,0.29278279261010254,0,0,0,AcmeFinServ_Pilot
C00248,J028,A,0.5,13,0.6276920350728693,1,0,0,AcmeFinServ_Pilot
C01009,J013,A,0.25,4,0.49335988020568167,0,0,0,AcmeFinServ_Pilot
C01308,J022,A,0.5,1,0.5137296559424409,1,1,0,AcmeFinServ_Pilot
C00928,J021,B,0.6666666666666666,2,0.7627919642152532,0,0,0,AcmeFinServ_Pilot
C01598,J005,B,0.0,11,0.4209305496047932,0,0,0,AcmeFinServ_Pilot
C00253,J021,A,0.0,5,0.29346796561585475,0,0,0,AcmeFinServ_Pilot
C00690,J030,A,0.0,0,0.17866353088193554,0,0,0,AcmeFinServ_Pilot
C01902,J038,B,0.0,1,0.26813988827077384,0,0,0,AcmeFinServ_Pilot
C01029,J013,A,0.5,3,0.5035982912157153,0,0,0,AcmeFinServ_Pilot
C00361,J009,A,0.6666666666666666,11,0.579151043218529,0,0,0,AcmeFinServ_Pilot
C00232,J035,B,0.3333333333333333,9,0.3979792978677299,1,0,0,AcmeFinServ_Pilot
C01186,J036,A,0.0,12,0.2665541220483475,1,0,0,AcmeFinServ_Pilot
C01861,J033,B,0.3333333333333333,8,0.5226987424929398,0,0,0,AcmeFinServ_Pilot
C00098,J013,A,0.25,11,0.38166667599994586,1,0,0,AcmeFinServ_Pilot
C00219,J011,A,0.25,2,0.4803245558567673,0,0,0,AcmeFinServ_Pilot
C00750,J024,A,0.5,0,0.45406713604486587,1,0,0,AcmeFinServ_Pilot
C00416,J010,A,0.5,7,0.7082691769983329,1,1,0,AcmeFinServ_Pilot
C00242,J030,A,0.5,12,0.6754485667551817,1,1,1,AcmeFinServ_Pilot
C00596,J015,B,0.5,13,0.4611594633531522,1,0,0,AcmeFinServ_Pilot
C01285,J013,B,1.0,8,0.8896573293193522,1,0,0,AcmeFinServ_Pilot
C01651,J032,A,0.25,11,0.5999018420459877,1,0,0,AcmeFinServ_Pilot
C00612,J014,B,0.5,11,0.4895411268589299,1,1,0,AcmeFinServ_Pilot
C01401,J005,A,0.6666666666666666,10,0.576471812769895,1,1,0,AcmeFinServ_Pilot
C01646,J031,A,0.75,13,0.7216463399121014,1,0,0,AcmeFinServ_Pilot
C00014,J012,A,0.0,4,0.25862876899852105,0,0,0,AcmeFinServ_Pilot
C01705,J026,B,0.3333333333333333,12,0.5865011087690911,0,0,0,AcmeFinServ_Pilot
C00367,J026,B,0.3333333333333333,2,0.5759960785116537,1,0,0,AcmeFinServ_Pilot
C01370,J003,A,0.5,11,0.6228402736861497,0,0,0,AcmeFinServ_Pilot
C01500,J001,B,0.5,14,0.5708973346735102,1,0,0,AcmeFinServ_Pilot
C01690,J032,B,0.25,5,0.4816306861896996,0,0,0,AcmeFinServ_Pilot
C00807,J002,A,0.6666666666666666,13,0.5452947880262872,1,0,0,AcmeFinServ_Pilot
C01319,J013,B,0.5,3,0.5023367851984122,0,0,0,AcmeFinServ_Pilot
C00052,J030,B,0.0,11,0.3321992117221995,0,0,0,AcmeFinServ_Pilot
C00893,J007,A,0.5,0,0.5068117283329372,0,0,0,AcmeFinServ_Pilot
C01927,J020,B,0.5,8,0.6369696326027632,1,0,0,AcmeFinServ_Pilot
C00317,J004,B,0.5,6,0.6897841364692983,1,1,0,AcmeFinServ_Pilot
C00302,J022,A,1.0,2,0.5792666974779807,1,1,0,AcmeFinServ_Pilot
C01400,J028,A,0.0,12,0.39688071630826566,1,0,0,AcmeFinServ_Pilot
C01020,J009,B,0.3333333333333333,13,0.4614089564247872,0,0,0,AcmeFinServ_Pilot
C00909,J011,A,0.75,9,0.5903320945896445,1,1,0,AcmeFinServ_Pilot
C00496,J021,A,0.6666666666666666,4,0.6049423922590895,1,1,1,AcmeFinServ_Pilot
C00342,J031,B,1.0,7,0.7916417132462684,1,1,1,AcmeFinServ_Pilot
C01474,J021,A,0.3333333333333333,0,0.3574325154073522,1,0,0,AcmeFinServ_Pilot
C00715,J028,A,0.0,7,0.30450973170235296,0,0,0,AcmeFinServ_Pilot
C01553,J016,A,0.5,9,0.4281411227813128,0,0,0,AcmeFinServ_Pilot
C00886,J005,A,0.3333333333333333,10,0.42133427198340734,1,1,0,AcmeFinServ_Pilot
C00794,J038,A,0.5,5,0.622058027378033,1,1,0,AcmeFinServ_Pilot
C00460,J031,B,0.25,1,0.2935330298158204,0,0,0,AcmeFinServ_Pilot
C01316,J001,B,1.0,8,0.8135307389572408,1,0,0,AcmeFinServ_Pilot
C00569,J011,A,0.5,3,0.5198474870584251,1,0,0,AcmeFinServ_Pilot
C01818,J016,A,0.5,5,0.5403109455442164,1,0,0,AcmeFinServ_Pilot
C00816,J003,B,0.5,13,0.4430388940265525,0,0,0,AcmeFinServ_Pilot
C01629,J034,A,0.25,0,0.4478590963995112,0,0,0,AcmeFinServ_Pilot
C00939,J006,A,0.0,5,0.3235876875028947,1,0,0,AcmeFinServ_Pilot
C00829,J008,A,0.5,7,0.5806851488529747,0,0,0,AcmeFinServ_Pilot
C00906,J012,A,0.0,4,0.28698085335235723,0,0,0,AcmeFinServ_Pilot
C00882,J037,B,0.25,7,0.4552379913877712,0,0,0,AcmeFinServ_Pilot
C00957,J009,A,0.3333333333333333,5,0.4104429842294286,0,0,0,AcmeFinServ_Pilot
C01773,J017,B,0.5,0,0.4815866322827046,1,0,0,AcmeFinServ_Pilot
C01406,J027,B,1.0,10,0.5610353979908873,1,0,0,AcmeFinServ_Pilot
C00068,J006,A,0.25,11,0.2530180176194907,0,0,0,AcmeFinServ_Pilot
C00116,J003,B,0.5,0,0.4131274533141618,1,1,0,AcmeFinServ_Pilot
C00045,J003,B,0.5,0,0.46627305023242904,0,0,0,AcmeFinServ_Pilot
C01381,J007,A,0.0,14,0.2203504249556839,0,0,0,AcmeFinServ_Pilot
C00411,J013,B,0.25,8,0.5169727736849479,0,0,0,AcmeFinServ_Pilot
C00770,J037,A,0.25,4,0.4773240542436438,1,0,0,AcmeFinServ_Pilot
C01655,J036,A,0.0,3,0.2671651932756862,1,0,0,AcmeFinServ_Pilot
C00263,J022,A,0.5,11,0.5077529386890668,1,0,0,AcmeFinServ_Pilot
C00306,J037,A,0.75,11,0.7311100238700452,1,1,1,AcmeFinServ_Pilot
C00158,J001,B,0.5,2,0.4662452225244562,1,0,0,AcmeFinServ_Pilot
C00570,J022,A,0.5,10,0.6067138077485487,1,0,0,AcmeFinServ_Pilot
C00179,J017,B,0.5,6,0.49397420328366376,1,0,0,AcmeFinServ_Pilot
C01258,J004,A,0.5,10,0.5318246231555037,0,0,0,AcmeFinServ_Pilot
C01473,J022,A,0.5,2,0.4768292804706392,0,0,0,AcmeFinServ_Pilot
C00368,J018,A,0.25,13,0.5334513203824396,0,0,0,AcmeFinServ_Pilot
C01048,J030,B,0.0,4,0.2936810453922535,1,0,0,AcmeFinServ_Pilot
C00606,J016,B,0.75,3,0.6128630559210436,1,1,0,AcmeFinServ_Pilot
C00160,J017,A,0.0,6,0.36279899609963184,0,0,0,AcmeFinServ_Pilot
C00933,J009,B,0.3333333333333333,12,0.6409153091261807,1,0,0,AcmeFinServ_Pilot
C01394,J018,B,0.25,8,0.42042125556415116,1,1,0,AcmeFinServ_Pilot
C00456,J003,B,0.5,8,0.5673198812571387,0,0,0,AcmeFinServ_Pilot
C01576,J022,B,0.5,8,0.5143613550266277,0,0,0,AcmeFinServ_Pilot
C01984,J015,B,0.0,2,0.33600272326673863,1,0,0,AcmeFinServ_Pilot
C00112,J010,A,0.5,2,0.5435756785837615,0,0,0,AcmeFinServ_Pilot
C00326,J014,B,0.0,12,0.17800627310616962,0,0,0,AcmeFinServ_Pilot
C00578,J035,B,0.0,4,0.2615500344700343,0,0,0,AcmeFinServ_Pilot
C01699,J028,B,0.0,5,0.16475197196676647,0,0,0,AcmeFinServ_Pilot
C00284,J034,B,0.5,1,0.4957071732585173,0,0,0,AcmeFinServ_Pilot
C00940,J015,A,1.0,10,0.8662413898828965,1,0,0,AcmeFinServ_Pilot
C01074,J015,B,0.5,2,0.5059629430066217,1,1,0,AcmeFinServ_Pilot
C00258,J000,A,0.0,9,0.1950690376332146,0,0,0,AcmeFinServ_Pilot
C00084,J027,A,0.5,7,0.47989066996266716,1,0,0,AcmeFinServ_Pilot
C00236,J000,A,0.5,14,0.4959925787589202,0,0,0,AcmeFinServ_Pilot
C00112,J038,A,0.5,2,0.5435756785837615,1,0,0,AcmeFinServ_Pilot
C01000,J027,A,1.0,2,0.6626824189243385,1,1,0,AcmeFinServ_Pilot
C01873,J018,B,0.5,4,0.5595767256042861,0,0,0,AcmeFinServ_Pilot
C00707,J026,B,0.0,8,0.1696011566423167,0,0,0,AcmeFinServ_Pilot
C00513,J039,A,0.25,13,0.3590288080912158,1,0,0,AcmeFinServ_Pilot
C00469,J006,A,0.0,11,0.5,0,0,0,AcmeFinServ_Pilot
C01962,J029,B,0.5,12,0.5356360621066001,0,0,0,AcmeFinServ_Pilot
C01917,J034,B,0.0,3,0.24050344047979405,0,0,0,AcmeFinServ_Pilot
C01297,J023,A,0.5,9,0.5362773287333662,1,1,0,AcmeFinServ_Pilot
C00926,J026,A,0.3333333333333333,5,0.49387424174783556,1,0,0,AcmeFinServ_Pilot
C00319,J020,B,0.25,0,0.4056554512207904,0,0,0,AcmeFinServ_Pilot
C01857,J006,A,0.25,5,0.44957779651230134,0,0,0,AcmeFinServ_Pilot
C00002,J039,B,0.5,0,0.4900984888319785,0,0,0,AcmeFinServ_Pilot
C00327,J011,A,0.75,6,0.6625852766146147,0,0,0,AcmeFinServ_Pilot
C01357,J015,A,0.5,11,0.48377831396321225,1,0,0,AcmeFinServ_Pilot
C00366,J038,B,0.5,2,0.6450452802256104,1,0,0,AcmeFinServ_Pilot
C00216,J002,A,0.3333333333333333,7,0.5152290516248255,1,0,0,AcmeFinServ_Pilot
C01192,J016,B,0.0,7,0.3241486141918615,0,0,0,AcmeFinServ_Pilot
C00052,J022,B,0.0,11,0.3321992117221995,0,0,0,AcmeFinServ_Pilot
C00539,J009,B,0.0,13,0.19090721404977953,0,0,0,AcmeFinServ_Pilot
C01285,J026,B,0.6666666666666666,8,0.7229906626526855,1,0,0,AcmeFinServ_Pilot
C00369,J020,B,0.25,7,0.5181367709511303,1,1,0,AcmeFinServ_Pilot
C01518,J010,A,0.0,8,0.2974601505277655,0,0,0,AcmeFinServ_Pilot
C00189,J008,A,0.0,13,0.28066146151948906,1,1,0,AcmeFinServ_Pilot
C01226,J011,A,0.5,4,0.5109447613601384,1,0,0,AcmeFinServ_Pilot
C00152,J031,A,0.5,13,0.5718442405799238,1,0,0,AcmeFinServ_Pilot
C01463,J020,A,0.5,4,0.4583481308224501,0,0,0,AcmeFinServ_Pilot
C01506,J031,B,0.25,1,0.3365168082534998,0,0,0,AcmeFinServ_Pilot
C01589,J028,A,1.0,12,0.8595371870722164,1,0,0,AcmeFinServ_Pilot
C00564,J032,B,0.0,13,0.26396109242974886,1,0,0,AcmeFinServ_Pilot
C00472,J034,A,0.5,7,0.6328025332091317,1,1,0,AcmeFinServ_Pilot
C01956,J024,B,0.5,3,0.5210669242563732,0,0,0,AcmeFinServ_Pilot
C01458,J014,B,0.25,7,0.5111915145258826,1,0,0,AcmeFinServ_Pilot
C00366,J027,B,0.0,2,0.3950452802256104,1,0,0,AcmeFinServ_Pilot
C00058,J037,A,0.75,3,0.6420637315510851,1,1,0,AcmeFinServ_Pilot
C00708,J012,A,0.3333333333333333,11,0.4599821483905092,0,0,0,AcmeFinServ_Pilot
C01330,J019,B,0.0,8,0.36860017814410617,0,0,0,AcmeFinServ_Pilot
C00749,J035,B,0.3333333333333333,5,0.5054003968978242,1,0,0,AcmeFinServ_Pilot
C01615,J023,A,0.5,10,0.5615619576211697,1,0,0,AcmeFinServ_Pilot
C01000,J005,A,0.6666666666666666,2,0.49601575225767186,1,0,0,AcmeFinServ_Pilot
C01982,J014,B,0.25,13,0.5606348599724047,1,1,0,AcmeFinServ_Pilot
C01741,J010,A,0.0,9,0.255181518269834,0,0,0,AcmeFinServ_Pilot
C00942,J019,A,0.25,12,0.50087628563809,0,0,0,AcmeFinServ_Pilot
C01669,J039,B,0.25,10,0.372074262129136,1,1,0,AcmeFinServ_Pilot
C00896,J033,A,0.3333333333333333,12,0.4028360376197881,0,0,0,AcmeFinServ_Pilot
C00019,J038,B,0.5,10,0.6369533227898811,1,1,0,AcmeFinServ_Pilot
C00616,J029,B,0.0,4,0.09300424276000126,0,0,0,AcmeFinServ_Pilot
C00818,J020,B,0.5,8,0.5839006181176993,1,0,0,AcmeFinServ_Pilot
C01952,J026,B,0.3333333333333333,2,0.36730645623881736,0,0,0,AcmeFinServ_Pilot
C01655,J019,A,0.75,3,0.6421651932756862,1,0,0,AcmeFinServ_Pilot
C00293,J001,A,0.0,1,0.2366653997457338,0,0,0,AcmeFinServ_Pilot
C00000,J004,B,0.25,4,0.5208599285345289,1,0,0,AcmeFinServ_Pilot
C01057,J022,A,1.0,12,0.688604731162487,1,1,0,AcmeFinServ_Pilot
C01067,J026,B,0.0,0,0.23770115043017706,0,0,0,AcmeFinServ_Pilot
C01470,J010,B,0.0,8,0.30691303345236365,1,0,0,AcmeFinServ_Pilot
C00518,J001,A,0.0,10,0.33530522966211906,1,0,0,AcmeFinServ_Pilot
C01624,J002,A,0.6666666666666666,3,0.6876545781739175,1,0,0,AcmeFinServ_Pilot
C00825,J012,A,0.3333333333333333,6,0.40957706612424216,1,0,0,AcmeFinServ_Pilot
C00669,J034,A,0.25,6,0.5574445314859846,1,1,1,AcmeFinServ_Pilot
C00840,J016,A,0.25,11,0.3646822874576173,0,0,0,AcmeFinServ_Pilot
C01888,J038,B,0.5,9,0.5595020016606387,1,0,0,AcmeFinServ_Pilot
C00783,J035,B,0.0,11,0.3177293587297236,0,0,0,AcmeFinServ_Pilot
C01121,J034,A,0.25,9,0.29766511082345887,0,0,0,AcmeFinServ_Pilot
C01783,J038,A,0.0,14,0.15458228247116673,0,0,0,AcmeFinServ_Pilot
C00036,J009,A,0.6666666666666666,10,0.6479665216156886,0,0,0,AcmeFinServ_Pilot
C01072,J038,A,0.5,2,0.5942934418969895,1,1,0,AcmeFinServ_Pilot
C01416,J036,A,1.0,5,0.8710140637168767,0,0,0,AcmeFinServ_Pilot
C01807,J031,A,0.0,14,0.21824901889192871,0,0,0,AcmeFinServ_Pilot
C00123,J007,A,0.5,3,0.3261330402583985,1,0,0,AcmeFinServ_Pilot
C01453,J011,B,0.5,11,0.6046970536891187,0,0,0,AcmeFinServ_Pilot
C01605,J026,A,0.3333333333333333,0,0.3276247117065756,0,0,0,AcmeFinServ_Pilot
C00702,J001,A,0.0,8,0.37528306106730863,0,0,0,AcmeFinServ_Pilot
C01492,J032,B,0.0,2,0.19014971388224752,0,0,0,AcmeFinServ_Pilot
C00987,J017,A,0.5,13,0.6545656674880298,1,1,0,AcmeFinServ_Pilot
C01316,J000,B,1.0,8,0.8135307389572408,0,0,0,AcmeFinServ_Pilot
C00779,J011,B,0.5,1,0.6103063891347924,1,0,0,AcmeFinServ_Pilot
C00354,J015,A,1.0,7,0.7683044241629251,1,1,0,AcmeFinServ_Pilot
C01657,J026,B,0.3333333333333333,12,0.3994990964950268,0,0,0,AcmeFinServ_Pilot
C00432,J024,B,0.5,13,0.5652218284989736,1,0,0,AcmeFinServ_Pilot
C00375,J014,A,0.5,8,0.5237247493134347,0,0,0,AcmeFinServ_Pilot
C01772,J024,B,0.5,6,0.5091578648955749,1,0,0,AcmeFinServ_Pilot
C01872,J035,B,0.3333333333333333,11,0.4259345065957182,0,0,0,AcmeFinServ_Pilot
C01218,J014,B,0.0,0,0.140641930699627,0,0,0,AcmeFinServ_Pilot
C01160,J014,A,0.25,5,0.45698245583645597,0,0,0,AcmeFinServ_Pilot
C00721,J004,A,0.25,12,0.4423965916860981,0,0,0,AcmeFinServ_Pilot
C01223,J015,B,0.0,12,0.3526630897516888,0,0,0,AcmeFinServ_Pilot
C01218,J011,B,0.25,0,0.265641930699627,1,0,0,AcmeFinServ_Pilot
C01033,J030,B,0.5,2,0.5481915998296218,1,1,0,AcmeFinServ_Pilot
C01310,J004,A,0.5,13,0.5573022638246736,1,1,0,AcmeFinServ_Pilot
C01108,J023,B,0.5,4,0.47134370602913,1,1,0,AcmeFinServ_Pilot
C01758,J030,B,0.5,8,0.5907643978719214,1,0,0,AcmeFinServ_Pilot
C01335,J010,B,0.0,1,0.42443841203874433,1,0,0,AcmeFinServ_Pilot
C00770,J002,A,0.0,4,0.3523240542436438,1,0,0,AcmeFinServ_Pilot
C01310,J027,A,0.5,13,0.5573022638246736,0,0,0,AcmeFinServ_Pilot
C00460,J023,B,0.0,1,0.1685330298158204,0,0,0,AcmeFinServ_Pilot
C00428,J022,A,0.5,11,0.6839288949294446,1,0,0,AcmeFinServ_Pilot
C01653,J035,A,0.6666666666666666,6,0.661373197980599,1,1,1,AcmeFinServ_Pilot
C01164,J004,A,0.75,5,0.7449606858438398,1,0,0,AcmeFinServ_Pilot
C00107,J007,A,0.0,12,0.36278171251274216,0,0,0,AcmeFinServ_Pilot
C00709,J018,A,0.5,6,0.3024863379266202,1,0,0,AcmeFinServ_Pilot
C01968,J022,A,0.0,2,0.2968858680439641,0,0,0,AcmeFinServ_Pilot
C01274,J036,A,0.0,9,0.14720782753303419,0,0,0,AcmeFinServ_Pilot
C01737,J024,A,0.5,13,0.3914851229837293,1,0,0,AcmeFinServ_Pilot
C01095,J008,A,1.0,2,0.6610124997562077,0,0,0,AcmeFinServ_Pilot
C00085,J034,A,0.5,9,0.6096430512926676,1,0,0,AcmeFinServ_Pilot
C00359,J016,B,0.25,14,0.42353793063950007,0,0,0,AcmeFinServ_Pilot
C00184,J034,B,0.0,0,0.0955173837345413,0,0,0,AcmeFinServ_Pilot
C01469,J011,A,0.0,4,0.3966207813887293,1,1,0,AcmeFinServ_Pilot
C01513,J031,B,0.75,13,0.7262653073922918,1,0,0,AcmeFinServ_Pilot
C00914,J021,B,0.0,11,0.2679344442576678,0,0,0,AcmeFinServ_Pilot
C01448,J022,B,1.0,6,0.785700883832536,1,1,0,AcmeFinServ_Pilot
C01102,J039,B,0.5,3,0.48196684046625043,1,0,0,AcmeFinServ_Pilot
C01479,J006,A,0.25,8,0.4807590945230906,1,0,0,AcmeFinServ_Pilot
C01345,J012,B,0.0,5,0.31224568407276515,1,0,0,AcmeFinServ_Pilot
C00911,J007,B,0.5,8,0.5776167848264546,1,0,0,AcmeFinServ_Pilot
C01305,J033,B,0.3333333333333333,12,0.2906267464518209,1,0,0,AcmeFinServ_Pilot
C00637,J034,B,0.25,7,0.3685078443504096,0,0,0,AcmeFinServ_Pilot
C01497,J033,B,0.6666666666666666,7,0.6211723544077321,1,0,0,AcmeFinServ_Pilot
C01827,J009,A,0.6666666666666666,10,0.6854035766239096,1,0,0,AcmeFinServ_Pilot
C00413,J010,B,0.0,10,0.4001887290529963,0,0,0,AcmeFinServ_Pilot
C01334,J016,B,0.0,9,0.342156832924664,0,0,0,AcmeFinServ_Pilot
C00220,J030,A,0.0,1,0.17852692718098329,0,0,0,AcmeFinServ_Pilot
C00754,J030,B,0.0,3,0.31235967831570915,0,0,0,AcmeFinServ_Pilot
C01338,J039,B,0.25,5,0.39896820205058764,0,0,0,AcmeFinServ_Pilot
C00554,J031,A,0.25,10,0.625,1,0,0,AcmeFinServ_Pilot
C00471,J038,A,0.5,13,0.5959032105161335,0,0,0,AcmeFinServ_Pilot
C00767,J010,A,0.0,0,0.21758426219941676,0,0,0,AcmeFinServ_Pilot
C00229,J024,A,0.5,0,0.4542823186482635,1,0,0,AcmeFinServ_Pilot
C01250,J021,A,0.3333333333333333,2,0.43721730651685187,0,0,0,AcmeFinServ_Pilot
