Candidate ID,Job ID,is_match
C_407,J_22,0
C_3,J_36,0
C_318,J_177,0
C_34,J_145,0
C_92,J_69,1
C_845,J_148,0
C_547,J_189,0
C_474,J_116,1
C_263,J_82,0
C_713,J_148,1
C_664,J_72,0
C_431,J_156,0
C_444,J_170,0
C_873,J_58,1
C_957,J_39,0
C_375,J_129,0
C_627,J_32,0
C_414,J_90,0
C_374,J_62,0
C_417,J_18,0
C_705,J_194,0
C_253,J_66,1
C_880,J_174,0
C_315,J_55,0
C_218,J_18,0
C_703,J_123,0
C_542,J_42,0
C_417,J_16,0
C_29,J_68,1
C_65,J_28,0
C_807,J_37,0
C_30,J_109,0
C_428,J_22,0
C_417,J_72,0
C_869,J_132,0
C_577,J_90,0
C_31,J_149,0
C_284,J_140,1
C_550,J_47,0
C_561,J_40,0
C_589,J_119,1
C_429,J_61,0
C_492,J_59,0
C_803,J_66,0
C_85,J_177,0
C_167,J_36,0
C_460,J_158,0
C_582,J_149,0
C_798,J_196,1
C_89,J_78,0
C_834,J_89,0
C_20,J_72,0
C_29,J_26,0
C_258,J_123,0
C_780,J_163,1
C_568,J_57,0
C_709,J_36,0
C_166,J_88,0
C_44,J_66,1
C_573,J_165,0
C_66,J_37,0
C_173,J_112,0
C_470,J_135,0
C_388,J_184,0
C_177,J_40,0
C_465,J_108,1
C_716,J_136,1
C_736,J_105,0
C_436,J_66,0
C_772,J_156,0
C_270,J_12,0
C_247,J_71,0
C_812,J_192,0
C_925,J_28,0
C_387,J_66,1
C_603,J_163,0
C_675,J_49,0
C_968,J_60,1
C_576,J_67,0
C_697,J_33,1
C_639,J_156,0
C_948,J_200,0
C_909,J_41,1
C_526,J_6,1
C_587,J_168,0
C_518,J_93,0
C_411,J_27,0
C_535,J_69,1
C_600,J_88,0
C_142,J_125,1
C_453,J_101,0
C_832,J_56,0
C_585,J_24,0
C_73,J_56,1
C_899,J_121,0
C_313,J_121,0
C_875,J_164,1
C_192,J_83,1
C_342,J_140,0
C_153,J_6,1
C_554,J_76,0
C_524,J_100,0
C_522,J_138,0
C_628,J_87,0
C_530,J_103,0
C_852,J_143,0
C_643,J_148,1
C_513,J_129,1
C_405,J_167,1
C_727,J_66,0
C_975,J_70,0
C_621,J_80,0
C_755,J_21,0
C_261,J_79,0
C_60,J_39,0
C_768,J_36,0
C_758,J_137,1
C_657,J_112,1
C_423,J_137,0
C_612,J_47,0
C_691,J_53,0
C_565,J_57,0
C_708,J_59,0
C_34,J_140,1
C_707,J_14,0
C_464,J_27,0
C_481,J_11,0
C_816,J_61,1
C_907,J_200,1
C_971,J_30,0
C_867,J_23,0
C_772,J_32,0
C_950,J_71,0
C_818,J_97,0
C_128,J_65,0
C_57,J_105,0
C_518,J_128,0
C_834,J_107,1
C_469,J_193,0
C_221,J_105,0
C_635,J_158,0
C_902,J_110,1
C_92,J_125,0
C_782,J_92,0
C_208,J_191,0
C_705,J_52,0
C_1000,J_191,0
C_32,J_22,0
C_303,J_24,0
C_980,J_57,0
C_321,J_81,1
C_365,J_81,0
C_391,J_3,0
C_715,J_63,0
C_735,J_80,0
C_970,J_68,1
C_378,J_57,0
C_86,J_104,0
C_216,J_118,0
C_783,J_100,0
C_751,J_67,0
C_964,J_121,1
C_672,J_152,0
C_738,J_17,0
C_611,J_36,0
C_311,J_19,0
C_537,J_4,0
C_290,J_4,0
C_949,J_31,1
C_469,J_1,0
C_824,J_158,0
C_684,J_132,0
C_977,J_68,1
C_724,J_23,0
C_962,J_6,0
C_770,J_69,0
C_840,J_144,0
C_658,J_65,0
C_346,J_43,0
C_655,J_156,0
C_986,J_125,0
C_59,J_45,0
C_188,J_91,0
C_358,J_73,0
C_617,J_70,0
C_212,J_19,0
C_274,J_51,0
C_82,J_94,0
C_71,J_46,0
C_19,J_190,0
C_83,J_96,0
C_521,J_17,0
C_350,J_48,0
C_313,J_190,0
C_874,J_8,0
C_352,J_38,0
C_750,J_185,0
C_968,J_189,1
C_883,J_146,0
C_653,J_106,0
C_328,J_80,0
C_993,J_155,0
C_615,J_29,0
C_200,J_111,0
C_569,J_41,0
C_449,J_169,0
C_200,J_120,0
C_874,J_107,0
C_667,J_174,0
C_930,J_22,0
C_837,J_200,0
C_584,J_180,0
C_415,J_94,1
C_926,J_113,0
C_443,J_115,0
C_57,J_80,0
C_495,J_17,0
C_288,J_97,0
C_722,J_114,0
C_482,J_194,0
C_589,J_14,0
C_381,J_86,0
C_707,J_26,0
C_824,J_46,0
C_10,J_74,0
C_434,J_36,0
C_662,J_169,0
C_970,J_71,0
C_550,J_124,0
C_171,J_111,0
C_651,J_74,0
C_153,J_48,0
C_60,J_52,0
C_416,J_175,0
C_137,J_195,0
C_322,J_92,0
C_811,J_154,0
C_441,J_21,0
C_161,J_153,0
C_689,J_190,0
C_616,J_85,0
C_328,J_23,0
C_701,J_60,0
C_430,J_52,0
C_79,J_53,0
C_182,J_103,0
C_824,J_157,0
C_59,J_162,0
C_912,J_36,1
C_309,J_59,0
C_909,J_55,0
C_178,J_51,0
C_164,J_23,0
C_960,J_77,1
C_423,J_57,0
C_739,J_13,1
C_417,J_172,0
C_842,J_92,0
C_775,J_192,0
C_385,J_175,0
C_106,J_98,0
C_153,J_16,0
C_22,J_5,0
C_293,J_147,0
C_967,J_182,0
C_532,J_108,0
C_377,J_31,0
C_292,J_14,0
C_827,J_37,0
C_470,J_169,0
C_718,J_153,0
C_430,J_143,0
C_651,J_78,0
C_50,J_139,0
C_182,J_93,0
C_3,J_124,0
C_72,J_149,1
C_538,J_119,0
C_363,J_25,0
C_213,J_111,0
C_328,J_39,0
C_756,J_60,0
C_798,J_9,0
C_850,J_17,0
C_597,J_130,0
C_319,J_51,0
C_481,J_40,0
C_5,J_66,0
C_371,J_102,0
C_634,J_127,1
C_493,J_183,0
C_783,J_166,1
C_208,J_152,1
C_933,J_80,0
C_256,J_20,0
C_721,J_135,0
C_286,J_83,0
C_980,J_94,0
C_45,J_78,0
C_657,J_125,0
C_252,J_190,0
C_224,J_85,0
C_861,J_169,0
C_189,J_83,0
C_151,J_175,1
C_23,J_106,0
C_371,J_99,1
C_767,J_54,1
C_736,J_75,0
C_162,J_177,0
C_215,J_191,0
C_325,J_63,0
C_704,J_5,0
C_814,J_48,0
C_643,J_193,0
C_128,J_43,0
C_313,J_56,1
C_656,J_157,1
C_995,J_22,0
C_299,J_92,1
C_411,J_33,0
C_16,J_42,0
C_34,J_152,1
C_61,J_123,0
C_994,J_170,0
C_569,J_174,0
C_680,J_130,0
C_956,J_38,1
C_13,J_56,0
C_987,J_11,0
C_575,J_124,1
C_793,J_46,0
C_16,J_37,0
C_623,J_115,0
C_414,J_133,0
C_544,J_143,0
C_266,J_61,0
C_273,J_197,0
C_265,J_41,0
C_91,J_72,0
C_859,J_178,0
C_699,J_175,0
C_640,J_51,0
C_690,J_46,0
C_91,J_35,0
C_333,J_5,0
C_824,J_96,0
C_945,J_173,0
C_505,J_59,0
C_739,J_137,0
C_295,J_52,0
C_452,J_24,0
C_488,J_70,0
C_547,J_179,0
C_942,J_80,0
C_759,J_159,0
C_468,J_30,0
C_85,J_126,0
C_986,J_156,0
C_258,J_135,0
C_612,J_172,0
C_68,J_106,0
C_28,J_89,1
C_85,J_28,0
C_248,J_28,0
C_813,J_126,0
C_930,J_45,0
C_359,J_163,0
C_572,J_143,1
C_195,J_125,1
C_129,J_61,0
C_591,J_59,0
C_339,J_186,0
C_382,J_60,0
C_161,J_1,0
C_564,J_64,0
C_48,J_35,1
C_866,J_168,0
C_189,J_22,0
C_431,J_41,0
C_420,J_41,0
C_229,J_187,0
C_981,J_189,0
C_872,J_134,0
C_684,J_200,1
C_888,J_53,1
C_195,J_13,1
C_386,J_159,0
C_657,J_81,0
C_225,J_15,0
C_749,J_71,0
C_317,J_127,0
C_303,J_96,0
C_601,J_117,1
C_60,J_117,1
C_248,J_156,0
C_394,J_103,0
C_291,J_73,0
C_16,J_28,0
C_482,J_152,0
C_209,J_53,0
C_533,J_131,0
C_140,J_126,0
C_777,J_55,0
C_619,J_120,0
C_397,J_101,0
C_271,J_5,0
C_333,J_197,0
C_124,J_184,0
C_648,J_191,1
C_874,J_23,0
C_963,J_168,0
C_93,J_32,0
C_549,J_37,0
C_585,J_86,1
C_615,J_45,1
C_21,J_35,1
C_505,J_48,0
C_779,J_196,0
C_198,J_6,0
C_923,J_102,0
C_528,J_37,0
C_629,J_13,0
C_977,J_77,1
C_793,J_37,0
C_689,J_70,0
C_639,J_140,0
C_379,J_191,1
C_600,J_17,0
C_401,J_50,0
C_96,J_158,0
C_657,J_193,0
C_90,J_133,0
C_876,J_121,1
C_571,J_122,0
C_842,J_74,0
C_991,J_147,0
C_153,J_63,0
C_608,J_189,0
C_643,J_39,0
C_103,J_177,0
C_783,J_104,0
C_605,J_174,1
C_256,J_171,0
C_957,J_163,1
C_366,J_158,0
C_746,J_97,1
C_487,J_179,0
C_417,J_54,0
C_615,J_172,0
C_252,J_157,0
C_444,J_128,0
C_901,J_191,0
C_229,J_155,0
C_478,J_150,0
C_583,J_68,0
C_860,J_29,0
C_560,J_7,0
C_76,J_147,0
C_970,J_196,0
C_630,J_29,1
C_110,J_58,0
C_111,J_4,0
C_1000,J_4,0
C_38,J_27,1
C_876,J_5,0
C_92,J_198,0
C_758,J_150,0
C_846,J_122,0
C_426,J_23,0
C_195,J_159,0
C_772,J_66,0
C_643,J_114,1
C_74,J_13,0
C_312,J_92,0
C_139,J_70,0
C_594,J_67,0
C_711,J_5,0
C_140,J_108,0
C_40,J_150,0
C_435,J_114,0
C_426,J_194,0
C_796,J_88,0
C_936,J_52,0
C_317,J_56,0
C_733,J_183,0
C_576,J_8,0
C_925,J_110,0
C_264,J_42,0
C_615,J_151,0
C_691,J_108,0
C_505,J_112,0
C_794,J_171,0
C_583,J_192,0
C_824,J_11,0
C_531,J_8,0
C_513,J_18,1
C_780,J_64,0
C_633,J_148,0
C_338,J_185,0
C_251,J_185,0
C_871,J_47,0
C_269,J_73,0
C_156,J_36,1
C_65,J_196,0
C_661,J_133,0
C_164,J_159,0
C_968,J_67,1
C_913,J_171,0
C_96,J_88,0
C_128,J_38,0
C_194,J_59,0
C_878,J_145,1
C_439,J_176,0
C_607,J_131,0
C_359,J_135,1
C_775,J_124,0
C_138,J_83,1
C_756,J_55,0
C_785,J_70,0
C_778,J_116,1
C_452,J_122,0
C_117,J_115,0
C_799,J_118,1
C_665,J_54,0
C_123,J_6,0
C_542,J_126,0
C_87,J_109,0
C_257,J_89,0
C_609,J_61,0
C_713,J_170,0
C_426,J_106,0
C_980,J_176,0
C_329,J_53,0
C_836,J_98,0
C_344,J_169,0
C_423,J_191,0
C_933,J_180,0
C_848,J_22,0
C_559,J_9,0
C_912,J_188,0
C_877,J_48,0
C_124,J_65,1
C_380,J_10,0
C_42,J_194,0
C_158,J_24,0
C_408,J_73,0
C_856,J_135,0
C_885,J_20,0
C_242,J_182,0
C_447,J_20,1
C_437,J_104,0
C_570,J_96,0
C_880,J_112,0
C_768,J_53,0
C_230,J_86,1
C_246,J_177,0
C_236,J_170,0
C_705,J_39,0
C_454,J_83,0
C_864,J_66,0
C_808,J_53,0
C_659,J_23,0
C_558,J_174,0
C_254,J_41,0
C_234,J_119,1
C_69,J_36,1
C_249,J_78,0
C_955,J_74,0
C_980,J_58,0
C_284,J_29,0
C_5,J_25,0
C_125,J_124,1
C_736,J_157,0
C_947,J_18,0
C_504,J_138,0
C_916,J_148,0
C_768,J_79,0
C_594,J_54,0
C_965,J_149,0
C_769,J_17,0
C_485,J_8,0
C_748,J_29,0
C_689,J_186,0
C_637,J_182,0
C_502,J_193,0
C_658,J_182,0
C_149,J_162,0
C_153,J_142,0
C_545,J_7,0
C_91,J_142,0
C_667,J_126,0
C_135,J_72,0
C_230,J_56,0
C_238,J_166,0
C_312,J_110,0
C_241,J_138,0
C_243,J_116,0
C_172,J_38,1
C_519,J_157,0
C_504,J_77,0
C_86,J_103,0
C_271,J_37,0
C_159,J_171,0
C_316,J_125,0
C_692,J_30,0
C_203,J_6,0
C_413,J_27,0
C_466,J_41,0
C_140,J_36,0
C_500,J_134,0
C_644,J_134,0
C_25,J_196,0
C_524,J_59,0
C_441,J_93,0
C_719,J_109,1
C_690,J_5,0
C_783,J_175,0
C_228,J_143,0
C_643,J_67,0
C_828,J_195,0
C_826,J_176,0
C_660,J_6,0
C_573,J_103,0
C_251,J_11,1
C_847,J_61,0
C_108,J_155,0
C_912,J_27,0
C_202,J_175,1
C_617,J_45,0
C_242,J_49,0
C_82,J_176,0
C_793,J_161,0
C_913,J_93,0
C_824,J_56,0
C_857,J_127,0
C_930,J_157,0
C_620,J_128,0
C_993,J_95,0
C_111,J_137,0
C_318,J_53,0
C_647,J_25,0
C_1000,J_40,0
C_370,J_34,1
C_832,J_37,0
C_688,J_152,0
C_285,J_1,0
C_957,J_182,0
C_164,J_5,1
C_623,J_89,0
C_288,J_113,0
C_941,J_193,0
C_696,J_51,0
C_234,J_138,1
C_204,J_124,0
C_620,J_58,0
C_889,J_63,0
C_911,J_53,0
C_778,J_62,0
C_510,J_54,1
C_6,J_100,0
C_910,J_31,1
C_886,J_179,0
C_615,J_8,0
C_874,J_144,0
C_81,J_69,0
C_336,J_170,0
C_301,J_23,1
C_231,J_34,1
C_825,J_167,0
C_834,J_4,1
C_105,J_10,0
C_29,J_159,0
C_268,J_4,0
C_73,J_152,0
C_410,J_191,0
C_728,J_92,0
C_279,J_169,1
C_61,J_68,1
C_825,J_117,0
C_764,J_178,0
C_966,J_144,0
C_164,J_171,1
C_927,J_165,0
C_776,J_140,1
C_411,J_125,0
C_63,J_79,0
C_219,J_42,0
C_687,J_56,0
C_874,J_104,0
C_576,J_190,0
C_62,J_78,0
C_100,J_101,0
C_819,J_33,0
C_441,J_2,0
C_664,J_125,0
C_263,J_158,0
C_339,J_103,0
C_561,J_18,0
C_902,J_36,0
C_842,J_59,1
C_717,J_160,0
C_904,J_149,0
C_582,J_102,0
C_980,J_22,0
C_181,J_127,0
C_146,J_154,0
C_443,J_86,0
C_459,J_3,0
C_658,J_106,0
C_319,J_157,0
C_707,J_21,0
C_579,J_49,0
C_433,J_198,0
C_110,J_175,0
C_907,J_72,1
C_104,J_152,0
C_767,J_185,1
C_883,J_114,1
C_994,J_64,0
C_540,J_142,0
C_458,J_24,0
C_49,J_117,0
C_235,J_105,0
C_164,J_191,1
C_934,J_76,0
C_782,J_24,1
C_603,J_198,0
C_775,J_98,0
C_628,J_139,0
C_430,J_26,0
C_889,J_154,0
C_555,J_191,0
C_228,J_145,0
C_145,J_189,1
C_755,J_84,0
C_352,J_64,1
C_985,J_28,0
C_246,J_132,1
C_643,J_147,0
C_112,J_1,0
C_916,J_59,1
C_394,J_47,0
C_384,J_158,0
C_158,J_18,1
C_505,J_27,0
C_590,J_85,0
C_803,J_51,0
C_645,J_123,0
C_878,J_70,0
C_697,J_134,0
C_774,J_4,0
C_899,J_171,0
C_97,J_120,0
C_420,J_68,0
C_905,J_161,0
C_620,J_160,0
C_451,J_163,1
C_984,J_85,0
C_339,J_183,0
C_109,J_137,0
C_755,J_93,0
C_291,J_9,0
C_352,J_7,0
C_578,J_191,0
C_17,J_99,0
C_677,J_188,0
C_785,J_32,0
C_675,J_94,1
C_32,J_188,0
C_982,J_86,0
C_167,J_144,1
C_745,J_60,0
C_882,J_184,0
C_854,J_181,0
C_774,J_100,0
C_129,J_133,0
C_585,J_9,0
C_302,J_34,0
C_978,J_100,0
C_823,J_68,0
C_724,J_47,0
C_948,J_24,0
C_737,J_71,0
C_431,J_118,0
C_355,J_145,0
C_629,J_156,0
C_39,J_130,0
C_957,J_200,0
C_825,J_77,1
C_11,J_156,0
C_590,J_131,0
C_832,J_178,0
C_95,J_78,1
C_32,J_185,0
C_403,J_78,0
C_352,J_99,0
C_461,J_69,0
C_292,J_111,0
C_429,J_116,0
C_417,J_65,0
C_451,J_114,0
C_429,J_180,0
C_511,J_24,0
C_288,J_82,0
C_668,J_172,0
C_844,J_70,0
C_255,J_131,0
C_29,J_118,0
C_990,J_45,0
C_253,J_6,0
C_433,J_72,0
C_274,J_88,0
C_909,J_64,0
C_317,J_78,0
C_881,J_107,0
C_45,J_18,1
C_116,J_11,0
C_569,J_111,0
C_226,J_44,0
C_703,J_56,0
C_347,J_176,0
C_983,J_144,0
C_984,J_41,0
C_602,J_179,0
C_75,J_54,0
C_783,J_73,0
C_534,J_155,0
C_402,J_124,0
C_529,J_72,0
C_32,J_76,0
C_9,J_75,1
C_581,J_138,0
C_320,J_56,0
C_929,J_85,0
C_787,J_171,0
C_494,J_17,0
C_248,J_159,0
C_505,J_11,0
C_130,J_52,1
C_838,J_176,0
C_999,J_28,0
C_79,J_63,0
C_303,J_95,0
C_999,J_73,1
C_368,J_176,0
C_439,J_134,0
C_978,J_24,0
C_324,J_196,0
C_74,J_197,0
C_696,J_86,0
C_555,J_130,1
C_183,J_156,0
C_559,J_3,0
C_616,J_107,0
C_866,J_112,1
C_840,J_19,0
C_933,J_186,0
C_390,J_121,0
C_856,J_51,0
C_387,J_36,0
C_123,J_117,0
C_376,J_70,0
C_215,J_108,1
C_265,J_128,0
C_976,J_26,0
C_954,J_19,0
C_748,J_165,0
C_970,J_178,0
C_175,J_134,0
C_258,J_97,0
C_416,J_36,0
C_482,J_105,0
C_333,J_106,0
C_813,J_153,0
C_615,J_27,0
C_565,J_61,1
C_178,J_41,0
C_246,J_84,0
C_793,J_129,1
C_860,J_152,0
C_816,J_184,0
C_473,J_39,1
C_107,J_39,1
C_861,J_133,0
C_879,J_157,1
C_931,J_33,0
C_629,J_109,0
C_715,J_17,0
C_868,J_132,0
C_609,J_199,0
C_118,J_110,1
C_38,J_155,0
C_869,J_123,0
C_15,J_126,0
C_55,J_24,0
C_290,J_125,0
C_339,J_112,0
C_374,J_12,1
C_654,J_27,0
C_953,J_168,0
C_363,J_193,0
C_970,J_13,0
C_142,J_140,0
C_610,J_192,0
C_321,J_191,0
C_554,J_160,0
C_429,J_20,0
C_476,J_167,1
C_426,J_192,1
C_43,J_140,0
C_684,J_82,0
C_79,J_39,0
C_168,J_93,0
C_87,J_23,0
C_454,J_56,0
C_401,J_116,0
C_329,J_142,0
C_589,J_121,1
C_521,J_65,0
C_501,J_73,1
C_445,J_90,0
C_490,J_107,0
C_905,J_10,0
C_620,J_4,1
C_896,J_75,0
C_865,J_128,0
C_402,J_172,1
C_951,J_170,1
C_821,J_169,1
C_186,J_42,1
C_337,J_94,0
C_679,J_177,0
C_675,J_124,1
C_654,J_89,0
C_61,J_64,0
C_679,J_169,1
C_671,J_107,0
C_286,J_98,0
C_693,J_169,0
C_7,J_121,0
C_573,J_147,0
C_489,J_171,0
C_985,J_144,0
C_887,J_61,1
C_811,J_182,1
C_248,J_154,0
C_944,J_12,0
C_617,J_48,0
C_635,J_151,0
C_806,J_164,0
C_613,J_181,0
C_970,J_30,0
C_601,J_194,0
C_2,J_195,0
C_136,J_137,0
C_442,J_12,0
C_682,J_102,0
C_230,J_1,0
C_489,J_74,0
C_961,J_180,0
C_673,J_30,1
C_850,J_92,0
C_845,J_15,0
C_625,J_70,0
C_15,J_122,1
C_771,J_55,0
C_529,J_27,0
C_769,J_98,0
C_996,J_195,0
C_714,J_89,0
C_559,J_19,0
C_419,J_171,0
C_349,J_63,0
C_763,J_198,0
C_565,J_91,0
C_897,J_70,1
C_915,J_115,0
C_795,J_189,0
C_513,J_171,0
C_360,J_108,0
C_180,J_185,0
C_261,J_27,0
C_172,J_169,1
C_170,J_88,0
C_784,J_75,0
C_673,J_53,0
C_868,J_125,1
C_379,J_145,0
C_316,J_19,0
C_634,J_24,0
C_147,J_114,0
C_463,J_94,0
C_218,J_26,0
C_932,J_126,0
C_967,J_149,0
C_919,J_170,0
C_356,J_42,0
C_246,J_12,0
C_778,J_148,0
C_508,J_139,0
C_880,J_18,0
C_56,J_22,1
C_406,J_57,1
C_471,J_108,0
C_562,J_103,0
C_627,J_31,0
C_438,J_18,0
C_777,J_111,1
C_850,J_148,0
C_89,J_155,0
C_577,J_110,0
C_234,J_96,1
C_302,J_131,0
C_675,J_14,0
C_539,J_50,0
C_171,J_170,0
C_155,J_191,0
C_308,J_75,1
C_369,J_105,0
C_683,J_161,0
C_932,J_61,0
C_258,J_177,0
C_817,J_178,0
C_631,J_127,0
C_214,J_65,0
C_622,J_176,0
C_156,J_31,0
C_180,J_31,0
C_880,J_96,0
C_239,J_71,1
C_454,J_70,0
C_995,J_140,0
C_675,J_179,0
C_79,J_18,0
C_938,J_143,0
C_213,J_7,0
C_978,J_180,0
C_95,J_66,0
C_626,J_84,0
C_823,J_132,0
C_614,J_180,0
C_785,J_200,0
C_379,J_27,0
C_625,J_199,0
C_264,J_22,0
C_83,J_103,0
C_186,J_57,0
C_286,J_16,0
C_419,J_50,1
C_244,J_22,0
C_897,J_107,1
C_864,J_6,0
C_404,J_33,0
C_545,J_123,0
C_163,J_26,0
C_621,J_67,1
C_353,J_5,0
C_633,J_154,0
C_865,J_115,1
C_724,J_9,0
C_7,J_98,0
C_140,J_187,0
C_393,J_24,0
C_522,J_166,0
C_941,J_157,0
C_433,J_83,0
C_615,J_4,0
C_700,J_55,0
C_252,J_28,1
C_578,J_55,1
C_318,J_130,0
C_220,J_70,0
C_580,J_40,0
C_313,J_160,0
C_806,J_5,0
C_957,J_85,0
C_724,J_94,0
C_659,J_48,1
C_807,J_163,1
C_664,J_83,0
C_610,J_104,0
C_881,J_168,0
C_332,J_195,0
C_513,J_183,0
C_923,J_134,0
C_891,J_200,1
C_661,J_121,1
C_990,J_158,0
C_45,J_47,0
C_392,J_47,0
C_170,J_181,1
C_910,J_180,0
C_94,J_124,0
C_978,J_188,0
C_155,J_136,0
C_58,J_157,0
C_339,J_100,1
C_460,J_160,0
C_298,J_64,0
C_235,J_35,0
C_971,J_65,1
C_566,J_8,0
C_87,J_73,0
C_976,J_40,0
C_551,J_14,0
C_324,J_174,0
C_139,J_78,0
C_757,J_161,0
C_679,J_75,1
C_365,J_93,0
C_664,J_8,0
C_739,J_97,1
C_954,J_74,1
C_816,J_88,0
C_877,J_38,1
C_947,J_166,0
C_983,J_154,0
C_755,J_108,0
C_716,J_43,1
C_417,J_6,0
C_137,J_7,0
C_410,J_108,0
C_587,J_191,0
C_181,J_200,0
C_480,J_113,0
C_146,J_31,0
C_703,J_146,1
C_116,J_109,0
C_597,J_52,1
C_238,J_83,0
C_126,J_74,0
C_607,J_116,0
C_702,J_69,0
C_320,J_20,0
C_234,J_136,1
C_465,J_43,0
C_187,J_29,0
C_198,J_176,0
C_716,J_155,0
C_928,J_127,0
C_722,J_30,0
C_673,J_80,0
C_376,J_12,0
