session_id,tab_switch_count,face_absent_seconds,multiple_faces_detected,audio_anomaly_score,eye_gaze_offscreen_pct,device_type,network_quality,session_duration,time_of_day,candidate_history_flag_rate,label
sess_0026,1,2.879681928629862,0,0.20713388568101523,25.76007138598598,desktop,good,3612.7869892031654,afternoon,0.2978450516997211,false_positive
sess_0027,0,0.963640149140705,0,0.2530969071232988,23.31349267063254,desktop,excellent,3491.113002252482,morning,0.09281181535883462,false_positive
sess_0028,3,3.0351140552013636,0,0.1545643322002331,16.448676646575553,laptop,excellent,3231.136280905849,night,0.11515166491349384,false_positive
sess_0029,1,0.3869964709923519,0,0.45070682868505085,20.11924091029275,mobile,good,3499.015059622758,afternoon,0.10857599725135948,false_positive
sess_0030,1,3.0325959297781275,0,0.3675440810068915,18.81538562589331,mobile,good,3981.9577954930974,morning,0.019933153306732464,false_positive
sess_0031,1,0.03532701784344608,0,0.17702442459249373,41.781098736383925,laptop,poor,3308.609294345597,afternoon,0.1675927189351276,false_positive
sess_0032,0,3.918830515684375,0,0.5073626177939441,8.53772690156197,mobile,excellent,4665.186535565707,morning,0.0918940496334638,false_positive
sess_0033,9,13.78469641612895,1,0.8442025092460684,23.635503546772025,desktop,good,3353.511427227249,morning,0.2670291105551425,true_violation
sess_0034,2,15.569351370309109,1,0.6703020832906459,37.74091120844735,desktop,excellent,3171.7476862376093,night,0.1817337748358071,true_violation
sess_0035,5,9.97101123403381,0,0.7527275589552249,38.46807339947501,mobile,excellent,3845.5550325583454,evening,0.11639602798406085,true_violation
sess_0036,0,0.07088723124360169,0,0.2751138053291344,20.609194479412388,desktop,excellent,3422.7118091825037,night,0.09419001521320584,false_positive
sess_0037,4,9.743020997878965,0,0.23130714284215337,20.289579363925203,desktop,good,2376.6232337967504,morning,0.1625114437230012,false_positive
sess_0038,2,1.0800411744868401,0,0.11677430202292316,13.318561814152105,desktop,poor,3316.7456533817235,evening,0.16344829726355603,false_positive
sess_0039,0,2.6238951316609116,1,0.09031289499804813,9.78098185816845,desktop,poor,3938.8884898097576,night,0.09014681568012971,false_positive
sess_0040,0,4.7181811152693465,0,0.43849081722708527,15.847828646439588,desktop,good,3549.2084748909433,evening,0.03971171371049174,false_positive
sess_0041,1,1.3083640694047436,0,0.02278893797391208,18.26798909889781,desktop,good,4577.405762009561,night,0.14003462316935636,false_positive
sess_0042,0,10.480700626536049,0,0.3077414496883185,17.172143096473434,laptop,good,3392.0200899055067,afternoon,0.147425453258567,false_positive
sess_0043,9,13.823958749350435,0,0.9032946711631384,42.44591601144124,desktop,good,3595.362466647157,morning,0.089530473708563,true_violation
sess_0044,0,1.121459297297546,0,0.01847402979626871,23.854589589003382,laptop,good,4073.4804150880072,evening,0.2616145015341023,false_positive
sess_0045,1,3.102439273718714,0,0.2000443932954663,17.11640977508649,laptop,excellent,4635.544662211425,evening,0.06019530522112837,false_positive
sess_0046,1,0.006960712726169771,0,0.205069442842057,8.862031231571233,desktop,good,3713.572736541333,morning,0.2465779907819789,false_positive
sess_0047,3,1.5279811818870863,0,0.16820067647491255,19.7032231052829,laptop,poor,2486.4973374298056,morning,0.20932688282202885,false_positive
sess_0048,0,0.3192205218531601,0,0.4090491864540967,13.635525366458285,laptop,excellent,2629.2996566650068,morning,0.20005632630428036,false_positive
sess_0049,0,5.972111837245443,0,0.17550905464244507,10.307265952452196,laptop,excellent,3181.3597300190318,morning,0.25266922390318436,false_positive
sess_0050,2,,0,0.8798057143498983,48.97086544679363,laptop,good,3090.367850906457,night,0.18743515883682074,true_violation
sess_0051,5,12.061213546123538,0,0.5714379806697059,28.917956969046674,mobile,excellent,4133.949799539101,afternoon,0.04014850889990794,true_violation
sess_0052,4,10.734853692066679,0,0.6380847789104498,35.081579252306234,laptop,good,3693.1144103153874,afternoon,0.07404716076057068,true_violation
sess_0053,4,27.74514205705544,0,0.8944662358880036,37.60608157262506,desktop,excellent,4166.982999233239,night,0.28922352494703246,true_violation
sess_0054,0,3.4848409339799646,0,0.23258928327338824,29.227481360999402,laptop,excellent,4155.729241344956,morning,0.2139138151902956,false_positive
sess_0055,8,0.7407848167731299,0,0.978399907742143,0.0,mobile,excellent,3610.1344297454903,night,0.11061215125943856,true_violation
sess_0056,1,4.3774679148391495,0,0.49330793208985396,11.033378401780823,desktop,poor,3889.514429297155,afternoon,0.26404702137644553,false_positive
sess_0057,0,3.3978713351503345,0,0.17718088654309966,18.764095260975168,laptop,good,3058.7690673854936,afternoon,0.19344978120669412,false_positive
sess_0058,1,0.666489377118213,0,0.17244575787934782,9.558859978858074,laptop,good,3502.3242563566237,morning,0.08027780301839145,false_positive
sess_0059,1,1.4297269669641215,0,0.011596578550560621,12.714000846599815,desktop,good,3003.3903752348924,afternoon,0.15928130352362815,false_positive
sess_0060,1,1.8713960098998568,1,0.31141936807772924,3.1918718469115515,mobile,excellent,4268.593016801324,night,0.29280414698376406,false_positive
sess_0061,0,0.0512787601754016,0,0.48429332241892953,11.459592890589763,desktop,excellent,3255.8389362618595,evening,0.15538815831377367,false_positive
sess_0062,2,,1,0.9870972219081786,42.60012496555612,desktop,excellent,3746.3719187451,morning,0.11940158788635084,true_violation
sess_0063,0,,0,0.14796218098681477,31.714828911820923,mobile,good,3535.464520884655,night,0.2873369402964612,false_positive
sess_0064,5,1.3656086989388305,0,0.11749985048056201,18.38814600810737,laptop,excellent,3003.4919445589276,evening,0.0440888128764629,false_positive
sess_0065,2,3.363772971201204,0,0.2071153250965263,12.659801408930186,desktop,poor,3879.8150246678006,morning,0.206999921192683,false_positive
sess_0066,2,0.7850720648835997,0,0.2493853120115434,25.355832876229723,desktop,poor,3128.5922420328025,afternoon,0.02287176539206934,false_positive
sess_0067,5,2.718328461377905,0,0.604592732703964,33.56133369552008,laptop,excellent,3953.131961862432,night,0.28542894310854966,true_violation
sess_0068,4,1.7234050289784286,0,0.04384893721620899,16.627444148463958,mobile,good,3624.8274315515087,morning,0.28311047784606624,false_positive
sess_0069,7,15.350423286920293,1,0.5813498719042829,62.261740428039474,laptop,good,3813.3680092713957,morning,0.002711540723787653,true_violation
sess_0070,5,28.262275526311882,1,0.5476996386566053,33.44920395939107,mobile,poor,3560.3204312245066,morning,0.035550787079445464,true_violation
sess_0071,0,1.5216794528485509,0,0.5959530092537784,1.5588552963681312,desktop,excellent,2638.0437199104304,evening,0.28527857835076453,false_positive
sess_0072,1,4.647132928731296,0,0.33844441730011066,28.787097462633504,laptop,poor,2853.101257069106,afternoon,0.2754717260026311,false_positive
sess_0073,3,0.5502525841699065,0,0.9333851772530002,16.896285519533848,mobile,good,4790.031740911027,night,0.22763287612719754,true_violation
sess_0074,8,3.435163000740676,0,0.5930679488766739,53.30331085145951,laptop,excellent,3347.542923791368,night,0.08857254074689265,true_violation
sess_0075,4,19.460479689822762,1,0.6763013029644291,40.94768841334775,desktop,good,4386.230821301982,night,0.08700875809467176,true_violation
sess_0076,5,6.74539942866872,1,0.6002801255364915,54.92472503188531,laptop,good,3502.4843231220602,night,0.09302536150282652,true_violation
sess_0077,2,4.269733324281086,0,0.5376244797943314,9.293286513866747,mobile,excellent,4040.5309312249174,afternoon,0.10108941771523695,false_positive
sess_0078,2,4.312546778213797,0,0.08976086971617152,2.1001382417478673,laptop,good,2520.3216411147664,evening,0.08070589403949315,false_positive
sess_0079,1,2.970086700240965,0,0.21702615291574837,16.445945032964843,mobile,good,3894.885038209164,afternoon,0.23421955596027028,false_positive
sess_0080,5,1.551019745293102,1,0.5610152471609243,36.926143123388364,desktop,excellent,3559.273336756214,morning,0.06401800439270686,true_violation
sess_0081,1,0.37966526378229126,0,0.40263317031594864,31.341349934888683,desktop,excellent,2313.979605517585,evening,0.15200179469482372,false_positive
sess_0082,1,0.04857676446599743,0,0.0746296987447946,19.861276900873158,laptop,good,4348.737574864752,night,0.1676941902299322,false_positive
sess_0083,1,2.292580023697216,0,0.2577575661456388,13.192395102044397,desktop,poor,2430.991644343637,afternoon,0.1658121227155636,false_positive
sess_0084,1,6.014021131812765,0,0.18587271552545953,21.934789119139936,mobile,good,3364.792416048522,night,0.07514036963774968,false_positive
sess_0085,1,5.366238822578753,0,0.0072940628864320844,11.307228607537969,desktop,excellent,3686.0330804053506,morning,0.09203297985664236,false_positive
sess_0086,5,22.970484728750005,0,0.7163834397996314,23.252133400770113,laptop,excellent,4341.486972004163,evening,0.283334574808291,true_violation
sess_0087,2,0.6656535537863177,0,0.45056387901799094,12.057351282064435,laptop,poor,3283.177801288227,morning,0.2941106222826555,false_positive
sess_0088,2,52.94051377838661,0,0.7018005011807956,53.3529761668718,desktop,excellent,4221.149600834252,morning,0.11928371356586116,true_violation
sess_0089,0,0.6894961286140124,0,0.1611202536405644,24.484463498615355,laptop,excellent,2828.427135771104,evening,0.023093840119489884,false_positive
sess_0090,0,9.07382897229729,0,0.05524019164948526,31.73452090298537,mobile,good,4404.276631074209,morning,0.00453320526434251,false_positive
sess_0091,6,13.657175448305384,1,0.9733668644616977,36.77634467274883,laptop,good,3766.076069595173,afternoon,0.20403356563409178,true_violation
sess_0092,1,13.117376266360068,0,0.7251271230714451,38.353457442757865,desktop,good,3898.4911543833946,night,0.20173814940750864,true_violation
sess_0093,1,0.02506423837573457,0,0.055575289830820315,18.16540326608632,mobile,excellent,3713.7965262380526,morning,0.1538179182785328,false_positive
sess_0094,6,15.919491448616258,1,0.5250092884105562,25.403269596680197,laptop,good,2473.5342688583346,evening,0.17844096440333687,true_violation
sess_0095,1,6.487538505373974,0,0.29610059529264493,24.1674491905922,mobile,good,3184.3611213067898,morning,0.07600715101789841,false_positive
sess_0096,1,4.418728763434913,0,0.12373044305048392,9.03604782064515,desktop,poor,4244.56056774592,morning,0.010502374442041695,false_positive
sess_0097,1,6.207830220662984,0,0.500185880486375,47.60491080691423,mobile,poor,3568.2623967503973,night,0.1258168835000915,false_positive
sess_0098,2,0.6735537138255728,0,0.24457971478779345,10.268299293639615,mobile,excellent,3581.657901949503,evening,0.12290131601279779,false_positive
sess_0099,1,0.5212473611855498,0,0.04229516738588679,20.42704397976724,mobile,good,2976.6841261278714,evening,0.20554029296234522,false_positive
sess_0100,0,1.0240395644532891,0,0.14997416783857273,44.49094425308725,desktop,good,4346.807748442072,afternoon,0.2485666793718244,false_positive
sess_0101,1,7.352853145508499,1,0.19604552521802449,15.858930062933304,mobile,excellent,2268.419776351479,morning,0.03077038877507694,false_positive
sess_0102,1,2.0982954983522046,0,0.5152900627008928,24.218015019772523,mobile,good,3889.6127323255278,afternoon,0.1317631803749152,false_positive
sess_0103,1,3.3593124367486706,0,0.4163697543060941,10.826331863949157,desktop,good,3422.946051457256,morning,0.21562188535605906,false_positive
sess_0104,3,0.289714384757245,0,0.9454277674915734,29.356302178762412,mobile,excellent,2844.897053594799,morning,0.06356829913203273,true_violation
sess_0105,0,0.5479166763614565,0,0.1605604793170245,26.988352967113563,mobile,good,3126.0443848270443,evening,0.22615952215107749,false_positive
sess_0106,2,4.202331770266843,0,0.19653129910807945,37.36299620848241,desktop,good,4430.683462908232,morning,0.208988181365217,false_positive
sess_0107,7,22.241201501406383,1,0.8882446513255091,55.41541890252218,mobile,good,3792.1363112996078,evening,0.265685929272532,true_violation
sess_0108,0,3.7620246169859684,0,0.43878991182197774,25.5109512069933,desktop,poor,4092.4555823887836,night,0.06103094254082736,false_positive
sess_0109,0,1.0085537105012738,0,0.30633707724560283,11.38240111679683,mobile,good,4329.192944806848,morning,0.12292177093288172,false_positive
sess_0110,1,0.989189308458337,0,0.02519125734575294,1.6184093137687725,mobile,excellent,3547.6808107421107,morning,0.29451220275634243,false_positive
sess_0111,1,13.589563147471058,0,0.5655275638061431,14.329928580564896,mobile,excellent,3257.1754671300528,night,0.18252268076400532,false_positive
sess_0112,3,6.4604731689610615,1,0.6896132685902245,44.73603848316036,desktop,excellent,3783.3775382748927,night,0.028611480681917587,true_violation
sess_0113,1,13.048805731256754,0,0.77401617833212,7.51777621430498,laptop,good,3782.7817778088306,evening,0.2013472420139066,true_violation
sess_0114,2,0.6506465833825106,0,0.44998667907124246,16.972922656312065,mobile,good,3786.785204065731,afternoon,0.266738377182003,false_positive
sess_0115,5,3.38947881347689,0,0.6207503139964168,34.442378521149564,laptop,good,2756.6597884928146,evening,0.1673782335452102,true_violation
sess_0116,5,11.955719595409029,0,0.8183808585221636,27.804818174194416,laptop,excellent,4040.39353645114,night,0.13893441415125343,true_violation
sess_0117,0,3.1901038723733657,0,0.03788417575643479,21.140256472584802,mobile,poor,3917.0356871206322,night,0.02651548409535561,false_positive
sess_0118,3,4.507993360173712,0,0.9395928863006238,45.244750709495406,laptop,good,2661.118337182767,afternoon,0.12869547955226715,true_violation
sess_0119,0,2.1658812097027904,0,0.2618517592377558,8.305243749108566,mobile,poor,3765.132773254698,morning,0.020176774190210356,false_positive
sess_0120,7,0.6178125893541441,0,0.5650403349144735,39.41039068558553,mobile,good,3519.3019293589605,afternoon,0.09383339676310622,true_violation
sess_0121,2,21.681329945023652,1,0.8811513122504799,56.07116952831237,desktop,poor,4812.029464157788,afternoon,0.11717808227453465,true_violation
sess_0122,0,3.0510048862783523,0,0.40567523855297416,17.337471764229104,mobile,poor,2956.8150502354924,evening,0.2787418560046388,false_positive
sess_0123,0,2.250279577461218,0,0.5973786656993301,21.255080168310357,desktop,good,4131.138889793395,night,0.13642930276579832,false_positive
sess_0124,2,8.526047234854644,0,0.30021566772933633,26.129465302072028,desktop,excellent,4246.590785717486,afternoon,0.04686197060598659,false_positive
sess_0125,2,3.663755141455466,0,0.4006563549618917,11.648622188285483,laptop,good,3805.402700693773,evening,0.05143025301316282,false_positive
sess_0126,10,20.238720341153687,0,0.7970413902848562,34.30229606632137,laptop,excellent,3706.5427851840223,night,0.1848943476698689,true_violation
sess_0127,9,3.3575251893761173,0,0.8456059046932702,64.3814778873817,mobile,poor,4444.515874523023,afternoon,0.03838107735353495,true_violation
sess_0128,0,1.7148795286566145,0,0.40158516549712747,11.751676263306807,laptop,excellent,3993.8144703775747,afternoon,0.1248654176536048,false_positive
sess_0129,0,1.9327908637630573,0,0.5654300724013661,13.883976691570988,mobile,poor,3137.38954898085,morning,0.29032843958086857,false_positive
sess_0130,1,4.80282032195541,0,0.17963002422320898,10.127970788050728,mobile,excellent,3388.8472093100945,night,0.2021982624437191,false_positive
sess_0131,0,0.7090927058245245,0,0.08815315415026245,23.811833430420066,mobile,excellent,3371.855066441878,afternoon,0.14536139852400323,false_positive
sess_0132,0,2.486270979843815,0,0.08228909289164589,16.838345163225043,laptop,excellent,5215.820198388298,night,0.08209212535823149,false_positive
sess_0133,1,1.8462485145179748,0,0.4934287267112126,13.832340842047534,desktop,excellent,3218.665295157358,morning,0.1722862725270633,false_positive
sess_0134,9,10.082312384099636,1,,58.70337573302079,mobile,excellent,3562.797594380381,night,0.12204144028551706,true_violation
sess_0135,0,1.8153534772551387,0,0.07560121671839656,17.619503493413134,desktop,good,2846.9353504460187,afternoon,0.19342357457304557,false_positive
sess_0136,0,2.413324249748846,0,0.3970003557775134,17.167755637626293,desktop,excellent,2941.6184834202936,night,0.14722950201370813,false_positive
sess_0137,7,41.92741393735423,1,0.6687401628374491,47.79421689771702,desktop,excellent,4577.007575634817,morning,0.007571203754479261,true_violation
sess_0138,0,2.202370442898914,0,0.35335984496733847,21.701000401251523,laptop,good,4419.4906515372295,night,0.11295908633678949,false_positive
sess_0139,4,4.059124112972519,1,0.9723328660855476,50.51883338765091,mobile,poor,3708.965439752106,evening,0.0019305634490387135,true_violation
sess_0140,11,0.6977680985488963,1,0.6133705922034722,34.34017734822609,mobile,excellent,4815.48425514675,night,0.010473465796867143,true_violation
sess_0141,1,5.48241602371444,0,0.014982997270229758,0.0,mobile,good,3419.1015818874757,morning,0.033477899987174244,false_positive
sess_0142,1,0.5716517489180174,0,0.48086746573377215,29.29117018551031,mobile,good,3231.0297371109987,morning,0.07107999747199459,false_positive
sess_0143,2,1.469749835899691,0,0.011493291330751743,15.980675395389445,desktop,excellent,4377.5230691178085,evening,0.10352512365397011,false_positive
sess_0144,0,9.770693087540794,0,0.5599230526555837,21.950206950882233,mobile,excellent,2722.6651561860945,night,0.254432770504689,false_positive
sess_0145,3,,1,0.0061706975614152166,24.912586581920884,mobile,good,4223.026592859089,evening,0.09356383072911757,false_positive
sess_0146,0,0.2466883501347415,0,0.15662911574090885,24.96570510579447,mobile,poor,3320.1027724630812,night,0.11175267946603976,false_positive
sess_0147,1,0.29072410986116404,0,0.35712770047612485,15.85209449633901,laptop,excellent,1805.318417459566,afternoon,0.19857408979110344,false_positive
sess_0148,2,7.04148535127522,0,,21.354460283143577,laptop,good,2929.549095891962,evening,0.2653760664688841,false_positive
sess_0149,2,3.523783926451446,0,0.11436589984466987,9.710222919359847,desktop,poor,2966.0654143438483,night,0.03596732804181363,false_positive
sess_0150,6,2.694177993274703,0,0.773347841036065,35.840259151510296,mobile,excellent,4029.097440456411,evening,0.27946647429284427,true_violation
sess_0151,2,6.8597356493863,0,0.1960768235146664,13.772910664042758,desktop,excellent,3656.023424565991,morning,0.03561272865273344,false_positive
sess_0152,1,0.20880331956423837,0,0.4433200062798196,15.720368612837447,mobile,excellent,3472.674618059309,evening,0.22444824791630566,false_positive
sess_0153,1,1.652589174193486,0,0.019067090614394665,8.021262313841127,laptop,excellent,4054.360160121243,night,0.008175003585244534,false_positive
sess_0154,5,34.204073502274,1,0.5382199305197238,42.11264449836123,laptop,poor,3713.8181587305976,morning,0.16719317259429253,true_violation
sess_0155,0,5.398001393217123,0,0.5477354668419452,2.1023441823494,desktop,good,3760.1921913165907,morning,0.11538332279363045,false_positive
sess_0156,1,8.089323076193713,0,0.560249653800882,18.36071167925669,laptop,poor,4774.3047201837835,afternoon,0.12232443150081967,false_positive
sess_0157,5,8.110692341145228,0,0.8063979177682552,42.69746619306859,desktop,good,3892.448356142906,night,0.16519901383225546,true_violation
sess_0158,1,5.056868041146542,0,0.22407476707962315,10.347831333819197,desktop,good,3426.722818380308,night,0.19744794728927204,false_positive
sess_0159,2,2.558492539258516,1,0.5209576083581288,22.002104167306026,desktop,good,3424.646870733696,evening,0.06941419091305441,true_violation
sess_0160,1,9.518698054782007,0,0.531709063277607,28.704096939838664,mobile,excellent,4457.674681226405,afternoon,0.15938820550527957,false_positive
sess_0161,1,3.9446735874619083,0,0.08786175396168967,16.518776096139398,laptop,excellent,4352.887166081502,night,0.1137121456149105,false_positive
sess_0162,1,,0,0.3084572655307558,21.729432044950393,mobile,good,2541.242454433772,afternoon,0.0019137130219772035,false_positive
sess_0163,3,1.273054457571422,0,0.4832580258275874,13.704827531365591,mobile,excellent,3947.9143711770794,evening,0.23405678054489848,false_positive
sess_0164,1,1.846619154417093,0,0.1826955196493705,13.034778805726166,mobile,good,4169.504223856604,night,0.03915037923515526,false_positive
sess_0165,7,2.6086041135397027,0,0.5384037205346406,49.543560630683885,laptop,poor,3293.5828381475026,evening,0.07935474119665147,true_violation
sess_0166,0,0.9760234202048357,0,0.5561498077986649,11.119020929003996,mobile,excellent,2766.608918296525,morning,0.21934720333647514,false_positive
sess_0167,2,0.8545516897942249,0,0.21846766500629966,13.797294097974646,laptop,excellent,3609.6775771470125,evening,0.16982149393444954,false_positive
sess_0168,1,2.159601505767495,0,0.05591767173761681,3.380675083437552,mobile,excellent,3414.655481036539,night,0.07781652022295887,false_positive
sess_0169,0,0.28265593527246924,0,0.03033551277572337,0.5815557400028748,mobile,excellent,4114.39845933637,afternoon,0.1988388822629165,false_positive
sess_0170,3,3.550604832257732,0,0.12975031691191732,8.309953771201826,mobile,excellent,3025.4968300106757,night,0.22017161310056083,false_positive
sess_0171,0,,0,0.10277697469300222,18.137659233083877,mobile,good,4326.4143442535415,morning,0.0739559716913949,false_positive
sess_0172,1,1.234348228807201,0,0.07326690955457275,18.05062138965167,mobile,good,3119.419441862412,night,0.2019276392733651,false_positive
sess_0173,1,0.5099352379126786,0,0.21628470308493233,3.032113535736885,laptop,excellent,4136.218613633467,morning,0.04686045237917978,false_positive
sess_0174,4,6.032020702904752,0,0.2806087274909262,1.8585414554478348,laptop,good,4659.993293574861,night,0.16926954500536082,false_positive
sess_0175,1,8.174050048305753,0,0.4939639276080181,29.695825373608862,laptop,good,3777.256371938931,night,0.012041657725609955,false_positive
sess_0176,2,0.708376951941873,0,0.15181580455215193,24.003985883950634,mobile,good,3870.735191591105,morning,0.28317848504293736,false_positive
sess_0177,1,0.0040415339804329275,0,0.08603722200653552,14.72284433754601,laptop,excellent,3377.11710008307,morning,0.19834220352860896,false_positive
sess_0178,4,18.128916291317623,0,0.9984546092946777,45.507552403501506,desktop,good,2859.2445325294566,morning,0.18681968468784999,true_violation
sess_0179,2,4.507884149723351,0,0.4345527164994799,37.93977283293148,desktop,poor,3523.6451880586355,morning,0.2417936702602751,false_positive
sess_0180,1,0.07498175740148576,0,0.3280177969778039,18.76321777031183,laptop,excellent,3786.7295387708937,night,0.2974360703528376,false_positive
sess_0181,3,1.1040154470120764,0,0.36869146650697876,0.0,desktop,excellent,3904.280693727161,evening,0.27728612123839835,false_positive
sess_0182,3,17.309949882559984,1,0.9186315035692544,38.74909568306675,desktop,excellent,1687.313114375914,night,0.1934708715877068,true_violation
sess_0183,3,5.845203102741794,0,0.5741087310496623,41.84659126881414,mobile,good,4154.6005697950695,afternoon,0.19988035844371155,true_violation
sess_0184,1,,0,0.08280929221203104,14.344854909412676,laptop,poor,3796.7166844504654,evening,0.2673954619080896,false_positive
sess_0185,1,1.9414328129023972,0,0.29342146518457196,17.71390980997698,mobile,excellent,4234.31579939095,night,0.038497758656629355,false_positive
sess_0186,9,5.02247284913221,0,0.8085529722143281,34.57805849959021,laptop,good,3849.8676228608715,evening,0.14354732103215675,true_violation
sess_0187,1,0.2698796726889159,0,0.0632900564766214,26.804908779729608,laptop,excellent,4967.041191917537,afternoon,0.2460202506166948,false_positive
sess_0188,0,2.0682421334628494,0,0.15138715624181223,24.137716213855857,desktop,poor,2672.56212798556,night,0.17493906572987505,false_positive
sess_0189,1,3.0730106192839344,0,0.11396168187453654,20.02784426895194,mobile,poor,4677.816493756178,morning,0.00628023534801998,false_positive
sess_0190,0,0.17568969923286357,0,0.42126447246827553,27.23710340669291,mobile,poor,2895.095214970238,evening,0.1362550988210118,false_positive
sess_0191,5,7.118350812257012,0,0.6696526336547837,21.239559055176606,laptop,good,3613.1662849291993,evening,0.13552184279443313,true_violation
sess_0192,4,7.3475714474121325,1,0.7210167104655618,32.11180486157194,mobile,good,3706.6500637608187,evening,0.19462961584781577,true_violation
sess_0193,1,1.946909715293784,0,0.349041988452712,0.0,desktop,excellent,2985.5828454681723,night,0.04879824453164554,false_positive
sess_0194,1,0.18105088893580262,0,0.357137839631641,17.12574030632215,desktop,excellent,4216.191757991839,night,0.1620836679562263,false_positive
sess_0195,0,2.5030994192238105,0,0.23778757529893232,7.292629402991375,mobile,poor,3335.8219277354647,evening,0.17870394724845887,false_positive
sess_0196,5,9.717986837909795,1,0.9143264530591446,29.39905354721141,mobile,good,4139.18907521094,evening,0.2625400855863456,true_violation
sess_0197,3,,0,0.7903226129548171,42.8014308227236,desktop,excellent,3883.597833646028,night,0.2851598462863227,true_violation
sess_0198,2,25.261353431682057,0,0.5660898288769358,69.873299533071,desktop,excellent,3100.763217090086,afternoon,0.17983834189761497,true_violation
sess_0199,4,25.762663593074066,1,0.7940002317148143,57.12196476958376,laptop,excellent,3264.402037117653,evening,0.1894376377749062,true_violation
sess_0200,2,9.506392324295843,0,0.363053711124323,20.73744421004413,desktop,excellent,2834.2173500769986,afternoon,0.017876129205943114,false_positive
sess_0201,2,0.7715463836307421,0,0.04806343596576135,2.83674167204901,mobile,good,3473.899855324859,morning,0.11601211711319337,false_positive
sess_0202,0,1.5214643134372778,0,0.2899765709797951,25.887696542166722,mobile,good,3374.219565045002,morning,0.00774281785895452,false_positive
sess_0203,5,37.43217676075625,1,0.9111695557284237,40.85704532741895,desktop,excellent,4154.517279594121,night,0.2526496129951143,true_violation
sess_0204,0,0.24098771939585678,0,0.0761666482529836,15.522584904974831,desktop,excellent,2963.6369601620395,evening,0.2968516000152967,false_positive
