candidate_id,job_id,college_tier,skill_score,years_exp,jd_match,portfolio_score,historical_recommended,fair_recommended
58,37,2,85.31736284451526,0.5060987098641965,17.535699154868738,56.00525356665118,0,0
59,34,3,48.6780160565137,7.3567975605473865,60.047267199062524,30.36513519993065,0,0
60,46,3,62.848546791989364,4.183997230283499,100.0,47.030401956345365,0,0
61,37,1,98.0959140898612,5.219407158252354,40.84346966457189,85.46312369396863,1,1
62,18,1,68.73880826691246,5.226485312836201,78.59616846514949,68.25629946686904,1,1
63,48,1,57.33812371314782,28.378268353564785,,68.92743920822791,1,0
64,20,2,35.18498213860988,6.6258013524190105,58.03114156203602,62.34227669043928,0,0
65,16,2,67.50381286274566,3.682381676245349,41.20835798199349,80.57859401468895,0,0
66,45,2,53.48446378651458,0.0,70.8273101792951,87.51785400412177,0,0
67,18,2,73.36701452582312,4.309941479873944,52.4025589470286,50.266102277782494,0,1
68,3,2,54.85623393353718,5.832997860820544,57.95685928853552,72.54082243001527,0,0
69,23,1,69.15745044889191,1.1384293515508492,68.80081968098183,64.84267487765305,1,0
70,39,1,86.69564348516126,3.395303731450791,40.975645591729005,5.872943144815437,1,0
71,9,3,75.06899166551327,6.17975732692326,52.58347399116025,35.72041444736071,0,0
72,23,2,45.224998451686204,5.735059669157742,74.2485597395318,88.36322431749625,0,0
73,6,2,66.33449826931984,3.697090658530812,59.25401262940955,92.27920731436072,0,1
74,34,1,79.45220238672508,2.4173159264079653,23.46226483590359,35.788890036323934,0,0
75,23,3,42.205730152072256,3.943532085591594,67.83661554406896,51.2726723067535,0,0
76,16,1,90.30838633812215,4.442337542083283,71.53349454512744,93.2596780948241,1,1
77,11,2,67.1138040725301,5.438593270159952,73.65272744534009,56.05888735735697,0,1
78,28,1,73.64676323873749,3.6678776948545373,55.79302059254349,67.97856131331095,1,1
79,33,1,59.84256782868182,7.063313389712301,40.900436615268305,86.92889760531361,1,0
80,47,3,65.69480447058798,4.419410999844133,35.44456742408863,47.41779662058753,0,0
81,21,2,51.583274925658976,3.249084165904812,52.118604885740005,85.67995141658527,0,0
82,8,2,88.20613377648445,2.844770079866616,74.55878086902631,76.00577144084076,0,1
83,41,1,91.8958023104302,2.240317332698651,45.9553099188641,51.89683179139585,1,1
84,31,3,97.19997838587915,5.997057586678452,96.14062582500202,66.49058890340655,0,1
85,35,2,38.51396760312688,3.551688870080366,48.194934900328654,45.70787440326389,0,0
86,4,3,69.94313263060224,0.0,87.98395299876223,74.82265885225397,0,0
87,15,1,71.48176572423898,3.1726672075234994,68.00262130364625,71.09838223387518,1,1
88,38,2,54.4166607192315,6.411796233609877,49.32899912363661,44.10744525237361,0,0
89,41,2,70.59222618185984,3.029351327523357,36.5850614150788,83.41118013894116,0,0
90,21,3,43.45088852030954,1.253923955510217,70.18243629755348,51.71272335968595,0,0
91,40,3,87.07389980134847,2.9977715663337583,57.34457808473765,31.61351176999943,0,0
92,42,2,42.00241275680089,5.126278564329651,45.05647547764949,37.61340609963514,0,0
93,19,1,68.75647023391801,3.457268692091573,61.08313762308672,53.05993240142105,1,1
94,44,1,76.8378642982138,2.0739604741625617,64.63908027499892,61.55724602304258,1,0
95,14,1,56.007503255851915,5.108537327698294,42.19283731214186,59.97767320844177,1,0
96,11,3,85.58906498953854,6.244779771138177,62.10007931760576,31.363872094616973,0,0
97,34,1,37.625039804641425,6.862482324539425,16.23757780675202,59.5468013525644,0,0
98,31,1,64.54048009154754,4.346220418935731,32.81964518471671,44.36325976888237,1,0
99,6,2,39.700464086076195,3.586495625210538,78.28234995472884,46.14390004727553,0,0
100,41,1,53.40069624807703,4.807507978648719,52.16627660214249,52.94013786139697,1,0
101,9,3,57.5926912679157,6.452823523574216,72.98601424552669,52.29311869221401,0,1
102,40,2,56.67727431515982,6.018214490972863,70.63879129524679,76.23152612309174,0,1
103,0,3,84.06343154473218,3.795758608812335,79.10981461390304,,0,1
104,39,2,47.414090072289255,2.04288797993176,73.38204202317168,65.92879267366513,0,0
105,39,2,41.68587423556737,4.433930970783743,77.29924644619418,39.25708235835653,0,0
106,39,2,58.53401279460995,3.922219998032502,30.127749120779704,39.845322142270376,0,0
107,33,2,66.69999812165096,4.857737999668531,92.40450035648172,55.38650528191524,1,1
108,23,2,72.5479298589149,1.7631080689209946,71.69146134196961,45.717844921326645,0,0
109,35,1,82.30730544636411,2.6353483059345355,100.0,70.52421591227571,1,1
110,13,3,32.74976411855106,5.708611064908943,56.606280985750374,45.8518537201257,0,0
111,39,2,90.32958157044649,4.324752973982226,42.814143763303434,58.47169749522814,0,1
112,27,2,52.72355403271068,1.5980929291610098,82.4994823469082,84.27166038804305,0,1
113,22,2,60.82292877735683,6.569064340348142,76.88349038344205,76.87758917031815,1,0
114,25,2,65.34754178159324,3.3637877680462003,25.538458021768754,35.37729426153567,0,0
115,28,2,32.44431431354203,4.713188632443451,58.372700346901375,49.96825689144589,0,0
116,1,2,58.51350053826175,2.9805120954735402,47.274532705714975,,0,0
117,6,1,79.88072111231753,4.4986977559535415,49.62001253116716,56.371001899804256,1,0
118,12,2,74.47137743417213,6.572722698992459,61.35298634895268,57.21484509648257,0,0
119,5,1,57.49322117598179,6.583454331868175,41.42169396815197,40.19675108978691,1,0
120,21,3,68.19556974385691,7.0471608829629195,81.59444941309263,56.366477251632034,0,0
121,33,2,71.92299227279466,3.00070853617016,43.891370845067094,63.307335715003646,0,0
122,32,3,61.11827711729821,5.247246523044717,43.883580614973354,81.45995980450965,0,0
123,23,2,72.38733867745295,0.6127409837745921,34.558405090901886,94.07190603665933,0,0
124,42,3,52.99332471671346,4.607572742659585,65.96978927410564,98.18705019845177,0,1
125,28,3,50.819839599041785,7.656833955796775,36.39646024970526,47.58139611610013,0,0
126,3,1,60.545139897306974,1.5371322998387882,71.28153227403082,77.77579055597487,1,0
127,38,2,28.78569190939951,2.292189801786079,82.11009032635425,49.599386776145074,0,0
128,28,1,75.39912292552388,3.671384973288745,49.79344410685527,71.84028332791195,1,0
129,31,1,66.24718420210259,3.473216378692981,88.90046685536674,70.29863080113286,1,1
130,28,2,61.66734253216515,5.611095156013565,54.3312638895066,35.16280726514859,0,0
131,27,2,76.94825721407813,5.477560292066851,83.0670679831961,86.4642267978351,0,1
132,4,3,70.80665060273013,0.0,76.42411740062302,96.46263793052006,0,1
133,27,1,80.95700947728518,1.8770545890897492,47.200127912377354,48.989479332217854,1,1
134,39,3,88.69762062383623,3.66017325027594,62.09193321416639,63.57102661805786,0,1
135,15,1,69.95840267750859,2.8251006147172375,64.55139567158427,96.40513373454552,1,1
136,30,1,54.20386744327522,4.698090931803834,,71.82153981637235,1,0
137,1,1,75.87335641177509,4.79213657715969,37.806304609243824,60.545178647924274,1,0
138,17,2,54.25347802374873,0.0,48.47149343670198,66.76664910896653,0,0
139,21,2,53.56616733040046,3.35339776906645,45.6880711381549,61.29085082451701,0,0
140,49,1,60.61008366614228,2.27638438843542,10.603169603954129,82.73610750280395,0,0
141,10,1,82.3719277929313,4.216051267293495,100.0,87.9400555096957,1,1
142,13,2,76.25284377213237,5.322052134706885,50.35666695184725,40.60057897847337,0,0
143,20,3,78.28765355008929,3.5660609439436786,85.8430634363987,20.870181796597556,0,0
144,49,1,66.84336678247914,1.427875197943984,71.76201710269686,39.74582821531021,1,0
145,42,3,73.54107991814172,6.631846345573883,44.84368945138995,30.044557420981025,0,0
146,1,2,74.01322884276733,2.4207459292235995,76.49135429873625,60.53694174783986,0,0
147,11,2,54.6754946992513,2.9450242479589663,42.868992503727966,64.34049384809154,0,0
148,41,1,73.82426289218141,0.18955054571887642,98.64210647477364,64.5510184669434,1,1
149,2,3,64.94097421692017,5.062897085258089,46.868364464423756,24.59181050726407,0,0
150,42,2,58.925414870607305,4.031078976635746,44.72481377528975,,0,0
151,14,2,59.645188803315186,4.982671827391793,84.07250162620467,43.69318954592659,0,0
152,45,3,56.71363440211242,2.3838294083101865,58.700217598043835,48.92275959938759,0,0
153,14,3,60.786100857586796,5.299358111214839,91.94628162109623,61.42466039874916,0,1
154,21,3,64.87833708496764,6.831276942204811,42.31880505221599,68.1482645626511,0,1
155,33,3,74.97519469144794,0.0,100.0,59.72104243555215,0,1
156,6,1,87.63934509738354,4.888637222713159,36.764502745955944,68.3181404877751,1,1
157,27,3,73.52745072171666,1.0730347600786914,70.59462926165081,55.88394489496387,0,1
158,25,2,66.75737386882636,4.9027550583830015,45.98353400414976,88.24695843847996,0,0
159,39,3,34.99806696688732,6.141911470655014,59.01548938199384,24.219449695150306,0,0
160,49,2,100.0,1.9305210718062948,85.68752727294472,55.30042067819542,1,1
161,33,1,54.38070252966553,2.378896645601775,44.244695450601796,94.58339183034408,1,0
162,20,2,54.865645145534764,4.2723783394418176,95.28922798629381,50.73871822142316,0,1
163,20,3,83.96265477711684,3.9690684738054793,75.01231816397961,46.67043931088523,0,1
164,20,2,48.48183825272386,1.2643623177124312,22.575388894481257,51.01031047771266,0,0
165,40,3,70.57676855121005,2.863509675983948,53.087284722152596,77.51998276395216,0,0
166,16,1,58.05650117136837,2.457036828072051,62.485205007869155,85.62354339876288,1,1
167,8,1,61.209665919783895,3.543017885056556,63.71550298167661,64.02108044551922,1,1
168,16,2,65.74559352494556,7.5089022631173385,40.15090173032381,44.347079417108965,0,0
169,1,2,47.095264662999696,4.314569428239914,47.71077347891429,33.89532938894214,0,0
170,5,2,63.14772720674219,1.8500962971717372,35.155164041645406,44.979942982750416,0,0
171,4,3,80.38930440208843,4.543651495929825,90.72686101809637,42.753460282228716,0,0
172,38,2,63.88077525751622,3.48521877976757,24.912724978292196,92.51106222453663,0,0
173,36,2,100.0,6.876535396559595,25.330281621446723,51.69317396310821,0,1
174,34,2,66.3741724230873,3.108078801672378,42.96371166786312,35.87359652947836,0,0
175,23,3,47.0512074016473,3.393684448771297,48.28809088529373,23.963016222972644,0,0
176,35,2,57.176826576555044,6.224328231287379,47.03044958317579,63.481418044933136,0,0
177,8,3,35.98241262802763,2.3047783487909523,55.18691148416749,54.817067957283,0,0
178,45,2,81.16417463596889,1.616696264162178,82.89364212651816,74.68223175386731,0,1
179,25,3,89.08196902256977,4.543008419625445,42.8173729034413,56.65392086530178,0,1
180,46,1,77.64421724232048,4.338879018337577,48.06439073112038,61.22835074493017,1,1
181,7,3,52.39804607959942,1.3418027955143867,73.78074926573021,76.45032071500779,0,0
182,24,3,51.91329198864616,0.020169344965214275,91.86581647842021,,0,0
183,34,3,76.04954526247624,4.6422451657550035,75.92214928226198,53.2522887650073,0,1
184,24,1,57.185846656571016,4.629742820730004,,63.25944633677515,1,0
185,22,3,52.09019242428506,5.08242570169106,61.31590669386801,76.43128970275647,0,0
186,8,1,50.4130503942166,6.015196262490344,86.00469673414946,61.631366373909394,1,1
187,19,2,93.03580699759497,4.199938055901417,19.08654991392902,67.912213027213,0,0
188,11,2,58.03804272859008,3.6909827139142846,60.2306446853089,33.52102680931216,0,0
189,15,2,77.47529927409676,5.435299533434518,53.64262876244005,35.472601423960526,0,0
190,34,2,73.24361855479124,4.204166560538253,100.0,64.48538114548114,1,1
191,31,2,52.270058714828856,1.0078772403363017,67.05438596602018,35.2453217350748,0,0
192,30,2,65.60816799166233,4.466879785973017,71.73677696481084,57.23406935513581,0,0
193,18,2,49.982794937152164,5.302777931481371,83.11955879859318,55.14075736462438,0,0
194,47,2,86.71917539607382,2.178804072433664,4.4188646630962936,65.14293158671943,0,0
195,4,3,51.338074080486805,7.423787546953772,71.19158767918194,76.84347911430848,0,1
196,17,2,70.47909668859913,3.366656807266864,44.74964804907313,53.79690449222617,0,0
197,5,1,57.58703919106009,6.14754759209564,37.474055117217546,39.406215873380916,0,0
198,16,2,51.126517645650154,2.034449201115611,51.753440378708596,49.484144210831786,0,0
199,48,3,81.15969629409713,5.652616223557724,55.364348436380965,71.11634217048109,0,1
200,18,1,57.18237919039108,6.749609823082867,66.60452182811053,54.37692797986868,1,0
201,45,1,37.55581462879501,2.399206649467991,77.27614516302259,51.62471809578666,1,0
202,24,3,71.36466250377525,4.582199054159587,90.50658616764197,74.58120070605715,0,1
203,34,3,54.387590156243526,3.525256264218998,,81.42373911629296,0,0
204,22,2,67.36397427359248,1.948686521886628,59.50024454620688,46.331844453253964,0,0
205,13,3,77.84181238846962,4.224901893325911,6.181349896754526,60.12947396508186,0,0
206,38,3,70.34943989415326,3.3527842329397215,42.17344551140989,31.52921183783281,0,0
207,48,2,78.3320628063852,3.4736513473025643,68.37826156285522,,0,1
208,13,1,45.52765705638606,1.663199377112642,75.3647727602937,40.79717414992622,1,0
209,38,2,82.9769015721166,5.712336933096811,100.0,42.22402902763484,0,1
210,13,3,60.538277128717965,3.160958906758163,55.67344571398054,69.42903799503051,0,0
211,35,2,43.60030816189834,3.4081671524417745,,58.41357624837536,0,0
212,39,1,28.18129111991641,1.9096190795227463,57.44073686850423,49.09395391470308,0,0
213,22,3,60.37418646665811,6.157665257692528,55.78026716683313,12.555869526168955,0,0
214,36,3,53.206927355704885,1.3796760678929436,39.03104376520338,77.96729875763637,0,0
215,13,2,53.43943207863811,0.790115558228258,69.52722822248752,100.0,0,1
216,3,3,70.01542663231936,4.280075352098312,32.85226865878821,48.46955188661789,0,0
217,4,3,90.80405291353333,3.0071615273652883,69.36311945762517,48.19132132461867,0,1
218,22,3,51.47518708747483,5.254365401001962,62.99220044400712,40.55498440196772,0,0
219,45,3,66.38047825159092,7.101780547559958,66.28147043062135,32.323485022970125,0,0
220,6,1,56.48332406526107,6.567821413516963,73.78676653802898,77.5632990669127,1,1
221,22,3,50.19568304740569,5.913844739457872,89.98330847677337,86.43308458207204,0,1
222,35,2,49.760982593870374,2.175854580651717,61.131300090688136,71.6018641504007,0,0
223,10,3,89.63427333640121,6.091448407875323,61.03528689749819,42.00175083351453,0,1
224,36,3,65.19907894911022,3.0915120626602692,66.8989068832888,63.93499699885242,0,1
225,15,3,62.148680908179834,22.51113008424256,53.11761754917355,48.87659496982652,0,0
226,40,3,54.720596969229256,5.086024430230624,83.25351328869955,79.3070877119383,0,0
227,28,3,66.0085612393135,3.136058417738341,33.307065429655594,80.79704600637072,0,0
228,27,1,55.429640683472016,3.6848879551128473,68.80165651898652,29.407830206978993,1,0
229,8,2,93.95056620415407,5.349068473132528,54.31260827045804,58.3986618172062,1,1
230,23,1,68.7771929894971,5.557813511711382,71.75423766871914,83.31665210922111,1,1
231,42,3,67.09189187902457,3.388234254210987,43.98828968926556,43.18097240280915,0,0
232,0,2,66.75211955012124,4.272723382784048,100.0,71.44979630623752,1,1
233,37,2,84.61712098969632,5.845240470730867,73.04300505639716,64.76555603372027,0,1
234,24,1,64.66893397096345,2.5523939402328697,54.28850663143047,75.9751045998541,1,0
235,35,2,57.85300806089626,0.8273907021445628,64.61989060217549,20.363760676134653,0,0
236,33,2,67.41590037375559,3.0181241514790775,62.74322067837336,50.00561382661896,0,0
237,21,3,76.8701126631876,3.348957195224515,70.14231885059607,57.024053423705986,0,1
238,15,3,82.74443198122832,3.7365154556516513,60.74903387771768,89.41632488498854,0,1
239,31,2,68.22515751863774,8.525250507195794,83.4259850755527,45.7132984472769,1,1
240,7,3,68.44066304845228,2.546277606493275,5.00038950200701,78.99972572480229,0,0
241,29,1,79.89108523405913,3.668923545048835,47.166978006742134,78.33661510777227,1,1
242,4,1,23.987663083005096,2.2748498660850553,61.371723015735576,49.348836513926834,0,0
243,32,2,66.32313300615539,4.471190886442007,31.933894272265363,55.86922914086115,0,0
244,31,3,56.23356853883431,5.044756831605763,68.91990294017604,43.70428982670593,0,0
245,4,1,65.8706505522671,5.494004555171944,78.36665684503399,78.69595201172893,1,1
246,37,1,70.33553168888336,4.504060952000005,98.40181167797714,27.87996240746291,1,1
247,20,2,83.67505089113513,4.188749050460294,79.1712201676846,17.620821308893483,0,0
248,39,1,44.23235929473351,0.0,70.21686071721915,100.0,1,0
249,2,2,54.21100912644349,5.432096624104807,72.95393247999189,45.98739855175112,0,0
250,8,2,51.658207242302026,6.751103467656533,51.89582976273003,28.717746349277657,0,0
251,24,3,55.89717393431745,2.4348251081817662,49.145265173255055,85.61122447217964,0,0
252,9,2,44.44681454511548,2.2671962775209646,61.44267759263467,30.16675731533372,0,0
253,16,1,97.06160312481275,1.8105583309830489,72.5279842453259,83.59677527663412,1,1
254,33,1,78.0610400065905,5.23807164853349,42.804642838203314,73.9490139816207,1,1
255,7,1,53.36918696412173,1.742055724109044,79.1082364957696,57.82704012857197,1,0
256,33,3,65.23247817110386,3.749578710978897,67.64800889720682,38.164196460693105,0,0
257,5,2,58.47878480320726,1.02699355892701,67.72548992804033,53.471937787748764,0,0
258,8,1,67.34186953061597,4.830955505900294,45.31300733999973,39.60539676099646,1,0
259,29,3,53.483991485886435,3.1317646215006247,65.03988384418246,56.131684246876375,0,0
260,39,3,42.15450815350282,4.426709809389339,87.99814851627892,59.727869609690416,0,1
261,8,1,56.416335308983754,2.2891286529388566,80.39446972673188,22.861191039074676,1,0
262,14,1,85.71980717039654,2.5744584627308003,67.77534900307369,52.24913546124007,1,1
263,46,3,42.725268868888364,2.8539761547279685,46.676137848497724,46.22552239809837,0,0
264,49,2,81.45687710840318,2.2992796983031383,53.05956849293188,74.47993849156859,0,0
265,29,3,73.39923066781965,2.2001561592217267,60.22180048065747,,0,1
266,22,1,59.00546419567853,1.440683512228965,53.95051772848969,66.31396620279006,1,0
267,17,3,76.25089150574425,4.943362739566022,78.39126232034576,36.154837850301924,0,1
268,30,1,68.1292322029093,4.601118618940722,25.274599749107537,81.40701871349432,1,0
269,29,2,32.93831524835358,3.1555489928470086,44.77691462303603,,0,0
270,14,3,58.931895929993615,5.509089366163224,63.75504690644188,43.58298243458458,0,0
271,1,3,59.37139001228919,6.955397848923032,39.95066414570702,67.05371047954227,0,0
272,7,1,86.6749757906428,2.5835831135324137,39.46455211231604,,1,0
273,47,1,58.98762546067823,4.4197365407054106,74.86662715196262,57.57415344380834,1,1
274,20,3,61.83705931155434,4.4214830371467135,50.638429411433734,59.64264451893561,0,0
275,24,1,47.58150688680111,2.717511589171119,37.5592486231688,39.05940284551163,0,0
276,23,2,64.05058899081651,1.397516022803281,48.60131058269005,18.66660594720384,0,0
277,39,1,47.166673410530876,8.899425798822415,46.76126911522684,49.13673117307289,1,0
278,3,1,81.29062960018976,30.8940520173187,92.98738200125774,22.16267665103409,1,1
279,4,3,58.691951461073806,4.061196320620405,36.11933174375262,51.67276390307616,0,0
280,13,1,47.130704113969635,4.652639193053138,72.06159502764245,75.4268003398199,1,0
281,24,2,83.38264175770998,8.850643263686365,83.1578635383616,21.282648750483922,0,1
282,33,2,45.40945443603124,3.5649782541989046,56.701937382125024,70.95866780456717,0,0
283,24,1,68.83023980300467,24.61611970737997,33.96140511865602,75.24312668645172,1,0
284,22,2,42.690726264874456,4.119435987694923,85.84087935186336,52.251750182157444,0,0
285,46,2,69.39527587845656,6.181770480551057,60.79209069905442,54.415130121715464,0,0
286,8,3,81.01330674226959,4.54034329413918,63.44525408456197,61.46701115890471,0,1
287,28,3,55.27683528980793,0.8961048968039971,39.69195483060043,48.541692127295384,0,0
288,27,3,47.30310071619444,0.46951655784104807,60.07547088926,50.90221138297832,0,0
289,23,2,47.76990128318727,6.069619551096545,41.89259068991039,75.13653440202714,0,0
290,40,3,64.16951489191929,4.495101830641054,15.664739043494329,35.27104822095728,0,0
291,13,2,93.91998983209918,3.3344846869205593,32.126871187013535,51.133137028477094,0,0
292,47,2,81.0193916339836,2.4161857481235343,23.82999427524998,42.57635130272843,0,0
293,16,1,82.55717916231228,7.493910360995713,63.61933671436061,61.240511428559465,1,1
294,27,1,48.95128129786035,4.461444249693731,46.84692100950315,30.251796936877646,1,0
295,26,1,81.45375530517413,5.042544875646905,88.63949371425332,68.41515887524602,1,1
296,42,1,79.80602391667657,5.633350090917462,71.46937347178152,38.11769119943896,1,1
297,21,3,69.57503905999033,4.857852045938349,65.55840920879571,57.38330349987438,0,0
298,14,3,55.52669665554192,3.109401109888506,94.35585866884028,37.351133146576814,0,0
299,1,1,79.58286066385314,3.5978281190627395,30.880274860883418,43.42909171812198,1,0
300,18,3,54.83209272099305,5.29296816628566,100.0,36.9654250989336,0,0
301,41,3,74.85828249861504,5.775117054131848,41.4507500890402,43.32526664717144,0,0
302,0,2,59.28941184654524,6.115091391366003,85.2317519229468,60.05430972955596,0,1
303,44,3,50.2172369051013,2.405309956400432,31.15886171584879,79.37332101173403,0,0
304,27,3,58.92116429870096,4.365348438882614,64.5933199880211,23.897253713240598,0,0
305,7,2,94.51856885769831,2.3880840203886775,87.73041932635934,60.13486429703764,1,1
306,15,1,47.511622031017666,3.759247288343745,71.55500838620796,45.85778663203705,1,0
307,27,1,79.8728011448747,3.4891284510871206,61.81520092050779,63.53481438729546,1,1
308,15,3,77.60396228755249,3.983348973094461,99.08125860443333,65.91108879029395,0,1
309,5,1,62.23424286871997,5.846242930250496,35.98152729056339,35.5393372328878,1,0
310,33,1,56.71847964894963,2.2991400158207087,61.41381134490106,57.284929046486425,1,0
311,33,1,46.27487718491939,7.923530339646952,,40.88172145391138,1,0
312,5,2,84.32923206299822,6.498184760253409,57.62653973346345,51.340169765410316,0,0
313,14,2,47.1550860856979,0.7733684090049255,41.18027793838603,71.60846284509607,0,0
314,12,3,23.174671195809232,4.615575011551189,57.28893808655025,67.72587413181165,0,0
315,32,2,69.61918048066322,1.6696661810473699,44.41415584763256,51.69777607228402,0,0
316,36,3,44.73860441944089,4.6919659589171525,45.896637498165546,69.17211703973501,0,0
317,36,2,63.354052698070284,1.1271257913761739,55.17619417646453,56.40503644010825,0,0
318,46,2,44.84296734503608,6.2951197494393005,71.43120242065974,36.28591784065894,0,0
319,38,1,56.28021702399865,6.387242150864482,50.08792572565182,59.018499413125326,1,0
320,16,1,66.04111508503118,3.0353969938922463,50.76515298417461,46.41872174225876,1,0
321,5,3,69.07310359135546,4.3217564315652925,46.03377379350795,66.1877432829265,0,0
322,30,3,85.08156460576215,1.424095763030238,55.05873817412929,,0,1
323,45,2,65.02094889456434,2.8598478059459507,12.980903036404356,44.24851248724177,0,0
324,48,3,66.60760924851998,3.6425639408402337,48.659293583368395,29.152837794401634,0,0
325,11,3,61.40276058095906,0.8241372323602421,69.34706153965371,63.81976644638938,0,0
326,11,1,78.85925351977262,7.2246118738679,27.62400026408403,62.39196815893922,1,0
327,1,2,48.03456485728702,4.230387679962305,65.19720401705334,64.97124751457822,0,0
328,7,3,58.43650161418048,21.47156206998411,88.1654166996205,50.470233816954696,0,1
329,27,3,64.98079573289459,3.5925509921253793,62.8917662005579,48.935918888145174,0,0
330,27,1,51.40749472372131,2.55640097229801,57.11520620744652,44.64561073445486,1,0
331,18,1,85.93662321069857,4.151863583277374,81.12283208405493,87.37484846937227,1,1
332,15,2,69.77762757242418,5.856037427894615,63.04252009604414,40.14390049688163,0,0
