candidate_id,signup_date,propensity,seniority,city_tier,channel,device,fairness_group
C100062,2025-12-13,0.49298392339316444,entry,tier1,organic,desktop,group_B
C100063,2025-01-19,0.09658956805426615,senior,tier1,referral,android,group_B
C100064,2025-11-19,0.4404105279824959,mid,tier1,organic,android,group_B
C100065,2026-01-04,0.2648144536069057,senior,tier1,referral,android,group_A
C100066,2025-02-22,0.17823902640163264,senior,tier3,referral,android,group_A
C100067,2025-12-11,0.5068537372693329,entry,tier2,paid_ad,ios,group_A
C100068,2026-05-20,0.13862175174876046,mid,tier1,organic,android,group_A
C100069,2025-10-18,0.447251206434791,entry,tier1,paid_ad,ios,group_A
C100070,2025-04-23,0.42326780733160024,entry,tier2,college_drive,android,group_B
C100071,2026-03-19,0.2748715025122262,entry,tier1,college_drive,android,group_A
C100072,2025-10-21,0.7279691949620735,senior,tier2,referral,android,group_B
C100073,2026-04-21,0.10992062878190617,entry,tier1,paid_ad,desktop,group_A
C100074,2025-06-21,0.16230793738972088,mid,tier1,college_drive,android,group_A
C100075,2025-10-14,0.37285644307422533,senior,tier3,organic,ios,group_B
C100076,2026-01-02,0.5006207047650334,entry,tier2,paid_ad,android,group_B
C100077,2026-02-27,0.6097752021107155,entry,tier3,referral,ios,group_A
C100078,2025-08-27,0.5166388820992349,mid,tier2,paid_ad,android,group_A
C100079,2025-06-30,0.39200861055676794,entry,tier1,organic,android,group_B
C100080,2025-02-03,0.5375129295220442,entry,tier2,organic,desktop,group_B
C100081,2025-11-04,0.07417878511742503,entry,tier2,college_drive,android,group_A
C100082,2026-04-04,0.14501434206521313,entry,tier3,organic,android,group_A
C100083,2025-04-03,0.09153316617373326,mid,tier1,college_drive,android,group_A
C100084,2025-07-22,0.2911260318858003,entry,tier2,paid_ad,ios,group_A
C100085,2025-06-14,0.3684860627886337,senior,tier2,organic,android,group_B
C100086,2026-05-09,0.12067054842453322,senior,tier1,paid_ad,desktop,group_B
C100087,2026-01-11,0.3804895638539201,lead,tier2,college_drive,ios,group_A
C100088,2025-05-08,0.2651773288276895,mid,tier1,organic,desktop,group_B
C100089,2025-04-03,0.2640930356911523,entry,tier1,paid_ad,ios,group_A
C100090,2025-11-05,0.3253540995097456,entry,tier1,college_drive,desktop,group_B
C100091,2025-04-18,0.27386856248121916,entry,tier1,organic,desktop,group_B
C100092,2025-03-29,0.25480331563141856,senior,tier2,college_drive,ios,group_B
C100093,2025-12-01,0.07953265942167813,mid,tier3,organic,android,group_A
C100094,2025-02-26,0.1116059868956251,entry,tier1,paid_ad,ios,group_A
C100095,2026-01-24,0.07472368683873247,mid,tier1,organic,android,group_A
C100096,2026-02-20,0.15738042016472356,entry,tier1,referral,android,group_A
C100097,2025-06-24,0.4323047204188884,mid,tier3,organic,android,group_A
C100098,2025-07-18,0.14494137131327456,entry,tier2,college_drive,ios,group_A
C100099,2026-04-15,0.21184985038128978,entry,tier3,paid_ad,android,group_B
C100100,2025-04-03,0.3367718758144184,mid,tier2,college_drive,android,group_B
C100101,2026-03-14,0.2704768080250324,lead,tier2,college_drive,ios,group_A
C100102,2025-04-18,0.18968658930698576,mid,tier3,paid_ad,android,group_B
C100103,2026-06-26,0.3529471268975599,mid,tier1,organic,desktop,group_A
C100104,2025-04-22,0.3295504097247852,mid,tier3,college_drive,desktop,group_B
C100105,2025-04-28,0.4415821005059132,mid,tier2,organic,android,group_A
C100106,2025-05-01,0.17749473882379596,entry,tier3,college_drive,android,group_A
C100107,2025-07-03,0.19190530472598955,mid,tier1,paid_ad,android,group_A
C100108,2025-10-16,0.2682028570080314,entry,tier1,paid_ad,android,group_A
C100109,2025-06-11,0.16155887977265398,mid,tier1,paid_ad,android,group_A
C100110,2026-01-30,0.032773495237168306,entry,tier1,organic,android,group_A
C100111,2025-05-01,0.34164940882835537,senior,tier1,referral,android,group_B
C100112,2025-09-01,0.5308424691555291,entry,tier1,organic,android,group_A
C100113,2025-10-23,0.24421410689641113,entry,tier1,college_drive,desktop,group_A
C100114,2025-09-28,0.2538987621438153,mid,tier1,organic,android,group_B
C100115,2025-08-25,0.17336660711547372,senior,tier1,paid_ad,android,group_A
C100116,2026-06-10,0.5089116578521857,lead,tier2,paid_ad,desktop,group_A
C100117,2026-04-15,0.05597600425839906,entry,tier1,paid_ad,desktop,group_B
C100118,2026-02-17,0.48200817810523205,entry,tier2,referral,android,group_B
C100119,2026-04-29,0.47805274017478283,mid,tier2,referral,desktop,group_A
C100120,2025-11-03,0.2592399565455306,entry,tier1,paid_ad,android,group_B
C100121,2025-07-01,0.17102261383279943,entry,tier1,organic,android,group_B
C100122,2025-07-09,0.40889232737098596,entry,tier2,paid_ad,desktop,group_A
C100123,2025-10-17,0.3993375817450201,entry,tier2,organic,android,group_A
C100124,2025-03-21,0.3019474031370182,mid,tier1,paid_ad,android,group_B
C100125,2025-08-26,0.06939260134996911,mid,tier2,paid_ad,ios,group_B
C100126,2026-05-18,0.5553630846893428,entry,tier1,paid_ad,android,group_A
C100127,2025-05-10,0.22757872175049712,entry,tier2,referral,android,group_B
C100128,2025-08-21,0.34777939991484186,entry,tier2,paid_ad,desktop,group_A
C100129,2025-07-20,0.05007091381472501,senior,tier1,referral,ios,group_B
C100130,2025-08-26,0.06328366754056738,mid,tier2,organic,desktop,group_A
C100131,2025-09-02,0.0854846359312639,senior,tier3,referral,android,group_A
C100132,2026-05-12,0.35897552352837947,lead,tier2,referral,ios,group_A
C100133,2025-08-30,0.4906340491163018,mid,tier1,organic,desktop,group_A
C100134,2025-04-23,0.06194718390563383,lead,tier2,organic,android,group_A
C100135,2026-01-16,0.2864324714822189,entry,tier1,paid_ad,ios,group_A
C100136,2025-08-06,0.5257219338524263,entry,tier3,paid_ad,android,group_B
C100137,2026-06-14,0.039292085690893,mid,tier2,organic,android,group_B
C100138,2025-12-23,0.5448175179392334,entry,tier1,college_drive,ios,group_B
C100139,2025-11-04,0.18480908128867773,mid,tier3,organic,android,group_B
C100140,2025-01-11,0.5636143222415229,senior,tier2,paid_ad,android,group_A
C100141,2026-03-06,0.20675162606429487,lead,tier1,paid_ad,desktop,group_A
C100142,2026-01-31,0.32195460386895286,mid,tier2,paid_ad,android,group_A
C100143,2025-11-20,0.2466396899430787,senior,tier3,organic,desktop,group_A
C100144,2025-01-05,0.15788478934599215,mid,tier3,college_drive,ios,group_A
C100145,2025-03-22,0.14771486487750635,mid,tier1,paid_ad,android,group_A
C100146,2026-06-12,0.21757617387113098,mid,tier3,organic,desktop,group_B
C100147,2026-02-23,0.32032415949813836,mid,tier2,paid_ad,android,group_A
C100148,2025-04-09,0.49071460123747335,entry,tier1,organic,ios,group_A
C100149,2026-05-30,0.21992237223956687,senior,tier2,organic,android,group_B
C100150,2025-03-21,0.5488107772533029,entry,tier1,organic,android,group_B
C100151,2026-01-28,0.5079681896027742,senior,tier1,organic,android,group_A
C100152,2025-02-15,0.3092507944269175,mid,tier2,organic,android,group_A
C100153,2026-01-21,0.26136217851539684,entry,tier1,organic,desktop,group_A
C100154,2025-11-06,0.37184088161260875,senior,tier1,paid_ad,ios,group_B
C100155,2025-07-05,0.10646824621413031,mid,tier3,organic,android,group_B
C100156,2026-04-23,0.11102362932356732,senior,tier3,paid_ad,ios,group_A
C100157,2025-08-31,0.22041040216002633,entry,tier1,paid_ad,desktop,group_B
C100158,2025-09-28,0.2197400888539951,entry,tier3,college_drive,ios,group_A
C100159,2025-04-29,0.346341508632486,senior,tier2,referral,desktop,group_B
C100160,2025-01-04,0.22087005532783832,mid,tier1,referral,android,group_B
C100161,2025-07-03,0.58265627554947,entry,tier2,paid_ad,desktop,group_A
C100162,2025-11-19,0.09368432265982239,mid,tier1,paid_ad,ios,group_B
C100163,2025-11-21,0.3186804669901977,mid,tier2,referral,android,group_B
C100164,2025-11-15,0.2193523840703732,lead,tier2,paid_ad,ios,group_B
C100165,2025-04-13,0.4898501725298389,entry,tier2,paid_ad,ios,group_B
C100166,2026-01-06,0.6252492115212397,mid,tier3,paid_ad,android,group_A
C100167,2026-03-31,0.11922720930872352,entry,tier3,organic,android,group_A
C100168,2025-12-30,0.053498774189244404,entry,tier1,paid_ad,android,group_A
C100169,2026-06-18,0.20236570445457688,mid,tier2,referral,android,group_A
C100170,2026-05-04,0.2883722033251982,entry,tier1,paid_ad,android,group_A
C100171,2026-05-12,0.13406684464066304,entry,tier2,organic,android,group_B
C100172,2025-05-06,0.19789321773545743,mid,tier2,organic,desktop,group_A
C100173,2025-06-02,0.22698180506680432,mid,tier1,paid_ad,android,group_B
C100174,2025-06-16,0.48484953621740196,senior,tier1,college_drive,ios,group_B
C100175,2025-10-22,0.09513633204159751,mid,tier2,college_drive,ios,group_A
C100176,2025-06-05,0.1588316386381122,entry,tier3,paid_ad,ios,group_A
C100177,2026-04-04,0.17376638776290493,entry,tier1,paid_ad,android,group_B
C100178,2025-02-25,0.3014738599834808,mid,tier2,referral,android,group_B
C100179,2025-09-30,0.4694666522112132,entry,tier3,organic,ios,group_A
C100180,2025-02-04,0.2515898712863709,entry,tier1,referral,ios,group_A
C100181,2026-04-08,0.1925788461596815,lead,tier1,college_drive,android,group_B
C100182,2025-10-02,0.08969405792943444,senior,tier3,organic,desktop,group_A
C100183,2025-06-16,0.29200665898311834,entry,tier1,referral,android,group_A
C100184,2025-10-03,0.19462150119062652,entry,tier2,college_drive,android,group_A
C100185,2025-10-30,0.14552223852021048,senior,tier2,organic,android,group_B
C100186,2026-04-01,0.19168394355828114,mid,tier3,organic,desktop,group_A
C100187,2025-12-05,0.15004485715618757,entry,tier2,paid_ad,ios,group_B
C100188,2026-02-20,0.13448119075025602,mid,tier3,organic,desktop,group_B
C100189,2026-01-17,0.1640960708900888,senior,tier2,paid_ad,desktop,group_B
C100190,2025-06-23,0.19167244755696095,entry,tier1,organic,ios,group_A
C100191,2025-07-22,0.16556168238982003,senior,tier1,referral,android,group_A
C100192,2025-08-04,0.4122350428864075,senior,tier1,college_drive,desktop,group_B
C100193,2025-12-15,0.24226585993091848,mid,tier2,referral,android,group_A
C100194,2025-01-23,0.09561155014232059,lead,tier2,paid_ad,ios,group_B
C100195,2026-05-14,0.12457263322431303,entry,tier1,college_drive,android,group_A
C100196,2025-12-26,0.13962716784951254,senior,tier3,organic,android,group_A
C100197,2026-04-27,0.8610692421008007,mid,tier1,organic,android,group_B
C100198,2025-12-28,0.1907048696731546,mid,tier1,paid_ad,ios,group_A
C100199,2025-01-22,0.26166670481158927,mid,tier2,paid_ad,desktop,group_A
C100200,2025-12-13,0.050776291988124875,mid,tier2,organic,android,group_A
C100201,2025-02-20,0.20076809354775726,mid,tier1,paid_ad,desktop,group_B
C100202,2025-10-04,0.527411706858777,mid,tier3,paid_ad,ios,group_A
C100203,2025-06-14,0.16768978170311166,mid,tier1,organic,desktop,group_A
C100204,2025-10-24,0.5164667463061182,lead,tier1,organic,android,group_A
C100205,2026-02-06,0.1258439578941383,senior,tier2,paid_ad,ios,group_B
C100206,2025-05-10,0.24822084357515117,mid,tier2,referral,android,group_B
C100207,2025-01-18,0.2643983056605159,mid,tier1,organic,desktop,group_A
C100208,2026-02-07,0.15355653450731252,senior,tier1,organic,android,group_B
C100209,2025-05-02,0.2746073696624459,senior,tier1,organic,ios,group_A
C100210,2026-02-08,0.40322995370370157,mid,tier1,organic,android,group_A
C100211,2025-06-05,0.4156599436005551,senior,tier3,paid_ad,android,group_A
C100212,2025-04-26,0.5610186165986416,entry,tier2,college_drive,android,group_B
C100213,2025-10-29,0.23732756302104624,entry,tier1,paid_ad,android,group_B
C100214,2025-05-25,0.43400559391758065,entry,tier3,referral,android,group_B
C100215,2026-02-02,0.1734306443941765,mid,tier3,paid_ad,android,group_B
C100216,2026-05-18,0.5977068272798596,senior,tier1,referral,ios,group_B
C100217,2026-05-09,0.12415247153386297,senior,tier1,organic,android,group_A
C100218,2025-10-30,0.37691068940640315,senior,tier1,organic,android,group_B
C100219,2025-02-24,0.20625309739178296,entry,tier2,referral,ios,group_B
C100220,2026-04-22,0.155466240916269,senior,tier1,organic,android,group_A
C100221,2025-10-25,0.10762626159858728,lead,tier2,college_drive,android,group_B
C100222,2025-06-12,0.43274881099857254,entry,tier1,organic,ios,group_A
C100223,2026-03-12,0.11121575642468823,entry,tier2,paid_ad,android,group_B
C100224,2025-06-02,0.4670331865790637,senior,tier1,organic,android,group_A
C100225,2026-01-15,0.39876302748040576,entry,tier2,referral,ios,group_A
C100226,2025-04-16,0.2571649981752076,senior,tier2,paid_ad,android,group_B
C100227,2025-08-19,0.5845945367453204,mid,tier3,paid_ad,android,group_A
C100228,2025-09-05,0.40723343935348166,mid,tier1,organic,ios,group_A
C100229,2026-03-26,0.059042330708733305,lead,tier2,referral,android,group_B
C100230,2025-10-21,0.31087235458466844,mid,tier2,paid_ad,android,group_B
C100231,2025-03-21,0.38154811660966337,mid,tier2,organic,desktop,group_A
C100232,2026-06-20,0.20318155812360728,entry,tier2,paid_ad,android,group_A
C100233,2025-05-13,0.2655345251702556,entry,tier1,paid_ad,android,group_A
C100234,2025-10-05,0.3456757316248253,mid,tier1,paid_ad,android,group_B
C100235,2025-06-03,0.24906262299412377,mid,tier2,organic,desktop,group_B
C100236,2025-07-04,0.1762986020473837,entry,tier2,referral,desktop,group_A
C100237,2025-11-07,0.11326527134078566,entry,tier2,referral,android,group_B
C100238,2026-01-13,0.5666199203231045,mid,tier1,organic,android,group_A
C100239,2025-07-24,0.22365992081386485,senior,tier1,paid_ad,android,group_B
C100240,2026-04-15,0.361354601257921,entry,tier2,organic,android,group_A
C100241,2025-08-16,0.2055152614925485,senior,tier2,referral,android,group_A
C100242,2026-05-10,0.44428826564018503,lead,tier2,organic,android,group_A
C100243,2025-07-11,0.23992560276607966,entry,tier1,referral,android,group_A
C100244,2025-07-23,0.48528688869527714,mid,tier2,college_drive,android,group_A
C100245,2026-05-15,0.30102425989195614,senior,tier2,referral,android,group_B
C100246,2025-05-14,0.056070732539033385,entry,tier2,college_drive,android,group_A
C100247,2025-11-16,0.1570902165972694,senior,tier1,paid_ad,android,group_B
C100248,2025-04-28,0.2732427727121851,lead,tier1,college_drive,android,group_B
C100249,2026-06-08,0.2633454653805759,mid,tier1,college_drive,android,group_A
C100250,2026-03-25,0.4549597583539002,entry,tier2,college_drive,android,group_A
C100251,2025-10-04,0.43581094755173333,entry,tier1,organic,android,group_B
C100252,2026-03-20,0.30399029659341625,mid,tier1,paid_ad,ios,group_A
C100253,2026-01-02,0.19587911382864223,entry,tier3,organic,desktop,group_B
C100254,2025-07-05,0.0842627145514656,senior,tier3,paid_ad,desktop,group_A
C100255,2026-04-13,0.14911218008015656,mid,tier3,referral,android,group_B
C100256,2025-06-26,0.1689657274508211,mid,tier2,organic,android,group_B
C100257,2026-05-05,0.1944637486951389,mid,tier1,college_drive,ios,group_A
C100258,2026-03-27,0.22362528854413938,entry,tier1,paid_ad,android,group_A
C100259,2025-08-14,0.12159975077563392,senior,tier1,paid_ad,android,group_A
C100260,2025-04-24,0.29345940630775363,senior,tier1,college_drive,desktop,group_B
C100261,2026-03-30,0.0720197041260592,mid,tier3,college_drive,ios,group_A
C100262,2026-01-18,0.13154242369966168,mid,tier3,paid_ad,android,group_B
C100263,2025-02-11,0.23597938398066606,entry,tier2,referral,android,group_B
C100264,2025-01-07,0.12552245541199736,mid,tier1,organic,desktop,group_B
C100265,2025-08-18,0.08089876939896155,lead,tier2,paid_ad,android,group_A
C100266,2025-10-30,0.5684943285586916,senior,tier2,referral,android,group_B
C100267,2025-12-23,0.31624787679383753,entry,tier2,referral,android,group_A
C100268,2025-08-01,0.17344438702060963,entry,tier3,paid_ad,android,group_B
C100269,2025-08-12,0.40527552058860683,lead,tier1,paid_ad,ios,group_A
C100270,2026-01-21,0.41497857362412344,mid,tier1,organic,ios,group_A
C100271,2026-06-18,0.26262941587728816,entry,tier1,organic,ios,group_B
C100272,2026-04-09,0.4274929306631607,mid,tier1,organic,desktop,group_A
C100273,2025-01-24,0.14013961311132245,entry,tier2,paid_ad,desktop,group_B
C100274,2025-11-15,0.26443438166241723,lead,tier3,referral,android,group_A
C100275,2025-10-11,0.4316168404600029,mid,tier1,referral,android,group_B
C100276,2025-10-19,0.19463814002142935,entry,tier2,referral,android,group_B
C100277,2025-04-30,0.5566208702969193,entry,tier1,paid_ad,android,group_A
C100278,2026-05-26,0.18940209694777377,entry,tier2,referral,android,group_A
C100279,2026-05-16,0.2078370591770535,mid,tier2,college_drive,desktop,group_A
C100280,2026-01-31,0.1738396874572404,mid,tier1,referral,android,group_A
C100281,2025-10-08,0.2116513599702925,mid,tier1,referral,ios,group_A
C100282,2025-06-30,0.10937685135703658,entry,tier2,organic,android,group_A
C100283,2025-10-06,0.3031850902042757,senior,tier2,referral,android,group_B
C100284,2025-11-02,0.36876732077732427,senior,tier1,organic,android,group_B
C100285,2025-02-04,0.19355861385601125,mid,tier1,referral,android,group_B
C100286,2026-04-04,0.5839653477383812,mid,tier1,organic,android,group_B
C100287,2025-08-23,0.34447563167268763,entry,tier2,organic,ios,group_A
C100288,2025-09-08,0.04220501217882686,senior,tier1,college_drive,ios,group_A
C100289,2025-10-15,0.24850688781269545,entry,tier2,organic,ios,group_B
C100290,2025-04-16,0.5610408080887077,senior,tier1,college_drive,desktop,group_A
C100291,2026-02-05,0.14793004337867247,mid,tier2,paid_ad,android,group_A
C100292,2025-01-27,0.06074463316026406,entry,tier2,organic,android,group_A
C100293,2026-01-01,0.5409321130872642,entry,tier2,organic,android,group_B
C100294,2025-09-06,0.2801844838817588,lead,tier2,paid_ad,desktop,group_B
C100295,2025-09-20,0.33188745088181043,mid,tier3,organic,android,group_A
C100296,2025-03-24,0.06694050218758968,mid,tier3,organic,desktop,group_A
C100297,2025-11-03,0.33804895204219715,lead,tier2,referral,desktop,group_A
C100298,2026-01-26,0.19326530820631138,mid,tier2,referral,android,group_B
C100299,2026-06-19,0.24191075651160215,senior,tier1,organic,android,group_B
C100300,2025-12-14,0.5763287849548937,senior,tier3,organic,desktop,group_A
C100301,2025-04-06,0.18970040536019805,senior,tier3,referral,ios,group_B
C100302,2026-06-25,0.3325188951680665,entry,tier1,college_drive,desktop,group_B
C100303,2025-02-27,0.3124720705471105,lead,tier1,college_drive,ios,group_A
C100304,2025-09-08,0.4602811103098881,mid,tier2,paid_ad,desktop,group_A
C100305,2026-04-15,0.11802040957539223,mid,tier1,organic,android,group_A
C100306,2026-01-17,0.22519976485978244,senior,tier3,organic,desktop,group_B
C100307,2025-09-02,0.060988598222261436,entry,tier3,college_drive,android,group_B
C100308,2026-01-09,0.2152545273791623,entry,tier1,college_drive,android,group_A
C100309,2026-05-02,0.2591876771595089,mid,tier2,organic,android,group_B
C100310,2025-07-03,0.3025375980986328,mid,tier3,referral,android,group_A
C100311,2025-06-29,0.20670597365355628,mid,tier2,paid_ad,ios,group_B
C100312,2026-04-27,0.2568917239942675,mid,tier1,paid_ad,ios,group_B
C100313,2026-01-28,0.4358362874272405,lead,tier2,paid_ad,desktop,group_B
C100314,2026-02-18,0.17564069261339355,entry,tier1,college_drive,ios,group_A
C100315,2025-07-06,0.08641727041071967,entry,tier2,organic,android,group_A
C100316,2025-05-28,0.15641685111442932,entry,tier3,college_drive,desktop,group_A
C100317,2025-05-30,0.30304916165720247,lead,tier3,organic,android,group_A
C100318,2025-02-04,0.1621130358189089,entry,tier2,referral,ios,group_B
C100319,2025-05-08,0.2727372511300923,mid,tier1,referral,android,group_B
C100320,2026-01-07,0.2146786386795546,senior,tier1,paid_ad,android,group_A
C100321,2026-05-03,0.4508279716986138,mid,tier1,organic,android,group_A
C100322,2025-07-31,0.2659281604399925,entry,tier2,organic,desktop,group_A
C100323,2025-02-16,0.36363197803851377,lead,tier2,paid_ad,android,group_B
C100324,2025-01-15,0.5369871732012245,entry,tier2,organic,android,group_B
C100325,2026-02-25,0.117589606455035,mid,tier2,organic,ios,group_B
C100326,2026-02-22,0.24084827729137878,entry,tier1,organic,android,group_A
C100327,2026-06-10,0.29047238868092085,mid,tier2,referral,android,group_A
C100328,2026-04-15,0.28751283341245654,entry,tier3,paid_ad,ios,group_B
C100329,2025-09-01,0.27546604421633114,senior,tier3,referral,android,group_B
C100330,2025-09-05,0.08130801968056052,mid,tier2,organic,ios,group_A
C100331,2025-12-10,0.1762805814812865,entry,tier3,paid_ad,desktop,group_A
C100332,2026-01-13,0.3682738630476329,senior,tier2,organic,android,group_B
C100333,2025-04-04,0.11174359046034643,senior,tier2,college_drive,ios,group_B
C100334,2025-10-23,0.3952905460526702,mid,tier2,organic,android,group_B
C100335,2025-04-16,0.3559836086444061,mid,tier1,referral,android,group_B
C100336,2025-01-22,0.19955057259140793,mid,tier3,paid_ad,android,group_B
C100337,2026-01-09,0.26993802886665236,mid,tier1,referral,desktop,group_A
C100338,2026-03-12,0.23462751767459364,senior,tier1,paid_ad,android,group_B
C100339,2025-01-27,0.30010316471842646,entry,tier1,paid_ad,desktop,group_B
C100340,2025-07-20,0.10862818457781073,mid,tier2,referral,android,group_A
C100341,2026-01-23,0.29722035835323407,senior,tier2,organic,android,group_B
C100342,2025-07-27,0.37267481853518775,lead,tier2,paid_ad,desktop,group_A
C100343,2025-09-23,0.29323825790309765,entry,tier2,paid_ad,desktop,group_B
C100344,2025-02-22,0.2283722041285596,entry,tier2,paid_ad,desktop,group_A
C100345,2026-02-11,0.2760874272891693,senior,tier2,referral,desktop,group_A
C100346,2025-01-06,0.24589295350587517,lead,tier1,organic,ios,group_A
C100347,2025-02-05,0.49280573171682623,senior,tier1,organic,android,group_A
C100348,2026-03-24,0.2704567579229722,mid,tier1,organic,android,group_A
C100349,2026-04-02,0.2727166141635703,entry,tier2,paid_ad,ios,group_B
C100350,2025-09-13,0.3997591730117084,lead,tier1,paid_ad,ios,group_A
C100351,2026-06-06,0.15141205811125086,senior,tier3,referral,ios,group_B
C100352,2026-01-19,0.19503360551591623,mid,tier1,paid_ad,ios,group_B
C100353,2025-11-05,0.21842588373974664,senior,tier2,referral,android,group_A
C100354,2025-01-18,0.5282400274579102,senior,tier1,referral,desktop,group_A
C100355,2025-01-06,0.29622530080390413,entry,tier1,college_drive,android,group_A
C100356,2026-04-09,0.22122724470120816,entry,tier1,referral,ios,group_B
C100357,2025-03-02,0.18571312671146564,entry,tier2,organic,ios,group_B
C100358,2026-05-12,0.18900947741303553,senior,tier1,referral,android,group_A
C100359,2025-05-19,0.12703283533914242,mid,tier1,organic,android,group_B
C100360,2025-03-27,0.2914372514761775,mid,tier1,organic,android,group_A
C100361,2025-03-02,0.26252462203005167,entry,tier2,paid_ad,android,group_B
C100362,2026-03-01,0.08135587364959447,mid,tier1,organic,android,group_B
C100363,2025-03-01,0.5265805398767784,entry,tier3,organic,android,group_B
C100364,2026-04-28,0.22647685679201102,lead,tier1,paid_ad,ios,group_A
C100365,2025-09-21,0.4117341820120272,mid,tier1,organic,android,group_A
C100366,2025-10-18,0.19328377980207137,senior,tier2,college_drive,android,group_A
C100367,2026-01-09,0.3596176587740096,entry,tier2,paid_ad,android,group_A
