candidate_id,gender,college_tier,pincode_tier,experience_years,skill_match_score,test_score,applications_count,shortlisted
C000067,M,3,1,5.227162130454057,95.06259043408996,48.491497742572676,6,0
C000068,M,1,3,2.512247643585453,80.47294151931513,60.185683881982605,2,1
C000069,M,2,1,4.609759399170812,79.99573886449197,49.14911678535816,5,1
C000070,M,2,1,7.182027711156985,46.60541523269902,62.27943202661896,4,0
C000071,M,1,2,5.47678544427528,76.34465515885206,43.4364605051871,3,0
C000072,F,1,2,1.099666439580644,77.76591743719703,76.34161193651553,5,1
C000073,M,1,3,4.195726412833577,64.33682576922764,53.69752694827467,6,0
C000074,M,2,1,6.119656350053011,34.28397124899638,37.483960906136744,4,0
C000075,M,3,2,0.6568404223039308,30.06162803040892,56.1127175665499,3,0
C000076,M,2,3,7.711896662924582,60.80676715800132,58.646118104068634,3,1
C000077,F,2,1,4.310024597304415,56.93057863803951,51.167521734853665,4,0
C000078,M,1,1,5.268191941681498,42.62889834762562,30.967126679338836,5,0
C000079,F,2,3,3.2435766148733345,70.80700591031068,57.64213203751465,5,0
C000080,F,2,3,4.101904655686237,47.997748882591026,62.90373036356752,2,0
C000081,M,3,1,2.032213655763316,40.013109570454745,67.5877046967785,6,0
C000082,F,2,3,7.40356628721772,95.95003375241068,78.22602905206504,2,1
C000083,M,2,2,7.94471767219643,72.5699873420692,68.99636695109108,5,1
C000084,M,3,2,8.722663496595608,58.61188311208342,65.91651391534319,6,0
C000085,M,3,1,0.11538191512527529,43.81162151795183,70.22657521551228,3,0
C000086,F,2,2,4.724992785821662,51.71529731998488,49.78570561026799,4,0
C000087,M,1,2,4.950658972888384,55.662117210513436,76.79744840249934,4,0
C000088,M,1,1,2.447776905487287,56.84547443338401,58.604926098253976,4,1
C000089,M,2,1,4.820193173339443,60.1601431544133,56.5637199323068,6,0
C000090,M,2,2,0.8394636496453991,47.284917711760045,37.54526806843934,4,0
C000091,F,3,2,7.237505304197777,51.897767658220936,67.94627759166289,4,1
C000092,M,1,2,0.6270205376641296,39.33399232784697,66.0587708224311,6,0
C000093,M,2,3,4.550948967641307,35.30119898308554,73.381502900273,2,0
C000094,M,2,2,5.736220097071358,41.96662762160326,35.067189182234415,5,0
C000095,F,3,3,2.6811004775249474,55.85326934172481,72.93357499821171,4,0
C000096,M,2,1,7.019729531798985,60.3804908734195,56.790820343110624,5,1
C000097,M,1,2,0.0,71.97975113336108,43.862333208049066,1,0
C000098,M,3,2,3.9326037467603046,71.22851445083252,51.67458457540239,6,0
C000099,F,3,2,0.2894013992911759,74.35663857853028,45.29976141948747,5,0
C000100,F,2,3,2.2987687830512984,60.42551328501629,65.92338507394311,4,0
C000101,F,2,3,2.9135947192943026,74.83059322283525,52.16105333717032,1,0
C000102,M,2,1,2.77933356622344,32.85033822927985,58.511253743713894,4,0
C000103,F,2,2,6.7959699598940535,74.056391073413,51.58950427965287,5,0
C000104,F,3,2,1.4207332106024237,64.40295083699763,57.726743184660926,5,0
C000105,F,2,2,0.5805948878832132,79.42545269959162,39.53947490879442,7,0
C000106,M,2,1,3.051655209876126,24.80038156642196,23.829236530314233,2,0
C000107,M,1,2,4.249333057842141,78.68133365248762,100.0,4,1
C000108,M,2,2,5.107029712640852,40.60629935616042,60.66219000091073,4,0
C000109,F,1,3,6.53840479880007,81.78769988779061,100.0,1,1
C000110,M,2,1,0.0,52.353898779542085,58.63420424641107,4,0
C000111,M,2,3,7.715005296998818,71.23159527812982,59.43816193358658,4,1
C000112,M,2,2,2.1994545914642334,63.707231692239176,54.6926373433208,4,0
C000113,M,1,2,3.3873628873456685,80.2226914701672,70.05994093169889,3,0
C000114,M,2,2,4.050972794633674,67.26795925598077,61.71742047224343,5,0
C000115,F,3,1,0.0,88.5549673629875,35.70905915348149,4,0
C000116,F,1,1,3.048646745611724,54.19930740189499,40.88401409456269,2,1
C000117,F,3,2,6.182505763139904,49.47624758433728,38.01813821943763,3,1
C000118,M,1,1,5.389135357011912,55.19653879573512,61.81117296559544,4,1
C000119,F,3,2,2.8990057724773286,74.4999498887435,62.631937973077676,4,0
C000120,M,2,2,4.468683562432346,75.12160211390234,61.78450803049803,5,0
C000121,F,1,1,5.0153722000098835,45.69344338114371,46.89578643099159,4,0
C000122,M,1,3,3.4306806438704043,52.279279227077375,37.96120460433248,3,0
C000123,M,3,1,5.083476339359766,69.32613977053778,80.26205123881826,4,1
C000124,M,3,3,2.2390209584513077,83.68079111375681,63.41053460028257,3,0
C000125,M,3,1,1.9202431411927954,54.46526913988707,70.14871968366319,3,0
C000126,M,1,1,3.3466205182716893,43.601989700344774,76.93841790877381,5,0
C000127,M,2,2,0.0,80.04745993663298,22.848133834624768,1,0
C000128,M,1,3,5.525204695743502,38.776735297401565,60.815301768724794,5,0
C000129,M,3,2,4.182920349641712,73.09917761072752,79.81504294531116,4,0
C000130,M,2,1,3.5112102380508885,32.471359215771265,37.458938045021064,1,0
C000131,F,1,3,5.752411058064791,63.19428205068924,39.32089210905739,6,0
C000132,M,2,2,4.851642088400419,59.70161731294746,38.933970872951946,5,0
C000133,M,3,2,6.340361390001827,53.26310172880444,32.116272917774396,5,1
C000134,M,3,1,7.475651024829315,86.59274855274057,69.99430630774741,6,1
C000135,M,2,1,4.72723239270126,63.74999474680697,62.99114335132432,2,1
C000136,F,1,3,2.416567225013699,62.47655278509264,37.065996608677295,3,0
C000137,M,3,1,5.59475894039368,61.1477536853189,26.51034971009412,2,0
C000138,F,2,3,2.423843443483147,53.47999307884592,44.054317184040805,7,0
C000139,M,3,1,2.3230378751254004,92.4147898589218,78.79172077328502,4,1
C000140,M,2,2,3.3561456043675344,59.34693094871865,38.19868373236133,3,0
C000141,M,2,3,6.547882742963257,92.82155832324612,27.754782524393114,5,0
C000142,F,3,2,5.650417086579415,52.61648897742919,56.30995258053609,1,0
C000143,M,1,3,5.948855854013095,65.2731997446046,36.80317157235105,4,0
C000144,M,2,1,4.270360461430273,57.82706293604248,88.89532914624962,2,1
C000145,M,1,2,5.2526917213274515,52.94760896402679,60.9818751457751,8,0
C000146,M,2,2,5.321940230272542,62.165069740304475,51.35623180060651,5,0
C000147,M,3,3,2.485739222556858,89.97101814342443,51.635920428458846,3,0
C000148,M,1,2,5.294225224186607,84.31421401804201,47.43271970296391,4,0
C000149,M,2,1,3.991342885148291,65.36761146904627,49.21012107919684,3,1
C000150,F,2,1,3.1090608476890713,44.499416790486606,100.0,3,1
C000151,F,1,1,3.2146276911528933,69.82954104036794,75.37575793963815,1,1
C000152,M,3,2,2.784666378976488,57.065283264685334,54.1354336571252,1,1
C000153,M,2,1,3.3819614591127305,50.52362901327825,61.93728009166645,4,0
C000154,M,2,2,3.9821561057952533,74.58003002785638,44.5498445369075,5,1
C000155,F,1,1,5.463028554745698,45.78950445838774,76.06410883873832,6,0
C000156,M,3,1,7.320437280949587,66.55799058915562,0.0,3,0
C000157,F,2,1,5.250692772518445,71.69813858455579,47.022039948066336,3,0
C000158,F,2,2,4.2577481674278665,74.88412296235538,37.950233692585805,3,0
C000159,F,3,1,0.0,45.7606181425415,73.16252747256134,7,0
C000160,M,1,3,9.321645554647372,90.07850227763981,56.671808512386846,2,1
C000161,F,2,2,2.4425030376842773,68.99968859194425,25.121578108796392,4,0
C000162,M,1,3,2.513627954678432,64.59679735417956,54.38588510857794,6,0
C000163,M,2,2,6.7811893673104695,44.70681616898343,55.99171038095004,5,1
C000164,M,1,3,1.5773362770661654,52.22715428570978,82.72200569725219,2,1
C000165,M,1,1,4.817926054177475,59.2116602521955,61.07264331358646,6,0
C000166,F,3,2,2.981620171800693,64.13862470168078,55.17598847851435,7,0
C000167,F,3,1,3.4440843349016372,69.7129553163218,56.89646551588127,4,0
C000168,M,1,1,4.1093537169920165,59.25325311340166,14.639350279821997,3,0
C000169,F,2,2,1.3739721505732887,86.2710496253473,41.048037924669046,5,1
C000170,M,2,1,3.728333323655521,58.86784249784211,20.288852156389446,4,0
C000171,M,3,3,6.257097978972968,67.45074697251994,92.12115127107255,4,1
C000172,M,1,3,3.835847037769046,81.60183643153243,47.08931261906416,4,1
C000173,F,1,2,11.696861351104797,56.30966941738608,67.45075066071558,5,0
C000174,M,3,3,4.201545288719471,44.043054167177544,37.36003822857959,4,1
C000175,M,2,3,1.3675104189082696,58.329078256662015,48.66109841200045,3,0
C000176,M,2,1,2.8526012312280735,78.23557257354646,49.67505137121058,3,0
C000177,F,2,1,0.0,65.57522445680992,65.10275052546335,2,0
C000178,F,3,1,6.370745613275439,74.69191685228772,52.882294292759724,4,1
C000179,F,2,1,7.532022123310233,44.86040659632462,43.79188190193771,3,1
C000180,F,3,3,5.854485195540337,40.34309999576762,18.497236766245187,2,0
C000181,F,2,2,2.151713425007914,73.25854038478295,95.63052379703652,2,1
C000182,M,3,1,2.0806161583347693,69.8091073046457,46.056988939362014,3,1
C000183,M,2,1,5.620599971829851,50.83532042660298,48.39624698463997,4,0
C000184,F,1,3,2.853924176297083,47.375311427103576,44.9758869035431,4,0
C000185,F,1,1,2.1065615555618082,62.095588042695745,80.66367911939808,2,0
C000186,M,1,3,1.860580724485101,63.89396461305261,43.46301646633812,4,0
C000187,M,1,2,8.111918359647262,46.280120241154734,46.65469532324028,4,0
C000188,F,3,3,2.9789129335265443,63.53122222648092,59.148607744034635,7,0
C000189,M,1,2,5.8297105602008585,42.81830074305357,77.34074923462907,2,1
C000190,F,3,1,5.209064054702715,55.025592896600884,55.16431050379572,4,1
C000191,M,1,2,2.1329419448415656,44.86437880350668,56.331844230533015,3,1
C000192,M,1,1,4.089197972110474,62.951176398632334,53.354025678766206,7,1
C000193,F,3,3,1.7974765907823174,54.98868782335555,46.99344663652716,3,1
C000194,M,1,1,7.185479058090827,84.83616196855391,88.75026661951031,4,1
C000195,M,1,1,1.9962508651380642,69.16521180214272,40.8554197239838,5,1
C000196,M,1,3,4.803600847661206,44.90617252532094,62.66298490784436,5,0
C000197,F,3,3,2.9127657480221467,78.25875760701497,45.34795407155022,5,1
C000198,M,2,2,1.9652225880286887,61.62579567266255,66.23526242665353,6,0
C000199,M,3,3,6.370088789800912,75.93006250375512,54.454317925698774,6,1
C000200,F,3,2,2.8534156145906917,45.18505301734868,59.90110620795019,3,0
C000201,F,2,3,0.0,73.60207085194999,57.084214247631046,5,0
C000202,M,2,2,4.933483833887037,95.33582750683154,35.63143962694015,2,0
C000203,M,3,1,2.4435132229157173,73.34862241342825,54.35620913597924,2,0
C000204,M,2,3,4.346716226793564,55.696358842136085,22.742383697255477,4,0
C000205,M,2,1,5.883465816975543,81.84004623817515,59.45842484171708,3,0
C000206,M,2,3,4.784584517809146,54.33548048831274,46.33555431153723,2,0
C000207,F,3,1,5.955369211603162,71.84217609403571,51.40756364976676,6,0
C000208,M,2,2,1.1440563682699558,98.29758336220576,55.941324947728475,3,1
C000209,M,1,3,6.636612230577102,55.92447000317093,58.105614547851715,2,0
C000210,F,2,1,3.3456139788786343,72.28749928677065,13.84608189156421,6,0
C000211,M,1,3,0.8613785304117569,94.69276743569252,48.67092845213894,5,0
C000212,M,2,1,0.0,79.375452436212,60.168578754531126,8,0
C000213,F,2,2,3.3215473484431888,75.31781462428292,83.81958196869866,2,1
C000214,F,2,1,2.2703493455033827,35.14988888914414,100.0,5,0
C000215,F,1,1,2.3044500382002564,50.17515008612175,91.3231079538257,3,1
C000216,M,2,2,4.735595906073506,77.62222654994137,42.31650011276372,2,1
C000217,M,2,2,7.784594427318223,59.97159439450998,65.47798691046536,4,1
C000218,F,1,2,2.0163607728296418,57.2026442813635,75.89368124198938,4,0
C000219,M,2,2,4.202470143566667,82.26726535578956,67.87059146906941,8,1
C000220,M,2,2,2.750887529571624,74.54187291157061,55.30379816862241,3,1
C000221,M,2,1,1.8287001802861673,52.288985906589296,61.40124676723879,5,0
C000222,F,3,3,1.7649441137676543,76.04133315920687,63.563895661305736,3,0
C000223,F,3,2,7.61302675600551,50.18636674550054,45.6436310002968,4,1
C000224,M,1,2,4.029198245869499,40.74798450994551,61.59528502487344,2,0
C000225,F,2,3,3.5818065331997087,69.32834628462113,34.653255531788304,4,0
C000226,M,1,1,2.492354222153624,45.95751729862045,99.8813414186495,2,0
C000227,M,2,3,4.147922315099313,45.700148649487296,50.79645715685934,4,0
C000228,F,1,3,2.596347300242562,49.20376519323547,67.63484629457261,6,0
C000229,M,2,1,8.246083043275931,66.94510132765852,62.03556458588753,7,1
C000230,M,2,3,4.553988305126239,76.24168614304617,60.25945481173214,5,0
C000231,M,3,3,4.306810808923604,60.037086766804855,69.06680134067382,3,0
C000232,F,2,3,4.256977534017782,46.35230733118418,78.33870074953352,7,1
C000233,M,1,2,6.8771777451554605,47.5087267323548,60.01610163843144,6,1
C000234,F,2,2,3.9514436490746405,41.09023118680642,72.9090391552674,3,0
C000235,F,2,2,2.951774515598118,75.13718642399019,66.9449361684037,3,0
C000236,M,2,1,4.354332054817486,50.83448836699314,35.23777161318618,1,0
C000237,F,3,3,5.7409498572675135,67.75647347375656,58.99949335947316,4,1
C000238,M,3,1,6.602516690580154,37.25614428418659,54.5753805107571,5,1
C000239,M,3,2,4.473023102733535,83.40043392658653,69.60722726541738,4,1
C000240,F,3,2,4.504630580439667,64.14279248304345,71.16942377882985,3,1
C000241,F,1,3,6.184025834328673,40.790664804430726,60.84714432154465,2,0
C000242,M,2,1,0.0,55.24561137484459,65.65679799895508,3,0
C000243,M,3,3,4.194059507569458,67.05198352396106,61.552596328273715,6,1
C000244,M,3,2,2.7142567190290325,51.02962497177077,48.46169125141951,4,0
C000245,F,2,2,4.127695414332506,69.7569234965951,81.18500828727792,3,1
C000246,M,2,3,4.782544647702894,83.47817341058516,69.54717615763008,6,0
C000247,M,2,1,6.739007464033153,78.01223853574642,93.39909266449001,6,1
C000248,M,2,3,0.9540793632275824,63.92270555588574,55.80368552825557,1,0
C000249,M,2,3,2.417614671878379,85.71592336560373,48.76145545036874,7,0
C000250,F,2,1,2.0432037288709632,67.20969176857088,21.209260018952712,5,0
C000251,F,3,3,2.6649188436998927,62.37769139684416,100.0,7,0
C000252,M,3,1,0.9855327999502701,62.77371693536076,68.90097959974956,5,0
C000253,M,1,1,8.70236845830587,65.58563417197882,73.61664953095976,5,1
C000254,M,1,3,5.915619200966608,70.78707546550925,90.37603531321426,5,1
C000255,F,2,1,2.2941474214045203,50.8415576436968,62.25334220587088,2,0
C000256,F,2,3,4.034096798428568,81.254560525159,46.93507786015919,6,0
C000257,M,1,3,3.0435551044703986,83.71538865423054,76.00339127839732,2,0
C000258,M,2,2,4.343474197823674,100.0,55.59766208621255,7,0
C000259,M,3,1,2.3109854179300098,38.514843534506724,26.98133758313525,4,0
C000260,M,2,3,0.6493278625137466,64.77681685265074,87.03439083593192,3,0
C000261,F,3,3,2.7410625119842837,52.24536861445809,39.98561781079919,3,0
C000262,M,2,2,7.038905051658158,74.00292134181778,46.43204858720965,5,0
C000263,M,1,1,0.7330394341036266,82.62972638558209,73.75072593021216,3,0
C000264,F,3,2,6.413675309232467,64.90493937061862,23.510977238708634,9,0
C000265,M,1,1,5.231887164613548,59.73449228785607,61.38411614666629,3,1
C000266,M,2,3,3.1208014153661834,57.133301062705144,64.22398938298717,6,0
C000267,M,1,1,5.650130754175825,61.513092952405,78.9275974912459,4,1
C000268,M,1,1,4.4589540564266965,70.0650736664217,70.5668101084505,1,1
C000269,M,1,3,0.0,69.96865542571351,72.7634820092427,3,1
C000270,M,3,3,3.1100114030657298,86.89046173487792,75.85224023070056,6,1
C000271,M,1,2,3.1744705351357476,62.06878583459537,86.08775422763591,4,0
C000272,M,1,3,7.17899644929428,78.20398327566065,51.38509160641211,6,0
C000273,M,1,1,3.1181850675661402,51.23509470184328,41.76859610232252,5,0
C000274,F,2,1,3.536102032361303,45.60884338823378,42.71327051714343,6,0
C000275,M,2,3,1.4452876767308296,79.74273447616109,70.90253432494569,3,0
C000276,M,3,2,3.8607530519864217,70.89409614855465,54.470875518453944,2,1
C000277,M,2,1,1.3844454335445286,56.897308874617565,48.80393275034898,4,0
C000278,F,3,1,6.389292341361164,51.0241348003378,78.97253818650145,6,0
C000279,F,2,2,3.074819547624158,57.71209698135527,69.95755234148925,2,0
C000280,M,1,1,1.3791699367155466,68.12087031830103,87.95391480711635,5,0
C000281,M,3,2,6.696120791130797,67.2204933276432,64.65198565263925,5,0
C000282,M,3,1,1.126719983951248,43.17832130616153,69.61049535908577,1,0
C000283,M,1,1,4.561768504440685,45.830665963074566,52.450167821407064,8,0
C000284,M,2,1,0.7279731855149203,66.95642098684664,21.62605945907041,4,0
C000285,M,1,1,4.644640462173628,73.68867473453541,50.125366205363896,3,1
C000286,M,2,2,6.34861832219954,53.09290540545919,46.57406038197569,5,0
C000287,M,3,2,2.573935842505162,43.622531241210666,35.48833397402518,3,0
C000288,M,3,2,1.4044547717085178,65.43643548666513,62.96262116122979,5,0
C000289,M,2,2,1.4729188548674657,31.881721107616244,76.41554224536074,4,1
C000290,F,2,2,3.8781955174814966,59.14377437738615,51.474479414825254,4,0
C000291,M,2,1,8.24159850870788,73.90436073839244,66.96621167477814,1,1
C000292,F,2,2,6.349510772984262,61.30086944131823,49.5599358161747,3,1
C000293,M,2,2,6.575052943805801,41.48195143493119,57.13393310920448,4,1
C000294,F,2,3,1.6461879236861834,87.59007575386828,49.077453370355386,3,1
C000295,F,2,2,6.413217444758873,65.0850377031289,65.34236962342898,4,0
C000296,F,2,1,6.171550174445896,68.12399041521766,70.44066619259884,3,0
C000297,F,3,2,4.671005728798582,78.17071968061312,90.7808696712558,3,0
C000298,F,1,1,2.6105821761461474,62.27610951807673,49.650478016232924,4,0
C000299,F,3,3,6.138819564031794,60.867696227356184,56.10805917836651,2,0
C000300,F,2,2,2.5087069324123146,83.40479523356055,80.24610085847637,6,0
C000301,M,2,2,5.445881433130206,52.725035780784594,53.85661273431655,4,0
C000302,M,3,3,3.162447070826635,78.7202321203603,69.03509556131876,5,1
C000303,M,2,2,1.8318614127481907,48.042326666625705,50.90674116894675,1,0
C000304,F,1,3,3.108437430476141,54.07201403275489,67.08707150948054,3,0
C000305,M,2,1,8.329390099129085,69.3689161864399,70.73456417659904,2,1
C000306,M,2,3,1.4350378978825904,86.42498688016406,83.46103082602423,4,1
C000307,F,3,2,6.181344167914957,67.21121773877316,46.24175175256312,3,0
C000308,M,2,1,5.848581135507699,43.997835291224575,68.79637144737751,6,0
C000309,M,2,1,3.5943556207455956,75.6660454771355,57.438352238280295,6,1
C000310,M,3,2,2.785377015179279,53.08565290477486,30.467984648689345,6,0
C000311,M,2,3,1.2536486537881766,74.49572036222277,48.7503786847941,9,0
C000312,M,1,3,6.834954035906404,69.31228955047905,46.52819123507739,3,1
C000313,M,2,2,1.382745959235693,42.48200800814763,67.70525037493447,5,0
C000314,M,2,1,0.0,70.4037772265349,44.239331653535785,3,0
C000315,M,2,3,4.677479803830606,46.477707743675566,61.63893238747487,3,1
C000316,M,3,3,1.0283286481846639,85.28161473285516,60.23175325593529,2,1
C000317,F,1,3,3.7585943957169743,41.410430814528866,71.66951998018791,2,1
C000318,M,2,2,1.0436352106052915,62.608491361088504,51.40560791965114,6,0
C000319,F,2,1,2.7210984968531355,50.807750562196645,33.35618085549844,8,0
C000320,F,2,3,4.152696879137906,86.16266530315669,76.6735420180956,5,1
C000321,M,2,3,4.597388526732134,41.76938815957478,49.89493571124843,4,0
C000322,M,1,1,6.945296142178449,99.95770510518429,79.78306170768842,2,1
C000323,M,2,3,4.003072504536102,59.58099713964572,59.65160537815427,4,0
C000324,F,2,2,4.23578268978293,56.535487824948376,61.24862892198046,4,0
C000325,F,3,2,3.472404885207329,76.58911834971805,70.95430510165609,6,0
C000326,F,1,3,6.032690516233319,64.48617256056208,71.58844459043972,1,1
C000327,M,1,1,1.5117361790687633,52.2490107702244,58.641501210759806,1,0
C000328,F,2,2,3.0373535700798038,53.53913083891568,52.17815362671212,7,0
C000329,M,2,1,3.997183374157873,57.542709752870174,59.19389242400397,2,0
C000330,F,1,2,2.006432559479125,54.60453535760258,27.50564717433752,2,1
C000331,M,2,3,7.070704737569125,77.15504483019772,77.66693578728888,5,0
C000332,F,3,1,4.700718710622214,66.2901625242667,44.528783667346175,3,0
C000333,F,1,3,1.3035418747335314,71.94120039588398,50.7685216961723,3,0
C000334,M,1,3,4.898347368226015,58.71978229742298,52.84137378398191,3,0
C000335,M,2,1,6.8822082319551825,74.66497464967033,66.73740873581927,5,1
C000336,M,1,1,2.416710240031925,54.59191521081694,57.65107092731065,2,0
C000337,F,2,1,6.995574053369502,51.18408255413799,71.99020369318659,2,0
C000338,M,2,1,4.565178947348407,57.36026920416248,69.28238615349689,4,1
C000339,F,2,3,4.4437031519072745,86.36887458184457,45.32098460140864,7,0
C000340,M,2,1,6.636462109954641,56.36083746807557,45.41391272052278,5,0
C000341,F,1,3,4.44816771646975,57.03754640051116,55.122193334375936,4,1
C000342,F,3,2,4.858634673648106,68.27693499090532,72.87943850073735,5,0
C000343,M,3,2,4.203046715875957,63.04068501718616,69.6510118705479,1,1
C000344,F,1,3,0.14165664601589167,48.6886991425157,71.4220105134928,3,0
C000345,F,2,2,4.905346070975223,47.28010601961722,55.35279529483889,2,0
C000346,F,2,1,4.5547520049572014,76.23478008395978,78.06084608075062,5,1
C000347,M,1,3,3.16392718769546,47.173222595584775,66.26099871393545,2,0
C000348,M,3,3,0.0,78.26486700697183,49.35930666224144,7,0
C000349,M,1,3,5.368566156052193,57.99396337680773,55.25922330509402,2,0
C000350,M,3,2,2.1072222754895726,30.153070140227136,74.6266898423574,4,0
C000351,M,2,2,1.5211369000447221,74.70490740443734,87.0658334475284,4,0
C000352,M,2,2,1.3118866755411802,77.02315833539255,28.86919150476164,3,1
C000353,M,2,2,0.0,73.73183856592107,64.78791576538562,1,0
C000354,M,1,1,5.0157623096747646,58.00716749563614,31.11613821242883,4,1
C000355,M,2,2,9.183247144145646,59.66763366585344,46.52019276749223,3,0
C000356,F,3,1,2.72422757687509,58.175194602815274,68.42611862419075,4,1
C000357,F,2,2,5.806219035172254,54.18537004647784,62.083714281167055,3,0
C000358,M,3,2,3.7940530389534146,69.20926170303665,45.367780134390514,6,0
C000359,M,3,1,4.60663156821834,61.92109877819801,52.09794204834052,3,0
C000360,F,2,3,3.8534518118974113,58.033109870209344,76.73886348696017,7,1
C000361,M,2,3,5.721087452404738,54.320901969774255,61.42637101937419,7,1
C000362,M,1,3,1.3420483058798331,67.21515433283493,59.97102303998819,7,0
C000363,M,2,3,4.219028318527008,84.01519046142835,78.34938124574299,1,0
