job_id,city,level,company_pref_weight,popularity_prior,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14,skill_15,skill_16,skill_17,skill_18,skill_19,skill_20,skill_21,skill_22,skill_23,skill_24
J0132,Pune,mid,0.6816250498618417,0.2689587121768101,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
J0133,Hyderabad,senior,0.7707057619296749,1.0392011205458678,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
J0134,Remote,junior,0.4611479511455354,0.12296781352037073,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
J0135,Chennai,mid,0.4206550671090771,0.43067524294833415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
J0136,Bengaluru,lead,0.655253230927027,0.2778400873669681,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
J0137,Bengaluru,senior,0.5684863278538165,0.13179751984497018,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0138,Hyderabad,mid,0.6723639191664436,2.054969256454664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J0139,Remote,mid,0.5088308355929236,0.47982925234897134,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0140,Hyderabad,senior,0.9253630711186265,0.3584661067669801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
J0141,Pune,mid,0.5070354055988266,1.29251970990334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
J0142,Pune,senior,0.3529616238375471,0.4558025645394904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
J0143,Remote,intern,0.31269285532183616,0.8113779138240212,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
J0144,Mumbai,mid,0.4020038332133651,0.47497421039979304,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
J0145,Mumbai,senior,0.8748342657335326,0.4222832744715669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
J0146,Remote,junior,0.7925942946143025,0.8377262742256922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0147,Hyderabad,mid,0.9281252383961107,0.11682522216535411,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
J0148,Pune,mid,0.9275936379442156,0.46428145997981907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
J0149,Chennai,mid,0.5906846947426685,4.001176281745691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0150,Hyderabad,senior,0.8911891925530702,0.1738861625400834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
J0151,Pune,mid,0.33865804344867306,1.5089253540222267,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
J0152,Remote,senior,0.6562119218630177,0.2456657570665861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
J0153,Remote,mid,0.3814289701992406,1.9877253226775857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J0154,Hyderabad,intern,0.9404855920947401,0.18914829429257596,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
J0155,Delhi-NCR,junior,0.3446442545225077,0.3762942307539785,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J0156,Delhi-NCR,junior,0.6697617488435096,0.6619851314974875,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
J0157,Chennai,junior,0.6857243092278921,6.366879352888358,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
J0158,Delhi-NCR,senior,0.5575004096212819,0.25984563694111573,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
J0159,Remote,junior,0.9547440867310895,1.154925157912717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
J0160,Hyderabad,senior,0.9810335701479538,0.363525118745349,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
J0161,Pune,senior,0.6481002169477046,1.3623908941197294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
J0162,Pune,mid,0.585847936793531,0.7966234066710983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
J0163,Bengaluru,mid,0.5224400097776521,0.14424178496430357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
J0164,Pune,mid,0.7496083805680104,0.5809490050807443,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J0165,Hyderabad,mid,0.7662917732580867,0.18121274035969712,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
J0166,Chennai,junior,0.4915821032710092,0.2868895870303857,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0167,Chennai,senior,0.6064526264369299,0.6346075010721856,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
J0168,Hyderabad,senior,0.5752236811829374,0.21377429794237313,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
