query_id,day,arm,candidate_id,rank,segment,impression,click,application,shortlist
15,11,control,on_15_36,8,segment_B,1,0,0,0
15,11,control,on_15_12,9,segment_A,1,0,0,0
16,9,control,on_16_22,0,segment_B,1,1,1,1
16,9,control,on_16_33,1,segment_A,1,0,0,0
16,9,control,on_16_14,2,segment_B,1,0,0,0
16,9,control,on_16_19,3,segment_B,1,0,0,0
16,9,control,on_16_6,4,segment_B,1,1,0,0
16,9,control,on_16_17,5,segment_B,1,0,0,0
16,9,control,on_16_36,6,segment_B,1,0,0,0
16,9,control,on_16_13,7,segment_B,1,0,0,0
16,9,control,on_16_12,8,segment_A,1,0,0,0
16,9,control,on_16_10,9,segment_B,1,0,0,0
17,5,treatment,on_17_17,0,segment_A,1,0,0,0
17,5,treatment,on_17_12,1,segment_B,1,0,0,0
17,5,treatment,on_17_11,2,segment_B,1,0,0,0
17,5,treatment,on_17_33,3,segment_A,1,0,0,0
17,5,treatment,on_17_29,4,segment_B,1,0,0,0
17,5,treatment,on_17_19,5,segment_A,1,0,0,0
17,5,treatment,on_17_25,6,segment_A,1,0,0,0
17,5,treatment,on_17_4,7,segment_B,1,0,0,0
17,5,treatment,on_17_1,8,segment_A,1,0,0,0
17,5,treatment,on_17_14,9,segment_A,1,1,0,0
18,10,control,on_18_14,0,segment_A,1,1,1,0
18,10,control,on_18_4,1,segment_A,1,0,0,0
18,10,control,on_18_0,2,segment_A,1,0,0,0
18,10,control,on_18_18,3,segment_A,1,0,0,0
18,10,control,on_18_3,4,segment_A,1,0,0,0
18,10,control,on_18_16,5,segment_B,1,0,0,0
18,10,control,on_18_1,6,segment_A,1,0,0,0
18,10,control,on_18_29,7,segment_A,1,0,0,0
18,10,control,on_18_7,8,segment_B,1,0,0,0
18,10,control,on_18_30,9,segment_B,1,0,0,0
19,7,control,on_19_34,0,segment_A,1,0,0,0
19,7,control,on_19_18,1,segment_A,1,0,0,0
19,7,control,on_19_24,2,segment_A,1,0,0,0
19,7,control,on_19_30,3,segment_B,1,0,0,0
19,7,control,on_19_14,4,segment_A,1,1,0,0
19,7,control,on_19_5,5,segment_B,1,0,0,0
19,7,control,on_19_8,6,segment_B,1,0,0,0
19,7,control,on_19_21,7,segment_B,1,0,0,0
19,7,control,on_19_31,8,segment_A,1,1,0,0
19,7,control,on_19_29,9,segment_A,1,0,0,0
20,7,control,on_20_32,0,segment_A,1,0,0,0
20,7,control,on_20_26,1,segment_A,1,0,0,0
20,7,control,on_20_23,2,segment_B,1,0,0,0
20,7,control,on_20_12,3,segment_A,1,0,0,0
20,7,control,on_20_5,4,segment_A,1,0,0,0
20,7,control,on_20_21,5,segment_B,1,0,0,0
20,7,control,on_20_22,6,segment_A,1,0,0,0
20,7,control,on_20_15,7,segment_B,1,0,0,0
20,7,control,on_20_20,8,segment_A,1,0,0,0
20,7,control,on_20_8,9,segment_A,1,0,0,0
21,3,treatment,on_21_26,0,segment_A,1,0,0,0
21,3,treatment,on_21_20,1,segment_B,1,0,0,0
21,3,treatment,on_21_32,2,segment_B,1,0,0,0
21,3,treatment,on_21_24,3,segment_B,1,0,0,0
21,3,treatment,on_21_8,4,segment_A,1,0,0,0
21,3,treatment,on_21_21,5,segment_A,1,0,0,0
21,3,treatment,on_21_19,6,segment_A,1,0,0,0
21,3,treatment,on_21_23,7,segment_B,1,1,1,0
21,3,treatment,on_21_22,8,segment_B,1,0,0,0
21,3,treatment,on_21_2,9,segment_B,1,0,0,0
22,9,control,on_22_15,0,segment_B,1,0,0,0
22,9,control,on_22_22,1,segment_B,1,0,0,0
22,9,control,on_22_36,2,segment_A,1,0,0,0
22,9,control,on_22_38,3,segment_A,1,0,0,0
22,9,control,on_22_27,4,segment_A,1,0,0,0
22,9,control,on_22_31,5,segment_B,1,0,0,0
22,9,control,on_22_39,6,segment_B,1,0,0,0
22,9,control,on_22_5,7,segment_B,1,0,0,0
22,9,control,on_22_3,8,segment_B,1,0,0,0
22,9,control,on_22_7,9,segment_A,1,0,0,0
23,6,treatment,on_23_11,0,segment_B,1,0,0,0
23,6,treatment,on_23_8,1,segment_A,1,1,0,0
23,6,treatment,on_23_24,2,segment_A,1,1,0,0
23,6,treatment,on_23_26,3,segment_A,1,0,0,0
23,6,treatment,on_23_20,4,segment_B,1,0,0,0
23,6,treatment,on_23_33,5,segment_B,1,0,0,0
23,6,treatment,on_23_17,6,segment_A,1,0,0,0
23,6,treatment,on_23_19,7,segment_B,1,0,0,0
23,6,treatment,on_23_12,8,segment_A,1,0,0,0
23,6,treatment,on_23_3,9,segment_B,1,0,0,0
24,13,treatment,on_24_2,0,segment_A,1,0,0,0
24,13,treatment,on_24_1,1,segment_B,1,0,0,0
24,13,treatment,on_24_29,2,segment_A,1,1,1,1
24,13,treatment,on_24_34,3,segment_A,1,0,0,0
24,13,treatment,on_24_8,4,segment_A,1,0,0,0
24,13,treatment,on_24_18,5,segment_B,1,0,0,0
24,13,treatment,on_24_32,6,segment_A,1,0,0,0
24,13,treatment,on_24_6,7,segment_A,1,0,0,0
24,13,treatment,on_24_23,8,segment_B,1,0,0,0
24,13,treatment,on_24_39,9,segment_A,1,0,0,0
25,4,control,on_25_35,0,segment_A,1,0,0,0
25,4,control,on_25_38,1,segment_A,1,0,0,0
25,4,control,on_25_12,2,segment_A,1,1,0,0
25,4,control,on_25_16,3,segment_B,1,0,0,0
25,4,control,on_25_11,4,segment_B,1,0,0,0
25,4,control,on_25_27,5,segment_B,1,0,0,0
25,4,control,on_25_20,6,segment_B,1,0,0,0
25,4,control,on_25_37,7,segment_B,1,0,0,0
25,4,control,on_25_22,8,segment_A,1,0,0,0
25,4,control,on_25_19,9,segment_A,1,0,0,0
26,4,treatment,on_26_26,0,segment_A,1,0,0,0
26,4,treatment,on_26_13,1,segment_A,1,0,0,0
26,4,treatment,on_26_15,2,segment_A,1,0,0,0
26,4,treatment,on_26_11,3,segment_B,1,0,0,0
26,4,treatment,on_26_16,4,segment_A,1,0,0,0
26,4,treatment,on_26_5,5,segment_B,1,1,0,0
26,4,treatment,on_26_23,6,segment_A,1,0,0,0
26,4,treatment,on_26_14,7,segment_B,1,0,0,0
26,4,treatment,on_26_20,8,segment_B,1,1,1,1
26,4,treatment,on_26_1,9,segment_B,1,0,0,0
27,0,control,on_27_21,0,segment_A,1,0,0,0
27,0,control,on_27_20,1,segment_A,1,1,1,0
27,0,control,on_27_5,2,segment_A,1,0,0,0
27,0,control,on_27_33,3,segment_B,1,0,0,0
27,0,control,on_27_4,4,segment_A,1,0,0,0
27,0,control,on_27_11,5,segment_B,1,0,0,0
27,0,control,on_27_27,6,segment_B,1,0,0,0
27,0,control,on_27_32,7,segment_A,1,1,0,0
27,0,control,on_27_30,8,segment_B,1,0,0,0
27,0,control,on_27_18,9,segment_A,1,0,0,0
28,1,control,on_28_37,0,segment_B,1,1,1,0
28,1,control,on_28_4,1,segment_A,1,0,0,0
28,1,control,on_28_26,2,segment_B,1,0,0,0
28,1,control,on_28_24,3,segment_A,1,0,0,0
28,1,control,on_28_12,4,segment_B,1,0,0,0
28,1,control,on_28_13,5,segment_A,1,0,0,0
28,1,control,on_28_28,6,segment_A,1,0,0,0
28,1,control,on_28_18,7,segment_A,1,0,0,0
28,1,control,on_28_10,8,segment_A,1,0,0,0
28,1,control,on_28_8,9,segment_A,1,0,0,0
29,11,control,on_29_27,0,segment_B,1,1,1,0
29,11,control,on_29_21,1,segment_A,1,0,0,0
29,11,control,on_29_13,2,segment_A,1,0,0,0
29,11,control,on_29_39,3,segment_A,1,0,0,0
29,11,control,on_29_31,4,segment_B,1,1,0,0
29,11,control,on_29_26,5,segment_A,1,0,0,0
29,11,control,on_29_10,6,segment_B,1,0,0,0
29,11,control,on_29_35,7,segment_B,1,0,0,0
29,11,control,on_29_3,8,segment_B,1,0,0,0
29,11,control,on_29_34,9,segment_B,1,0,0,0
30,9,control,on_30_13,0,segment_A,1,0,0,0
30,9,control,on_30_10,1,segment_A,1,1,1,0
30,9,control,on_30_29,2,segment_A,1,0,0,0
30,9,control,on_30_9,3,segment_A,1,0,0,0
30,9,control,on_30_4,4,segment_B,1,0,0,0
30,9,control,on_30_36,5,segment_B,1,0,0,0
30,9,control,on_30_6,6,segment_A,1,0,0,0
30,9,control,on_30_3,7,segment_B,1,0,0,0
30,9,control,on_30_33,8,segment_B,1,0,0,0
30,9,control,on_30_11,9,segment_B,1,0,0,0
31,12,control,on_31_29,0,segment_B,1,1,0,0
31,12,control,on_31_26,1,segment_A,1,0,0,0
31,12,control,on_31_23,2,segment_A,1,0,0,0
31,12,control,on_31_36,3,segment_B,1,0,0,0
31,12,control,on_31_35,4,segment_A,1,0,0,0
31,12,control,on_31_33,5,segment_B,1,0,0,0
31,12,control,on_31_24,6,segment_B,1,1,0,0
31,12,control,on_31_19,7,segment_B,1,0,0,0
31,12,control,on_31_16,8,segment_B,1,0,0,0
31,12,control,on_31_31,9,segment_B,1,0,0,0
32,2,treatment,on_32_8,0,segment_A,1,0,0,0
32,2,treatment,on_32_22,1,segment_B,1,0,0,0
32,2,treatment,on_32_12,2,segment_A,1,1,0,0
32,2,treatment,on_32_0,3,segment_A,1,0,0,0
32,2,treatment,on_32_26,4,segment_B,1,1,1,1
32,2,treatment,on_32_9,5,segment_B,1,0,0,0
32,2,treatment,on_32_38,6,segment_A,1,0,0,0
32,2,treatment,on_32_18,7,segment_A,1,0,0,0
32,2,treatment,on_32_32,8,segment_A,1,0,0,0
32,2,treatment,on_32_25,9,segment_A,1,0,0,0
33,5,treatment,on_33_35,0,segment_A,1,1,1,0
33,5,treatment,on_33_29,1,segment_B,1,0,0,0
33,5,treatment,on_33_18,2,segment_A,1,1,1,0
33,5,treatment,on_33_11,3,segment_B,1,0,0,0
33,5,treatment,on_33_22,4,segment_A,1,0,0,0
33,5,treatment,on_33_2,5,segment_A,1,0,0,0
33,5,treatment,on_33_30,6,segment_A,1,0,0,0
33,5,treatment,on_33_0,7,segment_B,1,0,0,0
33,5,treatment,on_33_12,8,segment_B,1,0,0,0
33,5,treatment,on_33_33,9,segment_B,1,0,0,0
34,3,control,on_34_29,0,segment_B,1,1,1,0
34,3,control,on_34_16,1,segment_A,1,0,0,0
34,3,control,on_34_14,2,segment_B,1,0,0,0
34,3,control,on_34_25,3,segment_A,1,0,0,0
34,3,control,on_34_1,4,segment_B,1,0,0,0
34,3,control,on_34_17,5,segment_B,1,1,0,0
34,3,control,on_34_32,6,segment_A,1,0,0,0
34,3,control,on_34_15,7,segment_A,1,0,0,0
34,3,control,on_34_39,8,segment_A,1,0,0,0
34,3,control,on_34_24,9,segment_B,1,0,0,0
35,7,treatment,on_35_30,0,segment_A,1,0,0,0
35,7,treatment,on_35_18,1,segment_B,1,0,0,0
35,7,treatment,on_35_5,2,segment_B,1,0,0,0
35,7,treatment,on_35_28,3,segment_B,1,0,0,0
35,7,treatment,on_35_22,4,segment_A,1,0,0,0
35,7,treatment,on_35_34,5,segment_A,1,0,0,0
35,7,treatment,on_35_33,6,segment_A,1,0,0,0
35,7,treatment,on_35_10,7,segment_B,1,0,0,0
35,7,treatment,on_35_36,8,segment_B,1,1,0,0
35,7,treatment,on_35_15,9,segment_A,1,0,0,0
36,1,treatment,on_36_4,0,segment_A,1,0,0,0
36,1,treatment,on_36_26,1,segment_A,1,0,0,0
36,1,treatment,on_36_34,2,segment_A,1,0,0,0
36,1,treatment,on_36_28,3,segment_A,1,0,0,0
36,1,treatment,on_36_16,4,segment_A,1,0,0,0
36,1,treatment,on_36_25,5,segment_A,1,0,0,0
36,1,treatment,on_36_37,6,segment_A,1,0,0,0
36,1,treatment,on_36_8,7,segment_A,1,1,0,0
36,1,treatment,on_36_9,8,segment_B,1,0,0,0
36,1,treatment,on_36_27,9,segment_B,1,1,0,0
37,7,control,on_37_32,0,segment_A,1,0,0,0
37,7,control,on_37_37,1,segment_A,1,0,0,0
37,7,control,on_37_0,2,segment_A,1,0,0,0
37,7,control,on_37_39,3,segment_A,1,0,0,0
37,7,control,on_37_26,4,segment_A,1,0,0,0
37,7,control,on_37_34,5,segment_A,1,0,0,0
37,7,control,on_37_17,6,segment_A,1,0,0,0
37,7,control,on_37_18,7,segment_B,1,0,0,0
37,7,control,on_37_7,8,segment_A,1,0,0,0
37,7,control,on_37_30,9,segment_B,1,0,0,0
38,11,treatment,on_38_8,0,segment_A,1,0,0,0
38,11,treatment,on_38_14,1,segment_B,1,0,0,0
38,11,treatment,on_38_24,2,segment_B,1,0,0,0
38,11,treatment,on_38_6,3,segment_B,1,0,0,0
38,11,treatment,on_38_17,4,segment_A,1,1,0,0
38,11,treatment,on_38_18,5,segment_A,1,0,0,0
38,11,treatment,on_38_3,6,segment_B,1,0,0,0
38,11,treatment,on_38_11,7,segment_A,1,0,0,0
38,11,treatment,on_38_1,8,segment_A,1,0,0,0
38,11,treatment,on_38_27,9,segment_A,1,0,0,0
39,3,treatment,on_39_1,0,segment_A,1,1,1,1
39,3,treatment,on_39_11,1,segment_A,1,1,0,0
39,3,treatment,on_39_23,2,segment_A,1,0,0,0
39,3,treatment,on_39_22,3,segment_A,1,0,0,0
39,3,treatment,on_39_18,4,segment_B,1,1,0,0
39,3,treatment,on_39_12,5,segment_A,1,0,0,0
39,3,treatment,on_39_26,6,segment_A,1,0,0,0
39,3,treatment,on_39_38,7,segment_B,1,0,0,0
39,3,treatment,on_39_9,8,segment_A,1,0,0,0
39,3,treatment,on_39_6,9,segment_A,1,0,0,0
40,11,control,on_40_2,0,segment_A,1,0,0,0
40,11,control,on_40_5,1,segment_A,1,0,0,0
40,11,control,on_40_27,2,segment_B,1,0,0,0
40,11,control,on_40_24,3,segment_B,1,1,1,0
40,11,control,on_40_8,4,segment_A,1,0,0,0
40,11,control,on_40_20,5,segment_A,1,0,0,0
40,11,control,on_40_33,6,segment_A,1,0,0,0
40,11,control,on_40_29,7,segment_B,1,1,0,0
40,11,control,on_40_19,8,segment_B,1,0,0,0
40,11,control,on_40_26,9,segment_B,1,0,0,0
41,5,control,on_41_26,0,segment_B,1,0,0,0
41,5,control,on_41_21,1,segment_B,1,0,0,0
41,5,control,on_41_23,2,segment_A,1,0,0,0
41,5,control,on_41_7,3,segment_A,1,0,0,0
41,5,control,on_41_11,4,segment_B,1,0,0,0
41,5,control,on_41_33,5,segment_A,1,0,0,0
41,5,control,on_41_17,6,segment_B,1,1,0,0
41,5,control,on_41_14,7,segment_B,1,0,0,0
41,5,control,on_41_22,8,segment_A,1,0,0,0
41,5,control,on_41_31,9,segment_A,1,0,0,0
42,12,control,on_42_33,0,segment_B,1,1,1,0
42,12,control,on_42_39,1,segment_A,1,0,0,0
42,12,control,on_42_10,2,segment_B,1,0,0,0
42,12,control,on_42_23,3,segment_A,1,0,0,0
42,12,control,on_42_7,4,segment_A,1,0,0,0
42,12,control,on_42_37,5,segment_A,1,0,0,0
42,12,control,on_42_35,6,segment_A,1,0,0,0
42,12,control,on_42_22,7,segment_A,1,0,0,0
42,12,control,on_42_6,8,segment_B,1,0,0,0
42,12,control,on_42_4,9,segment_A,1,0,0,0
43,5,control,on_43_1,0,segment_B,1,0,0,0
43,5,control,on_43_19,1,segment_B,1,0,0,0
43,5,control,on_43_31,2,segment_B,1,0,0,0
43,5,control,on_43_24,3,segment_B,1,0,0,0
43,5,control,on_43_13,4,segment_B,1,0,0,0
43,5,control,on_43_27,5,segment_A,1,0,0,0
43,5,control,on_43_25,6,segment_B,1,0,0,0
43,5,control,on_43_10,7,segment_B,1,0,0,0
43,5,control,on_43_3,8,segment_A,1,1,0,0
43,5,control,on_43_14,9,segment_B,1,0,0,0
44,3,control,on_44_37,0,segment_A,1,0,0,0
44,3,control,on_44_4,1,segment_B,1,0,0,0
44,3,control,on_44_28,2,segment_B,1,0,0,0
44,3,control,on_44_17,3,segment_B,1,0,0,0
44,3,control,on_44_10,4,segment_B,1,0,0,0
44,3,control,on_44_14,5,segment_A,1,0,0,0
44,3,control,on_44_7,6,segment_B,1,1,0,0
44,3,control,on_44_13,7,segment_B,1,0,0,0
44,3,control,on_44_36,8,segment_A,1,0,0,0
44,3,control,on_44_16,9,segment_B,1,0,0,0
45,2,control,on_45_14,0,segment_B,1,1,1,1
45,2,control,on_45_35,1,segment_A,1,0,0,0
45,2,control,on_45_33,2,segment_B,1,0,0,0
45,2,control,on_45_3,3,segment_B,1,0,0,0
45,2,control,on_45_20,4,segment_B,1,0,0,0
45,2,control,on_45_36,5,segment_A,1,0,0,0
45,2,control,on_45_24,6,segment_B,1,0,0,0
45,2,control,on_45_37,7,segment_B,1,0,0,0
45,2,control,on_45_32,8,segment_A,1,0,0,0
45,2,control,on_45_30,9,segment_B,1,0,0,0
46,5,control,on_46_20,0,segment_A,1,1,0,0
46,5,control,on_46_5,1,segment_A,1,0,0,0
46,5,control,on_46_23,2,segment_A,1,1,0,0
46,5,control,on_46_33,3,segment_A,1,0,0,0
46,5,control,on_46_31,4,segment_B,1,0,0,0
46,5,control,on_46_34,5,segment_A,1,0,0,0
46,5,control,on_46_10,6,segment_B,1,1,1,1
46,5,control,on_46_35,7,segment_B,1,0,0,0
46,5,control,on_46_16,8,segment_B,1,0,0,0
46,5,control,on_46_22,9,segment_B,1,0,0,0
47,4,treatment,on_47_8,0,segment_B,1,0,0,0
47,4,treatment,on_47_17,1,segment_A,1,0,0,0
47,4,treatment,on_47_1,2,segment_B,1,0,0,0
47,4,treatment,on_47_6,3,segment_A,1,0,0,0
47,4,treatment,on_47_5,4,segment_A,1,0,0,0
47,4,treatment,on_47_30,5,segment_A,1,0,0,0
47,4,treatment,on_47_35,6,segment_B,1,0,0,0
47,4,treatment,on_47_31,7,segment_B,1,0,0,0
47,4,treatment,on_47_39,8,segment_A,1,0,0,0
47,4,treatment,on_47_12,9,segment_A,1,0,0,0
48,10,control,on_48_34,0,segment_B,1,0,0,0
48,10,control,on_48_26,1,segment_B,1,0,0,0
48,10,control,on_48_28,2,segment_B,1,0,0,0
48,10,control,on_48_14,3,segment_A,1,0,0,0
48,10,control,on_48_4,4,segment_B,1,0,0,0
48,10,control,on_48_11,5,segment_B,1,0,0,0
48,10,control,on_48_7,6,segment_B,1,1,0,0
48,10,control,on_48_39,7,segment_A,1,0,0,0
48,10,control,on_48_31,8,segment_A,1,0,0,0
48,10,control,on_48_27,9,segment_B,1,0,0,0
49,7,treatment,on_49_35,0,segment_B,1,1,0,0
49,7,treatment,on_49_0,1,segment_A,1,0,0,0
49,7,treatment,on_49_15,2,segment_B,1,0,0,0
49,7,treatment,on_49_27,3,segment_A,1,0,0,0
49,7,treatment,on_49_24,4,segment_A,1,0,0,0
49,7,treatment,on_49_31,5,segment_A,1,0,0,0
49,7,treatment,on_49_5,6,segment_B,1,0,0,0
49,7,treatment,on_49_11,7,segment_B,1,0,0,0
49,7,treatment,on_49_36,8,segment_A,1,0,0,0
49,7,treatment,on_49_4,9,segment_A,1,0,0,0
50,5,treatment,on_50_12,0,segment_B,1,0,0,0
