impression_id,candidate_id,job_id,years_experience,skill_match_score,profile_completeness,seniority_level,req_skill_score,recency_feature_train,recency_feature_serve,event_ts,clicked,applied,shortlisted,true_relevance
I0000031,C03275,J0054,4.8,0.541,0.816,2,0.727,381,9144.0,2025-05-16,0,0,0,0.697
I0000032,C00059,J0087,0.9,0.725,0.845,3,0.578,337,8088.0,2025-06-29,1,0,0,0.6667
I0000033,C02565,J0042,1.0,0.662,0.802,3,0.496,119,2856.0,2026-02-02,0,0,0,0.6429
I0000034,C03185,J0054,2.4,0.285,0.57,2,0.727,144,3456.0,2026-01-08,0,0,0,0.4066
I0000035,C00501,J0009,0.0,0.582,0.723,3,0.437,278,6672.0,2025-08-27,0,0,0,0.6185
I0000036,C03189,J0091,3.9,0.832,0.714,2,0.409,366,8784.0,2025-05-31,0,0,0,0.486
I0000037,C03241,J0077,5.3,0.507,0.804,4,0.837,89,2136.0,2026-03-04,0,0,0,0.6006
I0000038,C02615,J0047,5.8,0.387,0.763,2,0.575,103,2472.0,2026-02-18,0,0,0,0.6976
I0000039,C01295,J0092,0.4,0.961,0.698,4,0.623,393,9432.0,2025-05-04,0,0,0,0.4822
I0000040,C00807,J0019,8.9,0.847,0.621,1,0.693,242,5808.0,2025-10-02,0,0,0,0.734
I0000041,C02820,J0129,9.5,0.375,0.735,1,0.574,109,2616.0,2026-02-12,0,0,0,0.7445
I0000042,C00627,J0004,5.1,0.485,0.814,2,0.655,60,1440.0,2026-04-02,0,0,0,0.7128
I0000043,C02700,J0081,5.9,0.685,0.8,2,0.644,24,576.0,2026-05-08,0,0,0,0.8133
I0000044,C00678,J0040,5.5,0.72,0.658,1,0.393,206,4944.0,2025-11-07,0,0,0,0.5649
I0000045,C01343,J0022,8.3,0.487,0.579,1,0.577,75,1800.0,2026-03-18,0,0,0,0.7571
I0000046,C02026,J0025,0.0,0.647,0.731,3,0.501,391,9384.0,2025-05-06,0,0,0,0.62
I0000047,C00646,J0046,9.3,0.872,0.873,3,0.767,352,8448.0,2025-06-14,0,0,0,0.8463
I0000048,C03178,J0094,1.9,0.47,0.841,2,0.625,47,1128.0,2026-04-15,1,0,0,0.6769
I0000049,C02779,J0117,0.7,0.508,0.719,1,0.842,226,5424.0,2025-10-18,0,0,0,0.496
I0000050,C00065,J0139,9.1,0.732,0.914,2,0.561,301,7224.0,2025-08-04,0,0,0,0.808
I0000051,C03396,J0092,3.9,0.351,0.749,4,0.623,27,648.0,2026-05-05,0,0,0,0.6023
I0000052,C02867,J0074,7.2,0.786,0.915,1,0.343,176,4224.0,2025-12-07,0,0,0,0.5844
I0000053,C03352,J0115,4.2,0.499,0.687,1,0.627,355,8520.0,2025-06-11,0,0,0,0.6914
I0000054,C02406,J0121,9.3,0.399,0.715,3,0.82,269,6456.0,2025-09-05,0,0,0,0.579
I0000055,C02506,J0062,0.0,0.574,0.599,4,0.382,342,8208.0,2025-06-24,0,0,0,0.5504
I0000056,C01534,J0062,6.2,0.371,0.753,4,0.382,380,9120.0,2025-05-17,0,0,0,0.8263
I0000057,C00909,J0010,3.6,0.349,0.652,4,0.566,361,8664.0,2025-06-05,0,0,0,0.6086
I0000058,C00941,J0002,4.1,0.894,0.925,3,0.479,138,3312.0,2026-01-14,0,0,0,0.5545
I0000059,C01264,J0133,2.7,0.641,0.636,4,0.772,111,2664.0,2026-02-10,0,0,0,0.6495
I0000060,C01163,J0129,3.9,0.07,0.793,1,0.574,393,9432.0,2025-05-04,0,0,0,0.4511
I0000061,C03018,J0052,0.0,0.668,0.49,4,0.406,218,5232.0,2025-10-26,0,0,0,0.4703
I0000062,C02097,J0141,5.6,0.613,0.788,3,0.672,281,6744.0,2025-08-24,0,0,0,0.7922
I0000063,C01643,J0012,3.5,0.829,1.0,1,0.468,122,2928.0,2026-01-30,1,0,0,0.6036
I0000064,C02901,J0143,2.8,0.631,0.789,1,0.714,197,4728.0,2025-11-16,0,0,0,0.7282
I0000065,C02929,J0088,2.4,0.758,0.691,2,0.856,11,264.0,2026-05-21,0,0,0,0.6832
I0000066,C03739,J0078,8.1,0.357,0.874,2,0.5,131,3144.0,2026-01-21,0,0,0,0.7995
I0000067,C01237,J0111,4.3,0.719,0.912,1,0.646,134,3216.0,2026-01-18,0,0,0,0.7953
I0000068,C00973,J0034,4.8,0.586,0.982,1,0.634,40,960.0,2026-04-22,0,0,0,0.8411
I0000069,C00025,J0071,7.3,0.454,0.669,2,0.587,68,1632.0,2026-03-25,1,0,0,0.7352
I0000070,C00639,J0034,7.7,1.0,0.581,1,0.634,82,1968.0,2026-03-11,0,0,0,0.5529
I0000071,C02413,J0092,3.2,0.53,0.856,4,0.623,375,9000.0,2025-05-22,0,0,0,0.7468
I0000072,C03236,J0062,3.4,0.494,0.677,4,0.382,101,2424.0,2026-02-20,0,0,0,0.6863
I0000073,C02403,J0062,7.7,0.469,0.563,4,0.382,199,4776.0,2025-11-14,0,0,0,0.7445
I0000074,C03966,J0111,4.0,0.775,0.718,1,0.646,279,6696.0,2025-08-26,0,0,0,0.696
I0000075,C02510,J0122,9.7,0.132,0.714,2,0.704,55,1320.0,2026-04-07,0,0,0,0.4791
I0000076,C03530,J0128,1.8,0.758,0.719,3,0.677,362,8688.0,2025-06-04,0,0,0,0.6929
I0000077,C01072,J0117,5.8,0.692,0.78,1,0.842,88,2112.0,2026-03-05,0,0,0,0.7292
I0000078,C01295,J0026,0.4,0.961,0.698,1,0.881,313,7512.0,2025-07-23,1,0,0,0.664
I0000079,C03244,J0107,7.6,0.498,0.842,2,0.389,395,9480.0,2025-05-02,0,0,0,0.806
I0000080,C02643,J0106,0.7,0.709,0.801,3,0.884,204,4896.0,2025-11-09,0,0,0,0.6312
I0000081,C01949,J0002,3.9,0.691,0.55,3,0.479,100,2400.0,2026-02-21,0,0,0,0.5885
I0000082,C03822,J0029,3.1,0.481,0.833,1,0.913,242,5808.0,2025-10-02,0,0,0,0.4996
I0000083,C03049,J0077,5.9,0.61,0.577,4,0.837,396,9504.0,2025-05-01,0,0,0,0.6193
I0000084,C01181,J0045,10.1,0.286,0.84,4,0.544,115,2760.0,2026-02-06,0,0,0,0.7427
I0000085,C02444,J0117,10.2,0.256,0.872,1,0.842,388,9312.0,2025-05-09,0,0,0,0.5222
I0000086,C01584,J0115,3.4,0.234,0.832,1,0.627,0,0.0,2026-06-01,0,0,0,0.5319
I0000087,C01664,J0036,0.0,0.552,0.464,4,0.6,265,6360.0,2025-09-09,1,0,0,0.6138
I0000088,C03220,J0002,1.7,0.694,0.812,3,0.479,312,7488.0,2025-07-24,0,0,0,0.623
I0000089,C02718,J0038,5.5,0.793,0.659,4,0.713,64,1536.0,2026-03-29,0,0,0,0.7393
I0000090,C00049,J0135,6.9,0.667,0.681,3,0.587,309,7416.0,2025-07-27,0,0,0,0.7692
I0000091,C02299,J0135,1.7,0.928,0.549,3,0.587,306,7344.0,2025-07-30,0,0,0,0.46
I0000092,C02588,J0075,3.9,0.535,0.686,3,0.62,244,5856.0,2025-09-30,0,0,0,0.7163
I0000093,C02042,J0126,0.0,0.567,0.927,2,0.635,253,6072.0,2025-09-21,1,0,0,0.7303
I0000094,C01199,J0084,2.9,0.327,0.614,4,0.431,227,5448.0,2025-10-17,0,0,0,0.6657
I0000095,C02594,J0148,12.4,0.472,0.79,4,0.719,321,7704.0,2025-07-15,0,0,0,0.7753
I0000096,C03790,J0023,2.5,0.644,0.777,2,0.472,73,1752.0,2026-03-20,0,0,0,0.657
I0000097,C00343,J0074,2.7,0.567,0.619,1,0.343,261,6264.0,2025-09-13,0,0,0,0.5792
I0000098,C02411,J0027,6.9,0.68,1.0,1,0.574,288,6912.0,2025-08-17,0,0,0,0.8408
I0000099,C03641,J0018,5.4,0.746,0.515,4,0.73,141,3384.0,2026-01-11,0,0,0,0.7421
I0000100,C01602,J0023,5.2,0.662,0.663,2,0.472,12,288.0,2026-05-20,0,0,0,0.6578
I0000101,C01340,J0001,5.0,0.859,0.73,3,0.47,101,2424.0,2026-02-20,0,0,0,0.5331
I0000102,C00990,J0141,4.9,0.578,0.722,3,0.672,359,8616.0,2025-06-07,0,0,0,0.7371
I0000103,C00898,J0105,9.9,0.45,0.662,3,0.544,290,6960.0,2025-08-15,1,1,0,0.8047
I0000104,C01564,J0074,5.4,0.634,0.714,1,0.343,241,5784.0,2025-10-03,0,0,0,0.6044
I0000105,C03087,J0122,7.2,0.706,0.813,2,0.704,310,7440.0,2025-07-26,0,0,0,0.8665
I0000106,C00727,J0085,0.4,0.645,0.685,1,0.66,118,2832.0,2026-02-03,0,0,0,0.7062
I0000107,C00924,J0064,0.7,0.367,0.638,1,0.487,141,3384.0,2026-01-11,0,0,0,0.624
I0000108,C03995,J0072,2.4,0.664,0.847,1,0.651,338,8112.0,2025-06-28,0,0,0,0.7871
I0000109,C03983,J0063,2.6,0.509,0.694,4,0.497,222,5328.0,2025-10-22,0,0,0,0.7481
I0000110,C00907,J0060,0.0,0.51,0.809,1,0.633,303,7272.0,2025-08-02,0,0,0,0.6583
I0000111,C01681,J0126,1.0,0.702,0.628,2,0.635,266,6384.0,2025-09-08,0,0,0,0.6636
I0000112,C01614,J0145,1.6,0.693,0.746,4,0.701,97,2328.0,2026-02-24,0,0,0,0.7486
I0000113,C01186,J0027,5.5,0.49,0.954,1,0.574,53,1272.0,2026-04-09,1,0,0,0.8197
I0000114,C00611,J0110,0.0,0.681,0.858,2,0.549,61,1464.0,2026-04-01,1,0,0,0.6657
I0000115,C00248,J0009,5.1,0.561,0.713,3,0.437,350,8400.0,2025-06-16,0,0,0,0.7168
I0000116,C02455,J0119,4.1,0.629,0.666,1,0.541,360,8640.0,2025-06-06,0,0,0,0.712
I0000117,C00167,J0144,1.5,0.426,1.0,2,0.591,151,3624.0,2026-01-01,0,0,0,0.7079
I0000118,C02483,J0108,0.0,0.561,0.661,4,0.437,11,264.0,2026-05-21,0,0,0,0.6158
I0000119,C00380,J0081,3.6,0.47,0.696,2,0.644,243,5832.0,2025-10-01,0,0,0,0.6513
I0000120,C00617,J0142,0.4,0.535,0.733,2,0.778,12,288.0,2026-05-20,1,0,0,0.559
I0000121,C00020,J0115,0.0,0.209,0.687,1,0.627,177,4248.0,2025-12-06,0,0,0,0.4159
I0000122,C01591,J0117,1.7,0.388,0.822,1,0.842,184,4416.0,2025-11-29,0,0,0,0.4574
I0000123,C01308,J0143,1.7,0.315,0.909,1,0.714,85,2040.0,2026-03-08,0,0,0,0.5207
I0000124,C01329,J0081,5.0,0.743,0.524,2,0.644,369,8856.0,2025-05-28,0,0,0,0.6794
I0000125,C01241,J0121,0.1,0.65,1.0,3,0.82,346,8304.0,2025-06-20,1,0,0,0.6807
I0000126,C03753,J0134,6.7,0.454,0.643,2,0.353,355,8520.0,2025-06-11,0,0,0,0.7403
I0000127,C01720,J0070,6.0,0.84,0.747,3,0.423,344,8256.0,2025-06-22,0,0,0,0.535
I0000128,C03236,J0109,3.4,0.494,0.677,2,0.714,322,7728.0,2025-07-14,0,0,0,0.6102
I0000129,C00931,J0097,5.2,0.705,0.716,1,0.65,299,7176.0,2025-08-06,0,0,0,0.7679
I0000130,C01932,J0148,2.3,0.553,0.981,4,0.719,107,2568.0,2026-02-14,0,0,0,0.7154
I0000131,C00250,J0094,7.2,0.607,0.581,2,0.625,269,6456.0,2025-09-05,0,0,0,0.7898
I0000132,C01034,J0108,3.2,0.824,0.737,4,0.437,89,2136.0,2026-03-04,0,0,0,0.506
I0000133,C00284,J0138,5.7,0.712,0.626,2,0.343,59,1416.0,2026-04-03,1,0,0,0.5297
I0000134,C00082,J0001,4.9,0.628,0.728,3,0.47,77,1848.0,2026-03-16,0,0,0,0.6936
I0000135,C00728,J0021,0.0,0.643,0.616,2,0.438,273,6552.0,2025-09-01,0,0,0,0.546
I0000136,C00635,J0049,1.1,0.79,0.308,2,0.631,58,1392.0,2026-04-04,0,0,0,0.5102
I0000137,C01266,J0104,10.2,1.0,1.0,1,0.821,83,1992.0,2026-03-10,0,0,0,0.8452
I0000138,C02974,J0065,6.4,0.743,0.873,2,0.74,110,2640.0,2026-02-11,0,0,0,0.8692
I0000139,C00591,J0129,2.5,0.761,0.746,1,0.574,218,5232.0,2025-10-26,1,0,0,0.6377
I0000140,C02442,J0011,5.1,0.442,0.669,3,0.484,82,1968.0,2026-03-11,0,0,0,0.7622
I0000141,C01460,J0053,4.0,0.464,0.958,2,0.651,220,5280.0,2025-10-24,0,0,0,0.7228
I0000142,C01610,J0022,6.4,0.62,0.878,1,0.577,61,1464.0,2026-04-01,0,0,0,0.8424
I0000143,C03688,J0106,4.0,0.358,0.816,3,0.884,111,2664.0,2026-02-10,0,0,0,0.4438
I0000144,C01859,J0040,9.0,0.093,0.924,1,0.393,224,5376.0,2025-10-20,0,0,0,0.7182
I0000145,C01046,J0037,7.4,0.702,0.63,2,0.622,190,4560.0,2025-11-23,0,0,0,0.7633
I0000146,C00952,J0091,0.0,0.906,0.636,2,0.409,34,816.0,2026-04-28,0,0,0,0.3458
I0000147,C00673,J0013,6.4,0.66,0.922,3,0.854,89,2136.0,2026-03-04,0,0,0,0.7483
I0000148,C03208,J0139,4.6,0.704,0.807,2,0.561,124,2976.0,2026-01-28,0,0,0,0.7214
I0000149,C02659,J0003,1.0,0.949,0.838,1,0.462,62,1488.0,2026-03-31,0,0,0,0.4268
I0000150,C01070,J0051,7.4,0.198,0.614,3,0.624,123,2952.0,2026-01-29,0,0,0,0.5149
I0000151,C01963,J0079,11.3,0.646,0.776,2,0.518,2,48.0,2026-05-30,0,0,0,0.8366
I0000152,C02021,J0001,4.5,0.626,0.572,3,0.47,36,864.0,2026-04-26,0,0,0,0.6443
I0000153,C00189,J0007,6.5,0.493,0.763,3,0.673,268,6432.0,2025-09-06,0,0,0,0.7151
I0000154,C03634,J0147,2.8,0.864,0.878,2,0.622,74,1776.0,2026-03-19,0,0,0,0.6412
I0000155,C03151,J0088,4.1,0.686,0.765,2,0.856,128,3072.0,2026-01-24,0,0,0,0.6821
I0000156,C02141,J0004,3.5,0.704,0.805,2,0.655,365,8760.0,2025-06-01,0,0,0,0.7685
I0000157,C02861,J0056,0.0,0.67,0.823,3,0.397,377,9048.0,2025-05-20,0,0,0,0.5565
I0000158,C00436,J0049,2.3,0.236,0.461,2,0.631,166,3984.0,2025-12-17,0,0,0,0.4073
I0000159,C03909,J0001,0.9,0.906,0.764,3,0.47,190,4560.0,2025-11-23,0,0,0,0.4402
I0000160,C02561,J0085,8.4,0.548,1.0,1,0.66,13,312.0,2026-05-19,0,0,0,0.862
I0000161,C03753,J0033,6.7,0.454,0.643,1,0.649,263,6312.0,2025-09-11,0,0,0,0.674
I0000162,C03456,J0097,3.9,0.305,0.633,1,0.65,386,9264.0,2025-05-11,0,0,0,0.5181
I0000163,C02336,J0110,8.7,0.834,0.724,2,0.549,389,9336.0,2025-05-08,0,0,0,0.6673
I0000164,C01153,J0062,6.4,0.856,0.852,4,0.382,207,4968.0,2025-11-06,0,0,0,0.5312
I0000165,C02744,J0056,1.5,0.525,0.724,3,0.397,120,2880.0,2026-02-01,1,0,0,0.6561
I0000166,C02049,J0095,6.3,1.0,0.621,3,0.582,117,2808.0,2026-02-04,0,0,0,0.5039
I0000167,C01638,J0108,9.1,0.805,0.804,4,0.437,165,3960.0,2025-12-18,0,0,0,0.6381
I0000168,C02845,J0059,5.8,0.35,0.673,2,0.808,230,5520.0,2025-10-14,0,0,0,0.4819
I0000169,C03553,J0122,3.5,0.832,0.965,2,0.704,107,2568.0,2026-02-14,0,0,0,0.7579
I0000170,C00685,J0043,3.1,0.559,0.587,3,0.512,281,6744.0,2025-08-24,0,0,0,0.7017
I0000171,C02211,J0119,2.7,0.683,0.81,1,0.541,163,3912.0,2025-12-20,0,0,0,0.6908
I0000172,C03113,J0055,7.6,0.605,0.734,3,0.749,251,6024.0,2025-09-23,1,1,1,0.7509
I0000173,C01302,J0100,5.1,0.591,0.855,1,0.169,370,8880.0,2025-05-27,0,0,0,0.5467
I0000174,C01367,J0149,0.0,0.821,0.707,1,0.593,92,2208.0,2026-03-01,0,0,0,0.5555
I0000175,C00037,J0111,3.8,0.311,0.748,1,0.646,303,7272.0,2025-08-02,0,0,0,0.5559
I0000176,C01292,J0047,4.8,0.651,0.518,2,0.575,25,600.0,2026-05-07,0,0,0,0.6905
I0000177,C02345,J0085,2.3,0.802,0.582,1,0.66,227,5448.0,2025-10-17,1,0,0,0.6198
I0000178,C03886,J0030,7.5,0.335,0.783,2,1.0,36,864.0,2026-04-26,0,0,0,0.3957
I0000179,C02101,J0069,5.2,0.754,0.687,2,0.698,66,1584.0,2026-03-27,0,0,0,0.7591
I0000180,C01163,J0092,3.9,0.07,0.793,4,0.623,201,4824.0,2025-11-12,0,0,0,0.4166
I0000181,C03247,J0009,6.6,0.626,0.884,3,0.437,79,1896.0,2026-03-14,0,0,0,0.7445
I0000182,C00750,J0059,2.1,0.727,0.608,2,0.808,215,5160.0,2025-10-29,0,0,0,0.6667
I0000183,C00748,J0146,1.4,0.374,0.852,3,0.57,206,4944.0,2025-11-07,0,0,0,0.6426
I0000184,C02085,J0149,3.1,0.739,0.598,1,0.593,160,3840.0,2025-12-23,0,0,0,0.635
I0000185,C03261,J0126,9.4,0.538,1.0,2,0.635,42,1008.0,2026-04-20,0,0,0,0.8895
I0000186,C00849,J0107,6.6,0.843,0.579,2,0.389,95,2280.0,2026-02-26,0,0,0,0.4717
I0000187,C00061,J0100,0.9,0.918,0.774,1,0.169,330,7920.0,2025-07-06,0,0,0,0.2223
I0000188,C02894,J0079,3.6,0.496,0.871,2,0.518,113,2712.0,2026-02-08,0,0,0,0.8078
I0000189,C02349,J0096,4.0,1.0,0.68,3,0.799,45,1080.0,2026-04-17,0,0,0,0.6346
I0000190,C02743,J0035,2.6,0.766,0.628,4,0.644,39,936.0,2026-04-23,0,0,0,0.6519
I0000191,C01587,J0086,5.1,0.739,0.446,3,0.489,342,8208.0,2025-06-24,0,0,0,0.5527
I0000192,C00473,J0083,4.9,0.581,0.653,3,0.691,218,5232.0,2025-10-26,0,0,0,0.7063
I0000193,C01326,J0014,2.1,0.694,0.832,1,0.37,364,8736.0,2025-06-02,0,0,0,0.5586
I0000194,C01879,J0042,1.3,0.639,0.791,3,0.496,258,6192.0,2025-09-16,0,0,0,0.6611
I0000195,C01733,J0047,0.0,0.528,0.778,2,0.575,12,288.0,2026-05-20,0,0,0,0.7031
I0000196,C03556,J0102,4.4,0.243,0.461,2,0.438,199,4776.0,2025-11-14,0,0,0,0.5838
I0000197,C00894,J0050,4.0,0.562,0.649,3,0.587,379,9096.0,2025-05-18,0,0,0,0.7499
I0000198,C01247,J0031,1.4,0.64,0.849,3,0.886,241,5784.0,2025-10-03,0,0,0,0.6065
I0000199,C00733,J0119,2.2,0.946,0.589,1,0.541,381,9144.0,2025-05-16,1,1,1,0.4347
I0000200,C02282,J0075,3.5,0.523,0.7,3,0.62,163,3912.0,2025-12-20,0,0,0,0.7051
I0000201,C03220,J0090,1.7,0.694,0.812,3,0.558,370,8880.0,2025-05-27,0,0,0,0.6787
I0000202,C03532,J0050,1.4,0.694,0.541,3,0.587,146,3504.0,2026-01-06,0,0,0,0.6177
I0000203,C00911,J0059,0.0,0.302,0.58,2,0.808,215,5160.0,2025-10-29,0,0,0,0.3237
I0000204,C01719,J0086,0.0,0.638,0.715,3,0.489,4,96.0,2026-05-28,1,1,0,0.6134
I0000205,C02947,J0049,4.0,0.739,0.785,2,0.631,76,1824.0,2026-03-17,1,0,0,0.7297
I0000206,C00183,J0143,4.2,1.0,0.761,1,0.714,37,888.0,2026-04-25,0,0,0,0.6009
I0000207,C02845,J0128,5.8,0.35,0.673,3,0.677,92,2208.0,2026-03-01,0,0,0,0.5742
I0000208,C00537,J0144,0.8,0.753,0.558,2,0.591,353,8472.0,2025-06-13,0,0,0,0.5735
I0000209,C00133,J0117,3.5,0.625,0.836,1,0.842,137,3288.0,2026-01-15,0,0,0,0.6588
I0000210,C00452,J0012,5.1,0.435,0.778,1,0.468,125,3000.0,2026-01-27,0,0,0,0.7992
I0000211,C03524,J0121,8.3,0.518,0.989,3,0.82,64,1536.0,2026-03-29,0,0,0,0.7232
I0000212,C02723,J0036,2.9,0.308,0.821,4,0.6,244,5856.0,2025-09-30,0,0,0,0.5916
I0000213,C03157,J0059,5.3,0.682,0.923,2,0.808,323,7752.0,2025-07-13,1,1,1,0.778
I0000214,C02760,J0062,3.7,0.968,0.931,4,0.382,0,0.0,2026-06-01,0,0,0,0.4289
I0000215,C03184,J0071,6.5,0.587,0.645,2,0.587,3,72.0,2026-05-29,0,0,0,0.8087
I0000216,C01986,J0120,4.1,0.722,0.941,2,0.522,259,6216.0,2025-09-15,0,0,0,0.7106
I0000217,C03236,J0085,3.4,0.494,0.677,1,0.66,11,264.0,2026-05-21,0,0,0,0.6482
I0000218,C00226,J0080,0.8,0.729,0.728,1,0.569,384,9216.0,2025-05-13,0,0,0,0.6229
I0000219,C02330,J0028,0.9,0.706,0.766,3,0.898,165,3960.0,2025-12-18,0,0,0,0.6127
I0000220,C03020,J0119,1.7,0.608,0.825,1,0.541,61,1464.0,2026-04-01,0,0,0,0.731
I0000221,C03973,J0054,6.6,0.272,0.781,2,0.727,252,6048.0,2025-09-22,0,0,0,0.528
I0000222,C01436,J0100,3.8,0.506,0.561,1,0.169,356,8544.0,2025-06-10,1,0,0,0.5018
I0000223,C00716,J0073,9.5,0.38,1.0,2,0.624,75,1800.0,2026-03-18,0,0,0,0.7875
I0000224,C02880,J0097,0.0,0.534,0.99,1,0.65,182,4368.0,2025-12-01,0,0,0,0.7142
I0000225,C00289,J0100,0.0,0.341,0.685,1,0.169,87,2088.0,2026-03-06,0,0,0,0.5887
I0000226,C03106,J0083,4.5,0.911,0.985,3,0.691,288,6912.0,2025-08-17,0,0,0,0.7156
I0000227,C02816,J0067,5.4,0.438,0.712,4,0.443,9,216.0,2026-05-23,0,0,0,0.8054
I0000228,C02764,J0107,0.4,0.345,0.612,2,0.389,337,8088.0,2025-06-29,0,0,0,0.6652
I0000229,C01175,J0023,3.3,0.975,1.0,2,0.472,52,1248.0,2026-04-10,0,0,0,0.5001
I0000230,C00480,J0145,0.0,0.69,1.0,4,0.701,111,2664.0,2026-02-10,1,0,0,0.7911
I0000231,C02432,J0063,3.3,0.769,0.88,4,0.497,187,4488.0,2025-11-26,0,0,0,0.6291
I0000232,C01451,J0147,3.6,0.499,0.713,2,0.622,268,6432.0,2025-09-06,0,0,0,0.6921
I0000233,C01566,J0079,4.8,0.466,0.941,2,0.518,177,4248.0,2025-12-06,0,0,0,0.8267
I0000234,C00750,J0019,2.1,0.727,0.608,1,0.693,238,5712.0,2025-10-06,0,0,0,0.6998
I0000235,C01334,J0097,6.4,0.224,0.64,1,0.65,205,4920.0,2025-11-08,0,0,0,0.5053
I0000236,C03327,J0077,7.5,0.539,0.797,4,0.837,93,2232.0,2026-02-28,0,0,0,0.6584
I0000237,C03572,J0128,6.9,0.782,0.772,3,0.677,236,5664.0,2025-10-08,0,0,0,0.7772
I0000238,C01395,J0125,7.6,0.587,0.862,1,0.475,189,4536.0,2025-11-24,0,0,0,0.8095
I0000239,C00568,J0034,4.8,0.641,0.607,1,0.634,249,5976.0,2025-09-25,0,0,0,0.7643
I0000240,C00135,J0115,0.0,0.186,0.805,1,0.627,62,1488.0,2026-03-31,0,0,0,0.433
I0000241,C00755,J0083,1.9,0.72,0.982,3,0.691,234,5616.0,2025-10-10,0,0,0,0.8054
I0000242,C00038,J0068,7.9,0.72,0.982,2,0.713,148,3552.0,2026-01-04,0,0,0,0.9225
I0000243,C02671,J0062,5.5,0.623,0.687,4,0.382,70,1680.0,2026-03-23,0,0,0,0.6337
I0000244,C02570,J0101,2.4,0.492,0.726,2,0.588,273,6552.0,2025-09-01,0,0,0,0.6945
I0000245,C03130,J0103,7.3,0.576,0.968,4,0.476,191,4584.0,2025-11-22,0,0,0,0.8428
I0000246,C01329,J0131,5.0,0.743,0.524,2,0.716,225,5400.0,2025-10-19,0,0,0,0.7302
