candidate_id,job_id,candidate_exp,candidate_skills,demographic_group,required_exp,required_skills,job_popularity,relevance
C103,J456,3,6,0,1,7,0.8632983115140671,1
C103,J485,3,6,0,7,7,0.5020430745326683,0
C103,J74,3,6,0,4,9,0.15981699319864492,0
C103,J90,3,6,0,5,1,0.7828437890475286,1
C104,J125,13,3,0,4,9,0.3381715242328216,1
C104,J140,13,3,0,6,6,0.6016034526157072,0
C104,J143,13,3,0,3,4,0.3907246111786845,0
C104,J232,13,3,0,1,5,0.46169847990165713,0
C104,J25,13,3,0,0,3,0.7510992961194207,2
C104,J255,13,3,0,5,7,0.9975141099132424,1
C104,J281,13,3,0,2,3,0.9709853187426057,2
C104,J285,13,3,0,4,6,0.39362852623703215,1
C104,J30,13,3,0,2,2,0.5365851939815861,2
C104,J307,13,3,0,6,2,0.22967090741187962,1
C104,J351,13,3,0,9,8,0.4349559297222074,0
C104,J365,13,3,0,4,2,0.43709341904162313,2
C104,J371,13,3,0,6,8,0.8163337484291522,1
C104,J375,13,3,0,8,7,0.29638678109695504,0
C104,J381,13,3,0,8,6,0.8133353318882213,1
C104,J384,13,3,0,6,1,0.23684371068204263,2
C104,J400,13,3,0,8,6,0.4869866927089538,1
C104,J427,13,3,0,8,4,0.6474875500069945,0
C104,J439,13,3,0,0,7,0.9362302454905186,1
C104,J452,13,3,0,5,6,0.3389467666861651,1
C104,J49,13,3,0,2,8,0.683486206706886,0
C104,J70,13,3,0,5,8,0.10478212810151136,0
C104,J91,13,3,0,0,7,0.6374397753912717,1
C105,J10,14,3,0,4,4,0.28562690245253736,0
C105,J117,14,3,0,6,4,0.9451616315052624,0
C105,J141,14,3,0,2,9,0.1350813885950174,0
C105,J156,14,3,0,7,8,0.39397532448331984,0
C105,J166,14,3,0,2,2,0.4243841444273375,2
C105,J168,14,3,0,1,9,0.6095626221025637,1
C105,J196,14,3,0,4,9,0.9960679985489951,1
C105,J216,14,3,0,5,9,0.639371904525494,1
C105,J256,14,3,0,7,7,0.12702340479645355,1
C105,J291,14,3,0,2,6,0.7065947873311573,1
C105,J295,14,3,0,1,3,0.2322297312253937,2
C105,J334,14,3,0,5,1,0.8544073789736205,2
C105,J356,14,3,0,6,4,0.35077875680353277,1
C105,J367,14,3,0,6,2,0.4306516558273634,2
C105,J399,14,3,0,7,2,0.5385388186900457,2
C105,J404,14,3,0,3,7,0.45807913271568446,0
C105,J425,14,3,0,7,3,0.7521384581628661,2
C105,J435,14,3,0,3,4,0.7954942776985712,1
C105,J437,14,3,0,7,9,0.7096538168999855,1
C105,J441,14,3,0,5,4,0.15954866995099642,1
C105,J444,14,3,0,4,1,0.5722620738952889,2
C105,J455,14,3,0,0,5,0.38579473023182964,0
C105,J460,14,3,0,2,9,0.34971821175245865,0
C105,J464,14,3,0,4,7,0.74444497591793,1
C105,J466,14,3,0,1,7,0.6604205868548177,1
C105,J83,14,3,0,2,2,0.6584264065467735,2
C106,J116,14,9,0,4,3,0.3376557862243469,2
C106,J171,14,9,0,6,4,0.30881636227792963,2
C106,J175,14,9,0,1,1,0.786072362050864,2
C106,J214,14,9,0,4,6,0.2405859118179598,2
C106,J216,14,9,0,5,9,0.639371904525494,2
C106,J241,14,9,0,5,8,0.12856938883568977,2
C106,J285,14,9,0,4,6,0.39362852623703215,2
C106,J298,14,9,0,1,2,0.2394327800290984,2
C106,J302,14,9,0,5,9,0.6070675280354687,2
C106,J303,14,9,0,7,1,0.8234244014351276,2
C106,J308,14,9,0,1,4,0.6615986369760841,2
C106,J322,14,9,0,3,1,0.8759826762923699,2
C106,J340,14,9,0,9,5,0.7862022628073816,1
C106,J396,14,9,0,9,2,0.519669471645837,2
C106,J4,14,9,0,4,7,0.20385517796102565,1
C106,J41,14,9,0,2,7,0.9115966256916058,2
C106,J415,14,9,0,9,6,0.14521870884068394,2
C106,J445,14,9,0,4,1,0.7977196466514543,2
C106,J448,14,9,0,5,6,0.12709348499018705,2
C106,J465,14,9,0,8,4,0.735621546299736,2
C106,J478,14,9,0,0,1,0.9357675059038547,2
C106,J491,14,9,0,7,9,0.7784812744389217,2
C106,J75,14,9,0,0,4,0.7898635445793262,2
C107,J10,7,7,0,4,4,0.28562690245253736,2
C107,J106,7,7,0,7,7,0.5563536820648465,2
C107,J146,7,7,0,0,5,0.392761556525573,2
C107,J250,7,7,0,3,4,0.8974840917818874,2
C107,J263,7,7,0,0,9,0.40175114507046616,1
C107,J268,7,7,0,6,6,0.9441687082905048,2
C107,J270,7,7,0,4,9,0.4470378332620001,1
C107,J291,7,7,0,2,6,0.7065947873311573,2
C107,J321,7,7,0,0,1,0.7993443570865805,2
C107,J340,7,7,0,9,5,0.7862022628073816,1
C107,J363,7,7,0,8,3,0.6141344229433876,1
C107,J368,7,7,0,4,6,0.17831549647250988,2
C107,J394,7,7,0,1,8,0.9175910966914378,1
C107,J420,7,7,0,3,5,0.24461162624066068,2
C107,J452,7,7,0,5,6,0.3389467666861651,2
C107,J468,7,7,0,6,7,0.38069149218735276,2
C108,J123,13,5,0,9,9,0.29684405169813455,1
C108,J16,13,5,0,8,3,0.11631163694115676,1
C108,J161,13,5,0,5,1,0.3173468367311811,2
C108,J210,13,5,0,3,4,0.7217955788957405,2
C108,J226,13,5,0,8,3,0.7296756126599095,1
C108,J282,13,5,0,4,2,0.4957664378571177,2
C108,J31,13,5,0,2,4,0.40026555625317906,2
C108,J311,13,5,0,7,9,0.17404509184935568,1
C108,J338,13,5,0,0,3,0.39540979511050545,2
C108,J347,13,5,0,3,9,0.5406620158452203,1
C108,J369,13,5,0,8,3,0.6011064198353692,1
C108,J405,13,5,0,1,6,0.8447977470466422,1
C108,J428,13,5,0,8,5,0.3529447751502003,2
C108,J480,13,5,0,1,3,0.18312447530024067,1
C108,J485,13,5,0,7,7,0.5020430745326683,1
C108,J488,13,5,0,6,6,0.5238642271912601,1
C108,J5,13,5,0,9,8,0.6450741003910703,1
C108,J55,13,5,0,9,5,0.6031533564519419,2
C109,J103,6,7,1,6,5,0.2934213733327563,1
C109,J110,6,7,1,0,4,0.4445188879927491,1
C109,J137,6,7,1,0,2,0.13030876348701761,1
C109,J145,6,7,1,4,9,0.8993063700406322,0
C109,J173,6,7,1,9,5,0.7879180477927846,0
C109,J180,6,7,1,6,3,0.6621526433030784,1
C109,J262,6,7,1,9,2,0.15615466173844952,0
C109,J264,6,7,1,8,9,0.16031488397608898,0
C109,J266,6,7,1,6,1,0.8352765165446531,1
C109,J289,6,7,1,2,4,0.3308167549150894,0
C109,J30,6,7,1,2,2,0.5365851939815861,1
C109,J315,6,7,1,2,5,0.15128085429763147,1
C109,J323,6,7,1,4,4,0.3824879470502235,2
C109,J343,6,7,1,2,9,0.9563003430967828,0
C109,J360,6,7,1,5,2,0.3571368108948013,1
C109,J414,6,7,1,8,1,0.5511480801631564,0
C109,J435,6,7,1,3,4,0.7954942776985712,1
C109,J442,6,7,1,1,1,0.11723993699612761,0
C109,J448,6,7,1,5,6,0.12709348499018705,1
C109,J458,6,7,1,8,7,0.8963696059264039,0
C11,J104,6,6,0,2,9,0.4823657585812783,0
C11,J116,6,6,0,4,3,0.3376557862243469,2
C11,J129,6,6,0,2,8,0.7847661978377035,1
C11,J153,6,6,0,3,4,0.16053032257063107,2
C11,J177,6,6,0,9,7,0.8534076650475869,0
C11,J239,6,6,0,7,5,0.41943219478930904,1
C11,J245,6,6,0,0,3,0.8928757050756917,2
C11,J259,6,6,0,0,8,0.976044357248339,1
C11,J261,6,6,0,6,8,0.8626491375142363,1
C11,J269,6,6,0,4,5,0.1765931375078068,2
C11,J285,6,6,0,4,6,0.39362852623703215,2
C11,J293,6,6,0,6,3,0.2894562456988087,2
C11,J303,6,6,0,7,1,0.8234244014351276,1
C11,J304,6,6,0,5,6,0.22343363933746885,1
C11,J327,6,6,0,5,4,0.9005673799393868,2
C11,J349,6,6,0,8,2,0.30684405321785657,0
C11,J408,6,6,0,0,1,0.28400353521784577,2
C11,J412,6,6,0,8,2,0.9195451454929796,1
C11,J437,6,6,0,7,9,0.7096538168999855,0
C11,J46,6,6,0,3,1,0.587584867840807,2
C11,J461,6,6,0,7,6,0.3534544378950686,0
C11,J470,6,6,0,5,5,0.17104546265190002,2
C11,J54,6,6,0,7,3,0.9974641185126554,1
C11,J73,6,6,0,6,7,0.5935772466942064,1
C11,J74,6,6,0,4,9,0.15981699319864492,0
C110,J14,11,9,0,3,7,0.5570245575629013,2
C110,J164,11,9,0,2,9,0.21707260284605226,2
C110,J171,11,9,0,6,4,0.30881636227792963,1
C110,J172,11,9,0,1,4,0.11294330146487652,1
C110,J185,11,9,0,6,3,0.7810571503617112,2
C110,J219,11,9,0,7,7,0.5096547925602908,2
C110,J252,11,9,0,2,4,0.7636834771936095,2
C110,J271,11,9,0,4,5,0.16393140013960192,2
C110,J282,11,9,0,4,2,0.4957664378571177,2
C110,J347,11,9,0,3,9,0.5406620158452203,2
C110,J360,11,9,0,5,2,0.3571368108948013,2
C110,J396,11,9,0,9,2,0.519669471645837,1
C110,J41,11,9,0,2,7,0.9115966256916058,2
C110,J433,11,9,0,4,9,0.7756926842899501,2
C110,J442,11,9,0,1,1,0.11723993699612761,1
C110,J464,11,9,0,4,7,0.74444497591793,2
C110,J480,11,9,0,1,3,0.18312447530024067,2
C110,J483,11,9,0,7,9,0.23542504390539773,1
C110,J493,11,9,0,5,1,0.9139237974944715,2
C110,J64,11,9,0,3,5,0.6910565362494472,2
C110,J69,11,9,0,5,4,0.5355904313617724,2
C111,J101,8,1,0,2,6,0.382444127401974,1
C111,J104,8,1,0,2,9,0.4823657585812783,0
C111,J117,8,1,0,6,4,0.9451616315052624,0
C111,J124,8,1,0,9,3,0.6357729393347401,0
C111,J126,8,1,0,1,6,0.6957720503144817,1
C111,J140,8,1,0,6,6,0.6016034526157072,1
C111,J150,8,1,0,4,1,0.8603842129797061,2
C111,J175,8,1,0,1,1,0.786072362050864,2
C111,J190,8,1,0,0,2,0.6371666891989834,1
C111,J191,8,1,0,0,7,0.9353638883025563,0
C111,J202,8,1,0,6,1,0.14801319729000795,2
C111,J209,8,1,0,3,4,0.5503235015940046,0
C111,J268,8,1,0,6,6,0.9441687082905048,1
C111,J270,8,1,0,4,9,0.4470378332620001,0
C111,J282,8,1,0,4,2,0.4957664378571177,0
C111,J303,8,1,0,7,1,0.8234244014351276,2
C111,J308,8,1,0,1,4,0.6615986369760841,0
C111,J360,8,1,0,5,2,0.3571368108948013,1
C111,J365,8,1,0,4,2,0.43709341904162313,0
C111,J410,8,1,0,6,3,0.5595226817136039,0
C111,J432,8,1,0,1,7,0.4528842192141155,1
C111,J434,8,1,0,3,5,0.21293766711923562,0
C111,J44,8,1,0,2,5,0.8896154078195548,1
C111,J454,8,1,0,0,6,0.710649971463374,0
C111,J456,8,1,0,1,7,0.8632983115140671,1
C111,J458,8,1,0,8,7,0.8963696059264039,1
C111,J479,8,1,0,4,3,0.1556276146203004,1
C111,J499,8,1,0,4,2,0.697171234522107,0
C111,J54,8,1,0,7,3,0.9974641185126554,1
C111,J86,8,1,0,5,4,0.2754776799102603,1
C111,J97,8,1,0,0,5,0.5265290981044924,1
C112,J143,13,7,0,3,4,0.3907246111786845,2
C112,J16,13,7,0,8,3,0.11631163694115676,1
C112,J208,13,7,0,5,9,0.2506213290131029,1
C112,J22,13,7,0,4,4,0.719768466377088,2
C112,J235,13,7,0,0,6,0.3493112718933809,2
C112,J239,13,7,0,7,5,0.41943219478930904,2
C112,J243,13,7,0,8,2,0.17610884028751406,2
C112,J25,13,7,0,0,3,0.7510992961194207,2
C112,J257,13,7,0,2,3,0.9076292792118387,2
C112,J283,13,7,0,9,8,0.35053163349639094,0
C112,J290,13,7,0,1,9,0.419787773626499,0
C112,J307,13,7,0,6,2,0.22967090741187962,1
C112,J315,13,7,0,2,5,0.15128085429763147,2
C112,J323,13,7,0,4,4,0.3824879470502235,2
C112,J325,13,7,0,8,1,0.8560972705952798,2
C112,J326,13,7,0,0,9,0.9905060178685507,1
C112,J357,13,7,0,0,1,0.2968388202912249,2
C112,J360,13,7,0,5,2,0.3571368108948013,1
C112,J361,13,7,0,4,8,0.9344114036780043,1
C112,J367,13,7,0,6,2,0.4306516558273634,2
C112,J395,13,7,0,6,4,0.5212621488108611,2
C112,J424,13,7,0,5,4,0.1446529360049537,2
C112,J473,13,7,0,9,6,0.4090480319598798,2
C113,J133,7,6,1,2,5,0.4315124924149162,1
C113,J139,7,6,1,6,1,0.3190570148966774,1
C113,J140,7,6,1,6,6,0.6016034526157072,1
C113,J151,7,6,1,8,9,0.3241078624981809,0
C113,J171,7,6,1,6,4,0.30881636227792963,1
C113,J189,7,6,1,6,1,0.3059879162351491,1
C113,J195,7,6,1,2,6,0.2904723087128751,1
C113,J203,7,6,1,6,5,0.509287908297395,1
C113,J221,7,6,1,6,7,0.8536303717931356,0
C113,J224,7,6,1,7,7,0.8011923277562081,0
C113,J322,7,6,1,3,1,0.8759826762923699,1
C113,J421,7,6,1,0,2,0.12247449590534465,1
C113,J43,7,6,1,7,9,0.16027625082274438,0
C113,J45,7,6,1,1,1,0.4504644450809878,1
C113,J49,7,6,1,2,8,0.683486206706886,0
C113,J491,7,6,1,7,9,0.7784812744389217,0
C113,J497,7,6,1,9,1,0.10619016599768438,0
C113,J62,7,6,1,0,8,0.5178146677653025,0
C113,J65,7,6,1,5,4,0.7378890897062388,1
C113,J68,7,6,1,1,2,0.6955158595598708,1
C114,J111,4,9,0,0,3,0.8396478519268233,2
C114,J114,4,9,0,5,4,0.3447514354766039,0
C114,J142,4,9,0,0,1,0.7001626521750922,1
C114,J178,4,9,0,7,1,0.657573580032673,1
C114,J199,4,9,0,8,8,0.823972653709726,1
C114,J238,4,9,0,1,9,0.6335561624572992,2
C114,J247,4,9,0,8,5,0.6931408691190092,1
C114,J248,4,9,0,1,2,0.29010864832563793,2
C114,J257,4,9,0,2,3,0.9076292792118387,2
C114,J260,4,9,0,9,4,0.5185085657737849,0
C114,J27,4,9,0,5,1,0.8525059328865239,1
C114,J310,4,9,0,7,3,0.5390508866896112,0
C114,J319,4,9,0,5,2,0.6168588175811899,0
C114,J323,4,9,0,4,4,0.3824879470502235,2
C114,J336,4,9,0,1,6,0.873815207330481,2
C114,J390,4,9,0,7,8,0.13605320714562505,0
C114,J405,4,9,0,1,6,0.8447977470466422,2
C114,J418,4,9,0,7,5,0.49436075192351003,1
C114,J437,4,9,0,7,9,0.7096538168999855,1
C114,J440,4,9,0,1,5,0.44859026617778264,2
C114,J480,4,9,0,1,3,0.18312447530024067,2
C114,J491,4,9,0,7,9,0.7784812744389217,1
C114,J57,4,9,0,4,3,0.29810019331427784,2
C114,J81,4,9,0,0,8,0.2262920663741635,2
C115,J114,12,1,1,5,4,0.3447514354766039,0
C115,J134,12,1,1,1,8,0.48911160376301255,0
C115,J175,12,1,1,1,1,0.786072362050864,1
C115,J193,12,1,1,4,8,0.4077147502949413,0
C115,J29,12,1,1,6,1,0.8589935510090948,1
C115,J31,12,1,1,2,4,0.40026555625317906,0
C115,J312,12,1,1,6,5,0.5136256514922608,0
C115,J365,12,1,1,4,2,0.43709341904162313,0
C115,J40,12,1,1,3,4,0.823183893516343,1
C115,J423,12,1,1,3,3,0.3137307010770317,1
C115,J439,12,1,1,0,7,0.9362302454905186,0
C115,J450,12,1,1,9,3,0.7010811160307321,0
C115,J468,12,1,1,6,7,0.38069149218735276,0
C115,J476,12,1,1,2,6,0.2671597648046671,0
C115,J485,12,1,1,7,7,0.5020430745326683,0
C115,J91,12,1,1,0,7,0.6374397753912717,0
C115,J92,12,1,1,7,5,0.6887194633250863,0
C116,J0,1,4,1,9,5,0.47076228553069177,0
C116,J137,1,4,1,0,2,0.13030876348701761,1
C116,J149,1,4,1,7,1,0.8428740977115533,0
C116,J15,1,4,1,1,2,0.4773444950494198,1
C116,J152,1,4,1,0,3,0.6190321589719807,1
C116,J194,1,4,1,4,3,0.5749097195995255,0
C116,J2,1,4,1,1,8,0.6682770290965387,0
C116,J209,1,4,1,3,4,0.5503235015940046,0
C116,J291,1,4,1,2,6,0.7065947873311573,0
C116,J319,1,4,1,5,2,0.6168588175811899,0
C116,J325,1,4,1,8,1,0.8560972705952798,0
C116,J336,1,4,1,1,6,0.873815207330481,0
C116,J352,1,4,1,9,7,0.6955005336662702,0
C116,J369,1,4,1,8,3,0.6011064198353692,0
C116,J370,1,4,1,0,4,0.8606087663464312,2
C116,J372,1,4,1,9,3,0.2576108261173179,0
C116,J381,1,4,1,8,6,0.8133353318882213,0
C116,J402,1,4,1,4,4,0.9996019329253947,0
C116,J423,1,4,1,3,3,0.3137307010770317,0
C116,J426,1,4,1,5,3,0.20043369996152272,0
C116,J43,1,4,1,7,9,0.16027625082274438,0
C116,J489,1,4,1,0,8,0.6957222693733104,0
C116,J97,1,4,1,0,5,0.5265290981044924,0
C117,J176,14,9,0,1,1,0.13504421501889907,2
C117,J19,14,9,0,0,7,0.5268295188792582,1
C117,J198,14,9,0,8,1,0.6845580367367026,2
C117,J202,14,9,0,6,1,0.14801319729000795,2
C117,J238,14,9,0,1,9,0.6335561624572992,1
C117,J256,14,9,0,7,7,0.12702340479645355,2
C117,J263,14,9,0,0,9,0.40175114507046616,2
C117,J264,14,9,0,8,9,0.16031488397608898,2
C117,J329,14,9,0,9,1,0.2756498654967854,1
C117,J34,14,9,0,2,2,0.2650979767630911,2
C117,J353,14,9,0,5,1,0.22710118903583454,2
C117,J378,14,9,0,6,3,0.3369226118662101,2
C117,J400,14,9,0,8,6,0.4869866927089538,2
C117,J470,14,9,0,5,5,0.17104546265190002,1
C117,J472,14,9,0,1,5,0.3349436736113633,2
C117,J475,14,9,0,3,6,0.9419360621747461,2
C117,J494,14,9,0,5,3,0.8356670625754984,2
C117,J84,14,9,0,9,8,0.7680278684791785,2
C117,J92,14,9,0,7,5,0.6887194633250863,2
C117,J97,14,9,0,0,5,0.5265290981044924,2
C117,J98,14,9,0,2,9,0.744757400762289,2
C118,J171,4,4,0,6,4,0.30881636227792963,1
C118,J204,4,4,0,9,6,0.7073076719506695,0
C118,J242,4,4,0,4,1,0.48100162973787775,2
C118,J272,4,4,0,0,2,0.28971379139502573,1
C118,J277,4,4,0,8,7,0.25074198018469696,0
C118,J28,4,4,0,4,7,0.8392495266106248,0
C118,J286,4,4,0,5,7,0.3694450363348135,0
C118,J293,4,4,0,6,3,0.2894562456988087,0
C118,J318,4,4,0,7,4,0.7525054686692069,1
C118,J363,4,4,0,8,3,0.6141344229433876,1
C118,J422,4,4,0,0,7,0.5041348911371133,0
C118,J471,4,4,0,5,2,0.4985183228893637,0
C118,J76,4,4,0,7,3,0.6253422289582276,0
C118,J87,4,4,0,6,3,0.9013685654973956,1
C119,J124,7,3,1,9,3,0.6357729393347401,0
C119,J134,7,3,1,1,8,0.48911160376301255,0
C119,J144,7,3,1,8,4,0.9081272682618993,0
C119,J175,7,3,1,1,1,0.786072362050864,1
C119,J181,7,3,1,2,4,0.8779899221815277,0
C119,J211,7,3,1,1,7,0.7274222253026283,0
C119,J246,7,3,1,2,6,0.89462333486685,0
C119,J248,7,3,1,1,2,0.29010864832563793,1
C119,J296,7,3,1,4,2,0.4083806318702694,1
C119,J301,7,3,1,5,6,0.3721775601506828,0
C119,J357,7,3,1,0,1,0.2968388202912249,1
C119,J368,7,3,1,4,6,0.17831549647250988,0
C119,J370,7,3,1,0,4,0.8606087663464312,0
C119,J373,7,3,1,6,6,0.70548815297122,0
C119,J390,7,3,1,7,8,0.13605320714562505,0
C119,J401,7,3,1,6,9,0.6372196214919905,0
C119,J463,7,3,1,8,5,0.10925604634212283,0
C119,J469,7,3,1,6,8,0.40597467741392335,0
C119,J57,7,3,1,4,3,0.29810019331427784,1
C119,J66,7,3,1,2,7,0.1075273136891714,0
C12,J115,10,3,0,2,6,0.7231230302149523,0
C12,J138,10,3,0,7,9,0.8912671953411229,1
C12,J144,10,3,0,8,4,0.9081272682618993,1
C12,J179,10,3,0,1,1,0.6070558156413761,2
C12,J181,10,3,0,2,4,0.8779899221815277,0
C12,J208,10,3,0,5,9,0.2506213290131029,0
C12,J220,10,3,0,1,8,0.7009845324428376,0
C12,J276,10,3,0,8,1,0.190880296135985,2
C12,J29,10,3,0,6,1,0.8589935510090948,2
C12,J309,10,3,0,8,1,0.3462763760746945,2
C12,J34,10,3,0,2,2,0.2650979767630911,2
C12,J341,10,3,0,2,9,0.21340182507759486,1
C12,J367,10,3,0,6,2,0.4306516558273634,2
C12,J391,10,3,0,2,5,0.36231482214441446,1
C12,J406,10,3,0,5,8,0.2536375269812322,1
C12,J413,10,3,0,9,9,0.5588686085954119,1
C12,J417,10,3,0,4,5,0.5960439657247348,1
C12,J448,10,3,0,5,6,0.12709348499018705,1
C12,J466,10,3,0,1,7,0.6604205868548177,0
C12,J477,10,3,0,1,1,0.4352580383981193,2
C12,J488,10,3,0,6,6,0.5238642271912601,0
C12,J490,10,3,0,3,8,0.7760594232586385,1
C12,J496,10,3,0,4,8,0.15004496951241458,0
C12,J499,10,3,0,4,2,0.697171234522107,1
C12,J86,10,3,0,5,4,0.2754776799102603,0
C12,J97,10,3,0,0,5,0.5265290981044924,1
C120,J21,9,9,1,3,3,0.6655838109531284,1
C120,J223,9,9,1,1,2,0.11723038119715301,1
