student_id,job_id,skill_overlap,experience_match,education_match,location_match,successful_match,baseline_score,baseline_pred
S00302,J00061,0.0,1,0,0,1,0.2,0
S00016,J00070,0.0,0,1,1,0,0.1,0
S00883,J00008,0.4,0,1,0,0,0.38,0
S00335,J00030,0.0,1,0,0,1,0.2,0
S00090,J00080,0.2,1,0,0,0,0.33999999999999997,0
S00543,J00172,0.0,0,0,1,0,0.0,0
S00644,J00153,0.4,0,1,0,1,0.38,0
S00783,J00159,0.2,1,1,0,1,0.43999999999999995,0
S00941,J00185,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00089,J00154,0.3333333333333333,1,0,0,0,0.43333333333333335,0
S00044,J00137,0.0,0,0,0,0,0.0,0
S00929,J00055,0.2857142857142857,1,1,1,1,0.5,1
S00316,J00127,0.25,1,1,0,1,0.475,0
S00639,J00177,0.0,1,1,0,0,0.30000000000000004,0
S00542,J00150,1.0,0,1,1,1,0.7999999999999999,1
S00663,J00174,0.2,0,1,1,1,0.24,0
S00435,J00132,0.2,0,1,0,0,0.24,0
S00437,J00008,0.4,1,1,0,0,0.58,1
S00099,J00059,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00186,J00046,0.2,0,0,0,0,0.13999999999999999,0
S00238,J00171,0.0,0,1,0,0,0.1,0
S00485,J00084,0.4,0,1,0,1,0.38,0
S00402,J00041,0.0,1,1,0,0,0.30000000000000004,0
S00860,J00142,0.16666666666666666,0,1,1,0,0.21666666666666667,0
S00679,J00038,0.0,1,1,0,0,0.30000000000000004,0
S00152,J00070,0.0,1,1,0,1,0.30000000000000004,0
S00538,J00190,0.0,1,0,0,0,0.2,0
S00648,J00047,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00246,J00092,0.25,1,1,0,1,0.475,0
S00399,J00066,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00482,J00158,0.3333333333333333,1,0,0,1,0.43333333333333335,0
S00635,J00136,0.25,1,0,0,1,0.375,0
S00773,J00133,0.2857142857142857,1,1,0,0,0.5,1
S00038,J00084,0.2,0,0,0,0,0.13999999999999999,0
S00622,J00008,0.2,1,0,0,0,0.33999999999999997,0
S00352,J00188,0.14285714285714285,1,1,0,1,0.4,0
S00640,J00003,0.16666666666666666,1,1,0,1,0.41666666666666663,0
S00062,J00065,0.2,1,1,0,0,0.43999999999999995,0
S00477,J00021,0.0,1,1,0,1,0.30000000000000004,0
S00180,J00024,0.2,0,0,1,0,0.13999999999999999,0
S00448,J00064,0.5,0,1,0,0,0.44999999999999996,0
S00382,J00021,0.5,1,1,0,1,0.65,1
S00149,J00197,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00726,J00071,0.0,0,0,0,0,0.0,0
S00486,J00029,0.16666666666666666,0,0,0,0,0.11666666666666665,0
S00408,J00034,0.0,1,1,0,0,0.30000000000000004,0
S00147,J00163,0.2,1,1,0,1,0.43999999999999995,0
S00506,J00086,0.3333333333333333,1,0,0,1,0.43333333333333335,0
S00771,J00001,0.25,1,0,1,0,0.375,0
S00375,J00149,0.3333333333333333,1,1,0,1,0.5333333333333333,1
S00180,J00067,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00627,J00057,0.25,1,1,0,1,0.475,0
S00930,J00127,0.0,0,1,1,0,0.1,0
S00464,J00089,0.25,0,1,0,0,0.275,0
S00559,J00155,0.0,0,1,0,0,0.1,0
S00538,J00079,0.16666666666666666,0,0,0,0,0.11666666666666665,0
S00374,J00186,0.16666666666666666,1,0,0,0,0.31666666666666665,0
S00193,J00003,0.16666666666666666,1,1,0,1,0.41666666666666663,0
S00223,J00159,0.2,1,1,0,0,0.43999999999999995,0
S00740,J00052,0.0,1,0,0,0,0.2,0
S00795,J00049,0.0,1,0,0,0,0.2,0
S00282,J00174,0.0,0,0,0,0,0.0,0
S00502,J00063,0.5,1,1,0,1,0.65,1
S00121,J00127,0.25,0,1,0,0,0.275,0
S00481,J00063,0.0,1,1,0,0,0.30000000000000004,0
S00758,J00070,0.0,1,1,0,1,0.30000000000000004,0
S00096,J00122,0.0,0,1,0,0,0.1,0
S00546,J00188,0.14285714285714285,1,1,0,1,0.4,0
S00931,J00078,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00160,J00097,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00719,J00044,0.0,1,1,0,0,0.30000000000000004,0
S00855,J00046,0.6,0,1,0,0,0.52,1
S00666,J00163,0.0,1,1,0,1,0.30000000000000004,0
S00302,J00004,0.14285714285714285,1,0,0,0,0.3,0
S00187,J00127,0.0,0,1,0,0,0.1,0
S00228,J00031,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00320,J00148,0.2857142857142857,0,1,0,1,0.3,0
S00640,J00025,0.0,1,0,0,0,0.2,0
S00560,J00056,0.5,1,1,1,1,0.65,1
S00866,J00158,0.6666666666666666,1,1,0,1,0.7666666666666666,1
S00886,J00185,0.16666666666666666,1,1,0,1,0.41666666666666663,0
S00222,J00137,0.0,0,0,0,0,0.0,0
S00709,J00065,0.4,1,1,0,1,0.58,1
S00724,J00058,0.0,0,0,0,0,0.0,0
S00030,J00163,0.4,1,1,0,1,0.58,1
S00162,J00062,0.0,0,1,0,0,0.1,0
S00073,J00164,0.3333333333333333,1,1,1,1,0.5333333333333333,1
S00614,J00057,0.5,1,1,0,1,0.65,1
S00639,J00063,0.5,1,1,0,0,0.65,1
S00462,J00135,0.0,0,1,0,0,0.1,0
S00395,J00083,0.0,0,1,0,0,0.1,0
S00528,J00039,0.0,1,1,0,0,0.30000000000000004,0
S00147,J00002,0.5,1,1,0,0,0.65,1
S00052,J00020,0.0,0,1,0,0,0.1,0
S00539,J00080,0.2,1,0,0,1,0.33999999999999997,0
S00859,J00010,0.2,1,1,0,1,0.43999999999999995,0
S00623,J00127,0.75,1,1,0,1,0.8249999999999998,1
S00990,J00168,0.6,1,0,0,1,0.62,1
S00663,J00106,0.4,1,1,0,0,0.58,1
S00014,J00016,0.2,0,1,0,0,0.24,0
S00540,J00007,0.14285714285714285,0,1,0,1,0.2,0
S00718,J00088,0.25,0,1,1,0,0.275,0
S00102,J00038,0.4,1,1,0,0,0.58,1
S00726,J00082,0.2,0,1,1,1,0.24,0
S00527,J00018,0.0,0,0,0,0,0.0,0
S00928,J00174,0.2,0,1,0,0,0.24,0
S00775,J00156,0.4,0,0,0,0,0.27999999999999997,0
S00051,J00162,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00823,J00062,0.0,0,1,0,0,0.1,0
S00658,J00144,0.2,0,0,0,0,0.13999999999999999,0
S00374,J00111,0.0,1,0,0,0,0.2,0
S00141,J00067,0.0,0,1,0,0,0.1,0
S00178,J00187,0.0,0,1,0,0,0.1,0
S00259,J00098,0.0,1,1,0,0,0.30000000000000004,0
S00174,J00062,0.3333333333333333,0,1,0,1,0.3333333333333333,0
S00619,J00170,0.0,1,1,1,0,0.30000000000000004,0
S00417,J00056,0.5,0,0,0,0,0.35,0
S00659,J00126,0.14285714285714285,1,1,0,0,0.4,0
S00823,J00140,0.14285714285714285,1,1,0,1,0.4,0
S00508,J00098,0.25,1,1,0,1,0.475,0
S00212,J00057,0.0,1,1,0,0,0.30000000000000004,0
S00661,J00163,0.2,1,1,0,0,0.43999999999999995,0
S00686,J00170,0.25,0,0,1,1,0.175,0
S00444,J00004,0.14285714285714285,1,1,0,1,0.4,0
S00022,J00190,0.0,0,1,0,0,0.1,0
S00164,J00144,0.0,0,0,0,0,0.0,0
S00560,J00092,0.0,1,1,0,0,0.30000000000000004,0
S00811,J00088,0.75,0,1,0,1,0.6249999999999999,1
S00409,J00012,0.0,0,1,1,0,0.1,0
S00217,J00179,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00957,J00082,0.0,0,1,0,0,0.1,0
S00083,J00084,0.0,0,1,0,0,0.1,0
S00826,J00048,0.16666666666666666,0,0,0,0,0.11666666666666665,0
S00745,J00075,0.6666666666666666,0,0,0,1,0.4666666666666666,0
S00503,J00151,0.16666666666666666,0,0,0,0,0.11666666666666665,0
S00018,J00008,0.2,0,1,1,0,0.24,0
S00026,J00093,0.16666666666666666,1,1,1,1,0.41666666666666663,0
S00745,J00011,0.42857142857142855,1,0,0,0,0.5,1
S00038,J00045,0.0,1,0,1,1,0.2,0
S00672,J00041,0.2,1,1,0,1,0.43999999999999995,0
S00823,J00006,0.2857142857142857,1,0,0,0,0.4,0
S00617,J00131,0.0,0,1,0,0,0.1,0
S00434,J00137,0.0,1,1,0,1,0.30000000000000004,0
S00762,J00189,0.0,1,0,0,0,0.2,0
S00518,J00193,0.0,0,1,0,0,0.1,0
S00178,J00112,0.0,1,1,0,0,0.30000000000000004,0
S00924,J00192,0.16666666666666666,0,0,1,0,0.11666666666666665,0
S00880,J00141,0.2,0,1,0,1,0.24,0
S00684,J00165,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00807,J00030,0.25,1,1,0,1,0.475,0
S00287,J00127,0.0,0,1,0,1,0.1,0
S00082,J00113,0.0,1,1,0,1,0.30000000000000004,0
S00030,J00176,0.0,1,1,0,1,0.30000000000000004,0
S00443,J00037,0.16666666666666666,1,1,0,1,0.41666666666666663,0
S00682,J00085,0.16666666666666666,0,1,1,1,0.21666666666666667,0
S00784,J00011,0.14285714285714285,1,0,0,0,0.3,0
S00275,J00019,0.0,0,1,0,0,0.1,0
S00098,J00035,0.2,1,0,0,1,0.33999999999999997,0
S00697,J00013,0.0,1,0,0,1,0.2,0
S00309,J00194,0.5714285714285714,1,1,0,0,0.7,1
S00071,J00123,0.0,0,1,0,0,0.1,0
S00022,J00192,0.0,0,0,1,0,0.0,0
S00777,J00150,0.3333333333333333,0,1,1,1,0.3333333333333333,0
S00482,J00112,0.3333333333333333,1,1,0,1,0.5333333333333333,1
S00463,J00077,0.0,1,0,0,0,0.2,0
S00798,J00089,0.25,0,1,0,0,0.275,0
S00432,J00130,0.4,0,0,0,0,0.27999999999999997,0
S00798,J00023,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00031,J00066,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00514,J00174,0.2,0,0,0,0,0.13999999999999999,0
S00233,J00105,0.0,1,0,0,0,0.2,0
S00735,J00116,0.25,0,1,0,0,0.275,0
S00214,J00125,0.16666666666666666,0,0,1,0,0.11666666666666665,0
S00723,J00123,0.0,0,1,0,0,0.1,0
S00412,J00138,0.4,0,1,0,0,0.38,0
S00080,J00059,0.6666666666666666,0,1,1,1,0.5666666666666667,1
S00129,J00173,0.75,0,0,0,1,0.5249999999999999,1
S00976,J00160,0.14285714285714285,0,1,0,0,0.2,0
S00914,J00060,0.16666666666666666,0,1,1,0,0.21666666666666667,0
S00056,J00133,0.2857142857142857,1,1,1,1,0.5,1
S00991,J00044,0.0,1,1,0,0,0.30000000000000004,0
S00302,J00067,0.0,0,1,0,0,0.1,0
S00162,J00044,0.0,0,1,0,0,0.1,0
S00116,J00021,0.0,1,1,1,1,0.30000000000000004,0
S00765,J00178,0.0,0,1,0,0,0.1,0
S00648,J00156,0.0,0,0,0,0,0.0,0
S00101,J00047,0.6666666666666666,1,0,0,0,0.6666666666666666,1
S00777,J00001,0.25,1,1,0,0,0.475,0
S00380,J00088,0.5,0,1,0,1,0.44999999999999996,0
S00006,J00019,0.14285714285714285,0,0,0,0,0.09999999999999999,0
S00254,J00091,0.14285714285714285,1,1,0,0,0.4,0
S00612,J00180,0.4,1,1,0,0,0.58,1
S00709,J00137,0.0,1,1,0,0,0.30000000000000004,0
S00406,J00173,0.5,0,0,0,1,0.35,0
S00336,J00159,0.4,1,0,0,1,0.48,0
S00933,J00177,0.0,1,1,1,0,0.30000000000000004,0
S00067,J00113,0.0,0,1,0,0,0.1,0
S00357,J00035,0.2,0,0,0,0,0.13999999999999999,0
S00306,J00030,0.0,1,1,0,0,0.30000000000000004,0
S00789,J00074,0.3333333333333333,0,1,0,1,0.3333333333333333,0
S00324,J00026,0.0,0,1,0,0,0.1,0
S00049,J00042,0.0,0,1,0,0,0.1,0
S00680,J00071,0.4,0,1,0,0,0.38,0
S00492,J00196,0.4,1,1,0,0,0.58,1
S00115,J00117,0.2857142857142857,0,1,0,0,0.3,0
S00077,J00020,0.14285714285714285,0,1,0,0,0.2,0
S00618,J00197,0.0,0,0,0,0,0.0,0
S00928,J00006,0.14285714285714285,1,1,0,0,0.4,0
S00584,J00028,0.2857142857142857,1,1,1,1,0.5,1
S00244,J00056,0.0,1,0,0,0,0.2,0
S00486,J00063,0.3333333333333333,1,1,0,0,0.5333333333333333,1
S00796,J00162,0.6666666666666666,0,1,0,0,0.5666666666666667,1
S00271,J00085,0.16666666666666666,0,0,0,0,0.11666666666666665,0
S00888,J00074,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00729,J00145,0.0,1,1,1,0,0.30000000000000004,0
S00050,J00100,0.0,0,0,0,0,0.0,0
S00406,J00140,0.14285714285714285,1,1,0,0,0.4,0
S00721,J00010,0.2,1,1,0,0,0.43999999999999995,0
S00661,J00116,0.25,0,1,0,1,0.275,0
S00335,J00166,0.0,0,0,1,0,0.0,0
S00645,J00011,0.14285714285714285,1,0,0,0,0.3,0
S00547,J00118,0.2857142857142857,0,1,0,0,0.3,0
S00526,J00116,0.5,0,1,0,0,0.44999999999999996,0
S00746,J00052,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00452,J00175,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00101,J00063,0.3333333333333333,1,1,0,0,0.5333333333333333,1
S00320,J00163,0.4,0,1,0,1,0.38,0
S00100,J00166,0.2,1,1,1,1,0.43999999999999995,0
S00723,J00142,0.16666666666666666,0,1,0,1,0.21666666666666667,0
S00372,J00193,0.0,0,1,0,0,0.1,0
S00524,J00124,0.0,0,1,0,0,0.1,0
S00038,J00195,0.0,0,1,0,0,0.1,0
S00683,J00078,0.0,0,1,0,0,0.1,0
S00389,J00018,0.5,0,1,0,0,0.44999999999999996,0
S00387,J00180,0.4,1,1,1,0,0.58,1
S00671,J00176,0.25,0,1,1,0,0.275,0
S00509,J00139,0.3333333333333333,1,0,1,1,0.43333333333333335,0
S00245,J00175,0.16666666666666666,0,0,0,0,0.11666666666666665,0
S00167,J00124,0.0,1,1,0,1,0.30000000000000004,0
S00489,J00003,0.0,1,1,0,0,0.30000000000000004,0
S00285,J00022,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00737,J00111,0.2,0,0,0,0,0.13999999999999999,0
S00905,J00018,0.0,0,1,0,0,0.1,0
S00581,J00120,0.0,1,1,0,1,0.30000000000000004,0
S00511,J00102,0.0,1,1,0,0,0.30000000000000004,0
S00567,J00109,0.14285714285714285,1,1,0,1,0.4,0
S00270,J00048,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00320,J00134,0.25,0,1,0,0,0.275,0
S00290,J00008,0.4,0,1,0,0,0.38,0
S00421,J00129,0.2,1,0,1,0,0.33999999999999997,0
S00433,J00159,0.0,1,1,1,0,0.30000000000000004,0
S00655,J00099,0.0,1,0,0,0,0.2,0
S00247,J00038,0.0,1,1,0,0,0.30000000000000004,0
S00237,J00094,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00981,J00065,0.0,1,1,0,0,0.30000000000000004,0
S00620,J00007,0.14285714285714285,0,0,0,0,0.09999999999999999,0
S00861,J00129,0.0,1,1,0,0,0.30000000000000004,0
S00603,J00002,0.25,1,1,0,1,0.475,0
S00637,J00138,0.0,0,1,0,0,0.1,0
S00591,J00145,0.2,1,1,1,1,0.43999999999999995,0
S00172,J00133,0.2857142857142857,1,1,0,0,0.5,1
S00158,J00033,0.0,0,0,0,0,0.0,0
S00580,J00100,0.42857142857142855,0,0,0,0,0.3,0
S00355,J00062,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00157,J00064,0.16666666666666666,0,1,0,0,0.21666666666666667,0
S00981,J00086,0.3333333333333333,1,1,0,0,0.5333333333333333,1
S00560,J00043,0.25,1,1,1,0,0.475,0
S00880,J00070,0.0,0,1,1,0,0.1,0
S00317,J00148,0.42857142857142855,1,1,0,0,0.6,1
S00588,J00013,0.0,1,0,0,0,0.2,0
S00795,J00158,0.0,1,0,0,1,0.2,0
S00347,J00190,0.16666666666666666,1,0,0,1,0.31666666666666665,0
S00700,J00131,0.3333333333333333,1,1,0,1,0.5333333333333333,1
S00748,J00163,0.2,0,1,0,1,0.24,0
S00911,J00167,0.2,1,1,0,1,0.43999999999999995,0
S00844,J00113,0.16666666666666666,1,0,0,0,0.31666666666666665,0
S00075,J00017,0.16666666666666666,1,1,0,1,0.41666666666666663,0
S00769,J00075,0.3333333333333333,0,0,0,0,0.2333333333333333,0
S00065,J00112,0.3333333333333333,1,1,0,0,0.5333333333333333,1
S00123,J00073,0.2,0,1,0,1,0.24,0
S00618,J00045,0.0,1,0,0,0,0.2,0
S00606,J00140,0.2857142857142857,0,1,0,0,0.3,0
S00503,J00017,0.16666666666666666,1,0,0,0,0.31666666666666665,0
S00444,J00044,0.0,0,1,0,0,0.1,0
S00020,J00101,0.42857142857142855,0,1,0,0,0.4,0
S00154,J00117,0.2857142857142857,1,0,0,1,0.4,0
S00385,J00168,0.0,1,0,0,0,0.2,0
S00707,J00181,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00167,J00198,0.2,1,1,0,0,0.43999999999999995,0
S00082,J00151,0.16666666666666666,0,1,0,0,0.21666666666666667,0
S00140,J00006,0.14285714285714285,1,0,0,0,0.3,0
S00029,J00015,0.0,0,0,0,0,0.0,0
S00769,J00157,0.16666666666666666,1,1,0,0,0.41666666666666663,0
S00915,J00062,0.0,1,1,0,0,0.30000000000000004,0
S00921,J00037,0.16666666666666666,0,1,0,1,0.21666666666666667,0
S00726,J00017,0.16666666666666666,1,1,0,1,0.41666666666666663,0
S00815,J00124,0.3333333333333333,0,1,0,0,0.3333333333333333,0
S00543,J00073,0.2,1,1,0,1,0.43999999999999995,0
S00901,J00137,0.2,0,1,0,0,0.24,0
S00634,J00195,0.25,0,1,1,1,0.275,0
S00076,J00022,0.3333333333333333,0,1,0,1,0.3333333333333333,0
S00192,J00029,0.3333333333333333,1,0,0,0,0.43333333333333335,0
S00283,J00167,0.4,0,0,0,1,0.27999999999999997,0
S00199,J00161,0.0,1,1,0,1,0.30000000000000004,0
S00231,J00056,0.25,1,1,0,0,0.475,0
S00026,J00158,0.3333333333333333,1,1,0,0,0.5333333333333333,1
S00524,J00054,0.0,1,0,0,0,0.2,0
S00867,J00039,0.0,1,1,0,1,0.30000000000000004,0
S00536,J00067,0.0,0,1,0,0,0.1,0
S00084,J00193,0.25,0,1,1,0,0.275,0
S00084,J00062,0.0,0,1,0,0,0.1,0
S00893,J00118,0.0,0,1,0,0,0.1,0
S00321,J00133,0.0,1,1,0,0,0.30000000000000004,0
S00390,J00130,0.0,0,0,0,0,0.0,0
