event_id,ts,day_idx,candidate_id,job_id,region,gender,skill_match_score,embedding_similarity,experience_years,location_match,recruiter_response_rate,past_ctr,clicked,applied,shortlisted
d0_22,2026-01-01,0,68881,5850,East,M,0.7067720303945946,0.4852990842640735,9.708334786284727,0,0.30464806538499345,0.030963094621826462,0,0,0
d0_23,2026-01-01,0,82051,8521,East,M,0.5259106346894575,0.17474502337605186,1.2115335117086652,0,0.5564278081369705,0.07983799540241474,0,0,0
d0_24,2026-01-01,0,62455,7385,West,F,0.15834601847229796,0.2944010706084437,10.199942041182652,0,0.5008264195233038,0.1475595864350847,0,0,0
d0_25,2026-01-01,0,86827,1676,North,F,0.7612719265894643,0.4250444915805983,0.9306905287328265,0,0.5784877947623035,0.1397754553181254,1,1,0
d0_26,2026-01-01,0,34575,5133,South,F,0.6690265559493631,0.46634066687571785,1.5775542264153222,0,0.36739907395752497,0.04164708748822808,1,0,0
d0_27,2026-01-01,0,23814,7657,North,M,0.4915025316734329,0.4887417059117911,3.438549397189232,1,0.26173013904678794,0.08378287402958995,0,0,0
d0_28,2026-01-01,0,17774,3015,North,M,0.3829705620095165,0.5557871684471376,0.22105002025555015,1,0.3711475363515589,0.09091393253988767,0,0,0
d0_29,2026-01-01,0,62440,9895,West,M,0.7704454213365807,0.5032380503766329,7.902069746032857,1,0.41224375566886895,0.10172652029428875,1,0,0
d0_30,2026-01-01,0,69865,8272,West,F,0.6828831120608774,0.7074009415815111,1.3458685858912467,1,0.4094786459608012,0.051204320569922426,1,0,0
d0_31,2026-01-01,0,35677,8618,East,F,1.0,0.44859740414779475,0.7778550120126404,0,0.5360416574508042,0.08858144459402606,1,1,0
d0_32,2026-01-01,0,80528,1735,South,M,0.6956339477704887,0.4206523060786686,0.18212097857154572,1,0.35664754899958656,0.08356947573702361,0,0,0
d0_33,2026-01-01,0,76524,6216,South,M,0.6897865654271627,0.6218313307780693,0.07641730913058553,1,0.4422441366163509,0.15857666298809597,1,0,0
d0_34,2026-01-01,0,42411,5749,South,M,0.5899529725804583,0.3196536895110822,0.08745907563077379,1,0.2813647420678473,0.1604560655495122,1,0,0
d0_35,2026-01-01,0,31490,6640,North,F,0.7670196560961424,0.6084537557980003,1.1439376698504606,1,0.4540380733652576,0.1127094770955592,0,0,0
d0_36,2026-01-01,0,76807,8651,North,F,0.7325153362246677,0.5653829775589401,1.095411272401536,1,0.4003730260222764,0.10039801020646341,1,0,0
d0_37,2026-01-01,0,70425,4179,South,M,0.845310501541735,0.5278836265122749,3.0616890627418814,0,0.31002239940585796,0.12699621560195568,1,1,0
d0_38,2026-01-01,0,25370,5805,North,M,0.5261618746452887,0.7882414160723894,6.87004197882789,1,0.37170047653901767,0.07917124462722125,1,0,0
d0_39,2026-01-01,0,32960,7114,West,F,0.5416266548700868,0.45666888320579235,3.5177228164829466,1,0.3778989104181734,0.06265839589162794,0,0,0
d0_40,2026-01-01,0,53736,7777,South,M,0.5337614292358436,0.8590447255786118,3.2713775594747507,1,0.36758138447954847,0.07298893955371415,1,1,0
d0_41,2026-01-01,0,56002,7932,East,F,0.762344309812218,0.5161852826157851,1.6615197818074714,0,0.612560949072122,0.08825934180142717,0,0,0
d0_42,2026-01-01,0,24936,4032,West,M,0.8897073992534117,0.3584475332544658,2.9040633807254963,1,0.3881864797230545,0.06182631001038644,1,1,0
d0_43,2026-01-01,0,95377,9983,South,M,0.5374087112331258,0.5604879371492238,2.401874415513044,0,0.3707324667787195,0.12810297795314374,0,0,0
d0_44,2026-01-01,0,44978,1086,East,F,0.5435407289972436,0.3885632199521848,0.16107471513876293,1,0.14830588508678305,0.15648578368918542,0,0,0
d0_45,2026-01-01,0,44317,5431,East,M,0.6765339002965638,0.43723662282797504,0.8061597666048992,0,0.29269511776246276,0.040645084960087896,1,1,1
d0_46,2026-01-01,0,15447,6478,South,M,0.5757629299976778,0.6095549950023237,0.7777958662104674,1,0.3684311890652377,0.12125643556080166,0,0,0
d0_47,2026-01-01,0,88815,1551,North,M,0.7913696575651802,0.6333373132975187,0.23057608905150334,1,0.3176976788588029,0.10900321023668322,0,0,0
d0_48,2026-01-01,0,31162,5059,West,M,0.2146800876885716,0.45667484496186134,1.3722781432121438,0,0.5658049112053356,0.13707543427684013,0,0,0
d0_49,2026-01-01,0,98824,6362,North,M,0.471193091554959,0.6981107717569601,0.1779440449918812,0,0.3802074669524538,0.11935306159482059,0,0,0
d0_50,2026-01-01,0,54641,6467,North,M,0.47916505988693975,0.7236261637031701,4.512911857682316,1,0.5546133099181902,0.047320036003418456,0,0,0
d0_51,2026-01-01,0,88735,2071,North,M,0.20233591777049392,0.7654452634844937,4.619296277126006,0,0.4074045560860442,0.05688053505714172,1,0,0
d0_52,2026-01-01,0,26120,3497,West,M,0.44654508001361526,0.6294120110688584,0.3232041585168139,1,0.40446734037058923,0.12147117877924864,1,0,0
d0_53,2026-01-01,0,24927,3202,West,F,0.4552718991477333,0.7545143068128548,0.25851757742082326,1,0.3893444262744999,0.17143904598727547,1,0,0
d0_54,2026-01-01,0,82099,6758,West,F,0.5838011621866105,0.2678802358038914,9.38919865979938,1,0.4004555501945751,0.009290631447849848,1,1,1
d0_55,2026-01-01,0,83768,3958,West,M,0.8203338604988475,0.5023140177057307,0.9411247152237947,1,0.6062554003659831,0.137286328990079,1,0,0
d0_56,2026-01-01,0,58877,6142,South,M,0.5758890827856735,0.4199492115514861,2.1136114636200567,1,0.12164671278985384,0.17948110026438216,0,0,0
d0_57,2026-01-01,0,12893,7578,West,M,0.43445353035119233,0.5678838791691089,1.8441708933124772,0,0.15981451066735858,0.11234870618968934,0,0,0
d0_58,2026-01-01,0,94934,8174,North,F,0.6097481825815648,0.46428261712048946,3.819702955022306,1,0.33481950027326635,0.14751012480132203,0,0,0
d0_59,2026-01-01,0,45396,2654,North,F,0.8088512518594428,0.5250763237075402,3.109638417833232,0,0.4017433458325083,0.08484654595510988,1,0,0
d0_60,2026-01-01,0,94237,9130,West,M,0.4443274130993171,0.8323262320306075,6.865483478594098,0,0.48281253097168153,0.11403169003615615,1,0,0
d0_61,2026-01-01,0,88365,2491,South,M,0.45609652089413927,0.5245420305369433,0.5655379228415437,0,0.45677046376329705,0.038954324084592415,1,1,0
d0_62,2026-01-01,0,86633,1196,West,M,0.7205388126693602,0.6120688475785321,3.097818053600003,1,0.35389049045433163,0.002782834579056301,1,1,0
d0_63,2026-01-01,0,71987,1404,West,M,0.5801234991684558,0.5151596005113648,1.2892756253262307,0,0.5222852431890115,0.16713829006126377,0,0,0
d0_64,2026-01-01,0,70591,2809,West,M,0.7365472443277054,0.5613569931935251,2.144464697022931,1,0.5236234483783277,0.0707502536137779,0,0,0
d0_65,2026-01-01,0,57946,8858,West,M,0.6175435774768466,0.5509025020654108,12.433555080186679,1,0.4220869397525879,0.09722360774982847,1,0,0
d0_66,2026-01-01,0,12230,2870,West,M,0.7462994566561221,0.617248609895974,1.6234542094340205,1,0.515518908698421,0.050677887336490327,1,0,0
d0_67,2026-01-01,0,44907,7240,South,M,0.43368593947268463,0.7247961303320766,3.5371656298294694,1,0.4327174316118555,0.0495015148458062,1,1,0
d0_68,2026-01-01,0,75747,4766,North,M,0.6178247628581118,0.7971090996404995,1.9205662026270218,1,0.33262203678605395,0.11130811499526917,1,0,0
d0_69,2026-01-01,0,83105,1359,South,M,0.5820757974146318,0.5964430122863751,0.5893102764758269,1,0.4837380206800006,0.08352114029321767,1,0,0
d0_70,2026-01-01,0,60360,4996,North,F,0.4011396336612565,0.6384320329053403,0.05891120313512739,0,0.41327357470944137,0.13889854989973494,0,0,0
d0_71,2026-01-01,0,73859,1254,South,M,0.3385739693836361,0.37737032362216505,4.679209332897519,1,0.4001607816105385,0.1426269209489796,0,0,0
d0_72,2026-01-01,0,11956,5285,East,F,0.7434348263494391,0.5368184886376569,0.28688748659308483,1,0.576754428662749,0.13604248231623034,1,1,0
d0_73,2026-01-01,0,52156,6027,North,M,0.5568285712007639,0.6910434197325384,0.5887473306011246,1,0.10589534457518968,0.13193003954642218,0,0,0
d0_74,2026-01-01,0,55694,5691,North,F,0.43598954930348066,0.679895295762573,2.739143912420314,1,0.22987789958085167,0.19888841024659432,1,0,0
d0_75,2026-01-01,0,90322,3542,North,F,0.6026877913538002,0.5817414599192576,1.1202752967299399,1,0.2575515488350756,0.06662031154775569,0,0,0
d0_76,2026-01-01,0,37994,7898,North,F,0.8230433943228744,0.6829590939351929,1.8357232192375945,1,0.35640872229174336,0.1172532566898541,1,0,0
d0_77,2026-01-01,0,30695,6369,West,F,0.2094671878330539,0.6236150063490729,1.8771785270354941,1,0.3694470196280764,0.17663449102597945,1,0,0
d0_78,2026-01-01,0,41713,3292,West,F,0.35060503581740127,0.7300459387388982,0.07247910152754004,1,0.21912092226723434,0.18322699046690183,1,0,0
d0_79,2026-01-01,0,25335,4911,West,F,0.45388044045885184,0.5934038735435667,6.61963891451551,1,0.2817810361227009,0.04891181753277135,0,0,0
d0_80,2026-01-01,0,60257,1976,West,F,0.8830121960096592,0.49664525266434484,12.16788908965347,1,0.29669899857717164,0.1043822279172065,1,1,0
d0_81,2026-01-01,0,67851,9308,South,M,0.6708656569254734,0.6003761885399536,2.0536911211040287,1,0.694890891049107,0.18790605479336303,1,1,0
d0_82,2026-01-01,0,82099,7776,East,M,0.7581171032830208,0.1104108436220837,1.2391766797344321,0,0.6162090337296576,0.14540395525995325,0,0,0
d0_83,2026-01-01,0,97478,3589,North,M,0.4147710345572785,0.6074328604577575,6.812216174446911,0,0.35059006987784214,0.12976315157398863,0,0,0
d0_84,2026-01-01,0,16624,7073,North,F,0.41848354245130526,0.002738076217782548,1.6084751715689354,1,0.3563700051631842,0.10911576532826715,0,0,0
d0_85,2026-01-01,0,32252,7111,North,M,0.7006064690100878,0.2914804888891874,2.9203481780782536,1,0.26209552033740474,0.10080995371461272,0,0,0
d0_86,2026-01-01,0,37063,6486,West,M,0.6304893795683804,0.6177652901411477,6.206583880998762,1,0.171024350412968,0.1344109531545162,1,0,0
d0_87,2026-01-01,0,32470,1486,South,F,0.7187729873955427,0.6216294005900194,1.2922862880533375,1,0.38597437763097714,0.10738129375077582,1,0,0
d0_88,2026-01-01,0,84454,8905,North,M,0.5862192216328787,0.3756356829790105,5.777303146666143,0,0.28025776201071695,0.11787106894777778,0,0,0
d0_89,2026-01-01,0,22554,9601,South,M,0.6700658707618329,0.4431846937181592,3.4298970368722594,0,0.3898179362005588,0.12392993530575186,1,0,0
d0_90,2026-01-01,0,12676,9766,North,M,0.6484614352829197,0.7555811482921199,3.0792341901254385,0,0.20797529811478274,0.08609642357532504,1,1,0
d0_91,2026-01-01,0,87449,9825,West,M,0.7599981300352865,0.4773954802640986,5.296750753522048,1,0.3085630650027691,0.1466064686940719,0,0,0
d0_92,2026-01-01,0,96535,9358,South,M,0.7652614907500047,0.8864380468604478,0.043853638671021725,0,0.4178352514363397,0.265712232420771,1,0,0
d0_93,2026-01-01,0,30375,7650,South,M,0.32842304100948144,0.5497120220235481,1.1199653206625837,1,0.4439451517340725,0.031150668033696233,1,0,0
d0_94,2026-01-01,0,39956,1511,South,M,0.215491660038646,0.61120542653219,0.6766454958684956,1,0.45009663504904174,0.136200626209499,0,0,0
d0_95,2026-01-01,0,55285,5186,West,M,0.8003141715772712,0.7925311597747912,0.9859179912769932,1,0.24154132190115554,0.08199049556905472,1,0,0
d0_96,2026-01-01,0,57334,3206,South,M,0.8337905167871486,0.5696540674290129,1.266642508215019,0,0.5025622876162674,0.1488701288759625,0,0,0
d0_97,2026-01-01,0,99177,2979,North,F,0.43628785648759927,0.3996484028963799,0.7723260623022099,0,0.303974596407778,0.12232787366639304,1,0,0
d0_98,2026-01-01,0,46373,8474,North,M,0.2852296268217869,0.5335408822458565,1.788756669745009,0,0.47594294975287676,0.15809273870212318,1,0,0
d0_99,2026-01-01,0,11092,8311,East,F,0.6378262677812961,0.5446583895714864,1.0588512112337332,0,0.39872335880581683,0.17877532882543898,0,0,0
d0_100,2026-01-01,0,48047,5698,East,F,0.7875508807430953,0.34528875216976523,1.682826698441854,0,0.23483350011064627,0.12962105588840905,0,0,0
d0_101,2026-01-01,0,60083,7626,West,M,0.9435670140381767,0.5116251892988766,1.9524951675854259,1,0.3620562754502575,0.1766026144207089,1,0,0
d0_102,2026-01-01,0,56519,2164,North,M,0.7129335629782612,0.43867118590038456,0.813149134708621,1,0.4438436490476521,0.0027851053105661244,1,0,0
d0_103,2026-01-01,0,56105,2997,East,M,0.5530909946145749,0.6886536635781151,2.9106240109984878,1,0.4735558456569519,0.19952261489580114,1,1,0
d0_104,2026-01-01,0,93034,8743,West,F,0.45923648811472473,0.5551917811277884,3.527451267273304,1,0.3830814523066698,0.138753107594617,0,0,0
d0_105,2026-01-01,0,82669,5060,West,F,0.6220612325007178,0.5075806376278645,4.6731551219493195,0,0.5838134668721263,0.17389216778725908,1,0,0
d0_106,2026-01-01,0,32653,5919,South,F,0.5661323533006538,0.5340727104066136,0.689012852482841,1,0.5209012925183871,0.05900621275792391,0,0,0
d0_107,2026-01-01,0,41974,5164,North,M,0.4372877769688131,0.583468302760925,2.976003137358883,1,0.36920150603202967,0.07846150591973321,1,1,0
d0_108,2026-01-01,0,70081,2819,North,F,0.9887760171553917,0.642522129953467,4.1159087988744805,1,0.4900146174564334,0.1272969147072387,1,0,0
d0_109,2026-01-01,0,46930,8436,East,M,0.9413303123729836,0.40004316569959286,0.14298351383309088,1,0.6320552182225825,0.11914810553312684,1,1,0
d0_110,2026-01-01,0,48555,7823,South,F,0.8244887630399771,0.3937618551068093,1.710904703477018,0,0.6352581520939633,0.13415342940049949,1,0,0
d0_111,2026-01-01,0,25114,7153,North,M,0.45424692839435704,0.7157018823103796,2.8520008112495807,0,0.25264001430130034,0.1742257580464983,0,0,0
d0_112,2026-01-01,0,32892,4178,South,F,0.7739034783735101,0.4881494691692905,0.8928794630763133,0,0.2888160266611419,0.031738984234857534,1,0,0
d0_113,2026-01-01,0,76672,6787,West,F,0.7351327537096223,0.3374736861104689,5.51540928306041,1,0.5781902544080622,0.16869095358586544,1,1,1
d0_114,2026-01-01,0,85862,9578,North,M,0.6996582123567295,0.6165719064074657,3.8856042363649466,1,0.27300627389948356,0.12041409549789635,1,0,0
d0_115,2026-01-01,0,80623,6847,East,F,0.8449397480678799,0.619505470904903,0.5692506379068377,1,0.24129506400499856,0.1098109069437726,1,1,0
d0_116,2026-01-01,0,37704,5447,West,M,0.7343668057150299,0.32039271141149406,1.7903702054243409,1,0.3416567043161144,0.04644423828075547,1,0,0
d0_117,2026-01-01,0,22299,3433,West,F,0.7532025625347804,0.584422257319541,10.058794535558215,1,0.45042720513695034,0.14515243341884326,1,1,0
d0_118,2026-01-01,0,24372,5704,South,M,0.7346431310069979,0.6603374638642561,2.393668239160582,0,0.38771239520666845,0.0,1,1,0
d0_119,2026-01-01,0,45410,4345,West,F,0.681342453440379,0.6061579677559396,4.265764123876439,0,0.321932365551329,0.15241970056193563,1,0,0
d0_120,2026-01-01,0,56597,6500,West,M,0.298949996651447,0.6447972225642093,7.421564960500765,1,0.31909450459305894,0.0453947082263504,1,0,0
d0_121,2026-01-01,0,90360,1410,West,F,0.6350517939339003,0.3393596352863877,1.7787036812277544,1,0.314519552270475,0.12267289563087369,1,0,0
d0_122,2026-01-01,0,90893,2711,North,F,0.5198854474071575,0.5996560232494293,0.2911844992618586,1,0.2944588445609269,0.11404155813360398,0,0,0
d0_123,2026-01-01,0,10243,8081,South,F,0.38962862762479633,0.504607036079433,0.7442556064603193,0,0.6737959452731275,0.17847690736469418,1,0,0
d0_124,2026-01-01,0,73679,4426,North,F,0.9227269914741483,0.4775814761913033,1.9900440245446918,1,0.4357013285422666,0.11106724154930549,0,0,0
d0_125,2026-01-01,0,36888,4896,South,F,0.9312191613594266,0.680583341412959,1.7604047391552062,0,0.5064110865285687,0.08529307194271671,1,0,0
d0_126,2026-01-01,0,27801,5894,South,F,0.8646597080532101,0.7718911766011345,2.433626086879716,1,0.3413107038257292,0.09466986520143984,1,0,0
d0_127,2026-01-01,0,59953,4943,North,M,0.6659384150340574,0.8191555081900539,3.956051204537446,0,0.37768519873767414,0.1836441384377332,1,0,0
d0_128,2026-01-01,0,13052,7826,North,F,0.8631125217714782,0.7472211807258858,4.56097316745994,0,0.3143735222355574,0.1468148484590447,0,0,0
d0_129,2026-01-01,0,40068,3207,West,M,0.6221695725083286,0.5335398727554725,3.198680403997127,1,0.08179499980969579,0.10071850092384194,1,1,0
d0_130,2026-01-01,0,59699,7825,North,F,0.6565035098416003,0.6029080244539515,8.581066773505741,1,0.2346388867782561,0.10817767900177433,0,0,0
d0_131,2026-01-01,0,34483,2884,East,M,0.4231751533168431,0.6650234307676366,10.845335599343473,1,0.18272575840235267,0.04164114547072764,1,1,0
d0_132,2026-01-01,0,63404,4334,West,M,0.6914584348097912,0.5681766923949193,3.9152521488589116,1,0.13002594664580713,0.13942371004257703,1,0,0
d0_133,2026-01-01,0,51402,6289,South,M,0.630869467116395,0.5696146281867317,5.83996074356217,1,0.25655692308422773,0.03200921461522671,1,0,0
d0_134,2026-01-01,0,81945,8972,West,M,0.3855226189697964,0.6735629697814274,1.5454029927238007,1,0.5589946815257957,0.1575898232917728,0,0,0
d0_135,2026-01-01,0,26336,3092,North,M,0.6107845198730125,0.5411076030961102,0.43270432942939663,1,0.3946676598754775,0.1264310796245633,0,0,0
d0_136,2026-01-01,0,15139,6285,East,F,0.6056486785057744,0.4406069595439508,2.5250212909042364,1,0.5548676514785409,0.23934758997869612,0,0,0
d0_137,2026-01-01,0,57665,1577,South,F,0.9435610099960352,0.48782904012462125,7.77092879062438,0,0.44931790922810505,0.06499322231378471,1,0,0
d0_138,2026-01-01,0,33120,1678,West,M,0.7809583991324137,0.6450865566600614,0.4800476209859681,1,0.4939070590858191,0.11486689544796835,0,0,0
d0_139,2026-01-01,0,73601,7906,North,F,0.6220601790364639,0.5504489936799934,1.3142076412519055,0,0.291892360563451,0.20991438504615312,1,0,0
d0_140,2026-01-01,0,18395,7469,South,F,0.664781715764195,0.6010314965302507,2.9945157708195707,1,0.46287411450312055,0.1795694820145707,1,0,0
d0_141,2026-01-01,0,61775,4387,South,M,0.6279582280587557,0.6505118863303285,1.7229227827168525,0,0.4874457080889215,0.08518939742100501,0,0,0
d0_142,2026-01-01,0,99084,6606,East,M,0.5834754827368014,0.4937737805653586,0.1607493310586573,1,0.3308023249319569,0.13119837141867238,0,0,0
d0_143,2026-01-01,0,18379,4421,West,M,0.42516310447010836,0.663437224544471,12.46565772189113,1,0.46714484447394,0.12009996782075436,0,0,0
d0_144,2026-01-01,0,37163,3494,South,F,0.5928106620307527,0.6068263905187592,2.3312489011899022,1,0.46794253102898,0.13409779336970784,0,0,0
d0_145,2026-01-01,0,85995,4881,North,M,0.4857023138025476,0.36477803696327826,0.8763966989618377,1,0.33405368546439007,0.08506597820075851,0,0,0
d0_146,2026-01-01,0,58020,3806,South,F,0.3949432029938337,0.7663457186779367,1.493229626981931,0,0.26526778812748064,0.11553397986496328,0,0,0
d0_147,2026-01-01,0,25747,8334,South,F,0.7120199266185563,0.47488828843646264,0.08839246601693837,1,0.25790460017220734,0.0400973812361643,1,1,0
d0_148,2026-01-01,0,29181,4704,South,M,0.6904276387879823,0.3017356985222225,2.415245684432452,1,0.41038066503057546,0.1267561725934041,1,0,0
d0_149,2026-01-01,0,78832,3887,North,F,0.298392647953746,0.3932434435620547,4.937570960055223,1,0.4392411842547178,0.1425010336710916,0,0,0
d0_150,2026-01-01,0,87479,5824,East,F,0.5979167652508771,0.3968432258982517,2.4211923846709156,1,0.3048969003450503,0.1086290293678058,1,1,1
d0_151,2026-01-01,0,42450,7821,East,M,0.7992262494619862,0.5578259977986301,4.45486451555774,1,0.40319024095913186,0.0392474554707606,1,1,0
d0_152,2026-01-01,0,52644,3462,North,M,0.8106602730013377,0.5089224241680644,2.026503848573496,1,0.46846444433661827,0.16942659314257313,1,0,0
d0_153,2026-01-01,0,80447,9454,West,M,0.8046506317193429,0.4994752048539111,4.370453708178274,1,0.47418288575983614,0.1382262518996401,1,0,0
d0_154,2026-01-01,0,25923,5171,North,M,0.6270043772422628,0.6429552948223719,2.121022451894465,0,0.5862256144146987,0.08369924511495115,1,0,0
d0_155,2026-01-01,0,28564,6947,West,M,0.4678918409655528,0.6009813041789056,3.067359776859665,1,0.5532376998637653,0.10596997765809679,0,0,0
d0_156,2026-01-01,0,79698,9614,North,F,0.4249342110755491,0.597407180596643,5.767529266543894,1,0.27984502806921474,0.044966529860908044,1,1,0
d0_157,2026-01-01,0,26799,4884,West,M,0.6820288828550644,0.611474268599304,13.175969742811771,1,0.6020303451445628,0.06872949361110478,0,0,0
d0_158,2026-01-01,0,79372,2798,West,M,0.6882704061857293,0.6424202002003357,1.6142020908391166,1,0.3362828194533143,0.09310943268214303,1,0,0
d0_159,2026-01-01,0,54731,7729,West,F,0.8517196000889118,0.23380699873338362,10.335582765352255,1,0.5253847374945313,0.18142104061400754,1,1,0
d0_160,2026-01-01,0,99102,1059,North,M,0.817996337061575,0.4953342621603309,0.3361393155756135,1,0.40815839512613067,0.0880248304556262,1,0,0
d0_161,2026-01-01,0,12964,5120,East,F,0.596198841824389,0.22296849032657895,2.7255578803415528,1,0.3505420745851639,0.15201068296643794,0,0,0
d0_162,2026-01-01,0,95134,9818,North,F,0.3960429418050435,0.5554089890196694,2.107576474860421,1,0.18307637682700809,0.093084189856921,1,1,1
d0_163,2026-01-01,0,30276,4729,North,M,0.5625608125380384,0.5493050541663482,2.5886593425206867,1,0.3794122587740382,0.13239737804259374,1,0,0
d0_164,2026-01-01,0,13157,7156,West,M,0.6591016150658944,0.706829841218452,5.541016572146594,0,0.21287401176332696,0.11293022489280989,1,0,0
d0_165,2026-01-01,0,75160,5727,South,F,0.5836250158299072,0.7281451589081682,1.481524434544403,1,0.5160759083011327,0.16365283000463718,1,1,0
d0_166,2026-01-01,0,57927,2931,East,F,0.5159790605460219,0.5804162572378552,12.604300242705047,0,0.5820151188567098,0.0932594330890721,1,1,0
d0_167,2026-01-01,0,85363,3859,East,F,0.6655192666945818,0.47494583839046506,2.382119285763614,0,0.3043706812843972,0.04137358749987795,1,0,0
d0_168,2026-01-01,0,19751,5711,South,M,0.5292876065460901,0.6227741668818607,4.3858023632307805,1,0.43623648910231255,0.050902548431818365,0,0,0
d0_169,2026-01-01,0,17270,1938,East,F,0.5069481049294327,0.47081235440135305,2.668271766857186,1,0.31295301735904296,0.09340612530286213,0,0,0
d0_170,2026-01-01,0,61051,4733,North,F,0.6760615101746191,0.5497911022834977,2.211269976212182,1,0.3245818323835853,0.057547001466097356,0,0,0
d0_171,2026-01-01,0,89386,4733,South,M,0.5476413355767431,0.6979204475441152,1.725936492617062,0,0.49293936446384456,0.14051060078397756,1,0,0
d0_172,2026-01-01,0,46518,8513,North,F,0.6639387900161033,0.4663342981015865,0.0731257740585796,0,0.3953754085787905,0.09671159175709611,1,1,1
d0_173,2026-01-01,0,81775,2114,East,F,0.6691767241133821,0.6708517958863752,11.786749266710391,1,0.6087577650317214,0.23873032750132156,0,0,0
d0_174,2026-01-01,0,91557,8583,North,M,0.41490277980351653,0.6516102053038454,3.1251966702432057,0,0.3421321025556495,0.033114270243143396,0,0,0
d0_175,2026-01-01,0,88270,4693,North,M,0.5333765977042259,0.4067812274303768,8.279851257954073,0,0.5199203598969387,0.13018165893549005,0,0,0
d0_176,2026-01-01,0,55779,6861,South,F,0.8787998491849632,0.6960841192326102,12.131786307027102,0,0.41168960955493383,0.06360234882471655,1,0,0
d0_177,2026-01-01,0,72857,6011,East,M,0.41082568770782835,0.6547849518057258,4.647621926430704,1,0.495493361169308,0.09532993298086606,0,0,0
d0_178,2026-01-01,0,57309,3697,East,M,0.2390021991853044,0.5652888831058986,1.4375377894474708,1,0.3463410811204064,0.12707097366702721,0,0,0
d0_179,2026-01-01,0,70673,9375,West,M,0.2848678724163479,0.4356514812958522,1.9025898757852033,1,0.3940529394938101,0.0037314312562856528,1,0,0
d0_180,2026-01-01,0,61037,3019,East,M,0.6252397903838004,0.4211190972136646,0.29900846310824536,1,0.3861401344841279,0.13184130583940137,0,0,0
